Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3747980;1;1;1;70;1;4;54;1; ;2;4;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;2000000;2;58;58;60;1;1;6041;06;18;96,8830328520148;18
3747981;1;2;1;70;1;4;48;1; ;2;4;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;74;1;1;7499;06;18;75,0988694409369;18
3747985;1;1;1;70;1;2;48;4; ;2;2;4; ;1;1; ; ;1; ; ; ; ; ; ; ; ;1;700000;2;95;95;45;1;1;4521;06;18;82,9638651866779;18
3747987;1;1;1;70;1;12;48;1; ;2;106;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;32;75;1;1;7512;06;18;51,9869023694494;18
3748006;1;2;1;70;1;54;48;3; ;2;54;3; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;54;54;95;1;2;9500;06;47;232,132168500299;47
3748009;1;3;1;70;1;4;48;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;55;85;1;1;8511;06;47;237,448839398209;47
3748051;1;2;1;70;1;40;48;1; ;2;104;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;85;1;2;8511;06;08;670,954165885806;08
3748061;1;2;1;70;1;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;06;76;733,956292122937;76
3748068;1;1;1;70;1;10;48;1; ;2;10;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;11;1;1;1110;06;73;213,479289317611;73
3748071;1;2;1;70;1;16;48;3; ;2;4;3; ;1;7; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;54;54;95;1;2;9500;06;73;200,07209841656;73
3748085;1;1;1;70;1;16;48;4; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;06;66;313,985605625821;66
3748087;1;3;1;70;1;20;48;4; ;2;20;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5529;06;66;323,249443981539;66
3748089;1;2;1;70;1;8;48;1; ;2;3;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;72000;2;39;97;01;1;1;0123;06;66;306,912142262033;66
3748097;1;3;1;70;1;20;24;1; ;2;24;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;06;66;289,333743983467;66
3748104;1;1;1;70;1;12;48;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6022;06;66;350,010416870836;66
3748118;1;1;1;70;1;20;48;4; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;06;47;239,606706329956;47
3748121;1;2;1;70;1;3;45;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;25000;2;95;95;45;1;1;4521;06;15;62,7184858618711;15
3748130;1;1;1;70;1;16;48;1; ;2;16;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;66;1;2;6601;06;15;82,8610966043568;15
3748133;1;2;1;70;1;52;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;95; ; ;1;2; ;06;15;99,5814464847988;15
3748134;1;5;1;70;1;24;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;06;15;129,276563243314;15
3748134;1;6;1;70;1;8;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;06;15;129,276563243314;15
3748137;1;1;1;70;1;20;50;1; ;2;36;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;59;85;1;2;8511;06;15;99,7821113570552;15
3748140;1;2;1;70;1;12;48;1; ;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;74;1;1;7492;06;15;122,609438032258;15
3748169;1;1;1;70;1;20;48;1; ;2;20;1; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;19;19;85;1;2;8532;06;17;157,345943204605;17
3748174;1;1;1;70;1;5;24;4; ;2;156;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;06;17;191,553324070888;17
3748179;1;3;1;70;1;8;24;1; ;2;96;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;30;74;1;1;7421;06;17;152,591231219589;17
3748191;1;4;1;70;1;20;40;1; ;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5530;06;44;113,960890389874;44
3748192;1;3;1;70;1;208;48;1; ;2;208;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;59;92;1;2;9242;06;70;115,138931688473;70
3748194;1;2;1;70;1;16;48;3; ;2;16;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;06;70;109,389288100691;70
3748196;1;3;1;70;1;29;40;1; ;2;97;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;45;52;1;2;5232;06;63;95,6399766334427;63
3748200;1;3;1;70;1;6;40;4; ;2;50;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;06;63;97,2188599720782;63
3748201;1;1;1;70;1;20;50;1; ;2;97;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;58;75;1;2;7522;06;63;136,981541502643;63
3748205;1;3;1;70;1;20;40;1; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;13;41;52;1;2;5233;06;63;127,984494809135;63
3748210;1;4;1;70;1;1;30;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;06;63;134,915090770975;63
3748225;1;2;1;70;1;4;20;1; ;2;104;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5239;06;63;220,388284922209;63
3748227;1;1;1;70;1;16;44;4; ;2;10;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;06;54;482,929197878473;54
3748247;1;1;1;70;1;21;48;1; ;2;21;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;2;9500;06;76;1033,63127036498;76
3748258;1;2;1;70;1;2;48;1; ;2;2;4; ;9;7; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;58;97;15;1;1;1594;06;76;981,298492288163;76
3748260;1;2;1;70;1;104;70;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;06;76;650,354597342651;76
3748271;1;2;1;70;1;12;48;1; ;2;12;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;99;75;1;1;7514;06;63;157,768789776194;63
3748295;1;2;1;70;1;22;54;3; ;2;260;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;74;1;2;7493;06;73;284,876135480119;73
3748295;1;6;1;70;1;52;48;4; ;2;104;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;41;52;1;2;5239;06;73;284,876135480119;73
3748338;1;1;1;70;1;4;48;4; ;2;12;4; ;3;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;95;95;45;1;1;4521;06;20;138,910423391185;20
3748340;1;2;1;70;1;8;48;2; ;2;48;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;39;45;52;1;1;5261;06;20;178,123423198246;20
3748341;1;2;1;70;1;4;48;1; ;2;6;1; ;8;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;33;33;52;1;1;5236;06;20;229,790533878826;20
3748343;1;2;1;70;1;4;48;4; ;2;48;4; ;3;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;57;57;93;1;1;9302;06;20;180,567129314563;20
3748345;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;33;1;1;3311;06;68;184,551693055913;68
3748347;1;3;1;70;1;6;48;1; ;2;8;8; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;62;01;1;1;0121;06;68;808,969444005109;68
3748347;1;4;1;70;1;8;50;1; ;2;8;1; ;7;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;06;68;808,969444005109;68
3748347;1;5;1;70;1;4;48;1; ;2;6;1; ;7;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;99;45;1;1;4530;06;68;808,969444005109;68
