Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3748023;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;156,191509725792
3748023;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;156,191509725792
3748023;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;156,191509725792
3748032;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;17;196,7251172012
3748034;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;199,205200027995
3748035;1;1;1;80;17;1;2;5; ;3; ;2; ; ; ; ;10;2;1;06;17;185,748677886921
3748037;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;185,748677886921
3748038;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;187,943019430014
3748039;1;1;1;80;17;1;3;3; ;3; ;2; ; ; ; ;10;2;1;06;17;163,149525530197
3748039;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;163,149525530197
3748040;1;2;1;80;17;1;4;7; ;2; ;2; ; ; ; ;9;2;1;06;17;177,45189781937
3748041;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;17;106,98647221603
3748041;2;1;2;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;106,98647221603
3748041;3;1;3;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;106,98647221603
3748048;1;1;1;80;08;1;4;5; ;3; ;2; ; ; ; ;9;2;1;06;08;673,847412689047
3748049;1;2;1;80;08;1;2;3; ;2; ;2; ; ; ; ;9;2;1;06;08;690,621963290329
3748050;1;2;1;80;08;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;08;549,594745220374
3748050;1;3;1;80;08;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;08;549,594745220374
3748051;1;3;1;80;08;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;08;670,954165885806
3748051;1;4;1;80;08;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;08;670,954165885806
3748056;1;3;1;80;76;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;76;1051,17954923831
3748057;1;1;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;76;1110,78816998373
3748057;1;2;1;80;76;1;1;7; ;2; ;2; ; ; ; ;9;2;1;06;76;1110,78816998373
3748058;1;3;1;80;76;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;76;882,368169446066
3748059;1;1;1;80;76;1;4;5; ;3; ;2; ; ; ; ;11;2;1;06;76;962,376292660603
3748060;1;1;1;80;76;1;4;3; ;1;4;2; ; ; ; ;9;2;1;06;76;969,928368485159
3748062;1;2;1;80;76;1;4;6; ;2; ;2; ; ; ; ;9;2;1;06;76;1110,78816998373
3748063;1;1;1;80;76;1;1;6; ;2; ;2; ; ; ;NO SON BIEN REMUNERADOS;12;2;1;06;76;1325,25346321382
3748064;1;1;1;80;76;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;76;962,376292660603
3748065;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;73;177,064703324183
3748066;1;2;1;80;73;1;3;3; ;2; ;2; ; ; ; ;9;2;1;06;73;174,921312018745
3748066;1;4;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;73;174,921312018745
3748071;1;1;1;80;73;1;2;2; ;2; ;2; ; ; ; ;2;2;1;06;73;200,07209841656
3748072;1;1;1;80;50;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;50;222,204234487676
3748073;1;1;1;80;50;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;50;172,119681339299
3748074;1;1;1;80;50;1;2;7; ;3; ;2; ; ; ; ;8;2;1;06;50;93,4976640259972
3748075;1;1;1;80;50;1;4;3; ;2; ;2; ; ; ; ;4;2;1;06;50;121,3367839816
3748076;1;1;1;80;50;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;50;93,4976640259972
3748076;1;2;1;80;50;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;50;93,4976640259972
3748076;1;3;1;80;50;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;50;93,4976640259972
3748079;1;2;1;80;50;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;50;233,926246208173
3748080;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;66;350,010416870836
3748081;1;2;1;80;66;1;1;8; ;2; ;2; ; ; ; ;8;2;1;06;66;297,755795657623
3748081;1;3;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;66;297,755795657623
3748082;1;3;1;80;66;2; ; ; ;2; ;2; ;1;1; ;2; ;1;06;66;210,384400569104
3748082;1;4;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;66;210,384400569104
3748082;1;5;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;66;210,384400569104
3748083;1;2;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;66;313,985605625821
3748084;1;1;1;80;66;1;4;5; ;3; ;2; ; ;4; ;5;1;1;06;66;277,478880457782
3748084;1;4;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;66;277,478880457782
3748086;1;3;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;66;242,560314466747
3748088;1;2;1;80;66;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;66;269,840584092885
3748090;1;2;1;80;66;1;2;3; ;2; ;2; ; ; ; ;9;2;1;06;66;369,354829256151
3748094;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;66;335,520393003067
3748096;1;2;1;80;66;2; ; ; ;2; ;2; ;1;1; ;8; ;1;06;66;237,664670195241
3748097;1;4;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;66;289,333743983467
3748100;1;1;1;80;66;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;66;278,262635767041
3748104;1;2;1;80;66;1;3;3; ;2; ;2; ; ; ; ;9;2;1;06;66;350,010416870836
3748105;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;66;241,513567542613
3748106;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;66;175,254243225803
3748108;1;1;1;80;66;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;66;278,262635767041
3748153;1;3;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;06;17;214,104697975293
3748154;1;2;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;17;197,726183261971
3748154;1;4;1;80;17;1;1;4; ;2; ;1;420000; ; ; ;4;2;1;06;17;197,726183261971
