Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Area;Esc;Mes;Dpto;Fex_c_2011
3374769;1;1;1;10;1;2;1;6;1942;71;1;6;1; ; ;1;3;74000;2;1;2; ;5;11;2;76;11;01;76;932,841343661907
3374770;1;1;1;10;1;2;1;5;1945;68;1;5;1; ; ;1;2;70300;2;1;2; ;3;2; ;76;2;01;76;1000,93930117406
3374770;1;2;1;10;2;1;1;1;1986;27;3;6;1; ; ;1;3;74000;2;1;2; ;5;11;2;76;11;01;76;1000,93930117406
3374772;1;1;1;10;1;1;1;7;1948;65;1;3;1; ; ;1;2;350000;2;1;2; ;6;5;4;76;16;01;76;726,907089763337
3374772;1;2;1;10;2;1;1;9;1991;22;3;6;1; ; ;1;5; ;2;1;1;2;6;1;2;76;12;01;76;726,907089763337
3374772;1;3;1;10;3;2;1;2;1995;18;3;6;1; ; ;1;5; ;2;1;1;2;6;1;2;76;12;01;76;726,907089763337
3374773;1;1;1;10;1;1;1;3;1958;55;1;3;1; ; ;1;3;74000;2;1;2; ;6;5;4;76;16;01;76;784,331135605097
3374773;1;2;1;10;2;2;1;5;1962;51;2;3;1; ; ;1;5; ;2;1;2; ;4;6; ;76;6;01;76;784,331135605097
3374773;1;3;1;10;3;1;1;10;1985;28;3;6;1; ; ;1;3;74000;2;1;2; ;6;5;4;76;16;01;76;784,331135605097
3374773;1;4;1;10;4;2;1;6;1991;22;3;6;1; ; ;1;1;27000;2;1;1;2;6;3;2;76;14;01;76;784,331135605097
3374775;1;1;1;10;1;1;1;3;1962;51;1;2;1; ; ;1;1;98;2;1;2; ;6;3;3;76;14;01;76;1269,5788766201
3374775;1;2;1;10;2;2;1;2;1969;44;2;2;1; ; ;1;5; ;2;1;2; ;6;5;4;76;16;01;76;1269,5788766201
3374775;1;3;1;10;3;1;1;1;1994;20;3;6;1; ; ;1;5; ;2;1;1;1;6;1;2;76;12;01;76;1269,5788766201
3374775;1;4;1;10;1;2;1;12;2003;10;3;6;1; ; ;1;5; ;2;1;1;2;3;4; ;76;4;01;76;1269,5788766201
3374775;1;5;1;10;5;2;1;2;1986;27;3;4;1; ; ;1;1;23500;2;1;2; ;5;11;3;76;11;01;76;1269,5788766201
3374775;1;6;1;10;5;1;1;8;2009;4;4; ;1; ; ;1;5; ;2;2;2; ;1;0; ;76;0;01;76;1269,5788766201
3374775;1;7;1;10;5;1;1;6;2011;2;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;76; ;01;76;1269,5788766201
3374777;1;1;1;10;1;1;1;11;1976;37;1;1;2;1;1; ; ; ;2;1;2; ;6;2;3;76;13;01;76;1276,91475482936
3374777;1;2;1;10;2;2;1;9;1980;33;2;1;1; ; ;3; ; ;1;1;2; ;5;11;2;76;11;01;76;1276,91475482936
3374777;1;3;1;10;2;2;1;7;1997;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;76;8;01;76;1276,91475482936
3374777;1;4;1;10;2;1;1;9;2013;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;76; ;01;76;1276,91475482936
3374777;1;5;1;10;2;2;1;7;2005;8;3; ;1; ; ;1;5; ;1;1;1;1;3;2; ;76;2;01;76;1276,91475482936
3374777;1;6;1;10;2;2;1;3;2008;5;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;76;0;01;76;1276,91475482936
3374778;1;1;1;10;1;2;1;8;1960;53;1;3;1; ; ;3; ; ;2;1;2; ;6;1;2;76;12;01;76;909,571860904701
3374778;1;2;1;10;1;1;1;8;1983;30;3;6;1; ; ;1;1;32000;2;1;2; ;5;11;2;76;11;01;76;909,571860904701
3374778;1;3;1;10;1;2;1;2;1996;17;3;6;1; ; ;3; ; ;2;1;1;2;6;0;2;76;11;01;76;909,571860904701
3374778;1;4;1;10;1;1;1;5;1986;27;3;1;1; ; ;3; ; ;2;1;2; ;4;6; ;76;6;01;76;909,571860904701
3374778;1;5;1;10;5;2;1;8;1994;19;5;1;1; ; ;3; ; ;2;1;2; ;4;9; ;76;9;01;76;909,571860904701
3374779;1;1;1;10;1;2;1;4;1945;68;1;3;1; ; ;1;2;98;2;1;2; ;3;2; ;76;2;01;76;789,177571171566
3374779;1;2;1;10;1;1;1;5;1953;60;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;76;0;01;76;789,177571171566
3374780;1;1;1;10;1;1;1;6;1955;58;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ;76;8;01;76;773,141329496367
3374780;1;2;1;10;2;2;1;6;1964;49;2;2;1; ; ;3; ; ;2;1;2; ;4;7; ;76;7;01;76;773,141329496367
3374780;1;3;1;10;3;1;1;7;1987;26;3;6;1; ; ;1;1;23000;2;1;2; ;5;11;2;76;11;01;76;773,141329496367
3374780;1;4;1;10;4;1;1;3;1990;23;3;6;2;1;12; ; ; ;2;1;2; ;5;11;2;76;11;01;76;773,141329496367
3374780;1;5;1;10;5;2;1;6;1994;19;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;76;11;01;76;773,141329496367
3374781;1;1;1;10;1;1;1;9;1956;57;1;3;1; ; ;1;3;171000;2;1;2; ;6;4;2;76;15;01;76;1015,09962761035
3374781;1;2;1;10;2;2;1;6;1969;44;2;3;1; ; ;1;5; ;2;1;2; ;6;3;3;76;14;01;76;1015,09962761035
3374781;1;3;1;10;2;2;1;4;2009;4;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;76;0;01;76;1015,09962761035
3374781;1;4;1;10;2;1;1;6;2010;3;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;76;0;01;76;1015,09962761035
3374782;1;1;1;10;1;1;1;4;1973;40;1;3;1; ; ;1;1;24000;2;1;2; ;6;5;4;76;16;01;76;1090,28695569344
3374782;1;2;1;10;2;2;1;8;1987;26;2;3;1; ; ;1;1;36000;2;1;2; ;6;2;2;76;13;01;76;1090,28695569344
3374782;1;3;1;10;2;1;1;4;2012;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;76; ;01;76;1090,28695569344
3374784;1;1;1;10;1;1;1;10;1977;36;1;3;1; ; ;1;1;40000;1;1;2; ;5;11;2;76;11;01;76;1079,53699388565
3374784;1;2;1;10;2;2;1;3;1966;47;2;3;1; ; ;1;5; ;1;1;2; ;6;2;2;76;13;01;76;1079,53699388565
3374784;1;3;1;10;3;2;1;11;1992;21;3;6;2;1;48; ; ; ;1;1;2; ;5;11;2;76;11;01;76;1079,53699388565
3374784;1;4;1;10;2;1;1;7;2002;11;3;6;1; ; ;1;5; ;1;1;1;1;4;0; ;76;5;01;76;1079,53699388565
3374784;1;5;1;10;2;1;1;7;2006;7;3; ;1; ; ;1;5; ;1;1;1;1;3;1; ;76;1;01;76;1079,53699388565
3374785;1;1;1;10;1;2;1;4;1986;27;1;2;1; ; ;1;1;30000;2;1;2; ;6;4;3;76;15;01;76;1082,99235720558
3374785;1;2;1;10;1;2;1;6;2009;4;3; ;1; ; ;2;5; ;2;2;1;2;2;0; ;76;0;01;76;1082,99235720558
3374786;1;1;1;10;2;1;1;2;1930;83;1;5;1; ; ;1;5; ;2;1;2; ;5;11;2;76;11;01;76;802,754182795835
3374786;1;2;1;10;2;2;1;10;1960;53;3;4;1; ; ;1;3;74000;2;1;2; ;5;11;2;76;11;01;76;802,754182795835
3374787;1;1;1;10;1;1;1;2;1980;33;1;2;1; ; ;1;3;74000;2;1;2; ;5;11;2;76;11;01;76;1014,51591279833
3374787;1;2;1;10;2;2;1;12;1982;31;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;76;11;01;76;1014,51591279833
3374788;1;1;1;10;1;2;1;11;1981;32;1;4;1; ; ;3; ; ;2;1;2; ;4;7; ;76;7;01;76;1082,99235720558
3374788;1;2;1;10;1;2;1;9;2005;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;76;2;01;76;1082,99235720558
3374789;1;1;1;10;1;2;1;3;1961;52;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;76;3;01;76;1150,71182782264
3374789;1;2;1;10;2;1;1;5;1981;32;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;76;5;01;76;1150,71182782264
3374789;1;3;1;10;3;1;1;3;1984;29;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;76;0;01;76;1150,71182782264
3374789;1;4;1;10;4;1;1;11;1987;26;3;6;2;2; ; ; ; ;2;2;2; ;1;0; ;76;0;01;76;1150,71182782264
3374790;1;1;1;10;1;2;1;6;1944;69;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ;76;1;01;76;989,749495065332
3374790;1;2;1;10;2;1;1;2;1963;50;2;2;1; ; ;3; ; ;1;1;2; ;4;6; ;76;6;01;76;989,749495065332
3374790;1;3;1;10;1;1;1;1;1998;15;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ;76;8;01;76;989,749495065332
3374792;1;1;1;10;1;2;1;11;1934;79;1;5;1; ; ;1;5; ;2;1;2; ;3;2; ;76;2;01;76;932,841343661907
3374793;1;1;1;10;1;2;1;12;1950;63;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ;76;5;01;76;932,841343661907
3374794;1;1;1;10;1;1;1;7;1989;24;1;2;1; ; ;1;1;98;2;1;2; ;5;11;2;76;11;01;76;946,341905148786
3374794;1;2;1;10;2;2;1;10;1989;24;2;2;1; ; ;1;1;25000;2;1;2; ;5;11;2;76;11;01;76;946,341905148786
3374794;1;3;1;10;2;1;1;2;2011;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;76; ;01;76;946,341905148786
3374795;1;1;1;10;1;1;1;4;1940;73;1;3;1; ; ;1;2;210000;2;1;2; ;5;11;2;76;11;01;76;789,177571171566
3374795;1;2;1;10;2;2;1;6;1945;68;2;3;1; ; ;2;2;150000;2;1;2; ;5;11;2;76;11;01;76;789,177571171566
3374796;1;1;1;10;1;1;1;9;1948;65;1;4;1; ; ;1;2;80000;2;1;2; ;3;5; ;76;5;01;76;824,617900574959
3374797;1;1;1;10;1;2;1;4;1965;48;1;2;2;1;2; ; ; ;2;1;2; ;5;11;2;76;11;01;76;838,03323280416
3374797;1;2;1;10;1;2;1;8;1989;24;3;6;1; ; ;1;1;40000;2;1;2; ;6;8;5;76;19;01;76;838,03323280416
3374797;1;3;1;10;1;2;1;12;1963;50;5;4;1; ; ;1;3;98000;2;1;2; ;5;11;2;76;11;01;76;838,03323280416
3374798;1;1;1;10;1;1;1;10;1973;40;1;2;1; ; ;1;1;98;1;1;2; ;6;3;3;76;14;01;76;1226,86135761285
3374798;1;2;1;10;2;2;1;12;1978;35;2;2;1; ; ;1;5; ;2;1;2; ;4;6; ;76;6;01;76;1226,86135761285
3374798;1;3;1;10;2;2;1;4;2012;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;76; ;01;76;1226,86135761285
3374798;1;4;1;10;2;1;1;4;2013;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;76; ;01;76;1226,86135761285
3374799;1;1;1;10;1;2;1;3;1970;43;1;6;1; ; ;1;1;23580;2;1;2; ;6;1;3;17;12;01;17;129,237265000629
3374799;1;2;1;10;2;2;1;1;1994;19;3;6;1; ; ;1;5; ;2;1;1;1;6;0;2;17;11;01;17;129,237265000629
3374800;1;1;1;10;1;1;1;1;1975;38;1;2;1; ; ;1;1;60000;2;1;2; ;6;5;4;17;16;01;17;202,353425099062
3374800;1;2;1;10;2;2;1;3;1990;23;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;17;11;01;17;202,353425099062
3374800;1;3;1;10;2;2;1;8;2011;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;17; ;01;17;202,353425099062
3374802;1;1;1;10;1;1;1;11;1936;77;1;4;1; ; ;1;2;70740;2;2;2; ;1;0; ;17;0;01;17;157,901840938317
3374803;1;1;1;10;1;1;1;7;1980;33;1;1;1; ; ;1;1;32000;2;1;1;1;6;0;2;17;11;01;17;194,666871248578
3374803;1;2;1;10;2;2;1;7;1981;32;2;2;1; ; ;1;5; ;2;1;1;1;6;0;2;17;11;01;17;194,666871248578
3374803;1;3;1;10;2;1;1;6;2005;8;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ;17;2;01;17;194,666871248578
3374805;1;1;1;10;1;1;1;3;1980;33;1;1;1; ; ;1;1;23580;2;1;2; ;5;11;2;17;11;01;17;156,839248806108
3374805;1;2;1;10;2;2;1;5;1989;24;2;1;2;1;3; ; ; ;2;1;2; ;5;11;2;17;11;01;17;156,839248806108
3374806;1;1;1;10;1;1;1;9;1980;33;1;3;1; ; ;1;1;23580;2;1;2; ;5;11;2;17;11;01;17;194,666871248578
3374806;1;2;1;10;2;2;1;2;1987;26;2;3;1; ; ;1;1;23580;2;1;2; ;6;2;3;17;13;01;17;194,666871248578
3374806;1;3;1;10;1;1;1;11;2011;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;17; ;01;17;194,666871248578
3374807;1;1;1;10;1;1;1;6;1975;38;1;2;1; ; ;1;1;32000;2;1;2; ;6;3;3;17;14;01;17;110,511682685754
3374807;1;2;1;10;2;2;1;11;1976;37;2;2;1; ; ;1;1;34000;2;1;2; ;6;3;3;17;14;01;17;110,511682685754
3374807;1;3;1;10;2;2;1;4;1998;15;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ;17;8;01;17;110,511682685754
3374807;1;4;1;10;1;1;1;2;2000;13;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;17;7;01;17;110,511682685754
3374807;1;5;1;10;1;2;1;9;2001;12;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;17;5;01;17;110,511682685754
3374808;1;1;1;10;1;2;1;10;1957;56;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ;17;5;01;17;145,979379544339
3374808;1;2;1;10;2;2;1;6;1991;22;3;5;1; ; ;1;6; ;2;1;2; ;4;7; ;17;7;01;17;145,979379544339
3374808;1;3;1;10;3;1;1;4;1992;21;3;6;1; ; ;1;1;23580;2;1;2; ;4;6; ;17;6;01;17;145,979379544339
3374808;1;4;1;10;4;1;1;8;1977;36;3;4;1; ; ;1;1;23580;2;1;2; ;5;11;2;17;11;01;17;145,979379544339
3374808;1;5;1;10;5;2;1;12;1984;29;3;4;1; ; ;1;1;27760;2;1;2; ;6;3;3;17;14;01;17;145,979379544339
