Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3374769;1;1;1;80;76;1;2;7; ;2; ;2; ; ; ;VENTAS  BAJAS;12;2;1;01;76;932,841343661907
3374770;1;1;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;76;1000,93930117406
3374772;1;1;1;80;76;1;4;7; ;3; ;2; ; ;3; ;6;1;1;01;76;726,907089763337
3374772;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;76;726,907089763337
3374772;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;76;726,907089763337
3374775;1;3;1;80;76;2; ; ; ;2; ;2; ;1;1; ;2; ;1;01;76;1269,5788766201
3374777;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;76;1276,91475482936
3374778;1;3;1;80;76;1;2;2; ;2; ;2; ; ; ; ;2;2;1;01;76;909,571860904701
3374778;1;5;1;80;76;1;3;7; ;2; ;2; ; ; ; ;9;2;1;01;76;909,571860904701
3374779;1;1;1;80;76;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;76;789,177571171566
3374779;1;2;1;80;76;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;76;789,177571171566
3374780;1;5;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;76;773,141329496367
3374784;1;2;1;80;76;1;1;8; ;2; ;1;140000; ; ; ;9;2;1;01;76;1079,53699388565
3374786;1;1;1;80;76;1;1;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;01;76;802,754182795835
3374786;1;2;1;80;76;1;3;7; ;2; ;2; ; ;3; ;8;1;1;01;76;802,754182795835
3374790;1;1;1;80;76;1;4;3; ;2; ;2; ; ; ; ;8;2;1;01;76;989,749495065332
3374790;1;3;1;80;76;1;1;8; ;2; ;2; ; ; ; ;8;2;1;01;76;989,749495065332
3374792;1;1;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;76;932,841343661907
3374793;1;1;1;80;76;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;76;932,841343661907
3374795;1;1;1;80;76;1;4;5; ;3; ;2; ; ; ; ;11;2;1;01;76;789,177571171566
3374795;1;2;1;80;76;1;4;5; ;3; ;2; ; ; ; ;11;2;1;01;76;789,177571171566
3374796;1;1;1;80;76;1;4;6; ;3; ;2; ; ; ; ;8;2;1;01;76;824,617900574959
3374797;1;3;1;80;76;1;1;6; ;2; ;2; ; ; ;NO TIENE RECURSOS PARA INSTALAR NEGOCIO;12;2;1;01;76;838,03323280416
3374799;1;2;1;80;17;2; ; ; ;2; ;2; ;1;1; ;2; ;1;01;17;129,237265000629
3374800;1;2;1;80;17;1;1;3; ;2; ;2; ; ; ; ;9;2;1;01;17;202,353425099062
3374802;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;4;2;1;01;17;157,901840938317
3374805;1;2;1;80;17;1;1;9;CAMBIO DE CIUDAD DE RESIDENCIA;2; ;2; ; ; ; ;9;2;1;01;17;156,839248806108
3374807;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;110,511682685754
3374807;1;4;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;110,511682685754
3374807;1;5;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;110,511682685754
3374808;1;1;1;80;17;1;4;6; ;2; ;2; ; ; ; ;9;2;1;01;17;145,979379544339
3374808;1;6;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;145,979379544339
3374809;1;2;1;80;17;1;4;8; ;2; ;2; ; ; ; ;8;2;1;01;17;141,578078148025
3374809;1;3;1;80;17;1;1;2; ;2; ;1;90000; ; ; ;2;2;1;01;17;141,578078148025
3374809;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;141,578078148025
3374811;1;2;1;80;17;1;1;8; ;2; ;2; ; ; ; ;2;2;1;01;17;129,237265000629
3374812;1;2;1;80;17;1;4;8; ;2; ;2; ; ; ; ;9;2;1;01;17;172,644473610297
3374814;1;2;1;80;17;1;3;3; ;2; ;2; ; ; ; ;9;2;1;01;17;220,802052452808
3374816;1;2;1;80;17;1;3;6; ;2; ;2; ; ;1; ;4;1;1;01;17;151,021049705411
3374816;1;7;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;151,021049705411
3374816;1;8;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;151,021049705411
3374817;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;17;329,893089768376
3374822;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;384,04693739804
3374823;1;2;1;80;17;1;1;8; ;2; ;1;589500; ; ; ;9;2;1;01;17;441,604104905617
3374826;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;202,889859965334
3374827;1;2;1;80;17;1;3;8; ;1;4;2; ; ; ; ;11;2;1;01;17;354,57471606317
3374827;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;354,57471606317
3374828;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;382,173533906218
3374838;1;3;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;66;347,597390015248
3374841;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;66;200,277503680766
3374843;1;2;1;80;66;1;2;3; ;2; ;2; ; ; ; ;9;2;1;01;66;337,577616557238
3374844;1;1;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;66;245,190716445367
