Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Clase;Mes;Dpto;Fex_c_2011;Area
3374971;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;20;112,173462367088;20
3374971;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;20;112,173462367088;20
3374972;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;72; ; ; ; ; ; ;1;01;20;126,672608989326;20
3374973;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;01;20;182,59290944283;20
3374973;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;20;182,59290944283;20
3374974;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;01;20;143,820469536013;20
3374974;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;20;143,820469536013;20
3374974;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;20;143,820469536013;20
3374974;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;20;143,820469536013;20
3374975;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;01;20;86,3036689296469;20
3374975;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;01;20;86,3036689296469;20
3374975;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;20;86,3036689296469;20
3374976;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;20;144,698115445649;20
3374977;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;20;97,5772439548635;20
3374977;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;20;97,5772439548635;20
3374977;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;20;97,5772439548635;20
3374977;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;20;97,5772439548635;20
3374978;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;5; ;10; ; ; ; ; ; ;1;01;20;225,698286928292;20
3374978;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;35; ; ; ; ; ; ;1;01;20;225,698286928292;20
3374979;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;01;20;132,852664355593;20
3374979;2;1;2;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;35; ; ; ; ; ; ;1;01;20;132,852664355593;20
3374980;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;15; ; ; ; ; ; ;1;01;20;117,387737898488;20
3374980;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;01;20;117,387737898488;20
3374980;1;4;1;90; ;2;1;2;2;2;2;1;2;2;2; ;10; ; ; ; ;3; ; ; ;1;01;20;117,387737898488;20
3374981;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;40; ; ;20; ; ; ; ; ;1;01;63;96,0256684981582;63
3374981;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;63;96,0256684981582;63
3374982;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;5; ; ; ; ; ; ;1;01;63;193,43441659922;63
3374982;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;45; ;15; ; ; ; ; ; ;1;01;63;193,43441659922;63
3374983;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;10; ; ; ; ; ; ;1;01;63;182,328176085841;63
3374984;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;63;156,630135019017;63
3374984;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;45; ; ;15; ; ; ; ; ;1;01;63;156,630135019017;63
3374985;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;01;63;80,5175275090454;63
3374985;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;63;80,5175275090454;63
3374985;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;63;80,5175275090454;63
3374985;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;63;80,5175275090454;63
3374985;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;63;80,5175275090454;63
3374986;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;40; ; ;25; ; ; ; ; ;1;01;63;97,1754221815249;63
3374986;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;63;97,1754221815249;63
3374986;1;3;1;90; ;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;4;1;01;63;97,1754221815249;63
3374987;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;63;140,94260365192;63
3374988;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;15; ; ; ; ; ; ;1;01;63;263,865982620217;63
3374988;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;42; ;25; ; ; ; ; ; ;1;01;63;263,865982620217;63
3374989;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;01;63;97,1754221815249;63
3374989;1;2;1;90; ;2;1;1;2;2;2;2;2;2;2; ;42;6; ; ; ; ; ; ; ;1;01;63;97,1754221815249;63
3374989;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;63;97,1754221815249;63
3374990;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;63;90,6061530699133;63
3374990;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;63;90,6061530699133;63
3374990;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;63;90,6061530699133;63
3374991;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;10; ; ;20; ; ; ; ; ;1;01;63;115,115175255222;63
3374991;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;40; ; ;5; ; ; ; ; ;1;01;63;115,115175255222;63
3374992;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;63;126,254809101519;63
3374992;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;63;126,254809101519;63
3374992;1;3;1;90; ;2;1;1;2;2;2;2;2;2;2; ;10;2; ; ; ; ; ; ; ;1;01;63;126,254809101519;63
3374993;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;45; ;15; ; ; ; ; ; ;1;01;63;92,8071033077803;63
3374994;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;63;127,550748099022;63
3374994;1;2;1;90; ;2;1;2;1;2;1;2;2;2;2; ;40; ;5; ;10; ; ; ; ;1;01;63;127,550748099022;63
3374995;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;54;294,012306545004;54
3374995;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;01;54;294,012306545004;54
3374995;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;1;01;54;294,012306545004;54
3374996;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;54;422,163714924531;54
3374996;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;1;28; ;14; ; ; ; ; ; ;1;01;54;422,163714924531;54
3374997;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;54;368,372395170859;54
3374998;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;01;54;362,059522814508;54
3374998;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;01;54;362,059522814508;54
3374999;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;3;10; ; ; ; ; ; ; ; ;1;01;54;401,844954629095;54
3375000;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;54;416,956312950206;54
3375001;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;1226,86135761285;76
3375001;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;8; ;8; ; ; ; ; ; ;1;01;76;1226,86135761285;76
3375002;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;992,136300580871;76
3375002;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;76;992,136300580871;76
3375002;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;01;76;992,136300580871;76
3375002;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;01;76;992,136300580871;76
3375003;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;1;01;76;830,427967794889;76
3375003;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;7; ; ; ; ; ; ;1;01;76;830,427967794889;76
3375003;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;830,427967794889;76
3375003;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;76;830,427967794889;76
3375003;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;1;01;76;830,427967794889;76
3375004;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;76;881,364772583315;76
3375004;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;01;76;881,364772583315;76
3375004;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;76;881,364772583315;76
3375004;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;01;76;881,364772583315;76
3375004;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;01;76;881,364772583315;76
3375006;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;753,737241768173;76
3375006;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;17; ; ; ; ; ; ; ; ;1;01;76;753,737241768173;76
3375006;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;753,737241768173;76
3375007;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;76;935,873221395313;76
3375007;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;1;01;76;935,873221395313;76
3375007;1;3;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;1;01;76;935,873221395313;76
3375007;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;76;935,873221395313;76
3375008;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;9; ; ; ; ; ; ; ; ;1;01;76;949,858625874563;76
3375008;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;01;76;949,858625874563;76
3375009;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;789,177571171566;76
3375009;2;1;2;90; ;2;1;1;2;2;2;2;2;2;2; ;24;2; ; ; ; ; ; ; ;1;01;76;789,177571171566;76
3375010;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;38; ;30; ; ; ; ; ; ;1;01;76;1082,99235720558;76
3375011;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;76;1139,90050860901;76
3375011;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;30; ; ; ; ; ; ;1;01;76;1139,90050860901;76
3375011;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;1139,90050860901;76
3375012;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;12; ; ; ; ; ; ;1;01;76;1186,51323523713;76
3375012;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;30; ; ; ; ; ; ;1;01;76;1186,51323523713;76
3375012;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;1186,51323523713;76
3375013;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;835,411810904597;76
3375013;1;2;1;90; ;2;1;2;2;2;2;2;2;1;2; ;21; ; ; ; ; ; ;4; ;1;01;76;835,411810904597;76
3375013;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;835,411810904597;76
3375013;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;835,411810904597;76
3375014;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;01;76;702,656566468674;76
3375014;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;76;702,656566468674;76
3375014;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;702,656566468674;76
3375015;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;10; ; ; ; ; ; ;1;01;76;878,525225690943;76
3375015;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;28; ; ; ; ; ; ;1;01;76;878,525225690943;76
3375016;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;32; ; ; ; ; ; ; ; ;1;01;76;762,186139771661;76
3375016;1;2;1;90; ;2;1;1;2;2;2;2;2;2;2; ;4;11; ; ; ; ; ; ; ;1;01;76;762,186139771661;76
3375016;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;76;762,186139771661;76
3375016;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;76;762,186139771661;76
3375017;1;1;1;90; ;2;1;2;1;2;2;2;2;2;1; ;8; ;10; ; ; ; ; ;8;1;01;76;1226,86135761285;76
3375017;1;2;1;90; ;2;2;1;1;2;2;2;2;2;2; ; ;10;8; ; ; ; ; ; ;1;01;76;1226,86135761285;76
3375018;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;01;76;932,841343661907;76
3375019;1;1;1;90; ;2;1;1;2;1;2;2;2;2;2; ;11;14; ;4; ; ; ; ; ;1;01;76;791,564376687105;76
3375019;2;1;2;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;76;791,564376687105;76
3375019;3;1;3;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;01;76;791,564376687105;76
3375020;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;1;01;76;1079,09714958471;76
3375020;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;21; ; ; ; ; ; ;1;01;76;1079,09714958471;76
3375020;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;12; ; ; ; ; ; ;1;01;76;1079,09714958471;76
3375021;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;01;76;1090,28695569344;76
3375021;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;1;01;76;1090,28695569344;76
3375022;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;01;76;1003,3261066896;76
3375022;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;76;1003,3261066896;76
3375022;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;1;01;76;1003,3261066896;76
3375023;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;718,29691236478;76
3375023;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;3; ; ;68; ; ; ; ; ;1;01;76;718,29691236478;76
3375023;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;718,29691236478;76
3375023;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;718,29691236478;76
3375024;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;76;1147,57359399196;76
3375024;1;2;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;98; ; ; ; ; ; ;1;01;76;1147,57359399196;76
3375025;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;789,177571171566;76
3375025;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;76;789,177571171566;76
3375026;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;789,177571171566;76
3375026;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;5; ; ; ; ; ; ; ;5;1;01;76;789,177571171566;76
3375027;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;01;76;1014,51591279833;76
3375027;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;01;76;1014,51591279833;76
3375028;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;76;837,517338365824;76
3375028;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;1;01;76;837,517338365824;76
3375028;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;32; ; ; ; ; ; ; ; ;1;01;76;837,517338365824;76
3375028;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;01;76;837,517338365824;76
3375029;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;01;76;889,113908103659;76
3375029;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;889,113908103659;76
3375029;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;889,113908103659;76
3375030;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;76;935,228149177446;76
3375030;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;935,228149177446;76
3375031;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;76;1064,56931001485;76
3375031;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;42; ; ; ; ; ; ;1;01;76;1064,56931001485;76
3375031;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;01;76;1064,56931001485;76
3375032;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;1;01;76;1104,46017920561;76
3375032;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;48; ; ; ; ; ; ;1;01;76;1104,46017920561;76
3375032;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;9; ; ; ; ; ; ;1;01;76;1104,46017920561;76
3375032;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;01;76;1104,46017920561;76
3375033;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;25; ; ; ; ; ; ;1;01;76;1226,86135761285;76
3375033;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;1;01;76;1226,86135761285;76
3375034;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;01;76;927,994908095439;76
3375034;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;01;76;927,994908095439;76
3375034;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;76;927,994908095439;76
3375035;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;01;76;935,228149177446;76
3375035;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;935,228149177446;76
3375036;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;01;76;843,08489628755;76
3375036;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;01;76;843,08489628755;76
3375036;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;20; ; ; ; ; ; ;1;01;76;843,08489628755;76
3375037;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;76;1166,05799858855;76
3375037;1;2;1;90; ;2;1;1;2;2;2;2;2;2;2; ;35;4; ; ; ; ; ; ; ;1;01;76;1166,05799858855;76
3375038;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;156,56229384498;17
3375038;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;01;17;156,56229384498;17
3375038;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;156,56229384498;17
3375038;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;156,56229384498;17
3375038;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;156,56229384498;17
3375039;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;179,966132517296;17
3375040;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;01;17;160,3036604629;17
3375041;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;151,266184643454;17
3375041;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;01;17;151,266184643454;17
3375041;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;151,266184643454;17
3375041;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;151,266184643454;17
3375042;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;1;01;17;194,950348214251;17
3375042;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;194,950348214251;17
3375044;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;22; ; ; ; ; ; ; ; ;1;01;17;157,660257913342;17
3375044;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;157,660257913342;17
3375045;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;134,147248606894;17
3375045;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;42; ;14; ; ; ; ; ; ;1;01;17;134,147248606894;17
3375045;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;17;134,147248606894;17
3375045;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;25; ; ; ; ; ; ;1;01;17;134,147248606894;17
3375045;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;134,147248606894;17
3375045;1;6;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;14; ; ; ; ; ; ;1;01;17;134,147248606894;17
3375045;1;7;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;134,147248606894;17
3375045;1;8;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;30; ; ; ; ; ; ;1;01;17;134,147248606894;17
3375045;1;9;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;134,147248606894;17
3375046;1;1;1;90; ;2;1;1;2;2;2;2;2;2;2; ;9;4; ; ; ; ; ; ; ;1;01;17;190,272091856809;17
3375046;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;17;190,272091856809;17
3375046;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;17;190,272091856809;17
3375047;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;17;167,348364408771;17
3375047;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;01;17;167,348364408771;17
3375048;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;17;157,901840938317;17
3375049;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;01;17;206,106354586217;17
3375049;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;17;206,106354586217;17
