Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Clase;Mes;Dpto;Fex_c_2011;Area
3393194;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393194;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393194;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393195;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393196;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393196;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393196;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393197;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393197;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393197;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393197;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393198;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;1;01;27;104,99607072692;27
3393199;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393200;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;14; ; ; ; ; ; ;1;01;27;57,0888992367377;27
3393200;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;57,0888992367377;27
3393201;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;21; ; ; ; ;10; ; ; ;1;01;27;26,24901768173;27
3393201;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393201;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393202;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;96,7133840966559;27
3393202;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;20; ; ; ; ; ; ;1;01;27;96,7133840966559;27
3393202;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;01;27;96,7133840966559;27
3393202;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;96,7133840966559;27
3393202;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;01;27;96,7133840966559;27
3393202;1;7;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;96,7133840966559;27
3393203;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;27;162,521399405474;27
3393204;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;14; ; ; ; ; ; ;1;01;27;52,49803536346;27
3393204;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;5; ;7; ; ; ; ; ; ;1;01;27;52,49803536346;27
3393204;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;27;52,49803536346;27
3393205;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;122,647284673472;27
3393208;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;5;30; ;14; ; ; ; ; ; ;1;01;27;32,938125811218;27
3393208;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;5; ; ; ; ; ; ;1;01;27;32,938125811218;27
3393208;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;7; ; ; ; ; ; ;1;01;27;32,938125811218;27
3393208;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;27;32,938125811218;27
3393209;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393209;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393209;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393209;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393209;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;3; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393209;1;6;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393210;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393210;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393210;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393211;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393211;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393211;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393212;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;1;01;27;68,8413789232413;27
3393212;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;5; ; ; ; ; ; ;1;01;27;68,8413789232413;27
3393212;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;68,8413789232413;27
3393212;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;01;27;68,8413789232413;27
3393212;1;7;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;68,8413789232413;27
3393212;1;8;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;68,8413789232413;27
3393213;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393213;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393214;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;1;01;27;104,99607072692;27
3393214;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;14; ; ; ; ; ; ;1;01;27;104,99607072692;27
3393214;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;104,99607072692;27
3393214;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;104,99607072692;27
3393215;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;52,49803536346;27
3393215;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;52,49803536346;27
3393216;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;66,5485371374064;27
3393216;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;01;27;66,5485371374064;27
3393216;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;66,5485371374064;27
3393217;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;14; ; ;14; ; ; ; ; ;1;01;27;52,49803536346;27
3393217;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;52,49803536346;27
3393217;1;3;1;90; ;2;1;2;2;1;2;2;2;2;2; ;8; ; ;14; ; ; ; ; ;1;01;27;52,49803536346;27
3393218;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;01;27;122,647284673472;27
3393219;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;12; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393219;1;2;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393219;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;5; ;14; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393219;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393219;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393220;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393220;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393220;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393220;2;1;2;90; ;2;1;2;1;2;2;2;2;2;1; ;21; ;14; ; ; ; ; ;6;1;01;27;26,24901768173;27
3393220;2;2;2;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;5; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393221;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;21; ; ; ; ; ; ;1;01;27;82,5763318907306;27
3393221;1;2;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;9; ; ; ; ; ; ;1;01;27;82,5763318907306;27
3393222;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;1;01;27;30,2198494266893;27
3393222;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;9; ; ; ; ; ; ;1;01;27;30,2198494266893;27
3393222;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;30,2198494266893;27
3393222;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;1;01;27;30,2198494266893;27
3393222;1;8;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;1;01;27;30,2198494266893;27
3393223;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393223;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393223;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393224;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;64,0659434335931;27
3393224;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;64,0659434335931;27
3393225;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;1;01;27;44,4787608596278;27
3393225;1;4;1;90; ;2;1;2;2;2;2;1;2;2;2; ;14; ; ; ; ;10; ; ; ;1;01;27;44,4787608596278;27
3393226;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393226;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393226;1;3;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;3; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393227;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;1;01;27;38,2391239305216;27
3393227;1;2;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;10; ; ; ; ; ; ;1;01;27;38,2391239305216;27
3393227;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;38,2391239305216;27
3393228;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;14; ; ; ; ; ; ;1;01;27;52,49803536346;27
3393229;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;01;27;52,49803536346;27
3393229;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;01;27;52,49803536346;27
3393229;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;52,49803536346;27
3393230;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393233;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393233;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393233;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393233;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393234;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393234;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393235;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393235;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393236;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393236;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393236;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393236;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393236;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;15; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393237;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;30; ; ; ; ; ; ;1;01;27;60,7507366853864;27
3393237;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;60,7507366853864;27
3393238;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;25; ; ; ; ; ; ;1;01;27;30,1589288060123;27
3393238;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;5; ;15; ; ; ; ; ; ;1;01;27;30,1589288060123;27
3393238;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;25; ; ; ; ; ; ;1;01;27;30,1589288060123;27
3393239;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393239;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393240;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;82,0670321721806;27
3393240;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;25; ; ; ; ; ; ;1;01;27;82,0670321721806;27
3393240;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;5; ; ; ; ; ; ;1;01;27;82,0670321721806;27
3393240;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;1; ; ; ; ; ; ;1;01;27;82,0670321721806;27
3393241;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393241;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;58; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393242;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;25; ; ; ; ; ; ;1;01;27;29,4135169572455;27
3393242;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;29,4135169572455;27
3393243;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;15; ; ; ; ; ; ;1;01;27;50,4930495501753;27
3393243;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;50,4930495501753;27
3393243;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;50,4930495501753;27
3393243;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;50,4930495501753;27
3393244;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393244;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393244;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393244;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;5; ;25; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393245;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;25; ; ; ; ; ; ;1;01;27;44,834973617084;27
3393246;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393246;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393246;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393246;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393247;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;5; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393247;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393247;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;5; ;10; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393248;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;27;30,1067375285184;27
3393248;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;30,1067375285184;27
3393248;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;30,1067375285184;27
3393248;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;30,1067375285184;27
3393248;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;30,1067375285184;27
3393249;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393249;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393249;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393250;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393250;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393251;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;01;27;53,8772734842536;27
3393251;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;53,8772734842536;27
3393252;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;60,7507366853864;27
3393252;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;25; ; ; ; ; ; ;1;01;27;60,7507366853864;27
3393253;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;01;27;40,5411424947002;27
3393253;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;40,5411424947002;27
3393253;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;01;27;40,5411424947002;27
3393253;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;56; ; ; ; ; ; ;1;01;27;40,5411424947002;27
3393254;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;30; ; ; ; ; ; ;1;01;27;82,5763318907306;27
3393254;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;82,5763318907306;27
3393255;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;30; ; ; ; ; ; ;1;01;27;78,3257304243148;27
3393255;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;3; ; ; ; ; ; ;1;01;27;78,3257304243148;27
3393256;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;25; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393256;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;2; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393256;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393257;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393257;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393262;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;6; ; ; ; ; ; ;1;01;27;47,9142825277576;27
3393262;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;01;27;47,9142825277576;27
3393262;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;01;27;47,9142825277576;27
3393262;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;47,9142825277576;27
3393262;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;47,9142825277576;27
3393262;1;6;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;24; ; ; ; ; ; ;1;01;27;47,9142825277576;27
3393263;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;20; ; ; ; ; ; ;1;01;27;104,99607072692;27
3393264;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;6; ; ; ; ; ; ;1;01;27;77,872264135105;27
3393264;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;77,872264135105;27
3393264;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;24; ; ; ; ; ; ;1;01;27;77,872264135105;27
3393264;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;24; ; ; ; ; ; ;1;01;27;77,872264135105;27
3393265;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;01;27;90,0863066760129;27
3393265;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;01;27;90,0863066760129;27
3393266;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;24; ; ; ; ; ; ;1;01;27;32,3451501598972;27
3393266;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;12; ; ; ; ; ; ;1;01;27;32,3451501598972;27
3393266;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;12; ; ; ; ; ; ;1;01;27;32,3451501598972;27
3393266;1;6;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;6; ; ; ; ; ; ;1;01;27;32,3451501598972;27
3393266;1;7;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;6; ; ; ; ; ; ;1;01;27;32,3451501598972;27
3393267;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393267;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393267;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393267;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393268;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393268;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;27;26,24901768173;27
3393269;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;01;27;61,3236423367361;27
3393270;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;12; ; ; ; ; ; ;1;01;27;81,7540490706924;27
