DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4513824;1;3;1;80;05;1;4;6; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;01;05;1390,39311554381
4513824;1;4;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;1390,39311554381
4513825;1;1;1;80;05;1;4;1; ;1; ;4;6; ;1; ;2; ; ; ; ;2;1;01;05;1201,47931684628
4513825;1;3;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1201,47931684628
4513830;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1329,51397597017
4513831;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1042,77845153537
4513831;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1042,77845153537
4513834;1;2;1;80;05;1;4;8; ;1; ;1;9; ;2; ;2; ;2; ;781200;2;1;01;05;1100,338929277
4513836;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;01;05;1427,88192397241
4513837;1;2;1;80;05;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;01;05;1185,00838716073
4513839;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1120,36260844934
4513841;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1086,35836136302
4513841;1;4;1;80;05;1;4;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1086,35836136302
4513842;1;1;1;80;05;1;4;1; ;1; ;4;8; ;2; ;2; ; ; ; ;2;1;01;05;1185,00838716073
4513842;1;2;1;80;05;1;4;5; ;1; ;4;8; ;3; ;2; ; ; ; ;3;1;01;05;1185,00838716073
4513844;1;1;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1015,88417998076
4513846;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;1;80000;1;40;737717;2;1;01;05;1181,09971645324
4513849;1;1;1;80;05;1;1;6; ;2; ; ;6; ;2; ;2; ;1;16;200000;2;1;01;05;1281,09231809549
4513850;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1100,41160629475
4513850;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1100,41160629475
4513851;1;2;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;48;98;2;1;01;05;1121,9145850716
4513855;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;1;400000;2; ;781200;2;1;01;05;1732,90333277705
4513857;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;959,875678861391
4513857;1;5;1;80;05;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;959,875678861391
4513859;1;1;1;80;05;1;4;3; ;2; ; ;9; ;1;2;2; ;1;48;737000;1;1;01;05;1266,12509555767
4513859;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;1100000;2;1;01;05;1266,12509555767
4513859;1;3;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1266,12509555767
4513860;1;1;1;80;05;1;3;5; ;1; ;3;12;BAJO SALARIO;3; ;2; ; ; ; ;3;1;01;05;1266,12509555767
4513861;1;2;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;05;1124,12924758709
4513863;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;48;800000;2;1;01;05;1226,82161177863
4513864;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;48;800000;2;1;01;05;1181,09971645324
4513864;1;3;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ;2; ;900000;2;1;01;05;1181,09971645324
4513866;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1120,36260844934
4513867;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1185,00838716073
4513867;1;2;1;80;05;1;4;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1185,00838716073
4513868;1;1;1;80;05;1;3;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;05;1223,05497264088
4513870;1;2;1;80;05;1;1;4; ;2; ; ;7; ;2; ;2; ; ; ; ;2;1;01;05;1107,93401715762
4513870;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1107,93401715762
4513870;1;4;1;80;05;1;3;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;01;05;1107,93401715762
4513873;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;1185,00838716073
4513873;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1185,00838716073
4513874;1;3;1;80;05;1;3;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;05;1022,2588049166
4513876;1;1;1;80;05;1;4;6; ;1; ;4;8; ;2; ;1;20000;1;48;781200;2;1;01;05;1267,91115983471
4513877;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1387,0744537118
4513878;1;1;1;80;05;1;4;8; ;1; ;4;5; ;2; ;2; ;1;48;781242;2;1;01;05;1296,318649877
4513878;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1296,318649877
4513878;2;1;2;80;05;1;2;7; ;1; ;2;8; ;2; ;2; ; ; ; ;2;1;01;05;1296,318649877
4513878;2;2;2;80;05;1;2;6; ;2; ; ;11; ;1; ;2; ; ; ; ;2;1;01;05;1296,318649877
4513878;3;1;3;80;05;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1296,318649877
4513879;1;1;1;80;05;1;4;8; ;1; ;4;8; ;2; ;2; ;2; ;781200;2;1;01;05;1185,00838716073
4513879;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1185,00838716073
4513881;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1282,24010402252
4513883;1;1;1;80;05;1;3;2; ;2; ; ;2; ;2; ;2; ;2; ;1200000;2;1;01;05;1265,41441952375
4513889;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1324,95430571861
4513890;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1105,8722536245
4513890;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1105,8722536245
4513890;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1105,8722536245
4513891;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1163,43273136613
4513891;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1163,43273136613
4513892;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1102,10561448675
4513894;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1120,36260844934
4513895;1;1;1;80;05;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1223,05497264088
4513895;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1223,05497264088
4513896;1;2;1;80;05;1;4;6; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;01;05;1100,338929277
4513896;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1100,338929277
4513897;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1390,39311554381
4513897;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1390,39311554381
4513897;1;4;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;48;98;2;1;01;05;1390,39311554381
4513898;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;983,665997171477
4513898;1;3;1;80;05;1;2;9;CAMBIO DE RESIDENCIA;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;05;983,665997171477
4513898;1;4;1;80;05;1;2;9;CAMBIO DE RESIDENCIA;2; ; ;2; ;2; ;2; ;1;48;781242;2;1;01;05;983,665997171477
4513899;1;2;1;80;05;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;01;05;1205,24595598403
4513899;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1205,24595598403
4513900;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1042,77845153537
4513900;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1042,77845153537
4513901;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1100,338929277
4513903;1;1;1;80;05;1;1;8; ;2; ; ;12;ESPERANDO QUE LO LLAMEN;3; ;2; ;1;48;4000000;3;1;01;05;1267,91115983471
4513904;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1017,43615660302
4513907;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;1062,7209420353
4513907;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1062,7209420353
4513909;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1017,43615660302
4513909;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1017,43615660302
4513911;1;4;1;80;05;1;1;9;PORQUE EN EL COLEGIO NO LE DEJARON VENDER MAS;2; ; ;2; ; ; ;2; ; ; ; ; ;1;01;05;1042,77845153537
4513912;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1224,75984824551
4513912;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1224,75984824551
4513917;1;1;1;80;05;1;1;8; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;01;05;1223,05497264088
4513917;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1223,05497264088
4513925;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1181,09971645324
4513926;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;781200;2;1;01;05;1223,05497264088
4513927;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1287,70075135227
4513927;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1287,70075135227
4513927;1;3;1;80;05;1;3;4; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;05;1287,70075135227
4513928;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1164,98470798839
4513929;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;05;1287,70075135227
4513930;1;1;1;80;05;1;4;3; ;2; ; ;9; ;1; ;2; ;1;24;700000;2;1;01;05;880,383624104458
4513930;1;2;1;80;05;2; ; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;1;01;05;880,383624104458
4513930;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;880,383624104458
4513931;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;05;1185,00838716073
4513931;1;2;1;80;05;1;4;7; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;05;1185,00838716073
4513932;1;1;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1325,74733683242
4513933;1;1;1;80;05;1;2;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1185,00838716073
4513933;1;2;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;01;05;1185,00838716073
4513934;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;916,295769033742
4513934;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;916,295769033742
4513935;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;787,743778052122
4513935;1;6;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;787,743778052122
4513935;1;7;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;787,743778052122
4513940;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;963,286396778437
4513940;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;963,286396778437
4513942;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;781200;2;1;01;05;1141,70417658916
4513942;1;2;1;80;05;1;2;8; ;1; ;1;6; ;1; ;2; ;1;48;850000;2;1;01;05;1141,70417658916
4513943;1;1;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;914,74379241148
4513943;1;2;1;80;05;1;3;8; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;01;05;914,74379241148
4513943;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;914,74379241148
4513945;1;2;1;80;05;2; ; ; ; ;1;2;2; ;2; ;2; ;2; ;737717;2;1;01;05;936,319448206078
4513949;1;1;1;80;05;1;1;1; ;2; ; ;4; ;2; ;1;120000;2; ;200000;2;1;01;05;1223,05497264088
4513952;1;2;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1284,38208952026
4513953;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;936,319448206078
4513953;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;936,319448206078
4513954;1;3;1;80;05;2; ; ; ; ;1;2;8; ;2; ;2; ;1;24;800000;2;1;01;05;1370,32144623078
4513955;1;4;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1304,17168103782
4513956;1;2;1;80;05;1;4;4; ;2; ; ;4; ;1;4;2; ; ; ; ;1;1;01;05;1287,70075135227
4513957;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1303,81575981712
4513957;1;2;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;01;05;1303,81575981712
4513959;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;831,8410197375
4513959;1;4;1;80;05;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;831,8410197375
4513960;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1080,52995869215
