DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S6,P7510S2A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,clase,MES,DPTO,AREA,fex_c_2011
2778497,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,191.380.892.853.136
2778497,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,191.380.892.853.136
2778497,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,191.380.892.853.136
2778498,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,152.053.091.870.707
2778498,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,152.053.091.870.707
2778499,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,152.053.091.870.707
2778499,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,152.053.091.870.707
2778500,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,179.019.787.333.794
2778500,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,179.019.787.333.794
2778501,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,133.238.537.136.893
2778501,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,133.238.537.136.893
2778501,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,133.238.537.136.893
2778501,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,133.238.537.136.893
2778502,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,174.096.000.199.973
2778503,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,165.536.439.602.251
2778503,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,165.536.439.602.251
2778504,1,1,1,95,1,,1,2,,,200000,2,1,2,2,,,,,4800000,2,1,2,,2,1,9,41,41,113.733.838.653.109
2778504,2,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,113.733.838.653.109
2778504,3,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,113.733.838.653.109
2778505,1,1,1,95,1,,2,2,3600000,,,1,2,,,,,,,,,,,,,1,9,41,41,114.313.775.248.028
2778505,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,114.313.775.248.028
2778506,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,137.396.154.509.439
2778506,1,2,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,500000,1,1,9,41,41,137.396.154.509.439
2778506,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,137.396.154.509.439
2778506,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,137.396.154.509.439
2778507,1,1,1,95,1,,2,1,,535000,,2,2,,,,,,,,,,,,,1,9,41,41,234.499.370.169.717
2778507,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,234.499.370.169.717
2778508,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,275.466.319.004.248
2778508,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,275.466.319.004.248
2778509,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,142.473.661.313.469
2778509,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,142.473.661.313.469
2778510,1,1,1,95,1,,1,2,,,400000,2,2,,,,,,,,,,,,,1,9,41,41,124.455.649.766.808
2778510,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,124.455.649.766.808
2778510,1,3,1,95,1,,1,2,,,300000,2,1,2,2,,,,,200000,2,1,2,,2,1,9,41,41,124.455.649.766.808
2778511,1,1,1,95,1,,1,1,,1000000,250000,2,2,,,,,,,,,,,,,1,9,41,41,108.948.322.228.588
2778511,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,108.948.322.228.588
2778511,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,108.948.322.228.588
2778513,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,257.206.427.887.029
2778513,1,2,1,95,2,,,,,,,,1,1,2,,,,1000000,,2,2,2,,2,1,9,41,41,257.206.427.887.029
2778513,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,257.206.427.887.029
2778513,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,257.206.427.887.029
2778513,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,257.206.427.887.029
2778514,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,893.813.401.273.836
2778514,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,893.813.401.273.836
2778514,1,3,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,9,41,41,893.813.401.273.836
2778514,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,893.813.401.273.836
2778515,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,207.445.507.778.505
2778515,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,9,41,41,207.445.507.778.505
2778515,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,207.445.507.778.505
2778515,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,207.445.507.778.505
2778516,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,9,41,41,284.181.209.070.556
2778516,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,284.181.209.070.556
2778517,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,9,41,41,275.466.319.004.248
2778517,1,2,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,900000,1,1,9,41,41,275.466.319.004.248
2778518,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,238.308.418.069.869
2778518,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,9,41,41,238.308.418.069.869
2778519,1,1,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,1,9,41,41,252.339.499.574.042
2778521,1,1,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,900000,1,1,9,41,41,141.677.077.325.241
2778522,1,1,1,95,1,,1,2,,,300000,2,1,2,2,,,,,1500000,2,1,2,,2,1,9,41,41,135.987.438.832.322
2778522,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,135.987.438.832.322
2778522,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,135.987.438.832.322
2778523,1,1,1,95,1,,1,1,,535000,100000,2,2,,,,,,,,,,,,,1,9,41,41,114.637.960.721.506
2778524,1,1,1,95,2,,,,,,,,1,2,2,,,,,16000000,2,1,2,,2,1,9,41,41,124.354.609.411.896
2778525,1,1,1,95,1,,2,1,,900000,,2,1,2,2,,,1000000,,,1,2,2,,2,1,9,41,41,123.412.238.312.078
2778525,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,41,41,123.412.238.312.078
2778526,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,169.470.837.909.123
2778526,1,2,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,396000,1,1,9,17,17,169.470.837.909.123
2778526,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,169.470.837.909.123
2778527,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,167.677.728.607.435
2778527,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,167.677.728.607.435
2778528,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,9,17,17,176.515.283.987.863
2778529,1,1,1,95,1,,1,2,,,300000,2,1,2,2,4800000,,,,,2,2,1,,2,1,9,17,17,155.414.298.851.411
2778529,1,2,1,95,2,,,,,,,,1,2,2,,,,,4800000,2,1,2,,2,1,9,17,17,155.414.298.851.411
2778530,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,169.603.691.294.375
2778530,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,169.603.691.294.375
2778531,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,9,17,17,176.382.430.602.611
2778531,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,176.382.430.602.611
2778532,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,167.544.875.222.183
2778532,1,2,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,9,17,17,167.544.875.222.183
2778532,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,167.544.875.222.183
2778533,1,1,1,95,1,,1,1,,535600,130000,2,2,,,,,,,,,,,,,1,9,17,17,185.125.568.196.153
2778533,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,185.125.568.196.153
2778533,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,185.125.568.196.153
2778533,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,185.125.568.196.153
2778533,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,185.125.568.196.153
2778534,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,9,17,17,165.391.298.204.796
2778535,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,130.143.036.926.693
2778535,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,130.143.036.926.693
2778536,1,1,1,95,2,,,,,,,,1,2,2,,,,,18000000,2,1,2,,2,1,9,17,17,225.193.745.980.407
2778537,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,163.994.489.509.398
2778537,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,163.994.489.509.398
2778537,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,163.994.489.509.398
2778537,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,163.994.489.509.398
2778538,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,174.181.006.604.314
2778538,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,174.181.006.604.314
2778538,1,4,1,95,1,,2,1,,535600,,2,1,2,2,,,,,100000,2,1,2,,2,1,9,17,17,174.181.006.604.314
2778539,1,1,1,95,2,,,,,,,,1,2,2,,,,,6000000,2,1,2,,2,1,9,17,17,176.382.430.602.611
2778539,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,176.382.430.602.611
2778540,1,1,1,95,2,,,,,,,,1,2,2,,,,,12000000,2,1,2,,2,1,9,17,17,168.764.793.197.702
2778540,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,168.764.793.197.702
2778540,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,168.764.793.197.702
2778541,1,1,1,95,1,,1,2,,,225000,2,2,,,,,,,,,,,,,1,9,17,17,204.306.329.985.954
2778541,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,204.306.329.985.954
2778541,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,204.306.329.985.954
2778541,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,204.306.329.985.954
2778541,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,204.306.329.985.954
2778542,1,1,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,9,17,17,167.955.723.390.141
2778542,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,167.955.723.390.141
2778543,1,1,1,95,1,,1,2,,,250000,2,2,,,,,,,,,,,,,1,9,17,17,174.096.000.199.973
2778544,1,1,1,95,2,,,,,,,,1,2,2,3000000,,,,,2,2,1,,2,1,9,17,17,152.053.091.870.707
2778544,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,152.053.091.870.707
2778546,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,174.096.000.199.973
2778547,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,130.010.183.541.441
2778547,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,130.010.183.541.441
2778547,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,130.010.183.541.441
2778548,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,9,17,17,176.515.283.987.863
2778549,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,899.726.608.147.719
2778549,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,899.726.608.147.719
2778549,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,899.726.608.147.719
2778550,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,132.080.251.170.545
2778550,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,132.080.251.170.545
2778550,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,132.080.251.170.545
2778550,1,4,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,1,9,70,70,132.080.251.170.545
2778550,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,132.080.251.170.545
2778550,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,132.080.251.170.545
2778551,1,1,1,95,2,,,,,,,,1,2,2,,,,,6000000,2,1,2,,2,1,9,70,70,812.382.696.210.314
2778552,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,113.122.280.362.143
2778552,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,113.122.280.362.143
2778552,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,113.122.280.362.143
2778552,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,113.122.280.362.143
2778553,1,1,1,95,2,,,,,,,,1,2,2,,,,,4800000,2,1,2,,2,1,9,70,70,924.616.966.779.844
2778553,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,924.616.966.779.844
2778553,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,924.616.966.779.844
2778553,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,924.616.966.779.844
2778554,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,903.276.494.865.234
2778554,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,903.276.494.865.234
2778554,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,903.276.494.865.234
2778555,1,1,1,95,2,,,,,,,,1,2,2,,,,,5000000,2,1,2,,2,1,9,70,70,775.809.004.415.124
2778555,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,775.809.004.415.124
2778555,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,775.809.004.415.124
2778555,1,4,1,95,2,,,,,,,,1,2,2,,,,,4800000,2,1,2,,2,1,9,70,70,775.809.004.415.124
2778556,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,9,70,70,99.483.662.340.801
2778556,1,2,1,95,2,,,,,,,,1,2,2,,,,,2400000,2,1,2,,2,1,9,70,70,99.483.662.340.801
2778556,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,99.483.662.340.801
2778556,1,4,1,95,2,,,,,,,,1,2,2,,,,,2500000,2,1,2,,2,1,9,70,70,99.483.662.340.801
2778556,1,5,1,95,2,,,,,,,,1,2,2,,,,,2000000,2,1,2,,2,1,9,70,70,99.483.662.340.801
2778557,1,1,1,95,1,,2,1,,1054000,,2,2,,,,,,,,,,,,,1,9,70,70,103.349.339.210.409
2778557,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,103.349.339.210.409
2778557,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,103.349.339.210.409
2778557,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,103.349.339.210.409
2778558,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,11.125.744.478.084
2778558,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,11.125.744.478.084
2778558,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,11.125.744.478.084
2778558,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,11.125.744.478.084
2778559,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,544.061.700.081.202
2778559,1,2,1,95,2,,,,,,,,1,1,2,,,,1380000,,2,2,2,,2,1,9,70,70,544.061.700.081.202
2778559,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,544.061.700.081.202
2778559,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,544.061.700.081.202
2778559,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,544.061.700.081.202
2778559,1,6,1,95,2,,,,,,,,1,2,2,,,,,3000000,2,1,2,,2,1,9,70,70,544.061.700.081.202
2778559,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,544.061.700.081.202
2778559,1,10,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,9,70,70,544.061.700.081.202
2778560,1,1,1,95,2,,,,,,,,1,2,2,,,,,2000000,2,1,2,,2,1,9,70,70,110.694.705.059.951
2778560,1,2,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,9,70,70,110.694.705.059.951
2778560,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,110.694.705.059.951
2778560,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,110.694.705.059.951
2778560,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,110.694.705.059.951
2778560,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,110.694.705.059.951
2778560,1,8,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,110.694.705.059.951
2778560,1,9,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,110.694.705.059.951
2778560,1,12,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,1,9,70,70,110.694.705.059.951
2778561,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,966.318.514.379.343
2778561,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,966.318.514.379.343
2778561,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,966.318.514.379.343
2778561,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,966.318.514.379.343
2778562,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,999.145.614.041.902
2778562,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,999.145.614.041.902
2778562,1,3,1,95,2,,,,,,,,1,2,2,,,,,300000,2,1,2,,2,1,9,70,70,999.145.614.041.902
2778563,1,1,1,95,2,,,,,,,,1,2,2,,,,,2000000,2,1,2,,2,1,9,70,70,974.647.016.203.489
2778563,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,974.647.016.203.489
2778563,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,974.647.016.203.489
2778563,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,974.647.016.203.489
2778564,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,935.849.329.568.666
2778564,1,2,1,95,2,,,,,,,,1,1,2,,,,200000,,2,2,2,,2,1,9,70,70,935.849.329.568.666
2778564,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,935.849.329.568.666
2778564,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,935.849.329.568.666
2778565,1,1,1,95,2,,,,,,,,1,2,2,,,,,6000000,2,1,2,,2,1,9,70,70,867.153.773.444.287
2778565,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,867.153.773.444.287
2778566,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,867.153.773.444.287
2778566,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,867.153.773.444.287
2778567,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,934.074.386.209.908
2778567,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,934.074.386.209.908
2778567,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,934.074.386.209.908
2778567,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,934.074.386.209.908
2778568,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,706.004.234.075.687
2778568,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,706.004.234.075.687
2778568,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,706.004.234.075.687
2778568,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,706.004.234.075.687
2778569,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,104.268.432.848.705
2778569,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,104.268.432.848.705
2778569,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,104.268.432.848.705
2778569,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,104.268.432.848.705
2778571,1,1,1,95,1,,1,2,,,600000,2,2,,,,,,,,,,,,,1,9,70,70,908.917.544.530.681
2778571,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,908.917.544.530.681
2778571,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,908.917.544.530.681
2778572,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,79.445.736.022.815
2778572,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,79.445.736.022.815
2778572,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,79.445.736.022.815
2778572,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,79.445.736.022.815
2778573,1,1,1,95,1,,1,2,,,2200000,2,2,,,,,,,,,,,,,1,9,70,70,891.463.751.914.624
2778574,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,715.602.571.444.493
2778574,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,715.602.571.444.493
2778574,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,715.602.571.444.493
2778574,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,715.602.571.444.493
2778574,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,715.602.571.444.493
2778575,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,994.816.050.416.146
2778575,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,994.816.050.416.146
2778575,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,994.816.050.416.146
2778575,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,994.816.050.416.146
2778575,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,994.816.050.416.146
2778575,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,994.816.050.416.146
2778576,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,750.652.162.735.896
2778576,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,750.652.162.735.896
2778576,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,750.652.162.735.896
2778577,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,766.416.360.975.107
2778577,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,766.416.360.975.107
2778577,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,766.416.360.975.107
2778577,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,766.416.360.975.107
2778577,1,7,1,95,2,,,,,,,,1,2,2,,,,,2400000,2,1,2,,2,1,9,70,70,766.416.360.975.107
2778578,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,116.726.017.606.046
2778578,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,116.726.017.606.046
2778578,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,116.726.017.606.046
2778578,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,116.726.017.606.046
2778578,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,116.726.017.606.046
2778579,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,124.803.082.614.162
2778579,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,124.803.082.614.162
2778579,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,124.803.082.614.162
2778579,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,124.803.082.614.162
2778579,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,124.803.082.614.162
2778580,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,104.886.410.781.926
2778580,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,104.886.410.781.926
2778580,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,104.886.410.781.926
2778580,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,104.886.410.781.926
2778581,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,133.362.119.848.495
2778581,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,133.362.119.848.495
2778581,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,133.362.119.848.495
2778581,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,133.362.119.848.495
2778581,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,133.362.119.848.495
2778581,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,133.362.119.848.495
2778582,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,104.334.257.232.787
2778582,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,70,70,104.334.257.232.787
