DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;DPTO;ORDEN;fex_c_2011
2006594;1;3;2;1;1;1;1;1;3;3; ; ; ; ;330000;2;1;1;2;1;1;2;2;2;1;2;2;1;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;211,078603048091
2006595;1;4;2;1;1;1;1;1;3;2; ;300000;60000000;360000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;171,890651608425
2006597;1;6;1;1;1;1;1;1;3;1; ; ;99;500000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;162,57350563535
2006599;1;4;2;1;1;1;1;1;4;3; ; ; ; ;250000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;3;1;2;1;1;1;3;2;1;01;17;17;1;263,032222698491
2006600;1;6;4;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;6;1;1;1;1;1;4;2;1;01;17;17;1;230,983140723347
2006601;1;4;2;1;1;1;1;1;3;1; ; ;100000000;250000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;6;1;1;1;1;1;3;2;1;01;17;17;1;154,481011132456
2006602;1;4;1;1;1;1;1;1;4;5; ; ; ;250000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;17;17;1;133,026046280166
2006603;1;5;2;1;1;1;1;1;4;3; ; ; ; ;330000;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;1;1;1;2;1;1;2;1;3;1;2;1;1;1;3;2;1;01;17;17;1;167,715882991275
2006604;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;3;1;2;1;1;1;3;2;1;01;17;17;1;119,146170688073
2006605;1;1;1;1;1;1;1;1;4;3; ; ; ; ;250000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;201,438110963609
2006606;1;6;3;1;1;1;1;1;3;1; ; ;100000000;600000; ;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;118,822824576666
2006607;1;3;1;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;4;2;1;01;17;17;1;168,684232835956
2006608;1;6;4;1;1;1;1;1;3;2; ;670000;110000000;700000; ;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;92,2492412124013
2006609;1;5;2;1;1;1;1;1;3;1; ; ;160000000;600000; ;1;1;1;1;2;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;163,242268212575
2006610;1;3;2;1;1;1;1;1;4;1; ; ;99;200000; ;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;17;17;1;185,876569748971
2006611;1;3;2;1;1;1;1;1;4;3; ; ; ; ;90000;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;17;17;1;181,61342739741
2006614;1;5;3;1;1;1;1;1;3;3; ; ; ; ;550000;1;2;1;2;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;6;1;1;1;1;1;4;2;1;01;17;17;1;144,437833239797
2006615;1;4;2;1;1;1;1;1;4;1; ; ;20000000;180000; ;1;1;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;1;2;1;1;1;4;1;2;1;1;1;2;2;1;01;17;17;1;154,157665021049
2006616;1;4;3;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;17;17;1;159,633163631929
2006617;1;3;2;1;1;1;1;1;4;3; ; ; ; ;100000;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;17;17;1;206,257142208127
2006618;1;5;2;1;1;1;1;1;4;1; ; ;50000000;350000; ;2;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;167,392536879868
2006619;1;4;3;1;1;1;1;1;3;1; ; ;50000000;370000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;114,221611307387
2006620;1;4;3;1;1;1;1;1;3;1; ; ;57000000;360000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;184,24628846288
2006621;1;5;2;1;1;1;1;1;3;2; ;340000;50000000;450000; ;2;1;1;1;2;1;1;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;172,213997719832
2006622;1;4;2;1;1;1;1;1;3;1; ; ;40000000;320000; ;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;171,334762715469
2006624;1;3;2;1;1;1;1;1;4;3; ; ; ; ;400000;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;180,97525479995
2006625;1;6;1;1;1;1;1;1;3;1; ; ;80000000;500000; ;1;1;1;2;2;1;1;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;154,804357243864
2006627;1;4;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;1;1;1;1;1;2;2;1;2;1;2;2;1;1;1;1;1;1;1;1;2;1;6;1;1;1;1;1;3;2;1;01;17;17;1;154,481011132456
2006628;1;4;3;1;1;1;1;1;4;3; ; ; ; ;190000;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;165,779924407819
2006629;1;7;4;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;4;6;1;2;1;1;1;3;2;1;01;17;17;1;160,635117456447
2006630;1;5;2;1;1;1;1;1;4;1; ; ;80000000;400000; ;2;1;1;2;2;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;2;4;6;1;2;1;1;1;3;2;1;01;17;17;1;119,146170688073
2006631;1;5;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;6;1;1;1;1;1;4;2;1;01;17;17;1;250,676585844036
2006632;1;6;2;1;1;1;1;1;3;1; ; ;120000000;500000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;154,481011132456
2006633;1;5;3;1;1;1;1;1;3;1; ; ;140000000;700000; ;1;1;1;2;1;1;1;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;210,199368043728
2006634;1;4;3;1;1;1;1;1;3;3; ; ; ; ;550000;1;1;1;1;2;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;17;1;140,277789428957
2006635;1;4;3;1;1;1;1;1;3;2; ;830000;75000000;500000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;4;2;1;01;17;17;1;171,996694156879
2006636;1;5;3;1;1;1;1;1;4;1; ; ;25000000;300000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;17;17;1;160,594682340795
2006637;1;2;1;1;1;1;1;1;4;3; ; ; ; ;190000;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;17;17;1;162,517719758528
2006639;1;3;2;1;1;1;1;1;3;2; ;300000;45000000;250000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;179,983146111318
2006640;1;4;2;1;1;1;1;1;4;4; ; ; ;230000; ;1;1;1;1;1;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;17;17;1;142,74882206915
2006641;1;3;1;1;1;1;1;1;3;1; ; ;40000000;250000; ;1;1;1;1;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;168,684232835956
2006642;1;3;2;1;1;1;1;1;3;1; ; ;45000000;250000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;106,129116804494
2006643;1;3;2;1;1;1;1;1;3;3; ; ; ; ;240000;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;153,512661287775
2006644;1;1;1;1;1;1;1;1;3;3; ; ; ; ;160000;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;133,349392391573
2006645;1;3;1;1;1;1;1;1;3;3; ; ; ; ;320000;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;162,57350563535
2006646;1;4;1;1;1;1;1;1;3;3; ; ; ; ;400000;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;1;1;2;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;216,633441355741
2006647;1;3;2;1;1;1;1;1;4;1; ; ;99;99; ;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;4;1;2;1;1;1;3;2;1;01;17;17;1;205,701253315171
2006648;1;3;2;1;1;1;1;1;4;3; ; ; ; ;180000;2;2;1;1;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;179,360212732455
2006649;1;5;2;1;1;1;1;1;3;1; ; ;99;350000; ;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;3;1;1;1;1;1;2;2;1;01;17;17;1;84,5037894736817
2006650;1;4;2;1;1;1;1;1;3;3; ; ; ; ;220000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;17;17;1;185,894238563014
2006651;1;10;5;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;2;1;1;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;2;1;01;17;17;1;141,457126113062
2006652;1;3;2;1;1;1;1;1;4;3; ; ; ; ;220000;1;1;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;17;17;1;207,548838164215
2006653;1;6;3;1;1;1;1;1;3;1; ; ;90000000;400000; ;1;1;1;2;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;142,74882206915
2006654;1;6;5;1;1;1;1;1;3;1; ; ;70000000;400000; ;1;1;1;2;1;1;1;2;2;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;84,5037894736817
2006655;1;3;2;1;1;1;1;1;3;2; ;290000;50000000;300000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;163,565614323982
2006656;1;4;3;1;1;1;1;1;3;4; ; ; ;250000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;210,755256936684
2006657;1;4;3;1;1;1;1;1;3;2; ;500000;70000000;400000; ;1;1;1;1;2;1;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;151,833425260676
2006658;1;4;2;1;1;1;1;1;3;2; ;310000;120000000;600000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;141,787303360284
2006659;1;4;3;1;1;1;1;1;3;2; ;390000;80000000;300000; ;1;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;155,039844033145
2006660;1;3;2;1;1;1;1;1;3;1; ; ;30000000;250000; ;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;191,336203186395
2006661;1;4;3;1;1;1;1;1;3;2; ;290000;40000000;300000; ;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;2;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;180,651908688543
2006662;1;4;1;1;1;1;1;1;3;1; ; ;100000000;450000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;162,57350563535
2006663;1;5;5;1;1;1;1;1;4;3; ; ; ; ;160000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;3;1;2;1;1;1;3;2;1;01;17;17;1;170,922301763743
2006665;1;4;3;1;1;1;1;1;3;1; ; ;40000000;250000; ;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;1;1;3;1;1;1;1;1;2;2;1;01;17;17;1;118,822824576666
2006666;1;2;2;1;1;1;1;1;3;3; ; ; ; ;170000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;185,143192281285
2006667;1;5;3;1;1;1;1;1;3;1; ; ;45000000;300000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;3;1;1;1;1;1;2;2;1;01;17;17;1;166,772033096451
2006668;1;4;3;1;1;1;1;1;3;3; ; ; ; ;240000;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;1;2;2;1;2;1;3;1;1;1;1;1;2;2;1;01;17;17;1;199,135941557647
2006669;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;1;3;1;1;1;1;1;2;2;1;01;17;17;1;249,296516153535
2006670;1;3;1;1;1;1;1;1;3;1; ; ;35000000;150000; ;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;17;17;1;141,118540783059
2006671;1;4;3;1;1;1;1;1;3;3; ; ; ; ;330000;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;215,341745399653
2006672;1;3;1;1;1;1;1;1;3;3; ; ; ; ;280000;1;1;1;1;1;2;2;2;2;1;1;2;1;2;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;133,026046280166
2006673;1;3;3;1;1;1;1;1;3;1; ; ;30000000;300000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;1;3;1;1;1;1;1;2;2;1;01;17;17;1;141,787303360284
2006674;1;3;2;1;1;1;1;1;3;2; ;240000;38000000;220000; ;1;2;1;2;1;2;2;2;2;1;2;2;1;2;2;1;1;1;1;2;2;1;1;1;2;1;1;1;1;1;3;2;1;01;17;17;1;141,787303360284
2006675;1;4;1;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;162,57350563535
2006676;1;3;2;1;1;1;1;1;3;1; ; ;40000000;250000; ;2;1;1;1;1;2;2;2;2;1;1;1;2;2;2;1;2;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;249,94320837635
2006677;1;6;4;1;1;1;1;1;3;1; ; ;40000000;200000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;17;1;145,421422303074
2006678;1;4;2;1;1;1;1;1;3;1; ; ;35000000;250000; ;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;167,392536879868
2006679;1;2;1;1;1;1;1;1;4;3; ; ; ; ;180000;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;2;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;17;17;1;168,684232835956
2006680;1;4;3;1;1;1;1;1;3;1; ; ;60000000;400000; ;1;1;1;2;1;1;2;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;17;1;210,755256936684
2006681;1;5;3;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;2;1;1;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;180,651908688543
2006682;1;4;2;1;1;1;1;1;3;1; ; ;60000000;400000; ;1;1;1;1;1;2;2;2;2;1;1;2;1;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;142,74882206915
2006684;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;201,75902747957
2006685;1;4;3;1;1;1;1;1;3;3; ; ; ; ;460000;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;171,035175448012
2006686;1;5;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;181,61342739741
2006687;1;5;4;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;6;1;1;1;1;1;2;2;1;01;17;17;1;200,097460266513
2006688;1;5;3;1;1;1;1;1;3;2; ;200000;80000000;400000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;17;1;206,257142208127
2006689;1;4;2;1;1;1;1;1;3;1; ; ;50000000;280000; ;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;2;2;1;1;1;7;1;1;1;1;1;3;2;1;01;17;17;1;119,146170688073
2006690;1;6;1;1;1;1;1;1;3;1; ; ;200000000;1200000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;7;1;1;1;1;1;6;2;1;01;17;17;1;162,57350563535
2006691;1;6;3;1;1;1;1;1;3;2; ;1100000;200000000;1200000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;6;2;1;01;17;17;1;177,115312668853
2006692;1;7;5;1;1;1;1;1;3;1; ; ;200000000;1200000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;6;2;1;01;17;17;1;183,189564883787
2006693;1;8;6;1;1;1;1;1;3;1; ; ;45000000;300000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;6;1;1;1;1;1;3;2;1;01;17;17;1;151,253356592912
2006694;1;5;3;1;1;1;1;1;3;1; ; ;50000000;250000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;153,834318909642
2006695;1;5;3;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;84,5037894736817
2006695;2;4;2;1;1;1;1;1;4;4; ; ; ;150000; ;1;1;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;17;17;1;84,5037894736817
2006696;1;3;1;1;1;1;1;1;3;1; ; ;65000000;300000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;6;1;1;1;1;1;2;2;1;01;17;17;1;162,57350563535
2006697;1;6;3;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;136,232465052634
2006698;1;6;4;1;1;1;1;1;3;1; ; ;100000000;300000; ;2;1;1;2;2;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;219,922143832713
2006699;1;3;2;1;1;1;1;1;3;3; ; ; ; ;280000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;161,556201049661
2006700;1;4;2;1;1;1;1;1;3;1; ; ;65000000;250000; ;1;2;1;1;2;2;1;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;3;1;1;1;1;1;3;2;1;01;17;17;1;127,907427768192
2006701;1;4;1;1;1;1;1;1;4;1; ; ;60000000;350000; ;1;1;1;1;1;2;2;2;2;1;2;2;1;2;2;2;1;1;1;2;1;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;176,77672733885
2006702;1;4;3;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;254,844523325371
2006703;1;5;3;1;1;1;1;1;4;3; ; ; ; ;350000;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;17;17;1;211,160886752594
2006704;1;6;4;1;1;1;1;1;3;1; ; ;130000000;600000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;2;1;1;1;7;1;1;1;1;1;4;2;1;01;17;17;1;113,380859953285
2006705;1;6;2;1;1;1;1;1;3;1; ; ;140000000;500000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;154,157665021049
2006706;1;4;3;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;132,702700168758
2006707;1;2;2;1;1;1;1;1;3;1; ; ;50000000;250000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;126,91531907956
2006708;1;3;2;1;1;1;1;1;3;1; ; ;75000000;300000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;235,505014295855
2006709;1;4;3;1;1;1;1;1;3;3; ; ; ; ;110000;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;1;6;1;1;1;1;1;2;2;1;01;17;17;1;144,11448712839
2006710;1;6;4;1;1;1;1;1;3;1; ; ;150000000;1000000; ;1;1;1;1;1;2;2;2;2;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;6;2;1;01;17;17;1;134,684467471046
2006711;1;6;3;1;1;1;1;1;3;2; ;1700000;200000000;1000000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;4;1;1;1;1;1;6;2;1;01;17;17;1;151,510079149269
2006712;1;2;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;115,183130016254
2006713;1;8;5;1;1;1;1;1;3;1; ; ;70000000;400000; ;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;84,5037894736817
2006714;1;4;1;1;1;1;1;1;3;1; ; ;60000000;350000; ;2;2;1;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;133,349392391573
2006715;1;3;2;1;1;1;1;1;3;3; ; ; ; ;220000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;171,890651608425
2006716;1;4;2;1;1;1;1;1;3;1; ; ;36000000;250000; ;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;17;1;128,868946477058
2006717;1;4;2;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;153,189315176368
