DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;AREA;fex_c_2011
1994070;1;2;1;70;1;6;48;1; ;2;24;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8042;68;68;586,255405034647
1994073;1;1;1;70;1;4;54;5; ;2;16;4; ;1;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;41;53;55;1;1;5521;68;68;965,843749483675
1994087;1;3;1;70;1;10;48;1; ;2;10;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;65;1;1;6593;68;68;437,293595266552
1994088;1;3;1;70;1;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;68;68;481,021792407408
1994105;1;2;1;70;1;48;48;2; ;2;192;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;58;75;1;2;7522;68;68;601,526172155056
1994125;1;3;1;70;1;4;48;1; ;2;8;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;95;45;1;1;4521;68;68;464,124001786738
2005534;1;3;1;70;1;14;50;1; ;2;14;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;36;1;2;3611;05;05;1086,89192188621
2005539;1;3;1;70;1;199;50;1; ;2;199;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;2;5521;05;05;1014,79413973617
2005539;1;5;1;70;1;36;48;1; ;2;36;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;53;55;1;2;5521;05;05;1014,79413973617
2005540;1;1;1;70;1;36;50;3; ;2;36;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;05;05;924,180977054902
2005542;1;4;1;70;1;2;48;1; ;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;45;95;92;1;1;9214;05;05;748,626284161683
2005545;1;6;1;70;1;5;60;1; ;2;5;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;650000;2;98;98;60;1;1;6021;05;05;896,323112988895
2005546;1;2;1;70;1;24;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;92; ; ;1;2; ;05;05;693,271370266764
2005560;1;3;1;70;1;4;48;1; ;2;104;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;52;1;1;5233;05;05;875,635489858899
2005563;1;6;1;70;1;3;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;1159,57775554634
2005564;1;2;1;70;1;4;48;1; ;2;4;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;1;496900;2;79;79;93;1;1;9301;05;05;728,361844263177
2005575;1;3;1;70;1;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;05;05;935,286587039598
2005576;1;2;1;70;1;32;48;1; ;2;32;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;2;5521;05;05;1123,45283318076
2005578;1;2;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;960,762065271341
2005579;1;1;1;70;1;52;48;4; ;2;98;3; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;05;05;1024,83231873233
2005581;1;2;1;70;1;1;48;1; ;2;104;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;80;1;1;8060;05;05;914,142798058742
2005582;1;1;1;70;1;156;48;1; ;2;364;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;45;36;1;2;3699;05;05;893,878358160236
2005585;1;1;1;70;1;104;48;1; ;2;4;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;45;37;18;1;2;1810;05;05;862,567770760097
2005591;1;2;1;70;1;28;48;1; ;2;28;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;18;1;2;1810;05;05;879,508489913189
2005609;1;1;1;70;1;16;48;4; ;2;16;5; ;8;1; ; ;1; ; ;1; ; ; ; ; ;2; ;2;95;95;45;1;2;4521;05;05;1128,24068828251
2005616;1;5;1;70;1;24;48;1; ;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;55;55;85;1;2;8511;05;05;1254,55633298824
2005617;1;2;1;70;1;40;48;1; ;2;40;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;05;05;935,286587039598
2005617;1;3;1;70;1;3;48;1; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;320000;2;37;59;93;1;1;9309;05;05;935,286587039598
2005619;1;5;1;70;1;22;48;1; ;2;96;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;97;60;1;2;6042;05;05;803,525415371337
2005619;1;8;1;70;1;6;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;803,525415371337
2005628;1;4;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;1041,15200375596
2005632;1;3;1;70;1;1;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;954,06331922941
2005635;1;2;1;70;1;110;60;1; ;2;110;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;45;1;2;4530;05;05;1647,00144994307
2005635;1;4;1;70;1;43;24;1; ;2;43;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;83;29;1;2;2929;05;05;1647,00144994307
2005637;1;3;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;05;05;972,306187530747
2005639;1;6;1;70;1;40;48;1; ;2;40;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;95;45;1;2;4521;05;05;503,69833076358
2005641;1;3;1;70;1;120;48;4; ;2;120;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;59;93;1;2;9309;05;05;1146,54301906691
2005642;1;3;1;70;1;110;48;4; ;2;110;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;53;55;1;2;5521;05;05;954,710833222568
2005642;1;7;1;70;1;24;40;1; ;2;24;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;75;1;2;7512;05;05;954,710833222568
2005643;1;1;1;70;1;116;48;4; ;2;116;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;95;45;1;2;4521;05;05;1028,23382389254
2005644;1;5;1;70;1;1;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;590,066356006424
2005653;1;1;1;70;1;16;50;1; ;2;16;1; ;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;2;16;16;22;1;2;2220;05;05;951,618564400751
2005653;1;2;1;70;1;3;48;5; ;2;16;5; ;2;3; ; ; ; ; ;1; ; ; ; ; ;2; ;2;41;41;52;1;1;5244;05;05;951,618564400751
2005657;1;3;1;70;1;4;40;1; ;2;48;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;05;05;1072,4625911561
2005668;1;3;1;70;1;20;48;1; ;2;48;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;64;1;2;6424;05;05;854,527949733525
2005669;1;2;1;70;1;1;70;1; ;2;300;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;79;18;1;1;1810;05;05;540,987004921946
2005676;1;2;1;70;1;4;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;781,314195401946
2005679;1;3;1;70;1;3;48;1; ;2;4;1; ;8;1; ; ; ; ;1; ; ; ; ; ; ;1;496900;2;45;85;45;1;1;4542;05;05;1190,33654029186
2005682;1;2;1;70;1;48;48;1; ;2;72;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;56;93;1;2;9301;05;05;1178,27678969853
2005699;1;2;1;70;1;48;48;4; ;2;48;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;32;75;1;2;7512;05;05;1073,3865501454
2005702;1;4;1;70;1;24;48;1; ;2;48;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;79;18;1;2;1810;05;05;1003,67623741395
2005720;1;1;1;70;1;20;48;1; ;2;20;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;05;05;1247,79368989561
2005720;1;4;1;70;1;16;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;190000;2;45;83;28;1;2;2812;05;05;1247,79368989561
2005729;1;1;1;70;1;4;50;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6031;05;05;1035,93792871703
2005732;1;4;1;70;1;8;48;1; ;2;50;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;79;18;1;1;1810;05;05;1163,97867627208
2005741;1;7;1;70;1;20;48;1; ;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;05;05;1212,10388674792
2005745;1;3;1;70;1;16;48;1; ;2;16;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;55;1;2;5512;05;05;608,585248496366
2005747;1;1;1;70;1;16;48;1; ;2;16;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;60;1;2;6041;05;05;1236,01699593905
2005753;1;3;1;70;1;12;48;1; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;05;05;993,614844790208
2005755;1;2;1;70;1;2;48;1; ;2;24;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5232;05;05;837,092292528355
2005756;1;4;1;70;1;1;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;1; ;05;05;1123,45283318076
2005758;1;2;1;70;1;12;48;1; ;2;12;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;1;7492;05;05;1100,80310093666
2005767;1;2;1;70;1;1;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;699,013365977144
2005771;1;2;1;70;1;3;48;3; ;2;8;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;79;18;1;1;1810;05;05;823,181113477904
2005771;1;3;1;70;1;4;48;1; ;2;4;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;05;05;823,181113477904
2005776;1;1;1;70;1;8;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;05;1053,13657965741
2005779;1;6;1;70;1;8;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;05;986,477586473567
2005789;1;2;1;70;1;50;24;1; ;2;254;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;79;18;1;2;1810;05;05;1109,15168304861
2005791;1;3;1;70;1;8;48;1; ;2;8;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;18;1;1;1810;05;05;1192,28293719715
