DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;DPTO;fex_c_2011
2032030;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1925,21614211402
2032031;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2362,97077220399
2032031;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2362,97077220399
2032031;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;2362,97077220399
2032031;1;4;1;50;2; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;23;2362,97077220399
2032031;1;5;1;50;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;2362,97077220399
2032032;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2041,2660335266
2032032;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2041,2660335266
2032034;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1833,69190420747
2032034;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;23;1833,69190420747
2032034;1;4;1;50;2;1; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;23;1833,69190420747
2032035;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1059,02455160182
2032035;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;23;1059,02455160182
2032035;1;3;1;50;2; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;23;1059,02455160182
2032036;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1047,96788087789
2032036;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;23;1047,96788087789
2032037;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1255,36875751349
2032037;1;2;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;1255,36875751349
2032037;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;1255,36875751349
2032058;1;1;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1895,17551578115
2032058;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1895,17551578115
2032058;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1895,17551578115
2032058;1;4;1;50;2; ; ;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ;23;1895,17551578115
2032059;1;1;1;50;2; ; ;1;4; ;2;2;2;2;1;11; ; ; ; ; ; ;23;1923,63194907512
2032059;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1923,63194907512
2032059;1;3;1;50;2; ; ;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ;23;1923,63194907512
2032059;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;1923,63194907512
2032059;1;5;1;50;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;1923,63194907512
2032060;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1936,78550000837
2032060;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1936,78550000837
2032060;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;1936,78550000837
2032060;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;1936,78550000837
2032060;1;7;1;50;2; ; ;7;3; ;2;2;2;2;1;9; ; ; ; ; ; ;23;1936,78550000837
2032062;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1924,90910121671
2032062;1;2;1;50;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;23;1924,90910121671
2032062;1;3;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;1924,90910121671
2032063;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2267,74289869946
2032064;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2623,17586293372
2032064;1;2;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2623,17586293372
2032064;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2623,17586293372
2032064;1;4;1;50;2; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;23;2623,17586293372
2032064;1;5;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;2623,17586293372
2032065;1;1;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2341,15453537725
2032065;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;23;2341,15453537725
2032065;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;2341,15453537725
2032065;1;4;1;50;2; ; ;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ;23;2341,15453537725
2032065;1;5;1;50;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;2341,15453537725
2032065;1;6;1;50;2; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;2341,15453537725
2032066;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2191,21028445192
2032066;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;23;2191,21028445192
2032066;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;2191,21028445192
2032066;1;4;1;50;2; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;23;2191,21028445192
2032068;1;1;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2097,61639937944
2032068;1;3;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;2097,61639937944
2032068;1;4;1;50;2; ; ;4;4; ;2;2;2;2;1;10; ; ; ; ; ; ;23;2097,61639937944
2032069;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2169,39404762518
2032069;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;23;2169,39404762518
2032069;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;2169,39404762518
2032069;1;4;1;50;2; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;23;2169,39404762518
2032069;1;5;1;50;2; ; ;5;3; ;2;2;2;2;1;12; ; ; ; ; ; ;23;2169,39404762518
2032070;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2073,21936370999
2032070;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2073,21936370999
2032071;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1376,24944321105
2032071;1;2;1;50;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;23;1376,24944321105
2032071;1;3;1;50;2; ; ;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ;23;1376,24944321105
2032071;1;4;1;50;2; ; ;1;3; ;2;2;1; ; ; ; ; ; ; ; ; ;23;1376,24944321105
2032071;1;5;1;50;2; ; ;5;3; ;1; ; ; ; ; ; ; ; ; ; ; ;23;1376,24944321105
2032072;1;1;1;50;2; ; ;1;6;DESCANSANDO EN EL HOGAR;1; ; ; ; ; ; ; ; ; ; ; ;23;1140,27048580582
2032072;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;23;1140,27048580582
2032072;1;3;1;50;2; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;23;1140,27048580582
2032073;1;1;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1169,07398565239
2032073;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1169,07398565239
2032073;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;23;1169,07398565239
2032073;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;23;1169,07398565239
2032236;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1359,64442134996
2032236;1;2;1;50;2; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;44;1359,64442134996
2032236;1;3;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1359,64442134996
2032236;1;4;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1359,64442134996
2032236;1;5;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1359,64442134996
2032237;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1540,66645163347
2032237;1;2;1;50;2; ; ;2;6;ESTA EN CAMA , RECIEN  ACCIDENTADO;2;2;2;2;2; ; ; ; ; ; ; ;44;1540,66645163347
2032239;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1540,66645163347
2032239;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;44;1540,66645163347
2032240;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1498,46673338469
2032240;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;44;1498,46673338469
2032240;1;3;1;50;2; ; ;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ;44;1498,46673338469
2032240;1;4;1;50;2;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;44;1498,46673338469
2032240;1;5;1;50;2; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1498,46673338469
2032241;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1343,27646319302
2032241;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1343,27646319302
2032242;1;1;1;50;2; ; ;1;6;NO HACE NADA  , DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;44;1421,85728213707
2032242;1;2;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1421,85728213707
2032242;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1421,85728213707
2032243;1;1;1;50;2; ; ;2;6;DESCANSAR POR  EDAD;2;2;2;2;2; ; ; ; ; ; ; ;44;1276,45313181837
2032243;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1276,45313181837
2032244;1;1;1;50;2;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;44;1354,45424368882
2032244;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1354,45424368882
2032244;1;3;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1354,45424368882
2032245;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1476,26235476784
2032245;1;2;1;50;2; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;44;1476,26235476784
2032245;1;3;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1476,26235476784
2032245;1;4;1;50;2; ; ;4;6;BUSCAR EL AGUA PARA EL HOGAR;2;2;2;2;2; ; ; ; ; ; ; ;44;1476,26235476784
2032245;1;5;1;50;2; ; ;1;6;JUGAR EN EL ARROYO;2;2;2;2;2; ; ; ; ; ; ; ;44;1476,26235476784
2032245;1;6;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1476,26235476784
2032245;1;7;1;50;2; ; ;1;6;JUGAR;2;2;2;2;2; ; ; ; ; ; ; ;44;1476,26235476784
2032246;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1386,53710169174
2032246;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1386,53710169174
2032247;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1497,47266106554
2032247;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;44;1497,47266106554
2032248;1;1;1;50;2;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;44;1368,61914655657
2032248;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1368,61914655657
2032250;1;1;1;50;2;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;44;1414,98045349865
2032250;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1414,98045349865
2032251;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1548,15802779263
2032251;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1548,15802779263
2032274;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1417,53493493456
2032274;1;2;1;50;2; ; ;2;6;JUGAR;2;2;2;2;2; ; ; ; ; ; ; ;44;1417,53493493456
2032274;1;3;1;50;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1417,53493493456
2032274;1;4;1;50;2; ; ;4;6;CUIDAR NIÑA DISCAPACITADA;2;2;2;2;2; ; ; ; ; ; ; ;44;1417,53493493456
2032275;1;1;1;50;2; ; ;1;6;ENFERMA;2;1; ; ; ; ; ; ; ; ; ; ;44;1397,71488218754
2032275;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1397,71488218754
2032275;1;3;1;50;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1397,71488218754
2032276;1;1;1;50;2; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;44;1742,10448269581
2032276;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1742,10448269581
2032276;1;3;1;50;2; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;44;1742,10448269581
2032277;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1264,63920845672
2032277;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1264,63920845672
2032277;1;4;1;50;2; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1264,63920845672
2032278;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1362,92208926074
2032278;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1362,92208926074
2032278;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1362,92208926074
2032278;1;4;1;50;2; ; ;4;2; ;2;2;1; ; ; ; ; ; ; ; ; ;44;1362,92208926074
2032279;1;1;1;50;2; ; ;1;6;ENFERMO;2;2;2;2;1;11; ; ; ; ; ; ;44;1535,48668611086
2032279;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;44;1535,48668611086
2032281;1;1;1;50;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;44;1303,75434858602
2032282;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1298,52226350833
2032282;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;44;1298,52226350833
2032282;1;3;1;50;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1298,52226350833
2032283;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1276,45313181837
2032283;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1276,45313181837
2032284;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1421,85728213707
2032284;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1421,85728213707
2032284;1;3;1;50;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1421,85728213707
2032285;1;1;1;50;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;44;1471,01433424229
2032285;1;2;1;50;2; ; ;2;6;JUGAR;2;2;2;2;2; ; ; ; ; ; ; ;44;1471,01433424229
2032286;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1399,20844337352
2032286;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;44;1399,20844337352
2032287;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1300,0158246943
2032287;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;44;1300,0158246943
2032288;1;1;1;50;2; ; ;1;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;44;1276,45313181837
2032288;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1276,45313181837
2032289;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1278,41166522248
2032290;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1741,26330533391
2032290;1;2;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1741,26330533391
2032290;1;3;1;50;2; ; ;3;6;JUGAR;2;2;2;2;2; ; ; ; ; ; ; ;44;1741,26330533391
2032290;1;4;1;50;2; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1741,26330533391
2032290;1;5;1;50;2; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1741,26330533391
2032314;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1275,42454285054
2032314;1;2;1;50;2; ; ;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ;44;1275,42454285054
2032314;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1275,42454285054
2032315;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1381,09739844704
2032315;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1381,09739844704
2032316;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1389,93276048956
2032316;1;2;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1389,93276048956
2032317;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1399,20844337352
2032317;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1399,20844337352
2032318;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1647,00778137794
2032318;1;2;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1647,00778137794
2032318;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1647,00778137794
2032319;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1591,41866629135
2032319;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1591,41866629135
2032321;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1535,82681265776
2032321;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1535,82681265776
2032321;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1535,82681265776
2032321;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1535,82681265776
2032321;1;5;1;50;2; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1535,82681265776
2032322;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1564,82509254121
2032322;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1564,82509254121
2032322;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1564,82509254121
2032322;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1564,82509254121
2032322;1;5;1;50;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1564,82509254121
2032323;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1355,9478048748
2032323;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1355,9478048748
2032324;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1465,9753389559
2032324;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;8; ;1;2; ; ; ;44;1465,9753389559
2032324;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1465,9753389559
2032324;1;5;1;50;2; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1465,9753389559
2032325;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1345,32833610747
2032325;1;2;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;44;1345,32833610747
2032326;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1388,58897460619
2032326;1;2;1;50;2; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;44;1388,58897460619
2032578;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;869,67821590891
2032578;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;50;869,67821590891
2032578;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;50;869,67821590891
2032578;1;4;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;869,67821590891
2032579;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1509,77779949313
2032579;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;50;1509,77779949313
2032580;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1005,25581506114
2032581;1;1;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;644,856058291689
2032581;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;50;644,856058291689
2032581;1;3;1;50;2; ; ;2;4; ;2;2;2;2;1;8; ;2; ;2; ; ;50;644,856058291689
2032581;1;4;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;644,856058291689
2032581;1;5;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;644,856058291689
2032582;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1485,14881166456
2032582;1;2;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;50;1485,14881166456
2032582;1;3;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1485,14881166456
2032582;1;4;1;50;2; ; ;4;4; ;2;2;2;2;1;7; ;1;2; ; ; ;50;1485,14881166456
2032583;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;992,270180656484
2032591;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1005,25581506114
2032592;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1053,45200193275
2032592;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ;50;1053,45200193275
2032592;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;50;1053,45200193275
2032592;1;4;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;50;1053,45200193275
2032592;1;5;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;50;1053,45200193275
2032592;1;6;1;50;2; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1053,45200193275
2032592;1;7;1;50;2; ; ;7;4; ;2;2;2;2;2; ; ; ; ; ; ; ;50;1053,45200193275
2032593;1;1;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1669,41064620685
2032593;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;50;1669,41064620685
2032594;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;992,270180656484
2032595;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1005,25581506114
2032605;1;1;1;50;2; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;50;752,128217510305
2032605;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;752,128217510305
2032606;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1400,28494034841
2032606;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;50;1400,28494034841
2032606;1;3;1;50;2; ; ;2;6;VISITANDO UNIVERSIDADES PARA ESCOGER UNA CARRERA A ESTUDIAR;2;2;2;2;2; ; ; ; ; ; ; ;50;1400,28494034841
2032606;1;4;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;50;1400,28494034841
2032606;1;5;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;50;1400,28494034841
2032606;2;1;2;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1400,28494034841
2032606;2;2;2;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;50;1400,28494034841
2032607;1;1;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1367,59881326595
2032607;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1367,59881326595
2032608;1;1;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;800,715334070859
2032608;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;50;800,715334070859
2032608;1;3;1;50;2; ; ;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ;50;800,715334070859
2032611;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;1005,25581506114
2032612;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;50;992,270180656484
