DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;clase;DPTO;AREA;fex_c_2011
2024500;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;54;54;426,979642011051
2024501;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;359,38335874697
2024501;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;359,38335874697
2024502;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;296,817037982328
2024502;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;54;54;296,817037982328
2024503;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;54;54;365,47749467858
2024503;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;54;54;365,47749467858
2024503;1;3;1;90; ;2;1;2;2;2;2;2;2;2;1; ;18; ; ; ; ; ; ; ;6;1;54;54;365,47749467858
2024503;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;54;54;365,47749467858
2024504;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;397,266699651332
2024504;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;397,266699651332
2024505;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;402,151234327263
2024505;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;5; ; ; ; ; ; ;1;54;54;402,151234327263
2024506;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;404,809213808045
2024506;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;54;54;404,809213808045
2024506;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;54;54;404,809213808045
2024507;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;412,520750538633
2024507;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;54;54;412,520750538633
2024507;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;412,520750538633
2024507;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;412,520750538633
2024507;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;412,520750538633
2024507;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;412,520750538633
2024508;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;7;14; ;14; ; ; ; ; ; ;1;54;54;389,888454777692
2024508;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;54;54;389,888454777692
2024508;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;1;54;54;389,888454777692
2024509;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;54;54;346,96315843626
2024512;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;478,969453886791
2024512;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;54;54;478,969453886791
2024512;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;478,969453886791
2024512;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;478,969453886791
2024512;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;478,969453886791
2024512;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;54;54;478,969453886791
2024513;1;1;1;90; ;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1;54;54;459,913492090402
2024514;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;54;54;397,266699651332
2024514;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;24; ; ; ; ; ; ;1;54;54;397,266699651332
2024515;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;490,105545255472
2024515;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;54;54;490,105545255472
2024515;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;54;54;490,105545255472
2024515;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;490,105545255472
2024515;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;490,105545255472
2024515;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;54;54;490,105545255472
2024515;1;7;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;54;54;490,105545255472
2024515;1;8;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;490,105545255472
2024515;1;9;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;490,105545255472
2024515;1;10;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;54;54;490,105545255472
2024516;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;7;28; ;36; ; ; ; ; ; ;1;54;54;468,591984350301
2024516;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;54;54;468,591984350301
2024516;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;24; ; ; ; ; ; ;1;54;54;468,591984350301
2024516;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;468,591984350301
2024516;1;6;1;90; ;1;1;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ;1;54;54;468,591984350301
2024517;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;397,266699651332
2024517;1;2;1;90; ;2;1;2;1;2;2;1;2;2;2; ;28; ;21; ; ;12; ; ; ;1;54;54;397,266699651332
2024518;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;314,029308356909
2024518;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;314,029308356909
2024518;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;54;54;314,029308356909
2024518;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;54;54;314,029308356909
2024518;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;314,029308356909
2024519;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;440,034575231625
2024519;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;60; ; ; ; ; ; ; ; ;1;54;54;440,034575231625
2024522;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;211,218551803692
2024522;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;211,218551803692
2024522;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;211,218551803692
2024522;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;211,218551803692
2024522;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;54;54;211,218551803692
2024523;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;440,034575231625
2024523;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;15; ; ; ; ; ; ;1;54;54;440,034575231625
2024524;1;1;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;10; ; ; ;1;54;54;294,242856110191
2024524;1;2;1;90; ;2;1;2;1;2;2;1;2;2;2; ;28; ;18; ; ;2; ; ; ;1;54;54;294,242856110191
2024524;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;21; ; ; ; ; ; ;1;54;54;294,242856110191
2024524;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;54;54;294,242856110191
2024525;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;397,266699651332
2024525;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;14;21; ; ; ; ; ; ; ; ;1;54;54;397,266699651332
2024526;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;54;54;359,38335874697
2024526;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;54;54;359,38335874697
2024527;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;30; ; ; ; ; ; ; ;5;1;54;54;307,935172425299
2024527;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;14; ; ; ; ; ; ; ;5;1;54;54;307,935172425299
2024527;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;307,935172425299
2024528;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;54;54;350,776671158086
2024528;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;54;54;350,776671158086
2024529;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;1;54;54;438,96355327752
2024529;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;21; ; ; ; ; ; ;1;54;54;438,96355327752
2024529;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;438,96355327752
2024530;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;309,237238293037
2024530;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;54;54;309,237238293037
2024530;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;309,237238293037
2024531;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;401,080212373157
2024531;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;54;54;401,080212373157
2024531;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;401,080212373157
2024532;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;54;54;459,913492090402
2024533;1;1;1;90; ;2;1;2;1;1;2;2;2;2;2; ;40; ;14;20; ; ; ; ; ;1;54;54;266,560008843323
2024533;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;266,560008843323
2024533;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;266,560008843323
2024533;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;266,560008843323
2024533;1;6;1;90; ;2;1;2;2;1;2;2;2;2;2; ;14; ; ;14; ; ; ; ; ;1;54;54;266,560008843323
2024533;1;7;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;266,560008843323
2024534;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;359,547628030043
2024534;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;33; ; ; ; ; ; ; ; ;1;54;54;359,547628030043
2024534;2;1;2;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;10; ; ; ; ; ; ;1;54;54;359,547628030043
2024534;2;2;2;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;54;54;359,547628030043
2024538;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;3;28; ; ; ; ; ; ; ; ;1;54;54;372,041451493246
2024538;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;54;54;372,041451493246
2024538;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;372,041451493246
2024538;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;54;54;372,041451493246
2024539;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;54;54;339,347021127054
2024540;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;54;54;408,465305768731
2024540;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;408,465305768731
2024541;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;54;54;304,121659703474
2024541;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;54;54;304,121659703474
2024542;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;54;54;447,734510149477
2024542;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;35; ; ; ; ; ; ;1;54;54;447,734510149477
2024542;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;54;54;447,734510149477
2024542;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;447,734510149477
2024542;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;42; ; ; ; ; ; ;1;54;54;447,734510149477
2024543;1;1;1;90; ;2;1;2;2;2;2;2;2;1;2; ;7; ; ; ; ; ; ;4; ;1;54;54;399,400790234422
2024543;1;2;1;90; ;2;1;2;1;1;1;2;2;2;2; ;37; ;35;3;6; ; ; ; ;1;54;54;399,400790234422
2024543;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;399,400790234422
2024544;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;54;54;296,579145546761
2024545;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;1;54;54;358,319185314798
2024545;1;2;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;16; ; ; ;1;54;54;358,319185314798
2024545;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;358,319185314798
2024547;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;1;54;54;494,001056929317
2024547;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;42; ; ; ; ; ; ;1;54;54;494,001056929317
2024548;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;21; ; ; ; ; ; ;1;54;54;349,632026051486
2024548;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;349,632026051486
2024548;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;349,632026051486
2024548;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;35; ; ; ; ; ; ;1;54;54;349,632026051486
2024549;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;54;54;408,62272652987
2024549;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;21; ; ; ; ; ; ;1;54;54;408,62272652987
2024549;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;408,62272652987
2024549;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;408,62272652987
2024550;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;54;54;426,979642011051
2024550;1;2;1;90; ;2;1;2;1;1;2;2;2;2;2; ;35; ;21;24; ; ; ; ; ;1;54;54;426,979642011051
2024550;1;3;1;90; ;2;1;2;2;2;2;2;2;2;1; ;4; ; ; ; ; ; ; ;4;1;54;54;426,979642011051
2024550;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;426,979642011051
2024550;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;24; ; ; ; ; ; ;1;54;54;426,979642011051
2024551;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;35; ; ; ; ; ; ;1;54;54;402,850923386208
2024551;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;23; ; ; ; ; ; ;1;54;54;402,850923386208
2024552;1;1;1;90; ;1;1;2;2;1;2;2;1;2;2;14;35; ; ;21; ; ;14; ; ;1;54;54;403,203414821804
2024552;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;403,203414821804
2024553;1;1;1;90; ;2;1;2;1;1;2;1;2;2;2; ;7; ;21;7; ;2; ; ; ;1;54;54;409,693748483975
2024553;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;28; ; ; ; ; ; ;1;54;54;409,693748483975
2024553;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;409,693748483975
2024554;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;66;66;150,249933886373
2024554;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;66;66;150,249933886373
2024555;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;66;66;156,930791140288
2024555;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;21; ; ;56; ; ; ; ; ;1;66;66;156,930791140288
2024555;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;66;66;156,930791140288
2024555;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;156,930791140288
2024556;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;176,640919333938
2024556;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;66;66;176,640919333938
2024557;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;66;66;136,888370471778
2024557;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;66;66;136,888370471778
2024557;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;66;66;136,888370471778
2024558;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;168,477283072655
2024558;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;66;66;168,477283072655
2024559;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;66;66;177,368943375409
2024559;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;1;66;66;177,368943375409
2024559;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;66;66;177,368943375409
2024560;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;66;66;156,663315551434
2024560;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;66;66;156,663315551434
2024560;1;3;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;1; ; ; ;1;66;66;156,663315551434
2024560;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;66;66;156,663315551434
2024561;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;66;66;303,775785997288
2024561;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;1;66;66;303,775785997288
2024561;1;3;1;90; ;2;1;2;1;2;2;1;2;2;2; ;7; ;42; ; ;12; ; ; ;1;66;66;303,775785997288
2024562;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;66;66;248,381822402071
2024562;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;248,381822402071
2024562;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;66;66;248,381822402071
2024563;1;1;1;90; ;2;1;2;2;2;1;2;2;2;1; ;35; ; ; ;6; ; ; ;5;1;66;66;254,912556412938
2024563;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;8; ;12; ; ; ; ; ; ;1;66;66;254,912556412938
2024564;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;28; ; ; ; ; ; ; ;4;1;66;66;247,430741337285
2024564;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;247,430741337285
2024564;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;66;66;247,430741337285
2024565;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;66;66;262,179111048546
2024565;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;56; ; ; ; ; ; ;1;66;66;262,179111048546
2024566;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;66;66;267,665279619727
2024566;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;66;66;267,665279619727
2024566;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;267,665279619727
2024567;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;252,774579135894
2024567;1;2;1;90; ;2;1;2;1;2;2;2;2;2;1; ;21; ;24; ; ; ; ; ;5;1;66;66;252,774579135894
2024567;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;252,774579135894
2024568;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;278,503230316391
2024568;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;66;66;278,503230316391
2024568;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;66;66;278,503230316391
2024568;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;66;66;278,503230316391
2024568;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;278,503230316391
2024569;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;66;66;261,197751845165
2024569;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;66;66;261,197751845165
2024569;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;66;66;261,197751845165
2024569;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;261,197751845165
2024570;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;277,30182573145
2024570;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;56; ;42; ; ; ; ; ; ;1;66;66;277,30182573145
2024570;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;66;66;277,30182573145
2024570;2;1;2;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;277,30182573145
2024570;2;2;2;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;42; ; ; ; ; ; ;1;66;66;277,30182573145
2024571;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;66;66;160,671144710892
2024571;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;66;66;160,671144710892
2024571;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;66;66;160,671144710892
2024572;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;169,855628776164
2024572;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;66;66;169,855628776164
2024572;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;66;66;169,855628776164
2024573;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;66;66;148,051005624799
2024573;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;148,051005624799
2024574;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;66;66;171,732516323709
2024574;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;66;66;171,732516323709
