Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011;Area
3267776;1;4;3;1;1;1;1;1;3;3; ; ; ; ;670000;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;4;3;1;01;1;08;76;930,220057933433;76
3267777;1;4;2;1;1;1;1;1;3;3; ; ; ; ;650000;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;08;76;710,442847957064;76
3267778;1;4;2;1;1;1;1;1;3;3; ; ; ; ;470000;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;08;76;996,761007663588;76
3267779;1;1;1;1;1;1;1;1;3;3; ; ; ; ;550000;1;2;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;08;76;979,461382861536;76
3267780;1;1;1;1;1;1;1;1;4;3; ; ; ; ;330000;2;2;1;1;2;1;2;2;1;1;2;2;2;2;1;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;3;3;1;01;1;08;76;908,896844013626;76
3267781;1;3;2;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;4;1;2;1;4;1;2;1;1;1;3;3;1;01;1;08;76;1077,90520392929;76
3267782;1;5;3;1;1;1;1;1;3;1; ; ;120000000;600000; ;2;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;4;3;1;01;1;08;15;48,9267938101215;15
3267783;1;5;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;4;3;1;01;1;08;15;76,3747170519293;15
3267784;1;5;3;1;1;1;1;1;3;1; ; ;130000000;800000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;4;3;1;01;1;08;15;71,5018266926891;15
3267786;1;5;2;1;1;1;1;1;3;1; ; ;120000000;1200000; ;1;1;1;1;2;2;1;2;2;1;2;2;1;2;2;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;4;3;1;01;1;08;15;90,2340748651191;15
3267787;1;5;4;1;1;1;1;1;3;1; ; ;98;98; ;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;6;1;1;1;4;1;1;1;1;1;3;3;1;01;1;08;15;114,166259579746;15
3267788;1;2;1;1;1;1;1;1;4;3; ; ; ; ;120000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;2;1;1;1;1;3;1;01;1;08;15;91,7642008727893;15
3267789;1;4;1;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;08;15;107,827540130441;15
3267790;1;5;1;1;1;1;1;1;3;1; ; ;98;300000; ;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;08;15;91,7642008727893;15
3267791;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;2;1;1;1;3;3;1;01;1;08;15;90,7325681459997;15
3267792;1;2;1;1;1;1;1;1;3;3; ; ; ; ;220000;2;2;1;2;2;1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;2;3;1;01;1;08;15;65,66915678497;15
3267793;1;3;1;1;1;1;1;1;3;3; ; ; ; ;250000;1;1;1;2;2;1;2;2;2;2;1;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;1;01;1;08;15;90,4097600711961;15
3267794;1;2;1;1;1;1;1;1;3;1; ; ;98;98; ;2;1;1;2;1;1;2;2;2;1;2;2;1;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;2;3;1;01;1;08;15;107,524116386081;15
3267795;1;3;2;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;2;3;1;01;1;08;15;109,661089882471;15
