Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3267813;1;1;1;70;17;52;48;1; ;2;72;3; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;2;9500;08;17;171,973773670173
3267813;1;3;1;70;17;2;48;1; ;2;3;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;38;45;52;1;1;5234;08;17;171,973773670173
3267817;1;1;1;70;17;52;40;1; ;2;52;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;11;74;1;2;7412;08;17;164,105277562314
3267832;1;3;1;70;17;52;48;1; ;2;52;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;55;1;2;5521;08;17;135,783601038661
3267836;1;2;1;70;17;48;48;1; ;2;104;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;41;52;1;2;5239;08;17;156,237849706966
3267842;1;1;1;70;73;3;114;4; ;2;3;1; ;9;1; ; ; ;1; ; ; ; ; ; ; ;1;720000;2;98;98;60;1;1;6021;08;73;265,623564714326
3267846;1;2;1;70;73;12;48;4; ;2;4;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;1;5225;08;73;238,414883153762
3267846;1;3;1;70;73;8;30;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;08;73;238,414883153762
3267849;1;1;1;70;73;52;40;1; ;2;24;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;2;4552;08;73;215,843566318834
3267850;1;2;1;70;73;8;60;1; ;2;4;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;40000;2;58;95;45;1;1;4521;08;73;247,505491363209
3267854;1;3;1;70;73;8;48;1; ;2;28;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;99;50;1;1;5020;08;73;272,227526568672
3267856;1;3;1;70;73;8;48;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;81;81;36;1;1;3611;08;73;260,587721114508
3267920;1;2;1;70;52;17;48;1; ;2;17;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;2;7492;08;52;191,03532983118
3267923;1;3;1;70;52;16;50;1; ;2;16;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;45;52;1;2;5239;08;52;173,475419396367
3267932;1;2;1;70;05;12;48;4; ;2;60;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;70;1;1;7020;08;05;1001,28370984617
3267934;1;2;1;70;05;8;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8519;08;05;674,961265711606
3267934;1;5;1;70;05;7;48;3; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;59;85;1;1;8519;08;05;674,961265711606
3267940;1;2;1;70;05;2;48;1; ;2;2;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;156000;2;95;62;01;1;1;0111;08;05;846,371778583489
3267941;2;1;2;70;05;12;48;1; ;2;12;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;74;1;1;7430;08;05;830,552904267582
3267946;1;1;1;70;05;4;48;1; ;2;3;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;95;95;45;1;1;4521;08;05;1009,23977331524
3267946;1;4;1;70;05;1;48;1; ;2;1;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;93;95;45;1;1;4521;08;05;1009,23977331524
3267959;1;2;1;70;66;3;48;1; ;2;3;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;97;60;01;1;1;0121;08;66;340,71610047882
3267959;1;4;1;70;66;28;24;1; ;2;28;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;40;45;52;1;2;5233;08;66;340,71610047882
3267960;1;2;1;70;66;16;48;4; ;2;32;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;32;85;1;2;8519;08;66;316,979797269432
3267965;1;1;1;70;66;8;48;1; ;2;8;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;53;55;1;1;5522;08;66;247,715309144563
3267970;1;2;1;70;66;4;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;58;58;75;1;1;7512;08;66;247,577002294523
3268006;1;2;1;70;17;24;24;2; ;2;250;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;39;74;1;2;7413;08;17;165,05125806017
3268006;1;4;1;70;17;4;24;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;08;17;165,05125806017
3268023;1;1;1;70;11;52;48;1; ;2;4;4; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;95;45;1;2;4521;08;11;2754,83002189683
3268158;1;1;1;70;66;3;48;1; ;2;3;1; ;2;1; ; ; ;1; ; ; ; ; ; ; ;1;700000;2;53;58;63;1;1;6331;08;66;221,319965217656
3268159;1;5;1;70;66;72;48;1; ;2;72;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;40;70;1;2;7020;08;66;279,581284885278
3268175;1;2;1;70;66;24;48;1; ;2;24;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;55;1;2;5521;08;66;199,03157895457
3268179;1;3;1;70;66;16;48;1; ;2;16;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;93;45;1;2;4521;08;66;342,416048099185
3268182;1;1;1;70;76;24;48;1; ;2;3;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;260000;2;95;45;45;1;2;4521;08;76;1054,55787149032
3268182;1;2;1;70;76;24;48;1; ;2;4;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;55;74;1;2;7493;08;76;1054,55787149032
3268182;2;1;2;70;76;12;50;1; ;2;12;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;80;80;19;1;1;1929;08;76;1054,55787149032
3268185;1;3;1;70;66;28;48;1; ;2;40;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;52;1;2;5211;08;66;224,06446286957
3268192;1;1;1;70;76;250;40;1; ;2;168;6; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;32;50;1;2;5051;08;76;849,797340039511
3268195;1;1;1;70;76;2;24;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;08;76;805,146895676655
3268314;1;3;1;70;52;16;48;1; ;2;166;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;38;64;1;2;6421;08;52;382,07065966236
3268326;1;2;1;70;52;8;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;08;52;253,719689564149
3268328;1;2;1;70;52;52;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;42; ; ;1;2; ;08;52;171,06056885533
3268331;1;2;1;70;52;2;15;4; ;2;2;4; ;1;5; ; ; ; ; ; ; ; ;1; ;ES PENSIONADA;1;80000;2;79;79;52;1;1;5271;08;52;166,60389188701
3268335;1;5;1;70;52;8;72;4; ;2;8;4; ;6;7; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;13;13;80;1;1;8050;08;52;106,601892734059
3268378;1;2;1;70;50;24;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;08;50;209,947796389073
3268380;1;2;1;70;50;6;48;4; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;08;50;110,662000564105
3268392;1;1;1;70;50;4;84;4; ;2;1;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;2800000;2;98;98;60;1;1;6042;08;50;214,962163952621
