Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011;Area
3529296;1;4;2;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;2;2;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;2;01;1;08;47;140,349475295914;47
3529297;1;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;2;1;2;2;1;1;1;2;1;2;2;2;2;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;2;01;1;08;47;200,182998218792;47
3529298;1;4;1;1;1;1;1;1;3;1; ; ;98;700000; ;2;2;1;2;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;2;01;1;08;47;148,209415973075;47
3529299;1;4;2;1;1;1;10;1;3;1; ; ;40000000;250000; ;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;3;3;2;01;1;08;47;149,918268050885;47
3529300;1;4;2;1;1;1;10;1;3;1; ; ;50000000;450000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2; ;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;2;01;1;08;47;163,304565092534;47
3529301;1;2;1;1;2;1;1;6; ;5; ; ; ;200000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;3;3;2;01;1;08;47;171,164505769694;47
3529301;2;1;1;1;2;1;10;1;3;5; ; ; ;350000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;2;2;1;1;4;1;1;1;1;1;3;3;2;01;1;08;47;171,164505769694;47
3529302;1;2;2;1;1;1;1;1;3;3; ; ; ; ;330000;2;2;1;2;1;1;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;2;1;1;1;1;1;3;3;2;01;1;08;47;163,471834312825;47
3529303;1;5;4;1;1;1;1;1;3;1; ; ;100000000;400000; ;2;2;1;1;1;1;2;2;1;1;2;1;1;2;2;1;1;1;1;1;2;1;3;2;2; ;7;1;1;1;5;1;1;1;1;1;3;3;2;01;1;08;47;176,073278079093;47
3529304;1;5;4;1;1;1;1;3;3;4; ; ; ;500000; ;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;1;2;1;3;2;2; ;3;1;1;1;2;1;1;1;1;1;3;3;2;01;1;08;47;171,164505769694;47
3529305;1;4;2;1;1;1;1;1;3;5; ; ; ;380000; ;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;2;01;1;08;47;182,708023149963;47
3529306;1;2;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;3;3;2;01;1;08;47;123,679845476211;47
3529307;1;4;2;1;1;1;1;1;3;1; ; ;70000000;400000; ;1;2;1;2;1;1;2;2;1;2;1;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;2;01;1;08;47;157,767962741173;47
3529308;1;4;1;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;2; ;2;2; ;1;1;1;1;2;1;1;1;1;1;3;3;1;01;1;08;47;133,23839224431;47
3529309;1;2;1;1;1;1;10;1;3;3; ; ; ; ;200000;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;3;3;2;01;1;08;47;180,72113790127;47
3529310;1;2;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;6;1;2;1;2;1;1;1;1;1;3;3;2;01;1;08;47;182,966133079305;47
3529311;1;2;1;1;1;1;1;1;3;3; ; ; ; ;400000;1;2;1;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;1;1;1;1;3;3;2;01;1;08;47;131,863619213315;47
3529312;1;3;2;1;1;1;10;1;3;3; ; ; ; ;170000;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;2;1;2;1;1;1;1;1;3;3;2;01;1;08;47;182,708023149963;47
3529313;1;4;2;1;1;1;1;1;3;3; ; ; ; ;800000;1;2;1;2;2;1;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;1;1;2;1;1;3;1;1;1;4;1;1;1;1;1;3;3;2;01;1;08;47;123,110417694342;47
3529314;1;4;2;1;1;1;1;1;3;5; ; ; ;300000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;3;3;2;01;1;08;47;200,449382543404;47
3529315;1;2;1;1;1;1;1;1;3;5; ; ; ;250000; ;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;2;01;1;08;47;180,72113790127;47
3529316;1;2;1;1;1;1;1;6; ;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;3;3;2;01;1;08;47;170,38320969518;47
3529317;1;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;5;1;2;1;4;1;1;1;1;1;3;3;2;01;1;08;47;195,98355624102;47
3529318;1;4;2;1;1;1;1;1;3;1; ; ;10000000;600000; ;1;2;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;2;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;3;3;2;01;1;08;47;164,879045792777;47
