Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3529297;1;2;1;80;1;1;1;9;ESTA EN ESTADO DE EMBARAZO;2; ;2; ; ; ;EMBARAZO DE ALTO RIESGO;12;2;1;08;47;200,182998218792;47
3529298;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;47;148,209415973075;47
3529298;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;148,209415973075;47
3529299;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;08;47;149,918268050885;47
3529299;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;47;149,918268050885;47
3529300;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;47;163,304565092534;47
3529301;2;1;2;80;1;1;4;8; ;2; ;2; ; ; ; ;8;2;1;08;47;171,164505769694;47
3529303;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;8;2;1;08;47;176,073278079093;47
3529303;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;47;176,073278079093;47
3529304;1;3;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;47;171,164505769694;47
3529307;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;157,767962741173;47
3529308;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;133,23839224431;47
3529310;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;182,966133079305;47
3529310;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;47;182,966133079305;47
3529311;1;3;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;47;131,863619213315;47
3529313;1;1;1;80;1;1;4;2; ;2; ;2; ; ; ; ;2;2;1;08;47;123,110417694342;47
3529314;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;47;200,449382543404;47
3529314;1;3;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;08;47;200,449382543404;47
3529317;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;47;195,98355624102;47
3529318;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;47;164,879045792777;47
3529319;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;47;170,415648144138;47
3529319;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;47;170,415648144138;47
3529319;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;170,415648144138;47
3529319;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;170,415648144138;47
3529321;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;47;174,156443936763;47
3529321;1;4;1;80;1;1;2;1; ;2; ;2; ; ;2; ;1;1;1;08;47;174,156443936763;47
3529321;1;5;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;47;174,156443936763;47
3529324;1;4;1;80;1;1;1;8; ;2; ;2; ; ; ; ;7;2;1;08;47;181,54867561248;47
3529326;1;1;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;47;182,933694630348;47
3529327;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;133,215353549538;47
3529327;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;47;133,215353549538;47
3529328;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;78,4933333333297;47
3529330;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;196,811093952231;47
3529330;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;196,811093952231;47
3529330;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;196,811093952231;47
3529331;1;1;1;80;1;1;1;7; ;2; ;2; ; ; ;BAJA DEMANDA;12;2;1;08;47;165,458719561519;47
3529332;1;3;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;08;47;181,54867561248;47
3529332;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;181,54867561248;47
3529333;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;47;78,4933333333297;47
3529333;1;2;1;80;1;1;1;4; ;2; ;2; ; ; ; ;2;2;1;08;47;78,4933333333297;47
3529333;1;5;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;08;47;78,4933333333297;47
3529336;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;90,4054627347203;47
3529336;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;47;90,4054627347203;47
3529337;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;18;42,7430700531168;18
3529339;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;18;76,5657953183094;18
3529340;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;18;79,8080576012608;18
3529341;1;2;1;80;1;1;4;6; ;2; ;2; ; ; ; ;8;2;1;08;18;40,128469848216;18
3529342;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;18;42,6732722815525;18
3529342;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;18;42,6732722815525;18
3529342;1;4;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;08;18;42,6732722815525;18
3529342;1;6;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;08;18;42,6732722815525;18
3529343;1;1;1;80;1;1;3;4; ;2; ;2; ; ;3; ;8;1;1;08;18;80,052155243339;18
3529343;1;2;1;80;1;1;1;6; ;2; ;2; ; ; ; ;1;2;1;08;18;80,052155243339;18
3529344;1;1;1;80;1;1;2;6; ;3; ;2; ; ; ; ;1;2;1;08;18;90,6628996703062;18
3529345;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;18;106,844767982178;18
3529346;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;18;78,2997371382314;18
3529346;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;18;78,2997371382314;18
3529347;1;1;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;08;15;159,211933315728;15
3529347;1;2;1;80;1;1;1;8; ;2; ;1;60000; ; ; ;2;2;1;08;15;159,211933315728;15
3529348;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;08;15;77,0749256520932;15
3529349;1;1;1;80;1;1;3;8; ;2; ;2; ; ; ; ;6;2;1;08;15;43,606005737518;15
3529349;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;15;43,606005737518;15
