Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3529356;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;178,647624684583
3529356;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;178,647624684583
3529356;1;3;1;80;17;1;3;8; ;2; ;2; ; ; ; ;11;2;1;08;17;178,647624684583
3529356;1;4;1;80;17;1;3;5; ;3; ;2; ; ; ; ;10;2;1;08;17;178,647624684583
3529357;1;1;1;80;17;1;1;6; ;2; ;2; ; ; ; ;4;2;1;08;17;122,783438320135
3529357;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;122,783438320135
3529358;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;184,209506048427
3529358;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;184,209506048427
3529359;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;203,600076003334
3529359;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;17;203,600076003334
3529359;1;4;1;80;17;1;2;4; ;2; ;2; ; ; ; ;4;2;1;08;17;203,600076003334
3529361;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;184,209506048427
3529361;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;4;2;1;08;17;184,209506048427
3529362;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;171,860619840407
3529363;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;184,209506048427
3529363;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;184,209506048427
3529367;1;1;1;80;17;1;4;5; ;3; ;2; ; ;3; ;8;1;1;08;17;158,683554683023
3529367;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;158,683554683023
3529372;1;1;1;80;17;1;1;7; ;3; ;2; ; ; ; ;9;2;1;08;17;109,606373162751
3529372;1;3;1;80;17;1;1;2; ;1;1;2; ; ; ; ;2;2;1;08;17;109,606373162751
3529375;1;3;1;80;17;1;2;8; ;2; ;2; ; ;1; ;7;1;1;08;17;135,132324528155
3529378;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;156,421219734964
3529381;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;73;214,86291677246
3529383;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;73;309,545928155524
3529384;1;2;1;80;73;1;3;8; ;2; ;2; ; ; ; ;2;2;1;08;73;186,412810948602
3529384;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;73;186,412810948602
3529385;1;2;1;80;73;1;1;2; ;2; ;2; ; ; ; ;2;2;1;08;73;193,604214132742
3529386;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;73;244,624465886195
3529387;1;1;1;80;73;1;4;8; ;3; ;2; ; ; ; ;11;2;1;08;73;264,429003673838
3529388;1;1;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;73;307,016850837739
3529388;1;2;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;73;307,016850837739
3529389;1;2;1;80;73;1;4;6; ;2; ;2; ; ; ; ;9;2;1;08;73;269,407509336885
3529389;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;73;269,407509336885
3529389;1;4;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;73;269,407509336885
3529391;1;2;1;80;73;1;2;8; ;2; ;2; ; ; ; ;9;2;1;08;73;263,226588123386
3529393;1;1;1;80;73;1;3;8; ;1;4;2; ; ; ; ;11;2;1;08;73;215,140510714191
3529394;1;2;1;80;73;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;73;248,633552696164
3529394;1;3;1;80;73;2; ; ; ;2; ;2; ;1;2; ;2; ;1;08;73;248,633552696164
3529394;1;4;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;73;248,633552696164
3529396;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;73;223,850509245475
3529399;1;1;1;80;73;1;3;4; ;2; ;2; ; ; ; ;4;2;1;08;73;223,850509245475
3529405;1;1;1;80;73;1;4;8; ;2; ;2; ; ; ; ;9;2;1;08;73;236,926299264082
3529407;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;73;290,181465977605
3529418;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;76;977,641292106145
3529418;1;3;1;80;76;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;76;977,641292106145
3529419;1;1;1;80;76;1;4;4; ;3; ;2; ; ; ; ;4;2;1;08;76;691,147722089854
3529419;1;2;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;76;691,147722089854
3529420;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;76;1101,26280411848
3529420;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;76;1101,26280411848
3529421;1;2;1;80;76;1;3;8; ;2; ;2; ; ;1; ;6;1;1;08;76;1004,55925252866
3529422;1;1;1;80;76;1;2;3; ;2; ;2; ; ; ; ;4;2;1;08;76;865,162472720972
3529422;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;76;865,162472720972
3529425;1;1;1;80;76;1;4;4; ;2; ;2; ; ; ; ;8;2;1;08;76;779,192444710205
3529425;1;2;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;76;779,192444710205
3529426;1;1;1;80;76;1;4;5; ;3; ;2; ; ; ; ;8;2;1;08;76;875,055106343145
3529426;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;76;875,055106343145
3529426;1;5;1;80;76;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;76;875,055106343145
3529426;1;6;1;80;76;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;76;875,055106343145
3529429;1;1;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;76;953,207195341323
