Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Area;Esc;Mes;Dpto;Fex_c_2011
3529356;1;1;1;10;1;2;1;10;1937;76;1;6;1; ; ;1;2;168000;2;1;2; ;5;11;2;17;11;08;17;178,647624684583
3529356;1;2;1;10;2;2;1;12;1934;79;5;6;1; ; ;1;3;77000;2;1;2; ;5;11;2;17;11;08;17;178,647624684583
3529356;1;3;1;10;3;2;1;8;1944;70;5;6;1; ; ;1;3;77000;2;1;2; ;5;11;2;17;11;08;17;178,647624684583
3529356;1;4;1;10;4;2;1;6;1947;67;5;6;1; ; ;1;2;168000;2;1;2; ;6;5;4;17;16;08;17;178,647624684583
3529357;1;1;1;10;1;2;1;4;1965;49;1;6;1; ; ;1;2;147840;2;1;2; ;5;11;2;17;11;08;17;122,783438320135
3529357;1;2;1;10;2;2;1;3;1996;18;3;6;1; ; ;1;5; ;2;1;1;2;6;1;2;17;12;08;17;122,783438320135
3529358;1;1;1;10;1;2;1;12;1928;85;1;5;1; ; ;1;2;73920;2;1;2; ;3;5; ;17;5;08;17;184,209506048427
3529358;1;2;1;10;2;1;1;6;1958;56;3;6;1; ; ;1;5; ;2;2;2; ;1;0; ;17;0;08;17;184,209506048427
3529359;1;1;1;10;1;1;1;3;1949;65;1;3;1; ; ;1;2;168000;2;1;2; ;5;11;2;17;11;08;17;203,600076003334
3529359;1;2;1;10;2;2;1;10;1963;50;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;17;11;08;17;203,600076003334
3529359;1;3;1;10;2;2;1;9;2003;10;3;6;1; ; ;1;5; ;2;1;1;1;3;4; ;17;4;08;17;203,600076003334
3529359;1;4;1;10;4;2;1;5;1943;71;5;6;1; ; ;3; ; ;2;1;2; ;3;3; ;17;3;08;17;203,600076003334
3529360;1;1;1;10;1;1;1;8;1961;53;1;3;1; ; ;1;3;77000;2;1;2; ;6;2;3;17;13;08;17;208,455951068069
3529360;1;2;1;10;2;2;1;11;1967;46;2;3;1; ; ;1;5; ;2;1;2; ;6;3;3;17;14;08;17;208,455951068069
3529360;1;3;1;10;2;2;1;12;2004;9;3; ;1; ; ;1;5; ;2;1;1;2;3;2; ;17;2;08;17;208,455951068069
3529361;1;1;1;10;1;1;1;2;1938;76;1;3;1; ; ;1;2;73920;2;1;2; ;4;7; ;17;7;08;17;184,209506048427
3529361;1;2;1;10;2;2;1;3;1940;74;2;3;1; ; ;1;2;73920;2;1;2; ;3;5; ;17;5;08;17;184,209506048427
3529362;1;1;1;10;1;2;1;10;1937;76;1;5;1; ; ;1;2;73920;2;1;2; ;3;5; ;17;5;08;17;171,860619840407
3529363;1;1;1;10;1;1;1;11;1938;75;1;3;1; ; ;1;2;125000;2;1;2; ;3;2; ;17;2;08;17;184,209506048427
3529363;1;2;1;10;2;2;1;12;1955;58;2;3;1; ; ;1;5; ;2;1;2; ;3;4; ;17;4;08;17;184,209506048427
3529364;1;1;1;10;1;1;1;2;1982;32;1;6;2;1;7; ; ; ;2;1;1;1;6;0;4;17;11;08;17;189,065381113162
3529365;1;1;1;10;1;1;1;1;1983;31;1;6;1; ; ;1;1;168000;2;1;2; ;6;5;4;17;16;08;17;189,065381113162
3529366;1;1;1;10;1;1;1;8;1952;61;1;3;1; ; ;1;5; ;2;1;2; ;3;5; ;17;5;08;17;176,391513054425
3529366;1;2;1;10;2;2;1;7;1947;67;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;17;5;08;17;176,391513054425
3529366;1;3;1;10;3;2;1;2;1991;23;9;6;1; ; ;1;2;73920;2;1;1;2;6;7;3;17;18;08;17;176,391513054425
3529366;1;4;1;10;3;1;1;10;2009;4;9; ;1; ; ;1;5; ;2;2;1;1;2;0; ;17;0;08;17;176,391513054425
3529367;1;1;1;10;1;1;1;5;1938;76;1;3;1; ; ;1;2;73920;2;1;2; ;4;8; ;17;8;08;17;158,683554683023
3529367;1;2;1;10;2;2;1;12;1941;72;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;17;5;08;17;158,683554683023
3529367;1;3;1;10;3;2;1;8;1964;50;3;4;1; ; ;1;1;28640;2;1;2; ;5;11;2;17;11;08;17;158,683554683023
3529368;1;1;1;10;1;2;1;5;1966;48;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ;17;5;08;17;138,794560621064
3529368;1;2;1;10;2;1;1;10;1992;21;3;6;1; ; ;1;1;31120;2;1;2; ;5;11;2;17;11;08;17;138,794560621064
3529369;1;1;1;10;1;2;1;2;1989;25;1;6;1; ; ;1;1;65120;2;1;2; ;6;4;4;17;15;08;17;144,072333526944
