DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4571112;1;3;2;1;2;1;1;1;4;4; ; ; ;55000; ;2;1;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ;4;1;1;1;2;1;2;1;1;2;1;1;1;1;1;01;2;03;76;4066,6280639019
4571113;1;4;3;1;1;1;1;1;4;4; ; ; ;30000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;6;2; ;1;1;4;6;1;1;2;1;1;1;1;1;01;2;03;76;2137,25507244624
4571114;1;1;1;1;2;1;1;6; ;3; ; ; ; ;20000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;4;1;2;1;1;2;1;1;1;1;1;01;2;03;76;3821,699018553
4571115;1;5;3;1;1;1;1;1;4;6;TIENE DOCUMENTO DE COMPRAVENTA; ; ;50000; ;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;2;1;1;2;1;1;1;1;1;01;2;03;76;3652,06465008204
4571116;1;2;1;1;1;1;1;1;4;1; ; ;1000000;30000; ;2;1;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;4;2;1;1;2;1;1;1;1;1;01;2;03;76;5054,95235851471
4571119;1;2;1;1;2;1;1;1;4;4; ; ; ;50000; ;2;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;4;2;1;1;2;1;1;1;1;1;01;2;03;76;3175,39544175132
4571119;2;1;1;1;2;1;1;1;4;6;TIENE DOCUMENTO DE COMPRAVENTA; ; ;50000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;3;2; ;2;2;4;2;1;1;2;1;1;1;1;1;01;2;03;76;3175,39544175132
4571703;1;3;1;4;1;4;4;1;5;4; ; ; ;100000; ;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;03;23;1753,71990761704
4571704;1;3;1;2;1;3;4;1;5;1; ; ;10000000;80000; ;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;03;23;1194,40258518122
4571705;1;3;2;6; ;4;4;1;5;1; ; ;5000000;80000; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ;4;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;03;23;1134,96002180426
