DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4561959;1;1;1;70;05;52;48;1; ;2;2;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;3; ;97;97;18;1;2;1810;03;05;1174,95201149922
4561962;1;4;1;70;05;8;48;1; ;2;10;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;97;52;1;1;5211;03;05;1461,12872053913
4561974;1;2;1;70;05;10;48;1; ;2;28;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;45;55;1;1;5529;03;05;1132,72603212433
4561976;1;2;1;70;05;1;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5233;03;05;1823,2448061416
4561983;1;1;1;70;05;104;48;1; ;2;104;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;3; ;13;13;80;1;2;8050;03;05;1183,84895275898
4561983;1;2;1;70;05;12;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;3; ;79;79;18;1;1;1810;03;05;1183,84895275898
4561987;1;1;1;70;05;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;720000;781242;2; ;95;95;45;1;1;4521;03;05;635,882793374072
4561987;1;3;1;70;05;4;48;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;45;52;1;1;5219;03;05;635,882793374072
4561987;1;4;1;70;05;4;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5233;03;05;635,882793374072
4561993;1;1;1;70;05;3;48;1; ;2;14;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;50;50;55;1;1;5529;03;05;1136,98232321793
4561994;1;3;1;70;05;8;40;1; ;2;4;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;16;16;75;1;1;7512;03;05;700,975556013104
4562000;1;3;1;70;05;8;50;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;93;52;1;1;5241;03;05;1358,11312534366
4562008;1;1;1;70;05;208;48;1; ;2;208;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;39;39;26;1;2;2695;03;05;1141,62297338409
4562014;1;2;1;70;05;4;48;1; ;2;44;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;99;99;90;1;1;9000;03;05;1214,901015225
4562014;1;3;1;70;05;4;48;1; ;2;4;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;600000;781242;2; ;45;53;55;1;1;5529;03;05;1214,901015225
4562016;1;2;1;70;05;8;24;1; ;2;10;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;45;52;1;1;5234;03;05;565,82734610886
4562017;1;1;1;70;05;24;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;55;55;70;1;2;7020;03;05;1141,62297338409
4562029;1;3;1;70;05;1;48;1; ;2;2;1; ;7;2;3; ; ; ; ; ; ; ; ; ; ;1;1;40000;781242;2; ;53;61;01;1;1;0113;03;05;873,21355742844
4562032;1;2;1;70;05;8;48;1; ;2;8;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;03;45;1;1;4522;03;05;644,779734633828
4562032;1;3;1;70;05;8;48;1; ;2;16;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;03;45;1;1;4521;03;05;644,779734633828
4562035;1;2;1;70;05;6;48;1; ;2;7;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;1;5521;03;05;1161,6107699646
4562039;1;2;1;70;05;10;48;1; ;2;156;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;16;74;1;1;7494;03;05;1204,24164668185
4562050;1;2;1;70;05;16;48;5; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;4000000;2; ;51;09;74;1;2;7413;03;05;995,990716595534
4562054;1;1;1;70;05;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;50;1;1;5040;03;05;989,540511440924
4562054;1;2;1;70;05;6;30;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;781242;2; ;54;54;95;1;1;9500;03;05;989,540511440924
4562057;2;1;2;70;05;2;48;1; ;2;3;1; ;8;2;9;LA EPS POR CPBERTURA; ; ; ;1; ; ; ; ; ; ;1;98;781242;2; ;33;45;51;1;1;5125;03;05;1115,18497164896
4562059;1;1;1;70;05;24;48;1; ;2;24;1; ;8;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1000000;1;1;21;21;92;1;2;9242;03;05;864,316616168685
4562070;1;3;1;70;05;24;48;1; ;2;104;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;12;30;64;1;2;6421;03;05;1203,83674933949
4562110;1;3;1;70;05;102;48;1; ;2;12;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;03;45;52;1;2;5239;03;05;1472,21957585989
4562142;1;2;1;70;08;8;48;1; ;2;48;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;38;45;15;1;1;1551;03;08;568,010957391873
4562149;1;1;1;70;08;16;48;1; ;2;60;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;33;03;52;1;2;5211;03;08;606,104167748439
4562158;1;1;1;70;11;4;48;1; ;2;5;1; ;2;2;8; ; ;1; ; ; ; ; ; ; ; ;2; ;800000;1;1;39;99;50;1;1;5020;03;11;3016,01558305837
4562183;1;2;1;70;13;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;1; ;03;13;462,958241022835
4562188;1;4;1;70;13;8;40;1; ;2;8;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;05;39;93;1;1;9303;03;13;353,370448333807
4562188;1;6;1;70;13;36;40;1; ;2;36;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;33;52;1;2;5246;03;13;353,370448333807
4562197;1;1;1;70;13;20;40;1; ;2;20;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;53;15;1;2;1589;03;13;475,248953862989
4562294;1;1;1;70;17;97;48;1; ;2;97;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;3; ;58;58;75;1;2;7524;03;17;179,121486178473
4562294;1;3;1;70;17;204;48;1; ;2;204;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;16;16;74;1;2;7430;03;17;179,121486178473
4562296;1;2;1;70;17;12;48;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;38;74;1;1;7499;03;17;211,097433545427
4562298;1;1;1;70;17;28;48;1; ;2;28;1; ;9;2;7; ; ; ; ;1; ; ; ; ; ; ;2; ;781242;2; ;32;32;52;1;2;5241;03;17;195,565119002535
4562299;1;1;1;70;17;256;40;1; ;2;24;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;54;85;1;2;8532;03;17;284,575604219086
4562327;1;1;1;70;17;52;48;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;19;19;85;1;2;8511;03;17;102,42118230372
4562330;1;1;1;70;17;16;24;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;55;55;55;1;2;5522;03;17;282,503416462212
4562337;1;2;1;70;17;52;24;1; ;2;280;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;344000;2; ;55;39;75;1;2;7512;03;17;290,644962172823
4562357;1;1;1;70;17;30;24;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;79;55;93;1;2;9302;03;17;201,87962314061
4562358;1;2;1;70;17;16;48;1; ;2;16;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;99;45;1;2;4530;03;17;185,262665044677
4562359;1;2;1;70;17;8;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;39; ; ;1;1; ;03;17;137,734184338306
4562364;1;1;1;70;17;4;50;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;53;55;1;1;5529;03;17;195,565119002535
4562367;1;1;1;70;17;8;40;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;44;44;64;1;1;6421;03;17;169,400062694301
4562371;1;1;1;70;17;5;48;1; ;2;5;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;500000;781242;2; ;53;53;55;1;1;5529;03;17;156,185082092621
4562371;1;2;1;70;17;4;48;1; ;2;32;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;07;38;74;1;1;7499;03;17;156,185082092621
4562372;1;1;1;70;17;52;40;1; ;2;12;4; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;800000;1;2;12;12;74;1;2;7411;03;17;209,025245788553
4562380;1;2;1;70;17;12;48;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;4552;03;17;200,13772319122
4562380;1;3;1;70;17;8;48;1; ;2;8;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;45;52;1;1;5219;03;17;200,13772319122
4562381;1;2;1;70;17;12;48;1; ;2;12;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;51;1;1;5125;03;17;402,578530764547
4562382;1;2;1;70;17;104;48;1; ;2;36;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;33;33;80;1;2;8050;03;17;185,262665044677
4562383;1;3;1;70;17;16;48;1; ;2;16;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;32;38;64;1;2;6421;03;17;186,347308597718
4562403;1;3;1;70;17;52;40;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;01;01;14;1;2;1411;03;17;169,658529589318
4562403;1;4;1;70;17;55;48;1; ;2;55;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;13;13;80;1;2;8050;03;17;169,658529589318
4562410;1;3;1;70;17;16;40;1; ;2;16;1; ;9;1;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;900000;1;1;32;32;18;1;2;1810;03;17;216,509535102815
4562598;1;3;1;70;23;10;48;3; ;2;10;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;1;9500;03;23;207,658408696043
4562621;1;2;1;70;23;3;48;1; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;700000;2; ;45;75;17;1;1;1750;03;23;169,957275383389
4562623;1;2;1;70;23;16;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;58; ; ;1;2; ;03;23;150,398626056757
4562627;1;1;1;70;23;4;48;3; ;2;4;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;1;9500;03;23;142,445588481151
4562646;1;3;1;70;23;4;48;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;99;99;50;1;1;5040;03;23;128,797012024991
4562672;1;5;1;70;23;4;48;3; ;2;10;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;95;1;1;9500;03;23;88,0386025983257
4562672;2;3;2;70;23;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5239;03;23;88,0386025983257
4562677;1;7;1;70;23;10;48;1; ;2;10;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5233;03;23;136,801066162436
4562677;1;8;1;70;23;8;40;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;1;5219;03;23;136,801066162436
4562677;1;9;1;70;23;6;40;1; ;2;6;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;58;58;75;1;1;7522;03;23;136,801066162436
4562677;1;14;1;70;23;10;48;1; ;2;10;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;45;52;1;1;5219;03;23;136,801066162436
4562678;1;1;1;70;23;12;48;5; ;2;12;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;95;95;45;1;1;4521;03;23;119,897223983799
4562682;1;2;1;70;23;12;48;1; ;2;2;3; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;620000;781242;2; ;33;54;95;1;1;9500;03;23;161,264340804879
4562687;1;1;1;70;23;12;48;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;1;5529;03;23;167,991348676459
4562688;1;2;1;70;23;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1; ;03;23;193,807685854253
4562688;1;6;1;70;23;2;48;1; ;2;2;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;1;99;781242;2; ;08;08;45;1;1;4542;03;23;193,807685854253
4562689;1;1;1;70;23;24;48;1; ;2;40;2; ;9;2;3; ; ; ; ; ; ; ; ;1;PENSIONADO; ;2; ;900000;3; ;58;58;75;1;2;7524;03;23;156,43944126582
4562689;1;2;1;70;23;24;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;38;74;1;2;7499;03;23;156,43944126582
4562689;1;3;1;70;23;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;21; ; ;1;2; ;03;23;156,43944126582
4562692;1;2;1;70;23;2;48;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;53;53;55;1;1;5529;03;23;134,505963909552
4562707;1;4;1;70;23;5;48;1; ;2;5;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;95;95;45;1;1;4521;03;23;104,874175778369
4562708;1;4;1;70;23;4;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;57;93;1;1;9302;03;23;215,000398563313
4562720;1;5;1;70;23;10;40;1; ;2;10;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;58;58;70;1;1;7020;03;23;171,110879311657
4562727;1;2;1;70;23;8;48;2; ;2;8;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;05;05;75;1;1;7514;03;23;187,962837284152
4562733;1;2;1;70;23;144;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;13; ; ;1;2; ;03;23;128,003315827094
4562734;1;1;1;70;23;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;33; ; ;1;2; ;03;23;148,894532223222
4563010;1;2;1;70;50;6;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;39;39;52;1;1;5211;03;50;253,789343457139
4563010;1;3;1;70;50;24;48;1; ;2;9;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;16;45;52;1;2;5233;03;50;253,789343457139
4563011;1;5;1;70;50;56;38;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ;13; ; ;1;2; ;03;50;179,916635287046
4563013;1;1;1;70;50;12;48;1; ;2;350;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;53;45;55;1;1;5529;03;50;220,873641844854
4563020;1;3;1;70;50;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;787000; ; ;45; ; ;1;1; ;03;50;233,33543786939
4563024;1;1;1;70;50;52;40;1; ;2;26;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;54;95;1;2;9500;03;50;244,757218160143
4563026;1;1;1;70;50;12;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;45;1;1;4521;03;50;256,681217307348
4563035;1;1;1;70;50;8;54;5; ;2;8;5; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;45;1;1;4521;03;50;241,904131488441
4563041;1;1;1;70;50;2;48;2; ;2;2;2; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1400000;1500000;1;2;39;03;41;1;1;4100;03;50;240,463151692537
4563041;1;2;1;70;50;8;48;3; ;2;32;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;54;51;55;1;1;5522;03;50;240,463151692537
4563049;1;3;1;70;50;13;54;1; ;2;13;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;160000;900000;2; ;95;95;45;1;1;4521;03;50;177,047409910627
4563052;1;2;1;70;50;8;45;1; ;2;8;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;45;97;51;1;1;5125;03;50;223,681236237276
4563052;1;3;1;70;50;28;48;1; ;2;28;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;33;45;52;1;2;5219;03;50;223,681236237276
4563055;1;3;1;70;50;12;50;2; ;2;24;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;58;58;80;1;1;8043;03;50;229,90576714185
4563060;1;2;1;70;50;26;48;1; ;2;140;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;788300;2; ;32;39;51;1;2;5141;03;50;258,686046943701
4563070;1;2;1;70;50;10;48;1; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;54;95;1;1;9500;03;50;222,240256441372
4563071;1;3;1;70;50;6;48;1; ;2;6;1; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;787211;2; ;36;54;85;1;1;8532;03;50;290,678981052686
4563073;1;2;1;70;50;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;650000;2; ;45;53;55;1;1;5529;03;50;230,966161481994
4563080;1;1;1;70;50;54;48;1; ;2;54;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;788300;2; ;58;55;70;1;2;7020;03;50;223,681236237276
4563083;1;1;1;70;50;29;48;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;40000;700000;2; ;53;54;74;1;2;7493;03;50;255,230323253043
4563083;1;2;1;70;50;8;40;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;32;38;64;1;1;6422;03;50;255,230323253043
4563085;1;3;1;70;50;8;48;1; ;2;8;1; ;5;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;800000;2; ;13;13;80;1;1;8041;03;50;209,973025781314
