DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1;P750S1A1;P750S2;P750S2A1;P1661S1;P1661S1A1;P1661S2;P1661S2A1;P1661S3;P1661S3A1;P1661S4;P1661S4A1;P1661S4A2;P750S3;P750S3A1;P750S4;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;clase;MES;DPTO;fex_c_2011
4571112;1;1;1;95;2; ; ; ; ; ; ;1;2; ;2; ;1;98; ; ;1;98;1;98; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2;03;76;4066,6280639019
4571113;1;1;1;95;2; ; ; ; ; ; ;1;2; ;2; ;1;180000; ; ;1;180000;1;180000; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2;03;76;2137,25507244624
4571113;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;76;2137,25507244624
4571113;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;76;2137,25507244624
4571113;1;5;1;95;2; ; ; ; ; ; ;1;2; ;2; ;1;160000; ; ;1;160000; ; ; ; ;1;160000; ; ; ; ; ; ;2; ;2; ;2; ;2;03;76;2137,25507244624
4571113;1;6;1;95;2; ; ; ; ; ; ;1;2; ;2; ;1;480000; ; ;1;480000; ; ; ; ;1;480000; ; ; ; ; ; ;2; ;2; ;2; ;2;03;76;2137,25507244624
4571114;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;76;3821,699018553
4571115;1;1;1;95;2; ; ; ; ; ; ;1;2; ;1;400000;1;420000; ; ;1;420000;1;420000; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2;03;76;3652,06465008204
4571115;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;76;3652,06465008204
4571115;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;76;3652,06465008204
4571115;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;76;3652,06465008204
4571116;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;76;5054,95235851471
4571119;1;1;1;95;2; ; ; ; ; ; ;1;1;98;2; ;1;480000; ; ;1;480000; ; ; ; ;1;480000; ; ; ; ; ; ;2; ;2; ;2; ;2;03;76;3175,39544175132
4571119;2;1;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;76;3175,39544175132
4571119;2;2;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;76;3175,39544175132
4571703;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1753,71990761704
4571704;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1194,40258518122
4571704;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1194,40258518122
4571705;1;1;1;95;1;1;120000;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1134,96002180426
4571705;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1134,96002180426
4571705;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1134,96002180426
4571705;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1134,96002180426
4571706;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1194,40258518122
4571706;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1194,40258518122
4571707;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;2004,87591796044
4571707;1;2;1;95;2; ; ; ; ; ; ;1;2; ;2; ;1;1680000; ; ;1;1680000;1;1680000; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2;03;23;2004,87591796044
4571707;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;2004,87591796044
4571708;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1194,40258518122
4571708;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1194,40258518122
4571709;1;1;1;95;2; ; ; ; ; ; ;1;2; ;2; ;1;240000; ; ;1;240000; ; ; ; ;1;240000; ; ; ; ; ; ;2; ;2; ;2; ;2;03;23;847,501754050915
4571709;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;847,501754050915
4571710;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;851,133407324746
4571710;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;851,133407324746
4571759;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;03;23;1066,54424862245
