DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
4561961;1;5;1;10;5;2;10;1982;35;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;05;7;03;05;994,042537632145
4561961;1;6;1;10;5;2;2;2006;12;4;6;3; ;1;5; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;05;5;03;05;994,042537632145
4561961;1;7;1;10;5;2;2;2014;4;9; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;05;0;03;05;994,042537632145
4561962;1;1;1;10;1;2;8;1976;41;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;05;7;03;05;1461,12872053913
4561962;1;2;1;10;2;1;7;2001;16;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;05;7;03;05;1461,12872053913
4561962;1;3;1;10;1;1;9;2012;5;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;05;0;03;05;1461,12872053913
4561962;1;4;1;10;3;1;4;1996;21;3;4;3; ;1;1; ; ;1; ; ;1;2;98;2;1;1;1;4;9; ; ;05;9;03;05;1461,12872053913
4561963;1;1;1;10;1;1;9;1959;58;1;3;2; ;2; ;1;2;1; ; ;1;1;31250;2;1;2; ;4;8; ; ;05;8;03;05;1174,95201149922
4561963;1;2;1;10;2;2;3;1952;65;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;03;05;1174,95201149922
4561964;1;1;1;10;1;2;8;1963;54;1;3;3; ;3; ;1;2;1; ; ;1;2;93400;2;1;2; ;5;11;2; ;05;11;03;05;1124,08191290872
4561964;1;2;1;10;2;2;4;1968;49;2;3;3; ;2; ;1;1;1; ; ;1;1;71200;2;1;1;1;6;9;3; ;05;20;03;05;1124,08191290872
4561964;1;3;1;10;3;1;6;1994;23;3;6;1;1;1;2; ; ;1; ; ;1;1;31250;2;1;2; ;6;2;3; ;05;13;03;05;1124,08191290872
4561964;1;4;1;10;4;1;3;2002;15;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;05;10;03;05;1124,08191290872
4561965;1;1;1;10;1;1;12;1980;37;1;2;3; ;2; ;1;2;1; ; ;1;3;97700;2;1;2; ;5;11;2; ;05;11;03;05;1340,57206486829
4561965;1;2;1;10;2;2;6;1981;36;2;2;1;4;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;03;05;1340,57206486829
4561965;1;3;1;10;3;1;11;2004;13;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;2; ;4;7; ; ;05;7;03;05;1340,57206486829
4561965;1;4;1;10;4;1;11;1957;60;5;4;3; ;3; ; ; ;1; ; ;1;3;97700;2;1;2; ;3;5; ; ;05;5;03;05;1340,57206486829
4561966;1;1;1;10;1;2;6;1955;62;1;3;3; ;3; ;2; ;1; ; ;1;2;100000;2;1;2; ;3;5; ; ;05;5;03;05;995,990716595534
4561966;2;1;2;10;1;1;6;1980;37;1;6;3; ;2; ; ; ;1; ; ;1;1;31480;2;1;2; ;5;11;2; ;05;11;03;05;995,990716595534
4561967;1;1;1;10;1;2;9;1991;26;1;6;2; ;2; ; ; ;1; ; ;1;3;35240;2;1;1;2;6;6;4; ;05;17;03;05;1184,25385010133
4561967;1;2;1;10;1;2;1;2014;4;3; ;2; ;1;1; ; ;1; ; ;1;5; ;2;1;1;2;2;0; ; ;05;0;03;05;1184,25385010133
4561968;1;1;1;10;1;2;6;1953;64;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;05;3;03;05;776,894666286075
4561968;1;2;1;10;2;2;10;1957;60;5;6;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;05;5;03;05;776,894666286075
4561968;1;3;1;10;3;1;1;1962;56;5;6;3; ;3; ; ; ;2;1;6; ; ; ;2;1;2; ;3;5; ; ;05;5;03;05;776,894666286075
4561968;1;4;1;10;4;2;4;1983;34;5;6;2; ;2; ; ; ;1; ; ;1;1;31250;2;1;2; ;5;11;2; ;05;11;03;05;776,894666286075
4561968;1;5;1;10;5;2;4;2004;13;5;6;3; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;05;6;03;05;776,894666286075
4561969;1;1;1;10;1;2;10;1989;28;1;2;2; ;2; ;1;2;1; ; ;1;1;80000;2;1;2; ;6;5;4; ;05;16;03;05;1204,24164668185
4561969;1;2;1;10;2;1;9;1980;37;2;2;2; ;2; ;1;1;1; ; ;1;1;40000;2;1;2; ;6;2;3; ;05;13;03;05;1204,24164668185
4561969;1;3;1;10;1;2;8;2011;6;3; ;1;2;1;1; ; ;1; ; ;1;5; ;2;1;1;2;3;0; ; ;05;0;03;05;1204,24164668185
4561970;1;1;1;10;1;2;6;1953;64;1;6;3; ;3; ; ; ;1; ; ;1;2;93750;2;1;2; ;3;4; ; ;05;4;03;05;749,595268389753
4561970;1;2;1;10;2;2;7;1954;63;5;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;03;05;749,595268389753
4561970;1;3;1;10;3;1;8;1991;26;5;6;3; ;1;2; ; ;1; ; ;1;1;60000;2;1;2; ;5;10;1; ;05;10;03;05;749,595268389753
4561970;1;4;1;10;4;1;10;1978;39;5;6;2; ;1;2; ; ;1; ; ;1;1;31250;1;1;2; ;5;11;2; ;05;11;03;05;749,595268389753
4561970;1;5;1;10;5;1;2;1977;41;5;6;2; ;1;2; ; ;1; ; ;1;1;31250;2;1;2; ;4;6; ; ;05;6;03;05;749,595268389753
4561970;1;6;1;10;6;2;9;1934;83;5;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;05;4;03;05;749,595268389753
4561971;1;1;1;10;1;1;7;1939;78;1;3;3; ;3; ;1;2;1; ; ;1;2;180000;2;1;2; ;4;9; ; ;05;9;03;05;1194,93980807974
4561971;1;2;1;10;2;2;6;1939;78;2;3;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;4;8; ; ;05;8;03;05;1194,93980807974
4561971;1;3;1;10;3;1;9;1965;52;3;4;1;1;1;2; ; ;1; ; ;1;5; ;2;1;2; ;6;2;2;2;05;13;03;05;1194,93980807974
4561972;1;1;1;10;1;2;10;1965;52;1;3;3; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;6;3;3; ;05;14;03;05;1072,16264891264
4561972;1;2;1;10;2;1;1;1961;57;2;3;2; ;2; ;1;1;1; ; ;1;1;64000;2;1;2; ;4;8; ; ;05;8;03;05;1072,16264891264
4561972;1;3;1;10;3;1;2;1996;22;3;6;1;2;1;1; ; ;1; ; ;1;5; ;2;1;1;2;6;3;2;2;05;14;03;05;1072,16264891264
4561972;1;4;1;10;4;2;12;1997;20;3;6;1;2;1;1; ; ;1; ; ;1;5; ;2;1;1;2;6;0;2;2;05;11;03;05;1072,16264891264
4561973;1;1;1;10;1;2;9;1960;57;1;3;3; ;3; ;1;2;1; ; ;1;5; ;2;1;2; ;5;10;1; ;05;10;03;05;1174,95201149922
4561973;1;2;1;10;2;1;8;1950;67;2;3;3; ;3; ;1;1;1; ; ;1;2;132000;2;1;2; ;4;6; ; ;05;6;03;05;1174,95201149922
4561974;1;1;1;10;1;2;10;1967;50;1;4;2; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;05;7;03;05;1132,72603212433
4561974;1;2;1;10;2;1;1;1991;27;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;03;05;1132,72603212433
4561976;1;1;1;10;1;2;4;1966;51;1;6;1;5;1;6; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;03;05;1823,2448061416
4561976;1;2;1;10;2;2;9;1989;28;3;6;2; ;1;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;03;05;1823,2448061416
4561976;1;3;1;10;2;1;7;2007;10;4;6;3; ;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;05;3;03;05;1823,2448061416
4561976;1;4;1;10;2;1;8;2017;0;4; ;2; ;1;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;05; ;03;05;1823,2448061416
4561976;1;5;1;10;5;1;5;1933;84;5;3;3; ;3; ;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ; ;05;0;03;05;1823,2448061416
4561976;1;6;1;10;6;2;1;1933;85;5;3;3; ;3; ;1;5;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;03;05;1823,2448061416
4561977;1;1;1;10;1;2;12;1948;69;1;5;2; ;2; ; ; ;1; ; ;1;2;93750;2;1;2; ;4;7; ; ;05;7;03;05;832,81739933161
4561977;1;2;1;10;2;2;10;1926;91;5;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;05;4;03;05;832,81739933161
4561978;1;1;1;10;1;1;12;1992;25;1;2;3; ;2; ;1;2;1; ; ;1;1;31250;2;1;2; ;6;3;3; ;05;14;03;05;1221,35122037961
4561978;1;2;1;10;2;2;6;1996;21;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;03;05;1221,35122037961
4561978;1;3;1;10;2;1;6;2017;0;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;05; ;03;05;1221,35122037961
4561979;1;1;1;10;1;2;3;1979;38;1;6;3; ;2; ; ; ;2;1;1; ; ; ;2;1;2; ;6;4;3; ;05;15;03;05;1155,16056480999
4561979;1;2;1;10;2;1;10;1993;24;3;1;2; ;1;1;1;3;2;1;8; ; ; ;2;1;2; ;5;11;2; ;05;11;03;05;1155,16056480999
4561979;1;3;1;10;3;2;11;1978;39;5;1;2; ;2; ;1;2;2;1;1; ; ; ;2;1;2; ;6;5;4; ;05;16;03;05;1155,16056480999
4561979;1;4;1;10;4;1;5;1989;28;5;6;3; ;2; ; ; ;2;1;2; ; ; ;2;1;2; ;6;3;3; ;05;14;03;05;1155,16056480999
4561979;1;5;1;10;5;1;6;1988;29;9;6;2; ;2; ; ; ;2;1;5; ; ; ;2;1;2; ;6;5;4; ;05;16;03;05;1155,16056480999
4561980;1;1;1;10;1;1;7;1935;82;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;05;0;03;05;1829,69501129621
4561980;1;2;1;10;2;2;10;1960;57;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;05;2;03;05;1829,69501129621
4561980;1;3;1;10;3;2;11;1981;36;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;03;05;1829,69501129621
4561980;1;4;1;10;3;1;10;2008;9;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;05;3;03;05;1829,69501129621
4561980;1;5;1;10;3;1;5;2013;4;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;05;0;03;05;1829,69501129621
4561981;1;1;1;10;1;2;4;1942;75;1;5;2; ;2; ; ; ;1; ; ;1;2;46875;2;1;2; ;3;5; ; ;05;5;03;05;721,131095485278
4561981;1;2;1;10;1;2;4;1968;49;3;4;3; ;1;1; ; ;1; ; ;1;2;46900;2;1;2; ;3;5; ; ;05;5;03;05;721,131095485278
4561981;1;3;1;10;3;2;7;1995;22;4;6;2; ;1;2; ; ;1; ; ;1;1;31250;2;1;1;2;6;3;3; ;05;14;03;05;721,131095485278
4561982;1;1;1;10;1;2;6;1986;31;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;03;05;1194,91321864449
4561982;1;2;1;10;2;2;10;2002;15;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;05;6;03;05;1194,91321864449
4561982;1;3;1;10;1;1;5;2016;1;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;05; ;03;05;1194,91321864449
4561983;1;1;1;10;1;1;7;1950;67;1;3;3; ;3; ;1;2;1; ; ;1;2;290000;2;1;2; ;6;5;4; ;05;16;03;05;1183,84895275898
4561983;1;2;1;10;2;2;11;1953;64;2;3;3; ;2; ;1;1;1; ; ;1;2;103000;2;1;2; ;6;1;3; ;05;12;03;05;1183,84895275898
4561983;1;3;1;10;3;1;9;1993;24;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;6;6;2;2;05;17;03;05;1183,84895275898
4561984;1;1;1;10;1;2;2;1952;66;1;5;3; ;3; ; ; ;1; ; ;1;2;93800;2;1;2; ;3;1; ; ;05;1;03;05;976,002920015017
4561985;1;1;1;10;2;2;1;1950;68;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;05;3;03;05;821,09996110546
4561985;1;2;1;10;2;2;12;1979;38;3;6;2; ;1;1; ; ;1; ; ;1;1;31250;2;1;2; ;5;11;2; ;05;11;03;05;821,09996110546
4561985;1;3;1;10;3;2;11;2000;17;4;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;03;05;821,09996110546
4561985;1;4;1;10;3;1;3;2016;1;5; ;2; ;1;3; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;05; ;03;05;821,09996110546
4561985;1;5;1;10;5;1;4;2002;15;4;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;05;9;03;05;821,09996110546
4561985;1;6;1;10;6;2;6;1999;18;5;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;05;11;03;05;821,09996110546
4561985;1;7;1;10;7;1;10;2000;17;4;6;2; ;2; ; ; ;2;1;1; ; ; ;2;1;1;1;6;0;2;2;05;11;03;05;821,09996110546
4561986;1;1;1;10;1;2;4;1999;18;1;1;2; ;2; ;1;2;1; ; ;1;4; ;2;1;1;2;5;10;1; ;05;10;03;05;951,179377140568
4561986;1;2;1;10;2;1;9;1999;18;2;1;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;05;7;03;05;951,179377140568
4561986;1;3;1;10;1;2;2;2014;4;3; ;2; ;1;1; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;05;0;03;05;951,179377140568
4561987;1;1;1;10;1;1;1;1971;47;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;05;6;03;05;635,882793374072
4561987;1;2;1;10;2;2;11;1974;43;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;03;05;635,882793374072
4561987;1;3;1;10;3;2;4;1994;23;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;2;6;1;3; ;05;12;03;05;635,882793374072
4561987;1;4;1;10;4;2;7;1999;18;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;03;05;635,882793374072
4561988;1;1;1;10;1;1;7;1947;70;1;4;3; ;3; ; ; ;1; ; ;2;2;48000;2;1;2; ;4;7; ; ;05;7;03;05;1318,13753218263
4561989;1;1;1;10;1;1;6;1939;78;1;3;3; ;3; ;1;2;1; ; ;1;2;93750;2;1;2; ;3;4; ; ;05;4;03;05;1194,93980807974
4561989;1;2;1;10;2;2;8;1952;65;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;2; ; ;05;2;03;05;1194,93980807974
4561989;1;3;1;10;3;1;4;1969;48;3;4;1;1;1;2; ; ;1; ; ;1;1;31250;2;1;2; ;3;5; ; ;05;5;03;05;1194,93980807974
4561990;1;1;1;10;1;1;9;1969;48;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;6;3;2;2;05;14;03;05;893,201354008957
4561990;1;2;1;10;1;2;4;1980;37;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;6;2;2;2;05;13;03;05;893,201354008957
4561990;1;3;1;10;1;1;12;2001;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;05;9;03;05;893,201354008957
4561990;1;4;1;10;1;2;1;2006;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;05;6;03;05;893,201354008957
4561991;1;1;1;10;1;1;2;1968;50;1;2;3; ;2; ;1;2;1; ; ;1;1;31300;2;1;2; ;4;8; ; ;05;8;03;05;1141,62297338409
4561991;1;2;1;10;2;2;1;1977;41;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;6;2;2;2;05;13;03;05;1141,62297338409
4561991;1;3;1;10;3;1;5;2005;12;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;2;4;6; ; ;05;6;03;05;1141,62297338409
4561992;1;1;1;10;1;2;6;1960;57;1;4;2; ;3; ; ; ;1; ; ;1;2;224000;2;1;2; ;6;3;3; ;05;14;03;05;995,990716595534
4561992;1;2;1;10;2;1;10;1992;25;3;6;2; ;1;1; ; ;1; ; ;1;1;90000;2;1;1;1;6;3;2;2;05;14;03;05;995,990716595534
4561993;1;1;1;10;1;1;4;1999;18;1;1;2; ;2; ;1;2;2;1;24; ; ; ;2;1;2; ;4;8; ; ;05;8;03;05;1136,98232321793
4561993;1;2;1;10;2;1;9;1995;22;2;1;2; ;2; ;1;1;2;1;1; ; ; ;2;1;2; ;6;2;3; ;05;13;03;05;1136,98232321793
4561994;1;1;1;10;1;2;5;1933;84;1;5;3; ;3; ; ; ;1; ; ;1;2;93750;2;1;2; ;4;8; ; ;05;8;03;05;700,975556013104
4561994;1;2;1;10;2;2;2;1957;61;3;4;3; ;1;1; ; ;1; ; ;1;5; ;2;1;2; ;6;5;4; ;05;16;03;05;700,975556013104
4561994;1;3;1;10;3;1;8;1995;22;4;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;1;1;6;6;2;2;05;17;03;05;700,975556013104
4561994;1;4;1;10;1;1;8;1996;21;4;6;2; ;1;2; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;05;0;03;05;700,975556013104
4561994;1;5;1;10;5;2;4;1960;57;3;4;3; ;1;1; ; ;1; ; ;1;5; ;2;1;2; ;6;5;4; ;05;16;03;05;700,975556013104
4561994;1;6;1;10;6;2;10;1989;28;4;6;2; ;1;5; ; ;1; ; ;1;1;31250;2;1;1;1;6;7;4; ;05;18;03;05;700,975556013104
4561995;1;1;1;10;1;1;11;1949;68;1;3;3; ;3; ;1;2;1; ; ;1;2;93750;2;1;2; ;5;11;2; ;05;11;03;05;1194,93980807974
4561995;1;2;1;10;2;2;4;1959;58;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;03;05;1194,93980807974
4561995;1;3;1;10;3;1;3;1981;36;3;6;1;1;1;2; ; ;1; ; ;1;1;36000;2;1;2; ;6;5;3; ;05;16;03;05;1194,93980807974
4561996;1;1;1;10;1;2;4;1984;33;1;3;2; ;2; ;1;2;1; ; ;1;1;100000;2;1;2; ;6;6;5; ;05;17;03;05;1463,32263460013
4561996;1;2;1;10;2;1;9;1984;33;2;3;3; ;2; ;1;1;1; ; ;1;1;120000;2;1;2; ;6;6;5; ;05;17;03;05;1463,32263460013
4561996;1;3;1;10;1;1;3;2018;0;3; ;1;1;1;2; ; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;05; ;03;05;1463,32263460013
4561997;1;1;1;10;1;1;11;1968;49;1;3;3; ;2; ;1;2;1; ; ;1;1;60000;2;1;2; ;5;11;2; ;05;11;03;05;1172,70162528536
4561997;1;2;1;10;2;2;6;1969;48;2;3;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;03;05;1172,70162528536
4561997;1;3;1;10;3;1;1;1991;27;3;6;1;1;1;2; ; ;1; ; ;1;1;40000;2;1;2; ;5;11;2; ;05;11;03;05;1172,70162528536
4561997;1;4;1;10;4;1;6;1992;25;3;4;1;1;1;2; ; ;1; ; ;1;1;1200000;2;1;2; ;6;3;2;2;05;14;03;05;1172,70162528536
4561998;1;1;1;10;1;1;6;1952;65;1;2;3; ;3; ;1;2;1; ; ;3; ; ;1;1;2; ;1;0; ; ;05;0;03;05;1505,54861397502
4561998;1;2;1;10;2;2;5;1954;63;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;05;2;03;05;1505,54861397502
4561998;1;3;1;10;2;1;5;2013;4;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;05;0;03;05;1505,54861397502
4561999;1;1;1;10;1;2;7;1982;35;1;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;6;2;2;2;05;13;03;05;864,316616168685
4561999;1;2;1;10;2;2;9;2004;13;3;6;2; ;1;1; ; ;1; ; ;1;5; ;2;1;1;2;4;7; ; ;05;7;03;05;864,316616168685
4562000;1;1;1;10;1;1;11;1947;70;1;5;3; ;3; ; ; ;1; ; ;1;2;93750;2;1;2; ;3;5; ; ;05;5;03;05;1358,11312534366
4562000;1;2;1;10;2;1;1;1969;49;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;03;05;1358,11312534366
4562000;1;3;1;10;3;1;1;1978;40;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;05;7;03;05;1358,11312534366
4562001;1;1;1;10;1;2;10;1975;42;1;4;3; ;2; ; ; ;1; ; ;1;1;69000;2;1;2; ;6;3;3; ;05;14;03;05;1121,63517680357
4562001;1;2;1;10;1;1;7;2001;16;3;6;2; ;1;1; ; ;1; ; ;1;5; ;2;1;1;1;6;0;2;2;05;11;03;05;1121,63517680357
4562002;1;1;1;10;1;1;2;1968;50;1;5;3; ;3; ; ; ;1; ; ;1;1;43000;2;1;2; ;4;6; ; ;05;6;03;05;1139,17623727894
4562003;1;1;1;10;1;1;11;1970;47;1;2;2; ;3; ;1;2;1; ; ;1;1;31250;2;1;2; ;5;10;1; ;05;10;03;05;1197,79144152724
4562003;1;2;1;10;2;2;6;1971;46;2;2;2; ;2; ;1;1;1; ; ;1;2;93750;2;1;2; ;3;5; ; ;05;5;03;05;1197,79144152724
4562003;1;3;1;10;2;2;11;1990;27;3;4;3; ;1;2; ; ;1; ; ;1;1;45000;2;1;1;1;6;8;3; ;05;19;03;05;1197,79144152724
4562003;1;4;1;10;3;2;3;2011;6;4; ;2; ;1;3; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;05;1;03;05;1197,79144152724
4562004;1;1;1;10;1;1;12;1956;61;1;3;3; ;2; ;1;2;1; ; ;3; ; ;1;1;2; ;3;5; ; ;05;5;03;05;1183,84895275898
4562004;1;2;1;10;2;2;8;1958;59;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;05;4;03;05;1183,84895275898
4562004;1;3;1;10;3;1;2;2006;12;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;05;4;03;05;1183,84895275898
4562005;1;1;1;10;1;2;2;1962;56;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;05;4;03;05;1011,58359810752
4562005;1;2;1;10;2;1;7;1954;63;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;05;3;03;05;1011,58359810752
4562005;1;3;1;10;3;2;1;2002;16;3;6;1;2;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;05;7;03;05;1011,58359810752
4562005;2;1;2;10;1;1;6;1982;35;1;2;2; ;2; ;1;2;1; ; ;1;1;31300;2;1;1;1;6;0;2;2;05;11;03;05;1011,58359810752
4562005;2;2;2;10;2;2;2;1991;27;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;03;05;1011,58359810752
4562005;2;3;2;10;2;2;6;2008;9;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;05;4;03;05;1011,58359810752
4562006;1;1;1;10;1;2;1;1975;43;1;2;3; ;3; ;1;2;1; ; ;1;1;31489;2;1;2; ;6;2;3; ;05;13;03;05;707,39840793159
4562006;1;2;1;10;2;1;12;1985;32;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;4;6; ; ;05;6;03;05;707,39840793159
4562006;1;3;1;10;3;2;3;1998;19;3;6;3; ;1;1; ; ;1; ; ;1;1;31489;2;1;2; ;6;1;2;2;05;12;03;05;707,39840793159
4562006;1;4;1;10;1;2;11;2014;3;4; ;2; ;1;3; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;05;0;03;05;707,39840793159
4562006;1;5;1;10;5;2;10;2005;12;3;6;3; ;1;1; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;05;6;03;05;707,39840793159
4562007;1;1;1;10;1;2;4;1945;72;1;5;3; ;3; ; ; ;1; ; ;1;2;93750;2;1;2; ;3;3; ; ;05;3;03;05;976,002920015017
4562008;1;1;1;10;1;1;8;1965;52;1;3;3; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;6;6;5; ;05;17;03;05;1141,62297338409
4562008;1;2;1;10;2;2;11;1976;41;2;3;2; ;2; ;1;1;1; ; ;1;1;49000;2;1;2; ;6;5;3; ;05;16;03;05;1141,62297338409
