DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4561959;1;2;1;80;05;1;4;4; ;1; ;2;8; ;2; ;2; ;1;48;781000;2;1;03;05;1174,95201149922
4561961;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;994,042537632145
4561961;1;6;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;994,042537632145
4561962;1;2;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;24;300000;2;1;03;05;1461,12872053913
4561963;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;03;05;1174,95201149922
4561964;1;1;1;80;05;1;4;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;03;05;1124,08191290872
4561964;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1124,08191290872
4561965;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1340,57206486829
4561965;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;1340,57206486829
4561968;1;1;1;80;05;1;4;8; ;2; ; ;8; ;2; ;2; ;2; ;98;2;1;03;05;776,894666286075
4561968;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;776,894666286075
4561970;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;749,595268389753
4561970;1;6;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;749,595268389753
4561971;1;1;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;03;05;1194,93980807974
4561971;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1194,93980807974
4561972;1;1;1;80;05;1;4;3; ;2; ; ;9; ;1;4;2; ;1;48;781242;1;1;03;05;1072,16264891264
4561972;1;4;1;80;05;2; ; ; ; ;1;1;2; ;2; ;2; ;2; ;781242;2;1;03;05;1072,16264891264
4561973;1;2;1;80;05;1;4;8; ;1; ;2;12;NO TIENE RECURSOS PARA INSTALAR NEGOCIO;3; ;2; ;1;48;800000;3;1;03;05;1174,95201149922
4561976;1;5;1;80;05;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;05;1823,2448061416
4561976;1;6;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1823,2448061416
4561977;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;832,81739933161
4561977;1;2;1;80;05;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;832,81739933161
4561978;1;2;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1221,35122037961
4561979;1;3;1;80;05;1;1;6; ;2; ; ;12;PORQUE ESTA EN TRAMITES DE DOCUMENTACION;2; ;1;98;1;48;781242;2;1;03;05;1155,16056480999
4561980;1;1;1;80;05;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;05;1829,69501129621
4561980;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1829,69501129621
4561981;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;721,131095485278
4561981;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;721,131095485278
4561982;1;2;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;24;480000;2;1;03;05;1194,91321864449
