DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4695363;1;5;1;70;2;3;60;8; ;2;3;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;700000;2; ;61;61;01;1;1;08;0121;73;1849,48158940406
4695524;1;3;1;70;2;8;48;8; ;2;8;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;62;62;01;1;1;08;0111;17;1098,76591251315
4695534;1;3;1;70;2;12;50;8; ;2;12;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;62;01;1;1;08;0114;17;1098,76591251315
4695569;1;3;1;70;2;6;48;1; ;2;8;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;45;33;65;1;1;08;6512;17;760,858121139191
4695571;1;3;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;08; ;17;862,155875443175
4695581;1;2;1;70;2;8;50;8; ;2;8;8; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;360000;480000;2; ;62;62;01;1;1;08;0117;17;1524,30273125962
4695587;1;4;1;70;2;12;35;3; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;54;54;95;1;1;08;9500;17;760,858121139191
4695608;1;3;1;70;2;8;48;1; ;2;8;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;50;1;1;08;5040;17;1699,33391558457
4695624;1;3;1;70;2;52;40;1; ;2;260;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;39;75;1;2;08;7512;19;657,384161389205
4695699;1;2;1;70;2;8;40;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;1;08;5521;19;1215,21861483649
4695703;1;1;1;70;2;4;40;2; ;2;5;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;1;415000;781242;2; ;13;39;75;1;1;08;7512;19;2509,3462149682
4695703;2;1;2;70;2;4;40;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;11;39;75;1;1;08;7512;19;2509,3462149682
4696565;1;1;1;70;2;2;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;61;61;01;1;1;08;0140;52;2146,3685551135
4696587;1;3;1;70;2;48;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;45;51;1;2;08;5155;52;972,293201232738
4696596;1;1;1;70;2;24;40;2; ;2;32;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;787000;2; ;32;32;75;1;2;08;7512;52;1636,31627602669
4696615;1;4;1;70;2;1;40;1; ;2;1;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;781242;2; ;45;53;55;1;1;08;5530;52;2064,92221918608
4696633;1;3;1;70;2;4;48;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;1;08;9500;52;903,996734171298
4696636;1;2;1;70;2;4;60;8; ;2;4;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;720000;720000;2; ;53;53;01;1;1;08;0111;52;903,996734171298
4696636;1;4;1;70;2;3;48;1; ;2;18;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;53;54;95;1;1;08;9500;52;903,996734171298
4696650;1;2;1;70;2;21;24;2; ;2;208;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;13;71;13;1;2;08;1320;52;1671,09845907279
4696691;1;2;1;70;2;12;40;1; ;2;48;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;787000;2; ;54;54;85;1;1;08;8532;52;3404,52116056822
4696825;1;3;1;70;2;12;40;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;99;99;50;1;1;08;5020;15;852,352137216714
4696826;1;2;1;70;2;6;48;1; ;2;6;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;84;84;50;1;1;08;5020;15;828,345518743205
4696826;1;3;1;70;2;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;97;52;1;2;08;5211;15;828,345518743205
4696860;1;4;1;70;2;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;1;100000;781242;2; ;32;19;52;1;2;08;5241;15;433,49887951931
4696923;1;1;1;70;2;20;20;1; ;2;52;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;57;93;1;2;08;9302;18;311,037814629647
4696943;1;1;1;70;2;2;45;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;500000;2; ;95;62;01;1;1;08;0113;18;253,693240682306
4696950;1;3;1;70;2;1;48;1; ;2;1;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;800000;2; ;32;03;75;1;1;08;7512;18;180,552622008062
4696959;1;3;1;70;2;2;48;8; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;500000;2; ;62;62;01;1;1;08;0118;18;722,210488032248
4696959;1;4;1;70;2;2;48;8; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;500000;2; ;62;62;01;1;1;08;0118;18;722,210488032248
4696959;1;8;1;70;2;2;48;8; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;500000;2; ;62;62;01;1;1;08;0118;18;722,210488032248
4696975;1;1;1;70;2;1;48;1; ;2;2;8; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;1;300000;700000;2; ;60;62;01;1;1;08;0121;18;556,986595070559
4696975;1;2;1;70;2;3;40;3; ;2;99;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;53;55;1;1;08;5521;18;556,986595070559
4696977;1;3;1;70;2;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;45; ; ;1;1;08; ;18;180,552622008062
4696990;1;4;1;70;2;11;45;1; ;2;12;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;37;95;45;1;1;08;4521;18;458,095975418471
4696998;1;2;1;70;2;8;30;3; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;1;08;9500;18;722,210488032248
4697001;1;2;1;70;2;2;24;3; ;2;6;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;62;01;1;1;08;0121;18;565,507978752288
4698135;1;2;1;70;2;12;40;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;32;32;60;1;1;08;6021;19;3319,01839131521
4698168;1;3;1;70;2;4;48;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;781200;2; ;53;61;01;1;1;08;0140;19;1176,90025986591
4698180;1;2;1;70;2;8;40;1; ;2;9;1; ;3;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;600000;2; ;53;53;55;1;1;08;5521;19;1134,8282534556
4698182;1;1;1;70;2;28;40;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;95;58;63;1;2;08;6331;19;3001,62506803601
4698191;1;2;1;70;2;52;48;1; ;2;52;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;05;51;1;2;08;5121;19;2464,39283041375
4698200;1;6;1;70;2;3;48;8; ;2;3;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;62;01;1;1;08;0121;23;2083,12147006104
4698239;1;4;1;70;2;32;48;8; ;2;32;4; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;84;50;1;2;08;5020;47;1603,11885436178
4698299;1;4;1;70;2;16;48;3; ;2;16;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;787500;2; ;54;54;95;1;2;08;9500;47;817,282015806044
4698302;1;2;1;70;2;4;40;1; ;2;52;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;45;52;1;1;08;5244;47;1235,09201949296
4698304;1;1;1;70;2;12;48;1; ;2;20;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;787500;2; ;55;55;75;1;1;08;7512;47;1507,66824645193
4698310;1;4;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;08; ;47;1134,7489019521
4698310;1;6;1;70;2;2;48;1; ;2;156;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;08;5233;47;1134,7489019521
4698402;1;3;1;70;2;4;48;8; ;2;4;8; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;960000;900000;2; ;97;97;01;1;1;08;0113;05;4960,08632215531
4698418;1;2;1;70;2;24;48;1; ;2;72;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;782242;2; ;45;43;93;1;2;08;9303;05;5776,24239783208
4698503;1;2;1;70;2;150;48;1; ;2;150;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;3500000;2; ;21;19;75;1;2;08;7512;63;484,954027596281
4698662;1;2;1;70;2;20;24;8; ;2;20;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;62;62;01;1;2;08;0111;05;2661,11561915434
4700959;1;4;1;70;2;4;48;1; ;2;5;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;33;19;10;1;1;08;1010;20;1895,51383343332
4700993;1;1;1;70;2;1;48;8; ;2;2;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;500000;2; ;62;62;01;1;1;08;0121;20;2246,41787837708
4701038;1;3;1;70;2;1;40;4; ;2;1;4; ;9;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3500000;2500000;1;1;02;02;75;1;1;08;7513;20;2062,28933581682
4701286;1;1;1;70;2;4;48;4; ;2;4;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;300000;700000;2; ;61;61;01;1;1;08;0140;54;687,091724545451
4701519;1;4;1;70;2;1;40;3; ;2;120;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;54;54;95;1;1;08;9500;13;673,022964803876
4701533;1;4;1;70;2;4;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;55; ; ;1;1;08; ;13;824,401229657872
4701534;1;1;1;70;2;12;40;1; ;2;25;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;1;08;5241;13;1112,85390765344
4701536;1;6;1;70;2;40;48;1; ;2;170;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;15;22;1;2;08;2220;13;1200,61022479813
4701610;1;2;1;70;2;12;48;4; ;2;12;4; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;54;54;74;1;1;08;7493;18;1747,89159242461
4701612;1;2;1;70;2;3;48;1; ;2;3;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781250;781250;2; ;58;58;52;1;1;08;5211;18;1192,40026291282
4701612;1;3;1;70;2;32;48;1; ;2;32;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781250;2; ;45;79;52;1;2;08;5271;18;1192,40026291282
4701709;1;3;1;70;2;5;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;1;08; ;18;404,393173004655
4701716;1;3;1;70;2;4;40;4; ;2;13;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;61;62;01;1;1;08;0121;18;380,307340555502
4702547;1;4;1;70;2;4;72;4; ;2;6;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;57;53;15;1;1;08;1551;25;3008,7400844903
4702548;1;4;1;70;2;16;16;1; ;2;16;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;320000;2; ;45;39;55;1;2;08;5511;25;2617,02715425261
4702549;1;3;1;70;2;32;48;1; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;120000;600000;2; ;33;13;80;1;2;08;8011;25;3025,11386287565
4702552;1;2;1;70;2;2;48;1; ;2;44;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;77;55;1;1;08;5521;25;3744,78777818529
4702575;1;3;1;70;2;4;48;1; ;2;6;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;99;98;2; ;41;45;52;1;1;08;5211;25;1359,25866576393
4702585;1;3;1;70;2;2;48;1; ;2;2;1; ;3;2;3; ; ; ; ;1; ; ; ; ; ; ;1;1400000;781242;2; ;95;95;45;1;1;08;4521;25;1359,25866576393
4702588;1;3;1;70;2;52;40;1; ;2;14;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;38;64;1;2;08;6421;25;2617,02715425261
4702643;1;1;1;70;2;4;40;1; ;2;4;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;781242;2; ;62;62;01;1;1;08;0123;25;1359,25866576393
4702643;1;2;1;70;2;28;48;1; ;2;580;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;62;62;01;1;2;08;0112;25;1359,25866576393
4702643;1;3;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;95; ; ;1;2;08; ;25;1359,25866576393
4702647;1;2;1;70;2;16;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;62;62;01;1;2;08;0112;25;1639,91950784518
4702699;1;2;1;70;2;16;48;4; ;2;8;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;62;01;1;2;08;0118;25;2066,06652339245
4702701;1;2;1;70;2;5;48;1; ;2;7;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;350000;781242;2; ;53;53;55;1;1;08;5521;25;3639,16790334371
4702873;1;2;1;70;2;4;48;1; ;2;24;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;99;77;55;1;1;08;5522;68;752,119407652251
4702915;1;4;1;70;2;2;48;1; ;2;5;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;781200;2; ;45;45;52;1;1;08;5241;70;1120,79913462363
4702917;1;3;1;70;2;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;45;52;1;1;08;5211;70;1850,86436244959
4702926;1;3;1;70;2;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;58; ; ;1;1;08; ;70;2104,95103649185
4702958;1;5;1;70;2;2;48;3; ;2;70;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;1;08;9500;70;1329,58263799737
4702964;1;1;1;70;2;2;40;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;400000;2; ;61;61;01;1;1;08;0140;70;2244,83923030128
4702964;1;3;1;70;2;2;47;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;600000;2; ;98;98;60;1;1;08;6031;70;2244,83923030128
4702995;1;1;1;70;2;3;45;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;700000;2; ;98;98;60;1;1;08;6031;70;3045,8811080909
4703041;1;2;1;70;2;6;40;1; ;2;230;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;77;85;1;1;08;8532;70;2122,78120112606
4703197;1;3;1;70;2;19;40;1; ;2;3;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;62;01;1;2;08;0117;76;843,080238543004
4703201;1;2;1;70;2;259;48;1; ;2;364;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;61;75;1;2;08;7512;76;1249,94245800722
4703213;1;6;1;70;2;1;48;3; ;2;1;3; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;500000;781242;2; ;54;54;95;1;1;08;9500;76;2501,53362152344
4703234;1;1;1;70;2;2;48;1; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;800000;2; ;53;71;13;1;1;08;1320;76;2614,18570622497
4703234;2;1;2;70;2;2;48;1; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;45;41;52;1;1;08;5233;76;2614,18570622497
4703271;1;1;1;70;2;25;36;1; ;2;50;8; ;2;2;1; ; ; ; ; ; ; ; ;1;RECIBE UNA PENSION; ;2; ;781242;3; ;58;62;01;1;2;08;0121;76;843,080238543004
4703283;1;2;1;70;2;1;7;4; ;2;26;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;62;62;01;1;1;08;0140;76;843,080238543004
4703290;1;1;1;70;2;3;51;1; ;2;3;1; ;6;2;9;SE DESPLAZARIA AL MUNICIPIO DONDE TIENE COBERTURA DE SISBEN; ; ; ; ; ; ; ; ; ;1;1;700000;800000;2; ;95;95;45;1;1;08;4521;76;934,369029378254
4703290;1;2;1;70;2;52;48;4; ;2;180;4; ;1;2;9;SE DESPLAZARIA AL MUNICIPIO DONDE TIENE COBERTURA DE SISBEN; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;74;1;2;08;7492;76;934,369029378254
4703445;1;3;1;70;2;12;40;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781212;2; ;33;33;65;1;1;08;6512;15;4153,06463433047
4704527;1;1;1;70;2;1;50;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;62;62;01;1;1;08;0111;41;1581,24984659535
4704529;1;2;1;70;2;24;24;1; ;2;999;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;54;85;1;2;08;8532;41;1986,07480069487
4704542;1;2;1;70;2;2;50;4; ;2;2;8; ;2;2;1; ; ; ; ;1; ; ; ; ; ; ;1;600000;500000;2; ;62;60;01;1;1;08;0121;41;1553,14364715905
4704544;1;4;1;70;2;2;50;1; ;2;60;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;53;62;01;1;1;08;0121;41;2173,31955800525
4704548;1;1;1;70;2;16;45;1; ;2;53;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;95;95;45;1;2;08;4530;41;867,663577046411
4704553;1;2;1;70;2;22;40;4; ;2;23;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;55;53;80;1;2;08;8045;41;3470,65430818564
4704561;1;3;1;70;2;8;45;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;62;62;01;1;1;08;0111;41;2044,49530378234
4704616;1;4;1;70;2;24;48;1; ;2;30;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;45;45;55;1;2;08;5529;41;867,663577046411
4704672;1;3;1;70;2;32;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;43; ; ;1;2;08; ;50;1188,0480337011
4704674;1;4;1;70;2;24;48;8; ;2;24;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;62;62;01;1;2;08;0123;50;627,742839228839
4704698;1;4;1;70;2;36;40;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;58;74;1;2;08;7492;50;826,556603485881
4704698;1;8;1;70;2;8;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;59;84;11;1;1;08;1110;50;826,556603485881
4704700;1;3;1;70;2;8;70;1; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;32;54;85;1;1;08;8532;50;1298,73200017456
4704710;1;2;1;70;2;7;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;55;53;55;1;1;08;5521;50;1771,3009954559
4704714;1;1;1;70;2;48;48;8; ;2;2;8; ;6;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1000000;800000;2; ;62;62;01;1;2;08;0115;50;1066,97625589776
4704716;1;2;1;70;2;40;48;1; ;2;42;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;53;45;52;1;2;08;5233;50;1771,3009954559
4704756;1;2;1;70;2;8;48;1; ;2;8;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;59;62;01;1;1;08;0114;50;854,884237416664
4704787;1;1;1;70;2;4;48;1; ;2;4;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;1;300000;787000;2; ;87;87;28;1;1;08;2811;50;972,423471844872
4704860;1;1;1;70;2;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;2;08;4530;50;1983,79829698132
4704872;1;2;1;70;2;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;87;87;11;1;2;08;1120;50;1290,66032081795
