DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4682995;1;1;1;80;05;1;4;5; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;08;05;959,461409515687
4682995;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;05;959,461409515687
4682998;1;2;1;80;05;1;1;6; ;2; ; ;5; ;1; ;2; ;1;48;781242;2;1;08;05;1200,27850339878
4682998;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08;05;1200,27850339878
4682999;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;1010,29793928045
4682999;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;1010,29793928045
4683000;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;08;05;1131,30276427529
4683001;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;08;05;1001,89959340016
4683002;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;05;1010,29793928045
4683002;1;2;1;80;05;1;4;3; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;1010,29793928045
4683003;1;2;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ;1;48;781242;2;1;08;05;1877,76963500821
4683005;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;1;550000; ; ; ;2;1;08;05;1658,98395399383
4683007;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;870,46576122387
4683008;1;1;1;80;05;2; ; ; ; ;1;2;12;ESTA RESOLVIENDO SITUACION LEGAL;2; ;2; ;1;48;781242;2;1;08;05;1306,40294207023
4683009;1;1;1;80;05;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;1025,17832560383
4683009;1;2;1;80;05;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;05;1025,17832560383
4683009;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1025,17832560383
4683010;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;880,894768405325
4683011;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;787,435669290622
4683011;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;787,435669290622
4683015;1;1;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;05;1038,94660789907
4683015;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;1038,94660789907
4683016;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;928,690817023785
4683016;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;928,690817023785
4683017;1;1;1;80;05;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;08;05;858,522521793716
4683017;1;3;1;80;05;2; ; ; ; ;2; ; ;.;1; ;2; ; ; ; ;2;1;08;05;858,522521793716
4683021;1;1;1;80;05;1;4;1; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;08;05;1001,89959340016
4683022;1;1;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;658,032498415493
4683022;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;658,032498415493
4683023;1;3;1;80;05;1;1;8; ;2; ; ;7; ;2; ;2; ;1;48;781200;2;1;08;05;928,690817023785
4683023;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;928,690817023785
4683024;1;1;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;08;05;1010,29793928045
4683025;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;872,290804088958
4683027;1;1;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;05;858,522521793716
4683028;1;3;1;80;05;1;2;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;05;1085,83617092547
4683029;1;1;1;80;05;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;08;05;694,173027322343
