DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,CLASE,DSI,OFICIO1,OFICIO2,RAMA4D_D,RAMA2D_D,DPTO,AREA,fex_c_2011
616263,1,9,70,4,48,1,,2,4,1,,9,1,,,,,,,,,,1,,2,,2,1,1,13,13,8011,80,70,70,921.974.346.086.417
616265,1,2,70,52,48,4,,2,48,1,,9,1,,,,,,,,,,1,,2,,2,1,1,0,45,5239,52,70,70,863.293.088.604.324
616267,1,2,70,26,50,1,,2,32,1,,5,2,,,,,,,,,,1,,2,,2,1,1,55,77,1511,15,73,73,170.567.126.083.855
616267,1,6,70,9,48,1,,2,9,1,,9,1,,,,,,,,,,1,,2,,2,1,1,32,45,5233,52,73,73,170.567.126.083.855
616271,1,4,70,5,60,1,,2,52,1,,3,4,,,,,,,,,,1,,1,100000,2,1,1,95,95,4521,45,73,73,196.662.646.618.003
616272,1,1,70,4,25,4,,2,999,1,,2,4,,,,,,,,,,1,,2,,2,1,1,56,94,3699,36,73,73,238.666.841.201.055
616278,1,2,70,8,25,1,,2,650,1,,9,2,,,,,,,,,,1,,1,12000,2,1,1,79,79,1810,18,73,73,216.846.792.271.671
616278,1,3,70,10,20,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,97,,,,73,73,216.846.792.271.671
616280,1,1,70,36,30,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,73,73,19.930.640.858.055
616280,1,2,70,20,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,53,,,,73,73,19.930.640.858.055
616285,1,1,70,10,48,1,,2,10,2,,9,1,,,,,,,,,1,,ESTA ESPERANDO LA EDAD PARA PENSIONARSE,2,,2,1,1,12,12,7513,75,73,73,164.215.138.382.022
616285,1,2,70,35,10,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,73,73,164.215.138.382.022
616288,1,1,70,6,48,1,,2,6,1,,2,2,,,,,,,,,,1,,1,200000,2,1,1,95,95,4521,45,73,73,156.319.690.214.061
616288,1,2,70,52,36,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,38,,,,73,73,156.319.690.214.061
616296,1,1,70,32,48,1,,2,32,1,,6,2,,,,,,,,,,1,,2,,2,1,1,32,32,5125,51,73,73,18.625.677.074.067
616299,1,1,70,4,48,1,,2,4,1,,4,1,,,,,,,,,,1,,1,200000,2,1,1,99,99,4530,45,73,73,525.615.079.080.807
616310,1,2,70,48,120,1,,2,126,1,,9,4,,,,,,,,,,1,,2,,2,1,1,45,37,6412,64,73,73,199.782.730.415.958
616312,1,2,70,4,20,1,,2,520,1,,2,2,,,,,,,,,,1,,2,,2,1,1,57,57,9302,93,73,73,23.983.948.438.981
616314,1,2,70,8,40,1,,2,8,1,,9,4,,,,,,,,,,1,,2,,2,1,1,44,18,8532,85,73,73,133.482.637.038.684
616317,1,2,70,52,48,1,,2,208,1,,6,2,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,73,73,212.787.565.039.232
616318,1,1,70,5,48,1,,2,6,1,,5,7,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,73,73,199.261.605.363.943
616320,1,1,70,115,48,1,,2,115,2,,9,1,,,,,,,,,,1,,1,100000,2,1,1,85,85,6426,64,73,73,219.966.876.069.627
616324,1,1,70,1,48,1,,2,1,1,,3,4,,,,,,,,,,1,,1,460000,2,1,1,45,45,1551,15,73,73,398.612.817.161.099
616337,1,2,70,48,40,1,,2,64,1,,4,2,,,,,,,,,,1,,2,,2,1,1,45,79,1810,18,73,73,225.439.984.660.631
616344,1,1,70,24,48,1,,2,32,5,,6,2,,,,,,,,,,1,,2,,2,1,1,33,13,8043,80,76,76,543.457.112.571.958
616350,1,9,70,2,50,3,,2,2,3,,1,6,,,,,,,,,,1,,1,240000,2,1,1,55,54,9500,95,76,76,535.276.032.788.229
616377,1,3,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,84,,,,76,76,700.505.125.651.134
616378,1,2,70,24,48,1,,2,52,1,,9,1,,,,,,,,,,1,,2,,2,1,1,55,56,1810,18,76,76,716.672.366.872.807
616382,1,2,70,48,16,1,,2,16,1,,9,2,,,,,,,,,,1,,2,,2,1,1,95,95,4530,45,76,76,769.739.962.725.062
616386,1,3,70,4,48,1,,2,48,1,,6,1,,,,,,,,,,1,,2,,2,1,1,32,45,5233,52,76,76,590.303.685.947.865
616388,1,5,70,12,48,1,,2,12,4,,9,4,,,,,,,,,,1,,2,,2,1,1,34,34,7514,75,76,76,281.764.805.756.863
616397,1,1,70,8,48,1,,2,8,1,,4,1,,,,,,,,,,1,,2,,2,1,1,45,54,8532,85,76,76,242.221.374.019.531
616398,1,1,70,8,48,1,,2,8,4,,1,2,,,,,,,,,,1,,2,,2,1,1,16,16,9214,92,76,76,129.853.404.418.112
616400,1,5,70,24,48,1,,2,24,1,,6,4,,,,,,,,,,1,,2,,2,1,1,45,35,6039,60,76,76,121.642.784.457.655
616403,1,2,70,12,48,1,,2,12,1,,8,1,,,,,,,,,,1,,2,,2,1,1,33,33,2529,25,76,76,131.975.616.454.205
616407,1,2,70,10,48,4,,2,18,4,,1,1,,,,,,,,,,1,,2,,2,1,1,45,45,5132,51,76,76,166.859.479.462.797
616421,1,2,70,8,48,1,,2,10,1,,9,4,,,,,,,,,,1,,2,,2,1,1,37,45,5139,51,76,76,901.481.003.414.302
616425,1,2,70,1,48,1,,2,4,3,,1,2,,,,,,,,,,1,,1,35000,2,1,1,59,54,8532,85,76,76,156.541.105.662.076
616426,1,2,70,1,60,1,,2,1,1,,9,1,,,,,,,,,,1,,1,461000,2,1,1,97,97,5111,51,76,76,152.355.146.924.141
616428,1,2,70,11,48,1,,2,11,1,,9,1,,,,,,,,,,1,,2,,2,1,1,45,45,6514,65,76,76,289.211.010.867.855
616436,1,3,70,4,48,4,,2,520,2,,9,1,,,,,,,,,,1,,2,,2,1,1,59,32,8050,80,76,76,701.709.186.393.247
616441,1,1,70,4,48,1,,2,104,1,,7,1,,,,,,1,,,,,,2,,2,1,1,19,52,1543,15,76,76,591.182.464.504.072
616445,1,2,70,16,48,1,,2,32,1,,5,4,,,,,,,,,,1,,2,,2,1,1,83,86,2811,28,76,76,897.976.053.346.706
616448,1,3,70,3,48,1,,2,4,1,,5,4,,,,,,,,,,1,,1,461500,2,1,1,93,37,3611,36,76,76,59.350.536.158.422
616448,1,4,70,16,48,2,,2,16,1,,2,4,,,,,,,,,,1,,2,,2,1,1,32,32,9192,91,76,76,59.350.536.158.422
616460,1,1,70,8,48,1,,2,8,1,,8,4,,,,,,,,,,1,,2,,2,1,1,16,16,2231,22,76,76,853.861.287.889.076
616478,1,1,70,2,60,3,,2,2,3,,1,7,,,,,,,,,,1,,1,265000,2,1,1,54,54,9500,95,76,76,634.797.246.399.467
616492,1,6,70,2,126,1,,2,4,1,,9,4,,,,,,,,,,1,,2,,2,1,1,98,98,6022,60,76,76,875.331.747.795.425
616497,1,3,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,76,76,76.559.089.958.364
616506,1,1,70,8,48,1,,2,13,1,,6,9,DE SU BOLSILLO,,,,,,,,,1,,2,,2,1,1,37,37,5521,55,76,76,815.722.109.029.166
616508,1,3,70,52,48,1,,2,52,1,,9,4,,,,,,,,,,1,,2,,2,1,1,74,77,1589,15,76,76,584.722.446.505.492
616512,1,2,70,43,77,1,,2,12,1,,4,9,DE SU BOLSILLO,,,,,,,,,1,,2,,2,1,1,58,58,5530,55,76,76,854.348.412.447.456
616532,1,2,70,9,30,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,7,,,,76,76,683.981.068.339.926
616537,1,3,70,2,70,1,,2,3,1,,8,1,,,,,,,,,,1,,1,721500,2,1,1,33,44,5249,52,76,76,584.722.446.505.492
616560,1,1,70,26,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,55,,,,76,76,704.032.083.473.395
616571,1,5,70,4,48,1,,2,52,4,,1,7,,,,,,,,,,1,,2,,2,1,1,45,45,5239,52,76,76,745.908.642.762.696
616586,1,1,70,89,56,1,,2,124,1,,9,1,,,,,,,,,,1,,2,,2,1,1,79,97,2424,24,76,76,754.451.500.059.596
616684,1,1,70,26,48,2,,2,26,1,,9,4,,,,,,,,,,1,,2,,2,1,1,13,70,8512,85,73,73,221.441.801.345.643
616685,1,11,70,3,48,1,,2,3,1,,5,1,,,,,,,,,,1,,2,,2,1,1,98,98,5241,52,5,5,158.421.833.106.767
616686,1,6,70,8,48,1,,2,8,4,,2,1,,,,,,,,,,1,,2,,2,1,1,58,45,5234,52,5,5,747.764.570.289.502
616686,1,7,70,52,48,1,,2,52,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,45,5243,52,5,5,747.764.570.289.502
616692,1,4,70,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,5,5,961.610.219.099.472
616693,1,4,70,30,48,1,,2,100,1,,4,1,,,,,,,,,,1,,2,,2,1,1,55,79,1810,18,5,5,100.880.594.073.902
616699,1,2,70,4,48,1,,2,1,1,,4,2,,,,,,,,,,1,,2,,2,1,1,55,55,4530,45,5,5,771.809.311.012.717
616714,1,4,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,55,,,,5,5,826.196.301.942.716
616717,1,3,70,8,48,1,,2,8,1,,3,1,,,,,,,,,,1,,2,,2,1,1,55,45,5234,52,5,5,772.134.371.952.239
616724,1,2,70,48,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,79,,,,5,5,873.339.854.047.539
616725,1,1,70,2,48,1,,2,4,1,,4,4,,,,,,,,,,1,,1,461000,2,1,1,77,77,1551,15,5,5,780.087.038.665.242
616728,1,1,70,96,48,1,,2,96,1,,4,2,,,,,,,,,,1,,2,,2,1,1,3,83,5241,52,5,5,891.874.319.243.052
616731,1,2,70,8,24,1,,2,52,1,,9,2,,,,,,,,,,1,,2,,2,1,1,55,77,5521,55,5,5,824.395.449.231.268
616736,1,2,70,8,50,1,,2,8,1,,5,4,,,,,,,,,,1,,2,,2,1,1,45,45,1551,15,5,5,101.550.160.424.764
616737,1,4,70,12,24,4,,2,12,4,,9,1,,,,,,,,,,1,,2,,2,1,1,58,58,7524,75,5,5,100.856.606.338.928
616740,1,2,70,12,48,1,,2,16,1,,2,8,,,,,,,,,,1,,2,,2,1,1,93,93,4552,45,5,5,887.038.613.672.094
616743,1,1,70,4,48,1,,2,8,1,,3,1,,,,,,,,,,1,,2,,2,1,1,53,53,5521,55,5,5,761.346.250.194.202
616743,1,2,70,8,48,1,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,1,1,92,93,4552,45,5,5,761.346.250.194.202
616743,1,4,70,9,48,1,,2,10,1,,9,1,,,,,,,,,,1,,2,,2,1,1,32,55,4530,45,5,5,761.346.250.194.202
616745,1,3,70,48,12,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,1,1,92,92,1810,18,5,5,810.488.708.387.045
616747,1,1,70,2,50,1,,2,2,1,,5,8,,,,,,,,,,1,,1,300000,2,1,1,95,95,2696,26,5,5,871.219.382.452.182
616751,1,2,70,8,48,1,,2,9,1,,2,2,,,1,,,,,,,,,2,,2,1,1,59,59,5231,52,5,5,822.971.420.961.318
616753,1,1,70,5,60,4,,2,16,4,,1,2,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,5,5,873.848.200.715.453
616754,1,1,70,120,48,1,,2,220,3,,1,1,,,,,,,,,,1,,1,20000,2,1,1,55,54,9500,95,5,5,898.304.379.711.228
616754,2,2,70,20,48,1,,2,13,3,,1,2,,,,,,,,,,1,,2,,2,1,1,55,54,9500,95,5,5,898.304.379.711.228
616760,1,4,70,6,60,1,,2,6,1,,2,1,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,5,5,598.970.394.602.056
616760,1,5,70,10,48,3,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,9500,95,5,5,598.970.394.602.056
616764,1,2,70,12,48,4,,2,432,1,,3,2,,,,,,,,,,1,,2,,2,1,1,79,45,5233,52,5,5,897.501.674.490.608
616802,1,2,70,16,24,1,,2,20,1,,3,4,,,,,,,,,,1,,2,,2,1,1,53,53,5521,55,11,11,286.670.267.436.635
616986,1,1,70,4,24,1,,2,510,1,,4,1,,,,,,,,,,1,,2,,2,1,1,53,53,5521,55,76,76,612.503.299.121.416
616991,2,2,70,18,56,1,,2,56,1,,4,8,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,76,76,921.521.101.659.822
616994,1,2,70,2,48,1,,2,2,4,,2,1,,,,,,,,,,1,,2,,2,1,1,95,95,3611,36,5,5,724.983.719.847.661
617005,1,2,70,3,48,4,,2,3,4,,2,2,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,5,5,101.273.097.714.998
617012,1,1,70,36,48,1,,2,36,1,,2,3,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,5,5,781.334.886.927.283
617012,1,3,70,99,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,58,,,,5,5,781.334.886.927.283
617016,1,1,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,39,,,,5,5,771.651.357.622.842
617031,1,1,70,2,48,1,,2,2,1,,3,1,,,,,,,,,,1,,2,,2,1,1,93,95,4521,45,5,5,897.501.674.490.608
617033,1,3,70,12,48,1,,2,12,1,,2,1,,,,,,,,,,1,,2,,2,1,1,55,84,5272,52,5,5,955.844.647.658.496
617034,1,1,70,96,48,1,,2,96,1,,9,1,,,,,,,,,,1,,2,,2,1,1,21,34,8512,85,5,5,767.819.413.031.121
617034,1,2,70,12,48,1,,2,12,1,,6,2,,,,,,,,,,1,,2,,2,1,1,13,13,8060,80,5,5,767.819.413.031.121
617035,1,2,70,12,48,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,1,1,79,79,1810,18,5,5,797.588.698.438.842
617035,1,4,70,12,48,1,,2,12,1,,3,1,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,5,5,797.588.698.438.842
617035,1,7,70,8,48,1,,2,48,1,,5,1,,,,,,,,,,1,,2,,2,1,1,55,45,6424,64,5,5,797.588.698.438.842
617065,1,2,70,192,48,1,,2,12,1,,2,4,,,,,,,,,,1,,2,,2,1,1,80,36,6039,60,5,5,84.271.266.490.935
617086,1,5,70,4,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,5,5,761.671.311.133.724
617091,1,1,70,12,48,4,,2,72,1,,4,2,,,,,,,,,,1,,2,,2,1,1,84,84,5020,50,5,5,915.460.852.033.522
617092,1,3,70,58,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,58,,,,5,5,658.341.054.626.012
617093,1,3,70,2,48,1,,2,10,4,,6,2,,,,,,,,,,1,,2,,2,1,1,79,79,1810,18,5,5,692.594.075.190.196
617093,1,5,70,10,48,3,,2,10,1,,5,4,,,,,,,,,,1,,2,,2,1,1,54,53,5511,55,5,5,692.594.075.190.196
617102,1,4,70,20,48,1,,2,16,1,,3,4,,,,,,,,,,1,,2,,2,1,1,21,21,9213,92,5,5,877.967.578.398.829
617104,1,1,70,12,48,1,,2,144,4,,4,2,,,,,,,,,,1,,2,,2,1,1,60,63,201,2,5,5,944.780.148.352.824
617110,1,2,70,4,48,3,,2,24,3,,1,2,,,,,,,,,,1,,2,,2,1,1,54,54,9500,95,5,5,817.597.225.454.828
617119,1,3,70,52,48,1,,2,100,1,,5,1,,,,,,,,,,1,,2,,2,1,1,32,13,8021,80,5,5,802.867.889.107.082
617120,1,3,70,24,48,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,1,1,58,58,7492,74,5,5,105.412.340.747.192
617120,2,2,70,12,48,1,,2,24,1,,3,1,,,,,,,,,,1,,2,,2,1,1,79,79,1810,18,5,5,105.412.340.747.192
617121,1,2,70,52,48,1,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,1,1,79,79,1939,19,5,5,809.037.319.374.342
617129,1,1,70,48,50,1,,2,50,1,,3,8,,,,,,,,,,1,,2,,2,1,1,79,79,1810,18,5,5,910.210.242.414.725
617143,1,3,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,19,,,,5,5,809.109.046.330.406
617143,1,5,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,19,,,,5,5,809.109.046.330.406
617145,1,2,70,8,60,4,,2,9,4,,2,1,,,,,,,,,,1,,2,,2,1,1,93,96,4552,45,5,5,980.131.362.819.059
617145,1,4,70,20,50,4,,2,20,4,,2,1,,,,,,,,,,1,,2,,2,1,1,93,93,4552,45,5,5,980.131.362.819.059
617147,1,3,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,5,5,847.838.559.110.334
617150,1,2,70,52,48,3,,2,110,3,,1,8,,,,,,,,,,1,,2,,2,1,1,54,54,9500,95,5,5,812.451.226.592.527
617150,1,3,70,9,48,1,,2,112,1,,5,1,,,,,,,,,,1,,2,,2,1,1,79,79,1810,18,5,5,812.451.226.592.527
617181,1,2,70,12,48,1,,2,20,1,,4,1,,,,,,,,,,1,,2,,2,1,1,45,45,5521,55,25,98,240.367.159.093.285
617204,1,1,70,20,60,4,,2,20,4,,1,2,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,25,98,221.178.692.392.928
617208,1,1,70,2,40,4,,2,2,1,,6,5,,,,,,,,,,1,,1,500000,2,1,1,45,83,2899,28,25,98,300.258.243.622.668
617208,1,2,70,8,48,1,,2,12,4,,1,5,,,,,,,,,,1,,2,,2,1,1,45,79,1810,18,25,98,300.258.243.622.668
617211,1,4,70,20,40,1,,2,48,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,53,1551,15,25,98,228.086.544.424.114
617223,1,1,70,6,48,1,,2,7,1,,9,4,,,,,,,,,,1,,2,,2,1,1,85,85,6423,64,25,98,321.401.975.825.726
617224,1,2,70,12,48,1,,2,13,1,,6,1,,,,,,,,,,1,,2,,2,1,1,79,79,1810,18,25,98,263.066.060.906.502
617226,1,1,70,1,48,1,,2,2,1,,2,1,,,,,,,,,,1,,1,340000,2,1,1,45,45,1551,15,25,98,208.458.403.857.682
617238,1,3,70,12,48,1,,2,13,1,,9,1,,,,,,,,,,1,,2,,2,1,1,45,32,8512,85,25,98,181.727.463.504.495
617239,1,1,70,100,48,1,,2,110,5,,4,1,,,,,,,,,,1,,2,,2,1,1,98,45,5521,55,25,98,203.355.304.808.599
617242,1,3,70,3,48,1,,2,4,1,,8,1,,,,,,,,,,1,,1,461000,2,1,1,45,45,5244,52,25,98,212.314.133.572.403
617245,1,5,70,3,72,1,,2,3,1,,9,2,,,,,,,,,,1,,1,290000,2,1,1,84,89,3430,34,25,98,3.861.489.257.425
617248,1,2,70,24,36,1,,2,104,1,,3,9,HOJA SISBEN,,,,,,,,,1,,2,,2,1,1,55,53,5521,55,25,98,388.704.873.094.958
617249,1,2,70,104,36,3,,2,416,4,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,7493,74,25,98,27.247.040.159.611
617250,1,1,70,24,60,1,,2,24,1,,9,9,HOJA SISBEN,,,,,,,,,1,,2,,2,1,1,95,97,112,1,25,98,319.182.430.102.572
617252,1,4,70,10,48,1,,2,10,1,,9,7,,,,,,,,,,1,,2,,2,1,1,97,97,5244,52,25,98,337.153.525.158.644
617258,1,3,70,250,48,1,,2,4,4,,1,9,HOJA SISBEN,,,,,,,,,1,,1,100000,2,1,1,83,84,5170,51,25,98,209.681.291.097.095
617266,1,2,70,4,60,1,,2,4,1,,9,1,,,,,,,,,,1,,1,500000,2,1,1,45,45,5127,51,25,98,183.196.143.118.961
617269,5,2,70,8,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,54,,,,25,98,377.337.765.138.267
617269,6,1,70,5,48,3,,2,5,4,,1,9,HOJA SISBEN,,,,,,,,,1,,2,,2,1,1,54,54,7493,74,25,98,377.337.765.138.267
617275,1,2,70,8,70,1,,2,8,1,,3,4,,,,,,,,,,1,,2,,2,1,1,32,32,7491,74,25,98,210.767.117.548.447
617275,2,2,70,32,48,3,,2,260,1,,3,1,,,,,,,,1,,,,2,,2,1,1,54,45,5170,51,25,98,210.767.117.548.447
617275,3,1,70,6,60,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,1,53,53,5521,55,25,98,210.767.117.548.447
617276,1,3,70,24,40,1,,2,24,1,,3,4,,,,,,,,,,1,,2,,2,1,1,45,45,5125,51,15,15,97.163.310.018.165
617284,1,2,70,104,40,1,,2,104,1,,9,2,,,,,,,,,,1,,2,,2,1,1,9,21,6512,65,15,15,949.398.911.077.507
617290,1,1,70,8,48,1,,2,8,1,,3,2,,,,,,,,,,1,,2,,2,1,1,44,53,5522,55,15,15,798.565.849.491.756
617292,1,2,70,12,48,1,,2,16,1,,9,4,,,,,,,,,,1,,2,,2,1,1,33,44,6421,64,15,15,568.869.155.845.694
617293,1,1,70,4,48,1,,2,52,2,,9,1,,,,,,,,,1,,PENSION,2,,2,1,1,98,58,7524,75,15,15,953.879.064.602.984
617299,1,3,70,17,48,1,,2,17,2,,9,4,,,,,,,,,,1,,2,,2,1,1,32,39,8050,80,17,17,117.712.638.219.404
617303,1,1,70,4,48,1,,2,4,2,,9,9,PAGA SU EPS,,,,,,,,1,,ESTA ESPERANDO LA EDAD PUES YA COTIZO ELTIEMPO ENPENSION,2,,2,1,1,97,97,4530,45,17,17,154.342.273.953.772
617303,1,3,70,17,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,2,,,,17,17,154.342.273.953.772
617304,1,2,70,8,48,1,,2,8,1,,3,4,,,,,,,,,,1,,2,,2,1,1,15,58,5530,55,17,17,147.685.672.796.915
617307,1,1,70,2,48,1,,2,2,1,,5,1,,,,,,,,,,1,,1,620000,2,1,1,95,95,4521,45,17,17,393.015.752.041.124
617309,1,3,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,58,,,,17,17,188.869.614.864.428
617311,1,1,70,2,48,1,,2,2,1,,7,2,,,,,,,,,,1,,1,500000,2,1,1,95,95,4521,45,17,17,154.475.910.460.077
617312,1,1,70,8,48,4,,2,8,1,,5,1,,,,,,,,,,1,,1,120000,2,1,1,13,39,8060,80,17,17,199.930.890.796.516
617315,1,2,70,17,48,1,,2,17,1,,8,2,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,17,17,234.174.350.701.967
617320,1,1,70,2,48,1,,2,2,1,,3,2,,,,,,,,,,1,,1,484000,2,1,1,95,62,7010,70,17,17,209.877.293.063.358
617321,1,1,70,6,50,4,,2,6,4,,2,5,,,,,,,,,,1,,2,,2,1,1,91,81,3611,36,17,17,179.394.117.181.663
617376,1,2,70,4,40,1,,2,8,1,,3,2,,,,,,,,,,1,,2,,2,1,1,45,50,5521,55,17,17,216.473.081.605.615
617382,1,2,70,2,25,4,,2,2,3,,1,1,,,,,,,,,,1,,1,120000,2,1,1,55,54,9500,95,17,17,175.093.479.080.461
617385,1,2,70,16,48,1,,2,78,1,,2,2,,,,,,,,,,1,,1,40000,2,1,1,33,45,5224,52,17,17,170.487.978.744.091
617385,1,3,70,8,40,1,,2,12,1,,6,2,,,,,1,,,,,,,1,15000,2,1,1,33,39,8514,85,17,17,170.487.978.744.091
617385,1,4,70,4,24,1,,2,52,1,,2,2,,,,,,,,,,1,,2,,2,1,1,97,37,5211,52,17,17,170.487.978.744.091
617387,1,2,70,104,40,1,,2,156,3,,1,1,,,,,,,,,1,,ES   PENSIONADA,2,,2,1,1,55,54,9500,95,17,17,838.586.629.167.194
617390,1,2,70,4,48,8,,2,4,8,,3,1,,,,,,,,,,1,,1,240000,2,1,1,62,62,115,1,17,17,303.112.004.009.567
617396,1,1,70,4,48,4,,2,8,1,,2,1,,,,,,,,,,1,,1,200000,2,1,1,84,93,4552,45,17,17,141.100.858.580.411
617408,1,1,70,2,40,1,,2,16,3,,1,2,,,,,,,,,,1,,2,,2,1,1,55,54,9500,95,17,17,154.475.910.460.077
617414,1,3,70,48,40,1,,2,48,1,,2,1,,,,,,,,,,1,,2,,2,1,1,58,45,6599,65,18,18,594.417.400.770.131
617414,1,4,70,96,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,58,,,,18,18,594.417.400.770.131
617415,2,1,70,4,40,1,,2,4,1,,3,1,,,,,,,,,,1,,1,500000,2,1,1,58,45,5125,51,18,18,957.582.125.598.206
617428,1,2,70,4,56,4,,2,4,4,,1,4,,,,,,,,,,1,,2,,2,1,1,98,98,6021,60,18,18,473.846.869.581.198
617428,1,3,70,24,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,13,,,,18,18,473.846.869.581.198
617431,1,2,70,2,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,18,18,573.924.687.517.816
617436,1,2,70,3,48,4,,2,3,4,,3,7,,,,,,,,,,1,,2,,2,1,1,84,84,5020,50,18,18,953.819.610.060.558
617439,1,3,70,12,48,2,,2,48,1,,2,4,,,,,,,,,,1,,2,,2,1,1,3,45,5233,52,18,18,55.010.606.270.285
617440,1,3,70,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,2,,,,18,18,521.567.050.218.639
617445,1,1,70,255,50,1,,2,16,4,,4,1,,,,,,,,,,1,,2,,2,1,1,58,95,4541,45,19,19,951.312.697.366.262
617448,1,2,70,8,48,1,,2,99,1,,9,2,,,,,,,,,,1,,2,,2,1,1,33,33,9191,91,19,19,104.973.195.804.202
617452,1,4,70,120,50,1,,2,1,4,,9,4,,,,,,,,,,1,,1,70000,2,1,1,3,35,6021,60,19,19,91.054.717.256.193
617453,1,1,70,6,48,1,,2,8,1,,8,7,,,,,,,,,,1,,2,,2,1,1,97,97,0,0,19,19,113.898.169.379.384
617462,1,1,70,8,55,4,,2,8,4,,3,1,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,19,19,830.476.553.076.919
617462,1,4,70,8,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,19,19,830.476.553.076.919
617469,1,4,70,96,24,1,,2,144,1,,3,1,,,,,,,,,,1,,2,,2,1,1,45,45,5244,52,19,19,107.226.160.057.051
617479,1,2,70,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,32,,,,19,19,127.532.863.359.687
617481,1,4,70,12,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,58,,,,19,19,121.863.526.732.629
617485,1,2,70,152,40,2,,2,168,2,,7,9,PENSION,,,,,,,,1,,CON LA PENSION,2,,2,1,1,13,13,8046,80,19,19,110.176.955.644.556
617490,1,1,70,8,18,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,37,,,,19,19,944.304.808.967.488
617495,1,2,70,12,48,1,,2,12,2,,4,1,,,,,1,,,,,,,2,,2,1,1,2,2,7512,75,19,19,103.630.596.756.248
617499,1,3,70,8,40,1,,2,8,2,,7,1,,,,1,,,,,,,,2,,2,1,1,2,2,0,0,19,19,645.645.402.326.398
617504,1,1,70,8,48,1,,2,12,2,,6,2,,,,,1,1,,,,,,2,,1,1,1,11,11,8512,85,19,19,119.182.349.687.849
617511,1,2,70,48,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,19,19,135.883.377.031.526
617512,1,2,70,12,58,1,,2,768,1,,2,1,,,,,,,,,,1,,2,,2,1,1,7,32,7310,73,19,19,108.613.989.070.919
