DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;INI;DPTO;AREA;fex_c_2011
618360;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;680.676.967.225.777
618362;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;816.930.925.397.038
618367;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;806.369.330.703.668
618371;1;3;80;1;1;8;CAMBIO DE CIUDAD;2;;2;;;;;8;2;1;1;5;5;936.267.177.692.558
618372;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;982.509.128.111.451
618373;1;1;80;1;1;3;;3;;2;;;;;10;2;1;1;5;5;916.171.689.268.917
618374;1;1;80;1;4;6;;2;;2;;;;;11;2;1;1;5;5;719.148.517.471.544
618374;1;2;80;1;1;4;;3;;2;;;;;4;2;1;1;5;5;719.148.517.471.544
618375;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;835.716.647.859.358
618375;1;3;80;1;3;2;;3;;2;;;;;9;2;1;1;5;5;835.716.647.859.358
618378;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;748.155.837.237.561
618380;1;2;80;1;2;1;;2;;2;;;;;2;2;1;1;5;5;693.867.380.182.418
618380;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;693.867.380.182.418
618381;1;1;80;2;;;;2;;2;;2;;.;;;1;1;5;5;647.106.650.587.995
618383;1;1;80;1;1;3;;2;;2;;;;;4;2;1;1;13;13;180.677.246.106.943
618383;1;3;80;1;4;2;;2;;2;;;;;4;2;1;1;13;13;180.677.246.106.943
618383;1;4;80;2;;;;2;;2;;2;;.;;;1;1;13;13;180.677.246.106.943
618383;1;5;80;2;;;;2;;2;;2;;.;;;1;1;13;13;180.677.246.106.943
618383;1;6;80;2;;;;2;;2;;2;;.;;;1;1;13;13;180.677.246.106.943
618384;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;13;13;162.276.136.125.249
618384;1;2;80;2;;;;2;;2;;2;;.;;;1;1;13;13;162.276.136.125.249
618384;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;162.276.136.125.249
618384;1;4;80;2;;;;2;;2;;2;;.;;;1;1;13;13;162.276.136.125.249
618385;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;13;13;282.536.889.275.343
618386;1;5;80;2;;;;2;;2;;2;;.;;;1;1;13;13;258.520.899.588.268
618386;1;6;80;2;;;;2;;2;;2;;.;;;1;1;13;13;258.520.899.588.268
618387;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;315.956.026.185.095
618387;1;4;80;2;;;;2;;2;;2;;.;;;1;1;13;13;315.956.026.185.095
618388;1;2;80;2;;;;2;;2;;2;;.;;;1;1;13;13;352.982.592.210.289
618389;1;1;80;1;3;8;NO DESEA TRABAJAR;2;;2;;;;;11;2;1;1;13;13;276.185.376.501.872
618389;1;2;80;1;2;2;;2;;2;;;2;;9;1;1;1;13;13;276.185.376.501.872
618389;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;276.185.376.501.872
618389;1;4;80;2;;;;2;;2;;2;;.;;;1;1;13;13;276.185.376.501.872
618389;1;5;80;2;;;;2;;2;;2;;.;;;1;1;13;13;276.185.376.501.872
618391;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;13;13;29.583.162.774.003
618391;1;4;80;1;3;7;;2;;2;;;;;5;2;1;1;13;13;29.583.162.774.003
618392;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;288.723.840.997.085
618392;1;4;80;2;;;;2;;2;;2;;.;;;1;1;13;13;288.723.840.997.085
618392;1;5;80;1;4;7;;2;;2;;;;;9;2;1;1;13;13;288.723.840.997.085
618394;1;1;80;1;4;0;;2;;2;;;;;5;2;1;1;13;13;298.900.744.341.025
618395;1;1;80;1;3;3;;3;;2;;;;;4;2;1;1;13;13;269.165.610.306.563
618395;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;269.165.610.306.563
618395;1;4;80;2;;;;2;;2;;2;;.;;;1;1;13;13;269.165.610.306.563
618395;1;6;80;2;;;;2;;2;;2;;.;;;1;1;13;13;269.165.610.306.563
618397;1;4;80;2;;;;2;;2;;2;;.;;;1;1;13;13;254.396.265.107.107
618398;1;2;80;2;;;;2;;2;;1;2;;9;;1;1;13;13;408.090.459.335.468
618400;1;2;80;2;;;;2;;2;;2;;.;;;1;1;13;13;325.245.047.749.998
618400;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;325.245.047.749.998
618402;1;2;80;1;1;2;;2;;2;;;;;9;2;1;1;15;15;480.532.922.338.472
618402;1;3;80;1;2;1;;2;;2;;;;;2;2;1;1;15;15;480.532.922.338.472
618402;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;480.532.922.338.472
618402;1;5;80;1;4;3;;2;;2;;;;;4;2;1;1;15;15;480.532.922.338.472
618407;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;770.872.803.132.739
618410;1;1;80;1;4;3;;2;;2;;;;;8;2;1;1;15;15;648.194.853.769.892
618410;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;648.194.853.769.892
618411;1;2;80;1;1;2;;2;;2;;;;;9;2;1;1;15;15;964.019.268.305.122
618412;1;1;80;1;4;4;;3;;2;;;;;8;2;1;1;15;15;109.692.517.987.875
618412;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;15;15;109.692.517.987.875
618412;1;3;80;1;4;1;;2;;2;;;;;2;2;1;1;15;15;109.692.517.987.875
618412;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;109.692.517.987.875
618413;1;1;80;1;3;2;;2;;2;;;;;9;2;1;1;15;15;554.248.798.618.079
618415;1;3;80;1;1;1;;2;;2;;;1;;1;1;1;1;15;15;749.566.347.032.845
618415;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;749.566.347.032.845
618416;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;805.436.955.073.385
618416;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;805.436.955.073.385
618417;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;15;15;68.183.127.270.629
618419;1;2;80;1;1;5;;2;;2;;;;;9;2;1;1;15;15;979.246.932.058.178
618419;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;979.246.932.058.178
618420;1;5;80;2;;;;2;;2;;2;;.;;;1;1;15;15;957.097.191.998.346
618421;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;97.163.310.018.165
618422;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;535.012.868.095.528
618422;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;535.012.868.095.528
618422;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;535.012.868.095.528
618425;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;125.102.396.247.093
618426;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;188.869.614.864.428
618427;1;4;80;1;3;4;;3;;2;;;;;10;2;1;1;17;17;144.671.115.813.366
618428;1;2;80;1;4;6;;2;;2;;;;;9;2;1;1;17;17;188.869.614.864.428
618428;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;188.869.614.864.428
618429;1;2;80;1;3;6;;2;;2;;;;;2;2;1;1;17;17;204.881.683.148.441
618429;1;3;80;1;2;7;;2;;2;;;;;2;2;1;1;17;17;204.881.683.148.441
618429;1;4;80;2;;;;2;;2;;2;;.;;;1;1;17;17;204.881.683.148.441
618429;1;5;80;2;;;;2;;2;;2;;.;;;1;1;17;17;204.881.683.148.441
618430;1;3;80;1;1;7;;2;;2;;;;;2;2;1;1;17;17;188.869.614.864.428
618431;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;137.610.654.749.623
618432;1;1;80;1;4;4;;3;;2;;;;;8;2;1;1;17;17;190.252.358.768.005
618432;1;3;80;1;1;1;;2;;2;;;;;2;2;1;1;17;17;190.252.358.768.005
618432;1;4;80;2;;;;2;;2;;2;;.;;;1;1;17;17;190.252.358.768.005
618433;1;1;80;1;4;2;;2;;2;;;;;4;2;1;1;17;17;145.134.049.283.618
618434;1;1;80;1;4;8;POR LA EDAD;2;;2;;;;;8;2;1;1;17;17;145.000.412.777.313
618434;1;2;80;1;4;3;;3;;2;;;;;4;2;1;1;17;17;145.000.412.777.313
618436;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;167.254.392.363.187
618437;1;2;80;1;4;6;;1;1;2;;;;;8;2;1;1;17;17;154.475.910.460.077
618439;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;17;17;169.305.493.183.675
618439;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;169.305.493.183.675
618442;1;1;80;1;4;7;;2;;2;;;4;;4;1;1;1;17;17;348.747.853.980.593
618446;1;1;80;2;;;;2;;2;;2;;.;;;1;1;17;17;149.335.689.713.102
618447;1;2;80;1;3;2;;2;;2;;;;;9;2;1;1;17;17;350.967.177.318.016
618448;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;177.663.306.429.973
618448;1;4;80;2;;;;2;;2;;2;;.;;;1;1;17;17;177.663.306.429.973
618448;1;5;80;2;;;;2;;2;;2;;.;;;1;1;17;17;177.663.306.429.973
618450;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;17;17;137.477.018.243.318
618450;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;137.477.018.243.318
618450;1;4;80;1;4;4;;2;;2;;;;;10;2;1;1;17;17;137.477.018.243.318
618451;1;2;80;1;1;7;;2;;2;;;;;2;2;1;1;17;17;15.453.170.351.885
618452;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;17;17;145.000.412.777.313
618452;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;17;17;145.000.412.777.313
618454;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;136.094.274.339.741
618457;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;145.134.049.283.618
618463;1;1;80;1;2;3;;2;;2;;;;;4;2;1;1;17;17;335.167.378.654.268
618464;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;150.445.351.381.814
618475;1;1;80;1;3;3;;3;;2;;;;ACCIDENTE;12;2;1;1;17;17;126.618.776.656.976
618475;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;17;17;126.618.776.656.976
618475;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;126.618.776.656.976
618476;1;1;80;2;;;;3;;2;;2;;.;;;1;1;17;17;172.798.328.639.406
618477;1;1;80;1;4;3;;3;;2;;;;;4;2;1;1;17;17;179.394.117.181.663
618477;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;17;17;179.394.117.181.663
618477;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;179.394.117.181.663
618478;1;1;80;1;1;2;;2;;2;;;;;9;2;1;1;17;17;201.733.489.658.587
618478;1;4;80;2;;;;2;;2;;2;;.;;;1;1;17;17;201.733.489.658.587
618478;1;6;80;2;;;;2;;2;;2;;.;;;1;1;17;17;201.733.489.658.587
618480;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;155.585.572.128.789
618481;1;2;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;145.000.412.777.313
618485;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;137.477.018.243.318
618485;1;4;80;1;1;7;;2;;2;;;;;11;2;1;1;17;17;137.477.018.243.318
618486;1;1;80;1;4;1;;2;;2;;;;;2;2;1;1;17;17;14.781.930.930.322
618487;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;198.962.836.747.935
618489;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;290.268.098.567.235
618491;1;2;80;1;1;7;;2;;1;600000;;;;5;2;1;1;18;18;678.641.326.861.496
618492;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;18;18;68.832.131.191.194
618492;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;18;18;68.832.131.191.194
618494;1;3;80;2;;;;2;;1;20000;2;;.;;;1;1;18;18;805.737.376.572.541
618496;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;18;18;805.737.376.572.541
618496;1;3;80;2;;;;2;;2;;2;;.;;;1;1;18;18;805.737.376.572.541
618497;1;2;80;2;;;;2;;2;;2;;.;;;1;1;18;18;341.167.202.172.807
618497;1;4;80;2;;;;2;;2;;2;;.;;;1;1;18;18;341.167.202.172.807
618497;1;5;80;2;;;;2;;2;;2;;.;;;1;1;18;18;341.167.202.172.807
618499;1;2;80;1;3;2;;2;;2;;;;;9;2;1;1;18;18;893.387.300.809.256
618499;1;3;80;2;;;;2;;2;;2;;.;;;1;1;18;18;893.387.300.809.256
618499;1;4;80;2;;;;2;;2;;2;;.;;;1;1;18;18;893.387.300.809.256
618500;1;2;80;2;;;;2;;2;;2;;.;;;1;1;18;18;402.210.828.443.317
618500;1;4;80;2;;;;2;;2;;2;;.;;;1;1;18;18;402.210.828.443.317
618503;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;18;18;859.631.464.004.792
618504;1;3;80;2;;;;2;;2;;2;;.;;;1;1;18;18;882.068.982.156.046
618505;1;1;80;1;3;4;;3;;2;;;;;10;2;1;1;18;18;458.146.956.459.981
618505;1;2;80;2;;;;2;;2;;2;;.;;;1;1;18;18;458.146.956.459.981
618506;1;3;80;1;1;7;;2;;2;;;;;8;2;1;1;18;18;824.596.404.006.308
618510;1;3;80;2;;;;2;;2;;2;;.;;;1;1;20;20;122.461.259.459.003
618510;1;4;80;2;;;;2;;2;;2;;.;;;1;1;20;20;122.461.259.459.003
618513;1;3;80;2;;;;2;;2;;2;;.;;;1;1;20;20;123.014.803.757.055
618515;1;1;80;2;;;;2;;2;;2;;.;;;1;1;20;20;289.390.689.320.517
618515;1;3;80;2;;;;2;;2;;2;;.;;;1;1;20;20;289.390.689.320.517
618517;1;2;80;2;;;;2;;2;;2;;.;;;1;1;20;20;261.078.087.430.037
618517;1;3;80;2;;;;2;;2;;2;;.;;;1;1;20;20;261.078.087.430.037
618518;1;1;80;2;;;;2;;2;;2;;.;;;1;1;20;20;104.397.810.472.782
618518;1;3;80;2;;;;2;;2;;2;;.;;;1;1;20;20;104.397.810.472.782
618519;1;2;80;2;;;;2;;2;;2;;.;;;1;1;20;20;700.301.698.598.027
618519;1;4;80;2;;;;2;;2;;2;;.;;;1;1;20;20;700.301.698.598.027
618520;1;1;80;2;;;;2;;2;;2;;.;;;1;1;20;20;114.515.464.169.076
618521;1;6;80;1;4;3;;2;;2;;;;;4;2;1;1;20;20;104.933.511.166.553
618524;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;20;20;103.983.960.371.764
618524;1;2;80;1;1;3;;2;;2;;;;;4;2;1;1;20;20;103.983.960.371.764
618525;1;2;80;2;;;;2;;2;;2;;.;;;1;1;20;20;108.457.386.930.965
618525;1;7;80;1;4;3;;2;;2;;;;;4;2;1;1;20;20;108.457.386.930.965
618526;1;2;80;2;;;;2;;2;;2;;.;;;1;1;20;20;937.998.862.043.305
618528;1;1;80;2;;;;2;;2;;2;;.;;;1;1;20;20;115.841.515.099.094
618530;1;1;80;1;4;4;;3;;2;;;;;8;2;1;1;20;20;101.014.584.055.091
618530;1;2;80;2;;;;2;;2;;2;;.;;;1;1;20;20;101.014.584.055.091
618530;1;3;80;2;;;;2;;2;;2;;.;;;1;1;20;20;101.014.584.055.091
618530;1;4;80;2;;;;2;;2;;1;1;;9;;1;1;20;20;101.014.584.055.091
618532;1;1;80;1;4;3;;3;;2;;;;;4;2;1;1;20;20;85.902.667.781.262
618532;1;2;80;2;;;;2;;2;;2;;.;;;1;1;20;20;85.902.667.781.262
618534;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;20;20;116.414.757.263.364
618534;1;3;80;2;;;;2;;2;;2;;.;;;1;1;20;20;116.414.757.263.364
618536;1;2;80;2;;;;2;;2;;2;;.;;;1;1;20;20;105.107.321.733.847
618536;1;3;80;2;;;;2;;2;;2;;.;;;1;1;20;20;105.107.321.733.847
618537;1;1;80;2;;;;2;;2;;2;;.;;;1;1;23;23;108.178.083.418.733
618539;1;1;80;2;;;;2;;2;;2;;.;;;1;1;23;23;110.965.051.623.911
618544;1;1;80;1;1;3;;2;;2;;;;;4;2;1;1;23;23;150.669.338.982.561
618546;1;2;80;1;1;1;;2;;2;;;;;2;2;1;1;23;23;137.954.133.152.998
618547;1;2;80;2;;;;2;;2;;2;;.;;;1;1;23;23;876.594.153.822.946
618548;1;1;80;1;3;3;;2;;2;;;;;4;2;1;1;23;23;948.306.382.767.263
618548;1;2;80;1;2;6;;2;;2;;;;;2;2;1;1;23;23;948.306.382.767.263
618548;1;4;80;2;;;;2;;2;;2;;.;;;1;1;23;23;948.306.382.767.263
618548;1;7;80;1;2;8;EMBARAZO;2;;2;;;;EMBARAZO;12;2;1;1;23;23;948.306.382.767.263
618549;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;23;23;134.887.876.417.867
618549;1;5;80;2;;;;2;;2;;2;;.;;;1;1;23;23;134.887.876.417.867
618550;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;23;23;109.325.085.280.729
618552;1;1;80;2;;;;2;;2;;1;2;;2;;1;1;23;23;157.995.631.967.159
618552;1;2;80;2;;;;2;;2;;2;;.;;;1;1;23;23;157.995.631.967.159
618554;2;3;80;2;;;;2;;2;;2;;.;;;1;1;23;23;170.974.894.498.084
618563;1;1;80;1;4;2;;2;;2;;;;;8;2;1;1;41;41;106.160.744.548.768
618564;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;41;41;110.917.590.885.453
618564;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;41;41;110.917.590.885.453
618565;1;1;80;1;4;3;;2;;2;;;;;8;2;1;1;41;41;131.910.330.539.851
618565;1;5;80;1;1;7;;2;;2;;;;;1;2;1;1;41;41;131.910.330.539.851
618565;1;6;80;2;;;;2;;2;;2;;.;;;1;1;41;41;131.910.330.539.851
618566;1;2;80;1;2;7;;2;;2;;;;;9;2;1;1;41;41;131.473.547.067.783
618567;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;41;41;88.984.089.710.683
618569;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;41;41;11.967.658.317.643
618569;1;2;80;1;3;3;;2;;2;;;;;4;2;1;1;41;41;11.967.658.317.643
618569;1;5;80;2;;;;2;;2;;2;;.;;;1;1;41;41;11.967.658.317.643
618569;1;6;80;2;;;;2;;2;;2;;.;;;1;1;41;41;11.967.658.317.643
618571;1;1;80;2;;;;2;;2;;2;;.;;;1;1;41;41;157.093.272.622.097
618573;1;3;80;2;;;;2;;2;;2;;.;;;1;1;41;41;123.354.919.975.137
618573;1;4;80;2;;;;2;;2;;2;;.;;;1;1;41;41;123.354.919.975.137
618576;1;4;80;1;4;6;;2;;2;;;;;11;2;1;1;41;41;12.636.067.629.209
618576;1;5;80;1;4;4;;2;;2;;;;;8;2;1;1;41;41;12.636.067.629.209
618578;1;2;80;2;;;;2;;2;;2;;.;;;1;1;47;47;243.788.892.075.507
618579;1;2;80;1;3;3;;2;;2;;;;;4;2;1;1;47;47;788.673.393.141.587
618579;1;3;80;2;;;;2;;2;;2;;.;;;1;1;47;47;788.673.393.141.587
618579;1;4;80;2;;;;2;;2;;2;;.;;;1;1;47;47;788.673.393.141.587
618579;1;5;80;2;;;;2;;2;;2;;.;;;1;1;47;47;788.673.393.141.587
618581;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;47;47;741.623.596.328.242
618581;1;3;80;1;2;5;;2;;2;;;;;6;2;1;1;47;47;741.623.596.328.242
618582;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;47;47;26.601.666.003.896
618583;1;2;80;1;2;6;;2;;2;;;;;1;2;1;1;47;47;243.788.892.075.507
618585;1;2;80;1;2;5;;2;;2;;;;;1;2;1;1;47;47;167.020.750.469.634
618585;1;3;80;2;;;;2;;2;;2;;.;;;1;1;47;47;167.020.750.469.634
618585;1;4;80;2;;;;2;;2;;2;;.;;;1;1;47;47;167.020.750.469.634
618587;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;47;47;952.051.389.601.242
618587;1;2;80;2;;;;2;;2;;1;4;;4;;1;1;47;47;952.051.389.601.242
618588;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;47;47;155.850.370.482.619
618590;1;2;80;2;;;;2;;2;;2;;.;;;1;1;47;47;11.333.481.930.773
618591;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;47;47;741.623.596.328.242
618591;1;2;80;2;;;;2;;2;;2;;.;;;1;1;47;47;741.623.596.328.242
618591;1;4;80;2;;;;2;;2;;2;;.;;;1;1;47;47;741.623.596.328.242
618591;1;6;80;2;;;;2;;2;;2;;.;;;1;1;47;47;741.623.596.328.242
618591;1;7;80;1;3;3;;2;;2;;;;;4;2;1;1;47;47;741.623.596.328.242
618592;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;47;47;96.070.078.890.202
618593;1;3;80;2;;;;2;;2;;2;;.;;;1;1;47;47;160.312.712.196.547
618594;1;2;80;2;;;;2;;2;;2;;.;;;1;1;47;47;248.251.233.789.435
618594;1;3;80;2;;;;2;;2;;2;;.;;;1;1;47;47;248.251.233.789.435
618595;1;2;80;1;2;2;;2;;2;;;;;9;2;1;1;47;47;133.622.602.519.166
618596;1;1;80;2;;;;1;4;2;;2;;.;;;1;1;47;47;96.070.078.890.202
618597;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;47;47;121.895.248.637.505
618598;1;1;80;2;;;;2;;2;;2;;.;;;1;1;47;47;185.130.515.279.508
618598;1;2;80;2;;;;2;;2;;2;;.;;;1;1;47;47;185.130.515.279.508
618598;1;3;80;2;;;;2;;2;;2;;.;;;1;1;47;47;185.130.515.279.508
618599;1;1;80;1;4;6;;2;;2;;;;;8;2;1;1;47;47;96.070.078.890.202
618600;1;7;80;2;;;;2;;2;;2;;.;;;1;1;47;47;14.093.336.417.355
618602;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;47;47;96.070.078.890.202
618606;1;3;80;1;2;1;;2;;2;;;;;2;2;1;1;47;47;155.635.480.920.032
618608;1;3;80;2;;;;2;;2;;2;;.;;;1;1;47;47;140.024.928.985.111
618611;1;1;80;1;2;3;;3;;2;;;;;8;2;1;1;50;50;152.139.149.295.479
618612;1;2;80;1;3;1;;2;;2;;;;;2;2;1;1;50;50;323.663.503.067.858
618613;1;1;80;1;2;4;;2;;2;;;;;10;2;1;1;50;50;19.818.115.096.846
618614;1;2;80;2;;;;2;;2;;2;;.;;;1;1;50;50;200.105.112.305.709
618616;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;50;50;128.831.038.162.467
618618;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;50;50;111.871.317.557.758
618618;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;50;50;111.871.317.557.758
618620;1;2;80;2;;;;2;;2;;1;4;;9;;1;1;50;50;111.871.317.557.758
618622;1;2;80;2;;;;2;;2;;2;;.;;;1;1;50;50;15.534.738.570.826
618623;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;50;50;15.622.504.089.105
618623;1;2;80;2;;;;2;;2;;2;;.;;;1;1;50;50;15.622.504.089.105
618624;1;4;80;1;1;7;;2;;2;;;;;2;2;1;1;50;50;389.999.848.395.545
618625;1;3;80;2;;;;2;;2;;2;;.;;;1;1;50;50;359.456.963.865.506
618625;1;4;80;1;1;3;;2;;2;;;;;4;2;1;1;50;50;359.456.963.865.506
618625;1;5;80;2;;;;2;;2;;2;;.;;;1;1;50;50;359.456.963.865.506
618626;1;2;80;2;;;;2;;2;;2;;.;;;1;1;50;50;335.140.597.430.269
618627;1;1;80;1;4;4;;3;;2;;;;;8;2;1;1;50;50;100.518.307.595.928
618627;1;2;80;2;;;;2;;2;;2;;.;;;1;1;50;50;100.518.307.595.928
618627;1;3;80;2;;;;2;;2;;2;;.;;;1;1;50;50;100.518.307.595.928
618628;1;4;80;1;4;3;;2;;2;;;;;4;2;1;1;50;50;131.392.713.463.122
618630;1;1;80;1;4;8;EL ESPOSO NO LE PERMITIO TRABAJAR;3;;2;;;;;9;2;1;1;50;50;117.478.028.200.637
618632;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;50;50;113.795.278.895.007
618633;1;2;80;1;1;5;;2;;2;;;;ACCIDENTE;12;2;1;1;50;50;316.034.331.379.944
618633;1;3;80;1;2;1;;2;;2;;;;;2;2;1;1;50;50;316.034.331.379.944
618635;1;1;80;1;3;3;;2;;2;;;;;8;2;1;1;50;50;257.662.076.324.934
618638;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;50;50;223.742.635.115.516
618638;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;50;50;223.742.635.115.516
618640;1;1;80;1;4;8;POR LA EDAD;2;;2;;;;POR  LA EDAD;12;2;1;1;50;50;152.139.149.295.479
618641;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;52;52;118.057.843.555.477
618642;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;141.681.318.222.024
618643;1;1;80;1;4;4;;3;;2;;;;;8;2;1;1;52;52;156.940.145.369.625
618643;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;156.940.145.369.625
618643;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;156.940.145.369.625
618646;1;1;80;1;4;4;;3;;2;;;;;8;2;1;1;52;52;252.641.577.216.109
618646;3;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;252.641.577.216.109
618647;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;52;52;141.681.318.222.024
618647;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;141.681.318.222.024
618648;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;52;52;136.839.240.004.026
618648;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;52;52;136.839.240.004.026
618648;1;5;80;2;;;;2;;2;;2;;.;;;1;1;52;52;136.839.240.004.026
618648;1;6;80;2;;;;2;;2;;2;;.;;;1;1;52;52;136.839.240.004.026
618649;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;118.057.843.555.477
618653;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;168.347.956.529.628
618656;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;199.945.023.258.917
618656;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;199.945.023.258.917
618657;1;2;80;1;2;1;;2;;2;;;;;2;2;1;1;52;52;190.265.269.691.008
618660;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;52;52;100.641.884.424.196
618662;1;2;80;1;4;3;;2;;2;;;;;8;2;1;1;52;52;95.989.350.223.964
618664;1;2;80;1;4;7;;2;;2;;;3;;8;1;1;1;52;52;166.748.756.863.307
618664;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;166.748.756.863.307
618667;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;52;52;178.353.631.672.981
618667;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;52;52;178.353.631.672.981
618667;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;178.353.631.672.981
618667;1;8;80;2;;;;2;;2;;2;;.;;;1;1;52;52;178.353.631.672.981
618668;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;167.810.168.692.057
618668;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;167.810.168.692.057
