DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P6016,P6020,P6030,P6030S1,P6030S3,P6050,P6060,P6060S1,P6070,P6081S1,P6081,P6082,P6083S1,P6083,P6084,P6085,P6071S1,P6071,P6085S1,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6992,P6992S1,P6160,P6170,P6175,P6180,P6180S1,P6180S2,P6190,P6190S1,P6200,P6200S1,P6210,P6210S1,P6220,P6177,P6177S1,P6040,DPTO,fex_c_2011
615286,1,2,54,10,2,2,1,3,1979,2,2,,2,,3,6,,2,3,1,1,1,1,2,1,24,,,,2,3,,1,2,,,,,,,,,4,7,,,,29,54,299.359.453.528.185
615286,1,3,54,10,2,1,1,11,1998,3,2,,,1,1,,2,1,,1,,,1,2,1,12,,,,2,3,,1,1,1,2,,,2,,2,,3,3,,,,9,54,299.359.453.528.185
615286,1,4,54,10,2,2,1,10,2001,3,2,,,1,1,,2,1,,1,,,1,2,1,12,,,,2,3,,1,1,2,2,,,2,,2,,3,0,,,,6,54,299.359.453.528.185
615286,1,5,54,10,2,2,1,8,2005,3,2,,,1,1,,2,1,,1,,,1,2,1,12,,,,2,3,,,,,,,,,,,,,,,,,2,54,299.359.453.528.185
615287,1,1,54,10,1,2,1,8,1984,1,2,,6,,2,2,,2,2,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,3,,23,54,286.040.376.380.776
615287,1,2,54,10,1,2,1,12,2004,3,2,,,,2,6,1,1,,1,,,1,1,,,3,,,2,,.,2,2,,,,,,,,,1,0,,1,,3,54,286.040.376.380.776
615287,1,3,54,10,1,1,1,12,2007,3,2,,,,2,6,1,1,,1,,,1,1,,,3,,,2,,.,,,,,,,,,,,,,,,,0,54,286.040.376.380.776
615288,1,1,54,10,1,2,1,3,1980,1,2,,2,,2,1,,2,1,1,,2,1,1,,,1,5,,2,,.,1,2,,,,,,,,,3,5,,,,27,54,283.880.286.917.272
615288,1,2,54,10,1,2,1,7,1999,3,2,,,,2,2,1,1,,1,,,1,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,3,2,,,,8,54,283.880.286.917.272
615288,1,3,54,10,1,1,1,3,2002,3,2,,,,2,2,1,1,,1,,,1,1,,,1,5,,2,,.,2,1,1,2,,,2,,2,,3,0,,,,6,54,283.880.286.917.272
615289,1,1,54,10,1,1,1,9,1964,1,2,,3,,2,6,,3,6,1,1,1,1,1,,,3,,,2,,.,2,2,,,,,,,,,3,2,,,,43,54,225.362.575.634.402
615289,1,2,54,10,2,2,1,4,1960,2,2,,3,,3,1,,3,1,1,1,1,1,1,,,3,,,2,,.,2,2,,,,,,,,,1,0,,,,47,54,225.362.575.634.402
615289,1,3,54,10,3,2,1,9,1991,3,2,,6,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,4,7,,,,16,54,225.362.575.634.402
615290,1,1,54,10,1,1,1,9,1957,1,2,,2,,2,3,,2,3,1,2,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,4,7,,,,50,54,36.117.135.129.185
615290,1,2,54,10,2,2,1,9,1977,2,2,,2,,3,2,,2,1,1,1,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,4,,,,30,54,36.117.135.129.185
615290,1,3,54,10,3,1,1,5,1995,3,2,,6,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,4,0,,,,12,54,36.117.135.129.185
615290,1,4,54,10,2,1,1,5,1999,3,2,,,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,3,4,,,,8,54,36.117.135.129.185
615291,1,1,54,10,1,1,1,10,1975,1,2,,2,,3,6,,2,2,1,2,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,3,,,,32,54,354.316.819.239.208
615291,1,2,54,10,2,2,1,9,1987,2,2,,2,,3,6,,2,1,1,1,1,1,2,2,,,,,2,1,,2,2,,,,,,,,,1,0,,3,,20,54,354.316.819.239.208
615291,1,3,54,10,2,2,1,6,2001,3,2,,,,2,2,2,1,,1,,,1,1,,,3,,,2,,.,2,1,2,2,,,2,,2,,3,0,,,,6,54,354.316.819.239.208
615291,1,4,54,10,2,1,1,3,2002,3,2,,,1,1,,,2,3,1,,,1,1,,,3,,,2,,.,2,1,1,2,,,2,,2,,3,0,,,,6,54,354.316.819.239.208
615291,1,5,54,10,2,1,1,8,2004,3,2,,,1,1,,2,1,,2,,,,2,2,,,,,1,1,,2,2,,,,,,,,,1,0,,1,,3,54,354.316.819.239.208
615291,1,6,54,10,2,2,1,12,2007,3,2,,,1,1,,2,1,,2,,,,2,2,,,,,2,1,,,,,,,,,,,,,,,,,0,54,354.316.819.239.208
615292,1,1,54,10,1,2,1,10,1945,1,2,,4,,3,2,,3,2,2,,,,1,,,1,5,,1,,.,1,2,,,,,,,,,3,5,,,,62,54,1.710.627.350.896
615292,1,2,54,10,2,2,1,3,1975,3,2,,6,,2,2,1,1,,2,,,,1,,,1,1,57700,2,,.,1,2,,,,,,,,,6,5,4,,,33,54,1.710.627.350.896
615292,1,3,54,10,3,2,1,3,1977,3,2,,6,,2,2,1,1,,2,,,,1,,,1,1,18460,2,,.,1,2,,,,,,,,,6,5,4,,,30,54,1.710.627.350.896
615292,1,4,54,10,4,2,1,3,1977,3,2,,6,,2,2,1,1,,2,,,,1,,,1,1,57700,2,,.,1,2,,,,,,,,,6,5,4,,,30,54,1.710.627.350.896
615292,1,5,54,10,1,1,1,3,2004,4,2,,,,2,4,4,1,,2,,,,1,,,1,5,,2,,.,2,1,2,2,,,2,,2,,2,0,,,,3,54,1.710.627.350.896
615293,1,1,54,10,1,1,1,3,1963,1,2,,3,,2,2,,2,2,1,2,1,2,1,,,1,5,,2,,.,1,2,,,,,,,,,4,9,,,,44,54,248.928.495.074.519
615293,1,2,54,10,2,2,1,4,1969,2,2,,3,,2,2,,2,2,1,1,1,2,1,,,1,1,18460,2,,.,1,2,,,,,,,,,5,11,2,,,38,54,248.928.495.074.519
615293,1,3,54,10,3,2,1,3,1994,3,2,,6,1,1,,2,1,,1,,,2,1,,,1,5,,2,,.,1,1,2,2,,,1,400000,2,,4,8,,,,13,54,248.928.495.074.519
615293,1,4,54,10,4,1,1,1,1965,5,2,,6,,2,2,,2,2,2,,,,2,2,,,,,2,1,,1,2,,,,,,,,,3,5,,,,43,54,248.928.495.074.519
615294,1,1,54,10,1,2,1,2,1975,1,2,,4,,2,1,,2,2,1,,,1,1,,,3,,,2,,.,2,2,,,,,,,,,1,0,,,,33,54,436.041.100.204.509
615294,1,2,54,10,2,1,1,7,1992,3,2,,6,,2,2,1,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,4,7,,10,,15,54,436.041.100.204.509
615294,1,3,54,10,3,1,1,4,1994,3,2,,6,,2,2,1,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,4,6,,10,,13,54,436.041.100.204.509
615294,1,4,54,10,1,1,1,7,1997,3,2,,6,,2,2,1,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,3,3,,,,10,54,436.041.100.204.509
615294,1,5,54,10,1,1,1,8,2001,3,2,,,,2,2,1,1,,1,,,1,1,,,3,,,2,,.,2,1,1,2,,,2,,2,,3,0,,,,6,54,436.041.100.204.509
615295,1,1,54,10,1,2,1,7,1935,1,2,,5,,3,1,,3,1,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,1,0,,,,72,54,236.376.938.429.465
615295,1,2,54,10,2,1,1,1,1957,3,2,,6,,3,1,1,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,,,51,54,236.376.938.429.465
615295,2,1,54,10,1,1,1,4,1962,1,2,,2,,3,6,,2,6,1,2,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,45,54,236.376.938.429.465
615295,2,2,54,10,2,2,1,4,1977,2,2,,2,,3,2,,2,2,1,1,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,,,30,54,236.376.938.429.465
615295,2,3,54,10,3,2,1,3,1997,3,2,,6,,2,2,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,4,0,,,,10,54,236.376.938.429.465
615296,1,1,54,10,1,2,1,9,1915,1,2,,5,,3,1,,3,1,1,,,3,2,2,,,,,2,1,,1,2,,,,,,,,,3,2,,,,92,54,211.159.224.130.886
615296,1,2,54,10,2,2,1,11,1957,3,2,,4,,3,1,1,1,,1,,,3,2,2,,,,,2,1,,1,2,,,,,,,,,3,3,,,,50,54,211.159.224.130.886
615296,2,1,54,10,1,2,1,3,1967,1,2,,4,,2,2,,2,6,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,5,10,1,,,40,54,211.159.224.130.886
615296,2,2,54,10,2,1,1,10,1989,3,2,,6,,2,3,1,1,,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,3,,18,54,211.159.224.130.886
615296,2,3,54,10,3,2,1,9,1991,3,2,,6,,2,3,1,1,,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,3,,16,54,211.159.224.130.886
615296,3,1,54,10,1,1,1,3,1961,1,2,,2,,3,6,,2,1,1,2,1,2,2,1,24,,,,1,1,,1,2,,,,,,,,,4,7,,,,46,54,211.159.224.130.886
615296,3,2,54,10,2,2,1,6,1972,2,2,,2,,2,6,,2,6,1,1,1,2,2,2,,,,,2,1,,1,2,,,,,,,,,4,7,,,,35,54,211.159.224.130.886
615296,3,3,54,10,3,1,1,12,1990,3,2,,6,1,1,,2,1,,1,,,2,2,2,,,,,2,1,,1,1,1,2,,,2,,2,,4,9,,,,17,54,211.159.224.130.886
615296,3,4,54,10,4,2,1,11,1994,3,2,,6,1,1,,2,1,,1,,,2,2,2,,,,,2,1,,1,1,1,2,,,2,,2,,4,7,,,,13,54,211.159.224.130.886
615296,3,5,54,10,5,1,1,12,1996,3,2,,6,1,1,,2,1,,1,,,2,2,2,,,,,2,1,,1,1,1,2,,,2,,2,,4,0,,,,11,54,211.159.224.130.886
615297,1,1,54,10,1,2,1,5,1950,1,2,,4,,3,6,,3,6,1,,,1,1,,,3,,,2,,.,2,2,,,,,,,,,3,1,,,,57,54,223.057.861.282.056
615297,1,2,54,10,2,1,1,10,1981,3,2,,6,,2,1,1,1,,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,26,54,223.057.861.282.056
615297,1,3,54,10,3,2,1,1,1987,3,2,,6,,2,2,1,1,,2,,,,1,,,1,1,40000,2,,.,1,2,,,,,,,,,5,11,2,3,,21,54,223.057.861.282.056
615298,1,1,54,10,1,1,1,9,1956,1,2,,3,,2,1,,2,1,1,2,1,2,1,,,3,,,2,,.,1,2,,,,,,,,,3,2,,,,51,54,262.735.682.939.074
615298,1,2,54,10,2,2,1,5,1961,2,2,,3,,3,1,,3,1,1,1,1,2,1,,,3,,,2,,.,1,2,,,,,,,,,3,3,,,,46,54,262.735.682.939.074
615299,1,1,54,10,1,2,1,5,1941,1,2,,5,,3,1,,3,1,1,,,2,1,,,3,,,2,,.,2,2,,,,,,,,,3,1,,,,66,54,276.033.669.500.955
615299,1,2,54,10,2,1,1,8,1974,3,2,,3,,3,1,1,1,,1,3,1,1,1,,,3,,,1,,.,1,2,,,,,,,,,3,5,,,,33,54,276.033.669.500.955
615299,1,3,54,10,3,2,1,7,1983,5,2,,3,,2,2,,2,2,1,2,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,2,,24,54,276.033.669.500.955
615299,1,4,54,10,3,1,1,10,2002,4,2,,,2,1,,3,1,,1,,,1,1,,,3,,,2,,.,2,1,2,2,,,1,16000,2,,2,0,,,,5,54,276.033.669.500.955
615299,1,5,54,10,3,2,1,3,2007,4,2,,,2,1,,3,1,,1,,,1,1,,,3,,,2,,.,,,,,,,,,,,,,,,,1,54,276.033.669.500.955
615299,1,6,54,10,6,2,1,5,1995,4,2,,6,,3,1,,2,1,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,1,19000,2,,4,6,,,,12,54,276.033.669.500.955
615299,1,7,54,10,7,1,1,6,1991,4,2,,6,,3,6,,2,1,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,4,8,,,,16,54,276.033.669.500.955
615300,1,1,54,10,1,1,1,4,1966,1,2,,3,,2,2,,3,2,2,2,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,5,11,2,,,41,54,376.650.517.902.764
615300,1,2,54,10,2,2,1,6,1969,2,2,,3,,2,2,,2,2,2,1,1,,1,,,2,1,57750,2,,.,1,2,,,,,,,,,6,6,4,,,38,54,376.650.517.902.764
615300,1,3,54,10,3,1,1,12,1992,3,2,,6,1,1,,2,1,,2,,,,1,,,2,5,,2,,.,1,1,1,2,,,2,,2,,5,10,1,,,15,54,376.650.517.902.764
615300,1,4,54,10,4,2,1,4,2001,3,2,,,1,1,,2,1,,2,,,,1,,,2,5,,2,,.,2,1,1,2,,,2,,2,,3,0,,,,6,54,376.650.517.902.764
615300,1,5,54,10,2,1,1,9,2003,3,2,,,1,1,,2,1,,2,,,,1,,,2,5,,2,,.,2,2,,,,,,,,,1,0,,1,,4,54,376.650.517.902.764
615300,1,6,54,10,6,1,1,3,1966,5,2,,6,,2,2,,2,2,1,,,1,2,2,,,,,2,1,,1,2,,,,,,,,,3,5,,,,41,54,376.650.517.902.764
615301,1,1,54,10,1,2,1,1,1937,1,2,,5,,3,2,,3,2,1,,,2,1,,,3,,,1,,.,1,2,,,,,,,,,3,3,,,,71,54,236.865.049.146.611
615303,1,1,54,10,1,1,1,11,1962,1,2,,3,,2,2,,3,2,2,2,1,,1,,,1,3,120000,2,,.,1,2,,,,,,,,,6,10,4,,,45,54,450.725.151.268.803
615303,1,2,54,10,2,2,1,7,1963,2,2,,3,,3,2,,2,2,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,6,5,4,,,44,54,450.725.151.268.803
615303,1,3,54,10,3,2,1,9,1992,3,2,,6,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,4,9,,,,15,54,450.725.151.268.803
615304,1,1,54,10,1,1,1,3,1969,1,2,,2,,2,1,,3,2,1,2,1,1,2,1,120,,,,2,1,,1,2,,,,,,,,,3,3,,,,39,54,352.335.261.747.084
615304,1,2,54,10,2,2,1,12,1972,2,2,,2,,2,2,,2,2,1,1,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,4,,,,35,54,352.335.261.747.084
615304,1,3,54,10,3,2,1,8,1997,3,2,,6,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,4,0,,,,10,54,352.335.261.747.084
615304,1,4,54,10,2,1,1,12,2000,3,2,,,1,1,,2,1,,1,,,1,2,2,,,,,2,6,,1,1,1,2,,,2,,2,,3,3,,,,7,54,352.335.261.747.084
615304,1,5,54,10,5,1,1,5,1988,3,2,,2,1,1,,2,1,,1,6,1,1,1,,,3,,,1,,.,1,2,,,,,,,,,4,6,,10,,19,54,352.335.261.747.084
615304,1,6,54,10,6,2,1,12,1987,5,2,,2,,2,2,,3,6,1,5,1,1,2,1,36,,,,1,1,,1,2,,,,,,,,,3,5,,3,,20,54,352.335.261.747.084
615304,1,7,54,10,2,2,1,10,2004,4,2,,,5,1,,6,1,,1,,,1,2,2,,,,,2,6,,2,2,,,,,,,,,1,0,,3,,3,54,352.335.261.747.084
615304,1,8,54,10,2,1,1,1,2006,4,2,,,5,1,,6,1,,1,,,1,2,2,,,,,1,6,,,,,,,,,,,,,,,,,2,54,352.335.261.747.084
615304,1,9,54,10,2,2,1,12,2007,4,2,,,5,1,,6,1,,2,,,,2,2,,,,,1,1,,,,,,,,,,,,,,,,,0,54,352.335.261.747.084
615305,1,1,54,10,1,2,1,8,1956,1,2,,5,,3,6,,2,6,1,,,2,1,,,1,2,150000,2,,.,1,2,,,,,,,,,3,2,,,,51,54,201.796.656.194.284
615305,1,2,54,10,2,2,1,8,1987,4,2,,6,,2,1,,2,2,1,,,2,1,,,3,,,2,,.,1,1,2,2,,,1,720000,2,,6,1,4,,,20,54,201.796.656.194.284
615306,1,1,54,10,1,1,1,8,1942,1,2,,3,,3,6,,3,2,2,2,1,,1,,,1,2,160000,2,,.,1,2,,,,,,,,,5,11,2,,,65,54,153.286.628.146.924
615306,1,2,54,10,1,2,1,7,1942,2,2,,3,,3,1,,3,1,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,3,5,,,,65,54,153.286.628.146.924
615306,1,3,54,10,3,2,1,3,1970,6,2,,6,,3,1,,2,1,1,,,1,2,2,,,,,2,1,,1,2,,,,,,,,,3,1,,,,38,54,153.286.628.146.924
615306,1,4,54,10,4,2,1,1,1995,6,2,,6,,2,4,3,1,,1,,,1,2,2,,,,,2,1,,1,1,1,2,,,2,,2,,4,7,,,,13,54,153.286.628.146.924
615306,1,5,54,10,5,2,1,6,1984,7,2,,6,,2,5,,2,4,1,,,2,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,6,5,2,,,23,54,153.286.628.146.924
615306,1,6,54,10,6,2,1,3,1984,7,2,,6,,2,1,,2,2,2,,,,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,6,2,2,,,24,54,153.286.628.146.924
615308,1,1,54,10,1,2,1,11,1960,1,2,,4,,2,2,,2,2,2,,,,1,,,1,1,82000,2,,.,1,2,,,,,,,,,5,11,2,,,47,54,363.491.202.480.419
615308,1,2,54,10,2,1,1,10,1984,3,2,,6,,2,5,1,1,,2,,,,1,,,1,2,99,2,,.,1,2,,,,,,,,,6,5,4,2,,23,54,363.491.202.480.419
615308,1,3,54,10,3,1,1,12,1991,3,2,,6,,2,5,1,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,4,9,,,,16,54,363.491.202.480.419
615311,1,1,54,10,1,1,1,4,1938,1,2,,2,,3,1,,3,2,2,2,1,,2,1,60,,,,2,1,,1,2,,,,,,,,,4,8,,,,69,54,578.563.235.302.694
615311,1,2,54,10,2,2,1,5,1956,2,2,,2,,3,2,,3,1,1,1,1,1,2,2,,,,,2,1,,1,2,,,,,,,,,3,2,,,,51,54,578.563.235.302.694
615312,1,1,54,10,1,2,1,12,1959,1,2,,3,,2,6,,3,2,2,,2,,1,,,1,5,,2,,.,1,2,,,,,,,,,6,5,4,,,48,54,319.917.490.147.524
615312,1,2,54,10,2,2,1,3,1992,3,2,,6,,2,4,1,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,4,9,,,,16,54,319.917.490.147.524
615312,1,3,54,10,1,2,1,10,1918,5,2,,5,,3,2,,3,2,2,,,,1,,,1,2,99,2,,.,1,2,,,,,,,,,3,5,,,,89,54,319.917.490.147.524
615313,1,1,54,10,1,2,1,1,1927,1,2,,5,,3,5,,3,2,2,,,,1,,,1,2,99,2,,.,1,2,,,,,,,,,4,9,,,,81,54,358.119.721.396.059
615313,1,2,54,10,2,2,1,9,1952,3,2,,4,,3,5,1,1,,2,,,,1,,,1,1,250000,2,,.,1,2,,,,,,,,,6,7,5,,,55,54,358.119.721.396.059
615313,1,3,54,10,3,1,1,4,1956,3,2,,3,,3,5,1,1,,2,,2,,1,,,1,3,57700,2,,.,1,2,,,,,,,,,6,4,2,,,51,54,358.119.721.396.059
615313,1,4,54,10,4,2,1,7,1975,6,2,,6,,2,1,,2,1,2,,,,1,,,1,4,,2,,.,1,1,1,2,,,2,,2,,5,10,1,,,32,54,358.119.721.396.059
615314,1,1,54,10,1,1,1,4,1956,1,2,,3,,3,2,,3,2,2,2,1,,1,,,1,3,5000000,2,,.,1,2,,,,,,,,,6,11,5,,,51,54,572.603.204.758.383
615314,1,2,54,10,2,2,1,3,1962,2,2,,3,,3,5,,2,4,2,1,1,,1,,,1,1,99,2,,.,1,2,,,,,,,,,6,7,5,,,46,54,572.603.204.758.383
615314,1,3,54,10,3,1,1,12,1982,3,2,,6,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,6,5,2,,,25,54,572.603.204.758.383
615316,1,1,54,10,1,1,1,7,1948,1,2,,2,,3,3,,2,2,2,2,1,,1,,,1,2,112000,2,,.,1,2,,,,,,,,,6,7,3,,,59,54,376.286.783.288.752
615316,1,2,54,10,2,2,1,6,1964,2,2,,2,,3,3,,2,3,2,1,1,,2,1,60,,,,2,5,,1,2,,,,,,,,,6,3,3,,,43,54,376.286.783.288.752
615316,1,3,54,10,2,1,1,5,2000,3,2,,,,2,5,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,3,2,,,,7,54,376.286.783.288.752
615318,1,1,54,10,2,1,1,5,1969,1,2,,2,,2,6,,2,2,2,2,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,4,7,,,,38,54,262.735.682.939.074
615318,1,2,54,10,2,2,1,12,1968,2,2,,2,,3,1,,2,1,2,1,1,,1,,,1,3,57700,2,,.,1,2,,,,,,,,,4,6,,,,39,54,262.735.682.939.074
615319,1,1,54,10,1,1,1,10,1944,1,2,,3,,3,1,,3,1,1,2,1,1,2,2,,,,,2,1,,1,2,,,,,,,,,3,1,,,,63,54,34.237.402.697.982
615319,1,2,54,10,2,2,1,3,1948,2,2,,3,,3,1,,3,1,1,1,1,1,2,2,,,,,2,1,,1,2,,,,,,,,,3,5,,,,60,54,34.237.402.697.982
615319,1,3,54,10,3,1,1,11,1982,3,2,,6,1,1,,2,1,,2,,,,2,2,,,,,2,1,,1,2,,,,,,,,,3,4,,,,25,54,34.237.402.697.982
615319,1,4,54,10,4,1,1,9,1987,3,2,,6,1,1,,2,1,,1,,,1,2,2,,,,,2,1,,1,2,,,,,,,,,5,11,2,3,,20,54,34.237.402.697.982
615319,2,1,54,10,1,1,1,9,1981,1,2,,1,,2,2,,2,2,1,2,1,1,2,1,5,,,,2,1,,1,2,,,,,,,,,5,11,2,,,26,54,34.237.402.697.982
615319,2,2,54,10,2,2,1,1,1993,2,2,,1,,2,1,,2,1,1,1,1,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,4,6,,,,15,54,34.237.402.697.982
615320,1,1,54,10,1,1,1,1,1964,1,2,,3,,3,1,,3,1,1,2,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,2,,,,44,54,308.552.607.015.712
615320,1,2,54,10,2,2,1,4,1969,2,2,,3,,3,1,,2,1,1,1,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,38,54,308.552.607.015.712
615320,1,3,54,10,3,1,1,11,1990,3,2,,6,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,3,,17,54,308.552.607.015.712
615320,1,4,54,10,2,2,1,4,2006,3,2,,,1,1,,2,1,,2,,,,2,2,,,,,2,1,,,,,,,,,,,,,,,,,1,54,308.552.607.015.712
615320,1,5,54,10,5,1,1,11,1986,3,2,,1,1,1,,2,1,,1,6,1,2,2,2,,,,,2,1,,1,2,,,,,,,,,5,11,2,3,,21,54,308.552.607.015.712
615320,1,6,54,10,6,2,1,6,1986,5,2,,1,,2,2,,2,3,2,5,1,,2,2,,,,,2,1,,1,2,,,,,,,,,6,1,2,14,,21,54,308.552.607.015.712
615321,1,1,54,10,1,1,1,3,1960,1,2,,3,,3,1,,2,1,1,2,1,2,1,,,1,1,18500,2,,.,1,2,,,,,,,,,4,8,,,,47,54,300.287.322.215.127
615321,1,2,54,10,2,2,1,6,1964,2,2,,3,,2,2,,2,1,1,1,1,2,1,,,1,5,,2,,.,1,2,,,,,,,,,3,5,,,,43,54,300.287.322.215.127
615321,1,3,54,10,3,1,1,12,1983,3,2,,6,1,1,,2,1,,1,,,1,1,,,1,1,18500,2,,.,1,2,,,,,,,,,5,11,2,9,,24,54,300.287.322.215.127
615321,1,4,54,10,3,2,1,8,1999,3,2,,,1,1,,2,1,,1,,,1,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,3,2,,,,8,54,300.287.322.215.127
615322,1,1,54,10,2,1,1,11,1957,1,2,,2,,3,6,,2,1,1,2,1,2,1,,,3,,,2,,.,1,2,,,,,,,,,3,4,,,,50,54,286.425.136.682.505
615322,1,2,54,10,2,2,1,3,1959,2,2,,2,,3,2,,2,1,1,1,1,2,1,,,3,,,2,,.,1,2,,,,,,,,,4,7,,,,48,54,286.425.136.682.505
615322,1,3,54,10,3,1,1,3,1993,3,2,,6,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,4,7,,,,14,54,286.425.136.682.505
615322,1,4,54,10,4,2,1,3,1994,3,2,,6,1,1,,2,1,,1,,,2,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,4,7,,,,14,54,286.425.136.682.505
615322,1,5,54,10,5,2,1,11,1985,3,2,,4,1,1,,2,1,,1,,,1,1,,,1,1,18000,2,,.,1,2,,,,,,,,,4,7,,5,,22,54,286.425.136.682.505
615322,1,6,54,10,5,1,1,11,2004,4,2,,,,2,2,5,1,,1,,,1,1,,,1,5,,2,,.,2,2,,,,,,,,,1,0,,1,,3,54,286.425.136.682.505
615323,1,1,54,10,1,2,1,5,1940,1,2,,5,,3,1,,3,1,1,,,1,1,,,3,,,2,,.,2,2,,,,,,,,,1,0,,,,67,54,273.695.048.066.071
615323,1,2,54,10,2,2,1,5,1969,3,2,,4,,3,1,1,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,4,,,,38,54,273.695.048.066.071
615323,1,3,54,10,1,1,1,6,2002,4,2,,,,2,3,2,1,,1,,,1,1,,,3,,,2,,.,2,1,1,2,,,2,,2,,2,1,,,,5,54,273.695.048.066.071
615323,1,4,54,10,4,1,1,9,1975,3,2,,4,,3,1,1,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,32,54,273.695.048.066.071
615324,1,1,54,10,1,2,1,1,1948,1,2,,5,,3,1,,3,1,1,,,1,1,,,1,5,,2,,.,1,2,,,,,,,,,3,5,,,,60,54,169.717.476.649.324
615324,1,2,54,10,2,2,1,10,1979,3,2,,6,,3,1,1,1,,1,,,1,1,,,1,1,18500,2,,.,1,2,,,,,,,,,5,11,2,,,28,54,169.717.476.649.324
615324,1,3,54,10,3,2,1,5,1984,3,2,,6,,3,1,1,1,,1,,,1,1,,,3,,,2,,.,1,1,2,2,,,2,,2,,6,1,2,,,23,54,169.717.476.649.324
615324,1,4,54,10,4,2,1,1,1988,3,2,,6,,3,1,1,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,3,,20,54,169.717.476.649.324
615324,1,5,54,10,5,1,1,6,1974,3,2,,4,,3,2,1,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,4,9,,,,33,54,169.717.476.649.324
615324,1,6,54,10,6,1,1,2,1975,3,2,,4,,3,2,1,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,,,33,54,169.717.476.649.324
615325,1,1,54,10,1,1,1,10,1977,1,2,,2,,2,2,,2,2,2,2,1,,1,,,1,3,57700,2,,.,1,2,,,,,,,,,4,8,,,,30,54,264.895.772.402.578
615325,1,2,54,10,2,2,1,7,1984,2,2,,2,,2,3,,2,3,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,5,11,2,1,,23,54,264.895.772.402.578
615326,1,1,54,10,3,2,1,8,1945,1,2,,5,,3,1,,3,6,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,4,,,,62,54,167.296.161.187.404
615326,1,2,54,10,2,2,1,3,1987,3,2,,6,,3,6,1,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,3,,21,54,167.296.161.187.404
