DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
613498;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;328.653.032.012.366
613498;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;328.653.032.012.366
613498;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;328.653.032.012.366
613498;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;328.653.032.012.366
613498;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;328.653.032.012.366
613499;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;24.234.711.546.236
613499;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;24.234.711.546.236
613499;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;24.234.711.546.236
613500;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;223.425.439.416.394
613500;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;223.425.439.416.394
613500;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;223.425.439.416.394
613500;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;223.425.439.416.394
613501;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;240.885.588.754.292
613501;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;240.885.588.754.292
613502;1;1;95;1;;1;2;;;700000;2;2;;;;;;;;;;;;;1;;;11;11;265.964.330.053.078
613502;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;265.964.330.053.078
613502;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;265.964.330.053.078
613502;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;265.964.330.053.078
613502;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;265.964.330.053.078
613503;1;1;95;1;;2;1;;461000;;2;2;;;;;;;;;;;;;1;;;11;11;210.560.492.402.431
613503;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;210.560.492.402.431
613504;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;27.729.358.017.733
613504;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;27.729.358.017.733
613504;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;27.729.358.017.733
613504;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;27.729.358.017.733
613505;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;303.461.122.850.491
613505;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;303.461.122.850.491
613506;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;267.251.092.902.942
613506;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;267.251.092.902.942
613506;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;267.251.092.902.942
613507;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;287.979.285.403.254
613508;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;286.670.267.436.635
613508;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;286.670.267.436.635
613509;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;263.075.307.962.672
613513;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;28.122.595.090.807
613513;1;2;95;1;;1;2;;;350000;2;2;;;;;;;;;;;;;1;;;11;11;28.122.595.090.807
613514;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;319.765.908.463.183
613514;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;319.765.908.463.183
613516;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;314.479.067.031.784
613516;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;314.479.067.031.784
613516;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;314.479.067.031.784
613516;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;314.479.067.031.784
613517;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;25.903.623.169.969
613517;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;25.903.623.169.969
613517;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;25.903.623.169.969
613518;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;248.790.167.618.668
613518;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;248.790.167.618.668
613518;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;248.790.167.618.668
613519;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;242.561.071.734.802
613519;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;242.561.071.734.802
613519;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;242.561.071.734.802
613519;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;242.561.071.734.802
613519;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;242.561.071.734.802
613520;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;285.302.101.021.938
613521;1;1;95;1;;2;1;;357000;;2;2;;;;;;;;;;;;;1;;;11;11;288.839.842.626.814
613521;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;288.839.842.626.814
613521;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;288.839.842.626.814
613521;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;288.839.842.626.814
613522;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;304.587.159.151.424
613522;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;304.587.159.151.424
613523;1;1;95;1;;1;2;;;350000;2;2;;;;;;;;;;;;;1;;;11;11;192.831.135.548.122
613523;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;192.831.135.548.122
613525;1;1;95;2;;;;;;;;1;2;;2;;;;;;300000;2;1;2;1;;2;11;11;28.584.731.927.118
613525;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;28.584.731.927.118
613525;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;28.584.731.927.118
613528;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;22.724.960.863.976
613528;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;22.724.960.863.976
613529;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;263.686.747.779.035
613529;1;2;95;2;;;;;;;;1;2;;2;;;;;;6000000;2;1;2;1;;2;11;11;263.686.747.779.035
613529;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;263.686.747.779.035
613530;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;283.071.808.240.776
613530;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;283.071.808.240.776
613530;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;283.071.808.240.776
613531;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;203.677.846.783.083
613532;1;1;95;1;;1;2;;;620000;2;2;;;;;;;;;;;;;1;;;11;11;22.198.711.032.561
613532;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;22.198.711.032.561
613532;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;22.198.711.032.561
613535;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;311.194.880.608.295
613535;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;311.194.880.608.295
613537;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;232.693.925.168.325
613537;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;232.693.925.168.325
613538;1;1;95;1;;2;1;;480000;;2;2;;;;;;;;;;;;;1;;;11;11;169.449.097.148.084
613538;1;2;95;1;;1;1;;480000;300000;2;2;;;;;;;;;;;;;1;;;11;11;169.449.097.148.084
613538;1;3;95;1;;1;2;;;190000;2;2;;;;;;;;;;;;;1;;;11;11;169.449.097.148.084
613538;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;169.449.097.148.084
613539;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;235.464.469.843.012
613539;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;235.464.469.843.012
613540;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;321.036.611.439.114
613540;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;321.036.611.439.114
613540;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;321.036.611.439.114
613541;1;1;95;1;;1;2;;;350000;2;2;;;;;;;;;;;;;1;;;11;11;24.234.711.546.236
613541;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;24.234.711.546.236
613541;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;24.234.711.546.236
613542;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;270.540.245.682.147
613542;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;270.540.245.682.147
613542;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;270.540.245.682.147
613542;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;270.540.245.682.147
613542;2;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;270.540.245.682.147
613543;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;274.518.069.146.927
613543;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;274.518.069.146.927
613543;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;274.518.069.146.927
613543;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;274.518.069.146.927
613544;1;1;95;1;;1;1;;500000;1000000;2;2;;;;;;;;;;;;;1;;;11;11;216.542.793.797.046
613544;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;216.542.793.797.046
613544;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;216.542.793.797.046
613545;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;222.212.820.353.119
613545;1;2;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;1;400000;1;11;11;222.212.820.353.119
613546;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;267.589.970.793.539
613546;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;267.589.970.793.539
613547;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;305.977.990.740.957
613548;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;28.971.422.505.261
613548;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;28.971.422.505.261
613548;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;28.971.422.505.261
613549;1;1;95;2;;;;;;;;1;1;;2;;;;;72000;;2;2;2;1;;2;11;11;278.360.663.250.067
613549;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;278.360.663.250.067
613549;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;278.360.663.250.067
613549;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;278.360.663.250.067
613549;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;278.360.663.250.067
613549;3;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;278.360.663.250.067
613550;1;1;95;1;;2;1;;403000;;2;2;;;;;;;;;;;;;1;;;11;11;250.180.999.208.201
613550;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;250.180.999.208.201
613551;1;1;95;1;;1;1;;900000;300000;2;2;;;;;;;;;;;;;1;;;11;11;360.733.094.915.025
613551;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;360.733.094.915.025
613551;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;360.733.094.915.025
613551;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;360.733.094.915.025
613551;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;360.733.094.915.025
613552;1;1;95;2;;;;;;;;1;2;;2;;;;;;400000;2;1;2;1;;2;11;11;270.813.872.150.249
613553;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;336.420.221.792.285
613553;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;336.420.221.792.285
613553;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;336.420.221.792.285
613553;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;336.420.221.792.285
613553;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;336.420.221.792.285
613553;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;336.420.221.792.285
613553;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;336.420.221.792.285
613553;1;8;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;336.420.221.792.285
613554;1;1;95;2;;;;;;;;1;2;;2;;;;;;12000000;2;1;2;1;;2;11;11;294.861.931.022.601
613554;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;294.861.931.022.601
613555;1;1;95;1;;1;2;;;500000;2;2;;;;;;;;;;;;;1;;;11;11;288.154.049.261.458
613555;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;288.154.049.261.458
613555;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;288.154.049.261.458
613555;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;288.154.049.261.458
613556;1;1;95;2;;;;;;;;1;2;;2;;;;;;24000000;2;1;2;1;;2;11;11;249.439.327.848.141
613557;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;25.094.630.729.025
613557;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;25.094.630.729.025
613557;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;25.094.630.729.025
613559;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;289.134.472.524.079
613559;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;289.134.472.524.079
613559;1;3;95;2;;;;;;;;1;2;;2;1000000;;;;;;2;2;1;1;;2;11;11;289.134.472.524.079
613559;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;289.134.472.524.079
613559;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;289.134.472.524.079
613560;1;1;95;1;;1;2;;;50000;2;2;;;;;;;;;;;;;1;;;11;11;263.075.307.962.672
613561;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;287.979.285.403.254
613562;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;327.056.082.324.454
613562;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;327.056.082.324.454
613562;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;327.056.082.324.454
613563;1;1;95;1;;1;1;;480000;250000;2;2;;;;;;;;;;;;;1;;;11;11;259.635.469.363.942
613563;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;259.635.469.363.942
613563;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;259.635.469.363.942
613564;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;23.684.651.249.131
613564;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;23.684.651.249.131
613564;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;23.684.651.249.131
613564;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;23.684.651.249.131
613565;1;1;95;1;;1;1;;900000;600000;2;2;;;;;;;;;;;;;1;;;11;11;190.200.487.265.681
613565;1;2;95;1;;2;1;;461000;;2;2;;;;;;;;;;;;;1;;;11;11;190.200.487.265.681
613566;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;208.966.511.136.408
613566;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;208.966.511.136.408
613566;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;208.966.511.136.408
613566;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;208.966.511.136.408
613566;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;208.966.511.136.408
613567;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;25.903.623.169.969
613567;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;25.903.623.169.969
613567;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;25.903.623.169.969
613568;1;1;95;1;;1;1;;900000;550000;2;2;;;;;;;;;;;;;1;;;11;11;128.096.331.171.662
613568;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;128.096.331.171.662
613568;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;128.096.331.171.662
613568;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;128.096.331.171.662
613568;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;128.096.331.171.662
613568;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;128.096.331.171.662
613569;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;272.672.211.814.221
613569;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;272.672.211.814.221
613569;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;272.672.211.814.221
613570;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;238.138.241.696.889
613570;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;238.138.241.696.889
613573;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;28.122.595.090.807
613573;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;28.122.595.090.807
613574;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;249.439.327.848.141
613575;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;310.343.768.469.839
613575;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;310.343.768.469.839
613575;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;310.343.768.469.839
613576;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;278.116.528.342.785
613576;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;278.116.528.342.785
613576;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;278.116.528.342.785
613577;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;234.539.782.501.031
613577;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;234.539.782.501.031
613577;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;234.539.782.501.031
613578;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;290.846.052.376.905
613578;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;290.846.052.376.905
613578;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;290.846.052.376.905
613578;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;290.846.052.376.905
613579;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;23.684.651.249.131
613579;1;2;95;1;;1;2;;;150000;2;2;;;;;;;;;;;;;1;;;11;11;23.684.651.249.131
613579;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;23.684.651.249.131
613579;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;23.684.651.249.131
613580;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;287.979.285.403.254
613581;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;278.557.145.409.909
613581;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;278.557.145.409.909
613582;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;264.480.548.228.254
613582;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;264.480.548.228.254
613582;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;264.480.548.228.254
613583;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;269.924.864.756.819
613583;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;269.924.864.756.819
613583;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;269.924.864.756.819
613584;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;237.270.986.297.357
613585;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;286.670.267.436.635
613585;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;286.670.267.436.635
613586;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;265.964.330.053.078
613586;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;265.964.330.053.078
613586;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;265.964.330.053.078
613586;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;265.964.330.053.078
613586;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;265.964.330.053.078
613587;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;241.247.664.262.174
613588;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;287.979.285.403.254
613589;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;273.034.287.322.104
613589;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;273.034.287.322.104
613590;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;215.948.522.488.509
613590;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;215.948.522.488.509
613590;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;215.948.522.488.509
613591;1;1;95;1;;1;2;;;530000;2;2;;;;;;;;;;;;;1;;;11;11;184.756.170.737.116
613591;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;184.756.170.737.116
613592;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;255.926.809.134.405
613592;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;255.926.809.134.405
613592;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;255.926.809.134.405
613592;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;255.926.809.134.405
613593;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;319.039.182.596.692
613593;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;319.039.182.596.692
613593;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;319.039.182.596.692
613593;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;319.039.182.596.692
613593;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;319.039.182.596.692
613593;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;319.039.182.596.692
613594;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;187.961.815.601.365
613594;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;187.961.815.601.365
613594;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;187.961.815.601.365
613594;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;187.961.815.601.365
613595;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;231.486.646.378.232
613595;1;2;95;2;;;;;;;;1;2;;2;;;;;;98;2;1;2;1;;2;11;11;231.486.646.378.232
613595;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;231.486.646.378.232
613596;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;289.005.161.399.914
613596;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;289.005.161.399.914
613596;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;289.005.161.399.914
613597;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;287.979.285.403.254
613598;1;1;95;1;;1;2;;;570000;2;2;;;;;;;;;;;;;1;;;11;11;274.472.616.412.887
613598;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;274.472.616.412.887
613598;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;274.472.616.412.887
613599;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;294.038.982.857.146
613599;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;294.038.982.857.146
613599;1;3;95;2;;;;;;;;1;2;;2;;;;;;100000;2;1;2;1;;2;11;11;294.038.982.857.146
613600;1;1;95;2;;;;;;;;1;2;;2;;;;;;84000;2;1;2;1;;2;11;11;261.811.742.730.093
613600;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;261.811.742.730.093
613600;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;261.811.742.730.093
613601;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;199.774.193.499.945
613601;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;199.774.193.499.945
613601;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;199.774.193.499.945
613601;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;199.774.193.499.945
613602;1;1;95;2;;;;;;;;1;2;;2;;;;;;40000;2;1;2;1;;2;11;11;22.015.739.625.398
613602;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;22.015.739.625.398
613602;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;22.015.739.625.398
613602;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;22.015.739.625.398
613603;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;249.484.780.582.181
613603;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;249.484.780.582.181
613604;1;1;95;1;;1;2;;;240000;2;1;2;;2;;;;99;;;1;2;2;1;;2;11;11;246.329.905.282.856
613604;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;11;11;246.329.905.282.856
