DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,DSI,OFICIO1,OFICIO2,RAMA4D_D,RAMA2D_D,DPTO,fex_c_2011
616508,1,3,76,70,52,48,1,,2,52,1,,9,4,,,,,,,,,,1,,2,,2,1,74,77,1589,15,76,584.722.446.505.492
616512,1,2,76,70,43,77,1,,2,12,1,,4,9,DE SU BOLSILLO,,,,,,,,,1,,2,,2,1,58,58,5530,55,76,854.348.412.447.456
616532,1,2,76,70,9,30,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,7,,,,76,683.981.068.339.926
616537,1,3,76,70,2,70,1,,2,3,1,,8,1,,,,,,,,,,1,,1,721500,2,1,33,44,5249,52,76,584.722.446.505.492
616560,1,1,76,70,26,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,55,,,,76,704.032.083.473.395
616571,1,5,76,70,4,48,1,,2,52,4,,1,7,,,,,,,,,,1,,2,,2,1,45,45,5239,52,76,745.908.642.762.696
616586,1,1,76,70,89,56,1,,2,124,1,,9,1,,,,,,,,,,1,,2,,2,1,79,97,2424,24,76,754.451.500.059.596
616684,1,1,73,70,26,48,2,,2,26,1,,9,4,,,,,,,,,,1,,2,,2,1,13,70,8512,85,73,221.441.801.345.643
616685,1,11,5,70,3,48,1,,2,3,1,,5,1,,,,,,,,,,1,,2,,2,1,98,98,5241,52,5,158.421.833.106.767
616686,1,6,5,70,8,48,1,,2,8,4,,2,1,,,,,,,,,,1,,2,,2,1,58,45,5234,52,5,747.764.570.289.502
616686,1,7,5,70,52,48,1,,2,52,1,,2,1,,,,,,,,,,1,,2,,2,1,45,45,5243,52,5,747.764.570.289.502
616692,1,4,5,70,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,5,961.610.219.099.472
616693,1,4,5,70,30,48,1,,2,100,1,,4,1,,,,,,,,,,1,,2,,2,1,55,79,1810,18,5,100.880.594.073.902
616699,1,2,5,70,4,48,1,,2,1,1,,4,2,,,,,,,,,,1,,2,,2,1,55,55,4530,45,5,771.809.311.012.717
616714,1,4,5,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,55,,,,5,826.196.301.942.716
616717,1,3,5,70,8,48,1,,2,8,1,,3,1,,,,,,,,,,1,,2,,2,1,55,45,5234,52,5,772.134.371.952.239
616724,1,2,5,70,48,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,79,,,,5,873.339.854.047.539
616725,1,1,5,70,2,48,1,,2,4,1,,4,4,,,,,,,,,,1,,1,461000,2,1,77,77,1551,15,5,780.087.038.665.242
616728,1,1,5,70,96,48,1,,2,96,1,,4,2,,,,,,,,,,1,,2,,2,1,3,83,5241,52,5,891.874.319.243.052
616731,1,2,5,70,8,24,1,,2,52,1,,9,2,,,,,,,,,,1,,2,,2,1,55,77,5521,55,5,824.395.449.231.268
616736,1,2,5,70,8,50,1,,2,8,1,,5,4,,,,,,,,,,1,,2,,2,1,45,45,1551,15,5,101.550.160.424.764
616737,1,4,5,70,12,24,4,,2,12,4,,9,1,,,,,,,,,,1,,2,,2,1,58,58,7524,75,5,100.856.606.338.928
616740,1,2,5,70,12,48,1,,2,16,1,,2,8,,,,,,,,,,1,,2,,2,1,93,93,4552,45,5,887.038.613.672.094
616743,1,1,5,70,4,48,1,,2,8,1,,3,1,,,,,,,,,,1,,2,,2,1,53,53,5521,55,5,761.346.250.194.202
616743,1,2,5,70,8,48,1,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,1,92,93,4552,45,5,761.346.250.194.202
616743,1,4,5,70,9,48,1,,2,10,1,,9,1,,,,,,,,,,1,,2,,2,1,32,55,4530,45,5,761.346.250.194.202
616745,1,3,5,70,48,12,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,1,92,92,1810,18,5,810.488.708.387.045
616747,1,1,5,70,2,50,1,,2,2,1,,5,8,,,,,,,,,,1,,1,300000,2,1,95,95,2696,26,5,871.219.382.452.182
616751,1,2,5,70,8,48,1,,2,9,1,,2,2,,,1,,,,,,,,,2,,2,1,59,59,5231,52,5,822.971.420.961.318
616753,1,1,5,70,5,60,4,,2,16,4,,1,2,,,,,,,,,,1,,2,,2,1,95,95,4521,45,5,873.848.200.715.453
616754,1,1,5,70,120,48,1,,2,220,3,,1,1,,,,,,,,,,1,,1,20000,2,1,55,54,9500,95,5,898.304.379.711.228
616754,2,2,5,70,20,48,1,,2,13,3,,1,2,,,,,,,,,,1,,2,,2,1,55,54,9500,95,5,898.304.379.711.228
616760,1,4,5,70,6,60,1,,2,6,1,,2,1,,,,,,,,,,1,,2,,2,1,95,95,4521,45,5,598.970.394.602.056
616760,1,5,5,70,10,48,3,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,1,54,54,9500,95,5,598.970.394.602.056
616764,1,2,5,70,12,48,4,,2,432,1,,3,2,,,,,,,,,,1,,2,,2,1,79,45,5233,52,5,897.501.674.490.608
616802,1,2,11,70,16,24,1,,2,20,1,,3,4,,,,,,,,,,1,,2,,2,1,53,53,5521,55,11,286.670.267.436.635
616986,1,1,76,70,4,24,1,,2,510,1,,4,1,,,,,,,,,,1,,2,,2,1,53,53,5521,55,76,612.503.299.121.416
616991,2,2,76,70,18,56,1,,2,56,1,,4,8,,,,,,,,,,1,,2,,2,1,45,45,5233,52,76,921.521.101.659.822
616994,1,2,5,70,2,48,1,,2,2,4,,2,1,,,,,,,,,,1,,2,,2,1,95,95,3611,36,5,724.983.719.847.661
617005,1,2,5,70,3,48,4,,2,3,4,,2,2,,,,,,,,,,1,,2,,2,1,95,95,4521,45,5,101.273.097.714.998
617012,1,1,5,70,36,48,1,,2,36,1,,2,3,,,,,,,,,,1,,2,,2,1,95,95,4521,45,5,781.334.886.927.283
617012,1,3,5,70,99,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,58,,,,5,781.334.886.927.283
617016,1,1,5,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,39,,,,5,771.651.357.622.842
617031,1,1,5,70,2,48,1,,2,2,1,,3,1,,,,,,,,,,1,,2,,2,1,93,95,4521,45,5,897.501.674.490.608
617033,1,3,5,70,12,48,1,,2,12,1,,2,1,,,,,,,,,,1,,2,,2,1,55,84,5272,52,5,955.844.647.658.496
617034,1,1,5,70,96,48,1,,2,96,1,,9,1,,,,,,,,,,1,,2,,2,1,21,34,8512,85,5,767.819.413.031.121
617034,1,2,5,70,12,48,1,,2,12,1,,6,2,,,,,,,,,,1,,2,,2,1,13,13,8060,80,5,767.819.413.031.121
617035,1,2,5,70,12,48,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,1,79,79,1810,18,5,797.588.698.438.842
617035,1,4,5,70,12,48,1,,2,12,1,,3,1,,,,,,,,,,1,,2,,2,1,45,45,5233,52,5,797.588.698.438.842
617035,1,7,5,70,8,48,1,,2,48,1,,5,1,,,,,,,,,,1,,2,,2,1,55,45,6424,64,5,797.588.698.438.842
617065,1,2,5,70,192,48,1,,2,12,1,,2,4,,,,,,,,,,1,,2,,2,1,80,36,6039,60,5,84.271.266.490.935
617086,1,5,5,70,4,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,5,761.671.311.133.724
617091,1,1,5,70,12,48,4,,2,72,1,,4,2,,,,,,,,,,1,,2,,2,1,84,84,5020,50,5,915.460.852.033.522
617092,1,3,5,70,58,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,58,,,,5,658.341.054.626.012
617093,1,3,5,70,2,48,1,,2,10,4,,6,2,,,,,,,,,,1,,2,,2,1,79,79,1810,18,5,692.594.075.190.196
617093,1,5,5,70,10,48,3,,2,10,1,,5,4,,,,,,,,,,1,,2,,2,1,54,53,5511,55,5,692.594.075.190.196
617102,1,4,5,70,20,48,1,,2,16,1,,3,4,,,,,,,,,,1,,2,,2,1,21,21,9213,92,5,877.967.578.398.829
617104,1,1,5,70,12,48,1,,2,144,4,,4,2,,,,,,,,,,1,,2,,2,1,60,63,201,2,5,944.780.148.352.824
617110,1,2,5,70,4,48,3,,2,24,3,,1,2,,,,,,,,,,1,,2,,2,1,54,54,9500,95,5,817.597.225.454.828
617119,1,3,5,70,52,48,1,,2,100,1,,5,1,,,,,,,,,,1,,2,,2,1,32,13,8021,80,5,802.867.889.107.082
617120,1,3,5,70,24,48,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,1,58,58,7492,74,5,105.412.340.747.192
617120,2,2,5,70,12,48,1,,2,24,1,,3,1,,,,,,,,,,1,,2,,2,1,79,79,1810,18,5,105.412.340.747.192
617121,1,2,5,70,52,48,1,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,1,79,79,1939,19,5,809.037.319.374.342
617129,1,1,5,70,48,50,1,,2,50,1,,3,8,,,,,,,,,,1,,2,,2,1,79,79,1810,18,5,910.210.242.414.725
617143,1,3,5,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,19,,,,5,809.109.046.330.406
617143,1,5,5,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,19,,,,5,809.109.046.330.406
617145,1,2,5,70,8,60,4,,2,9,4,,2,1,,,,,,,,,,1,,2,,2,1,93,96,4552,45,5,980.131.362.819.059
617145,1,4,5,70,20,50,4,,2,20,4,,2,1,,,,,,,,,,1,,2,,2,1,93,93,4552,45,5,980.131.362.819.059
617147,1,3,5,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,5,847.838.559.110.334
617150,1,2,5,70,52,48,3,,2,110,3,,1,8,,,,,,,,,,1,,2,,2,1,54,54,9500,95,5,812.451.226.592.527
617150,1,3,5,70,9,48,1,,2,112,1,,5,1,,,,,,,,,,1,,2,,2,1,79,79,1810,18,5,812.451.226.592.527
617299,1,3,17,70,17,48,1,,2,17,2,,9,4,,,,,,,,,,1,,2,,2,1,32,39,8050,80,17,117.712.638.219.404
617303,1,1,17,70,4,48,1,,2,4,2,,9,9,PAGA SU EPS,,,,,,,,1,,ESTA ESPERANDO LA EDAD PUES YA COTIZO ELTIEMPO ENPENSION,2,,2,1,97,97,4530,45,17,154.342.273.953.772
617303,1,3,17,70,17,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,,,,17,154.342.273.953.772
617304,1,2,17,70,8,48,1,,2,8,1,,3,4,,,,,,,,,,1,,2,,2,1,15,58,5530,55,17,147.685.672.796.915
617307,1,1,17,70,2,48,1,,2,2,1,,5,1,,,,,,,,,,1,,1,620000,2,1,95,95,4521,45,17,393.015.752.041.124
617309,1,3,17,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,58,,,,17,188.869.614.864.428
617311,1,1,17,70,2,48,1,,2,2,1,,7,2,,,,,,,,,,1,,1,500000,2,1,95,95,4521,45,17,154.475.910.460.077
617312,1,1,17,70,8,48,4,,2,8,1,,5,1,,,,,,,,,,1,,1,120000,2,1,13,39,8060,80,17,199.930.890.796.516
617315,1,2,17,70,17,48,1,,2,17,1,,8,2,,,,,,,,,,1,,2,,2,1,95,95,4521,45,17,234.174.350.701.967
617320,1,1,17,70,2,48,1,,2,2,1,,3,2,,,,,,,,,,1,,1,484000,2,1,95,62,7010,70,17,209.877.293.063.358
617321,1,1,17,70,6,50,4,,2,6,4,,2,5,,,,,,,,,,1,,2,,2,1,91,81,3611,36,17,179.394.117.181.663
617376,1,2,17,70,4,40,1,,2,8,1,,3,2,,,,,,,,,,1,,2,,2,1,45,50,5521,55,17,216.473.081.605.615
617382,1,2,17,70,2,25,4,,2,2,3,,1,1,,,,,,,,,,1,,1,120000,2,1,55,54,9500,95,17,175.093.479.080.461
617385,1,2,17,70,16,48,1,,2,78,1,,2,2,,,,,,,,,,1,,1,40000,2,1,33,45,5224,52,17,170.487.978.744.091
617385,1,3,17,70,8,40,1,,2,12,1,,6,2,,,,,1,,,,,,,1,15000,2,1,33,39,8514,85,17,170.487.978.744.091
617385,1,4,17,70,4,24,1,,2,52,1,,2,2,,,,,,,,,,1,,2,,2,1,97,37,5211,52,17,170.487.978.744.091
617387,1,2,17,70,104,40,1,,2,156,3,,1,1,,,,,,,,,1,,ES   PENSIONADA,2,,2,1,55,54,9500,95,17,838.586.629.167.194
617390,1,2,17,70,4,48,8,,2,4,8,,3,1,,,,,,,,,,1,,1,240000,2,1,62,62,115,1,17,303.112.004.009.567
617396,1,1,17,70,4,48,4,,2,8,1,,2,1,,,,,,,,,,1,,1,200000,2,1,84,93,4552,45,17,141.100.858.580.411
617408,1,1,17,70,2,40,1,,2,16,3,,1,2,,,,,,,,,,1,,2,,2,1,55,54,9500,95,17,154.475.910.460.077
617874,1,3,52,70,24,50,1,,2,24,1,,2,4,,,,,,,,,,1,,2,,2,1,97,38,6421,64,52,173.278.384.951.313
617875,1,4,52,70,8,40,1,,2,20,1,,2,5,,,,,,,,,,1,,2,,2,1,95,95,4521,45,52,11.670.222.978.443
617876,1,1,52,70,8,72,4,,2,20,1,,2,1,,,,,,,,,,1,,2,,2,1,93,81,3611,36,52,192.253.220.899.218
617879,1,2,52,70,4,30,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,54,,,,52,16.894.013.359.134
617879,1,3,52,70,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,95,,,,52,16.894.013.359.134
617881,1,3,52,70,52,10,5,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,1,41,45,5262,52,52,234.929.786.839.865
617885,1,4,52,70,2,32,1,,2,12,1,,3,9,PARTICULAR,,,,,,,,,1,,2,,2,1,3,13,8050,80,52,125.199.445.838.351
617891,1,1,52,70,52,48,1,,2,52,1,,2,1,,,,,1,,,,,,,2,,2,1,45,40,5235,52,52,110.710.389.533.994
617891,1,3,52,70,24,30,1,,2,24,4,,9,4,,,,,,,,,,1,,2,,2,1,13,13,8043,80,52,110.710.389.533.994
617895,1,8,52,70,17,40,2,,2,10,4,,5,1,,,,,,,,,,1,,2,,2,1,16,15,2211,22,52,111.832.240.955.988
617900,1,3,52,70,104,48,1,,2,364,1,,4,4,,,,,,,,,,1,,2,,2,1,53,54,5511,55,52,179.415.043.501.731
617900,1,6,52,70,78,48,1,,2,78,1,,5,4,,,,,,,,,,1,,2,,2,1,21,39,4010,40,52,179.415.043.501.731
617900,2,2,52,70,99,44,1,,2,364,1,,3,2,,,,,,,,,,1,,2,,2,1,45,32,5030,50,52,179.415.043.501.731
617901,1,3,52,70,104,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,52,151.749.823.331.823
617906,1,3,52,70,52,36,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,38,,,,52,150.716.322.113.516
617912,1,3,52,70,208,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,52,168.347.956.529.628
617913,1,4,52,70,37,48,1,,2,37,1,,5,2,,,,,,,,,,1,,2,,2,1,11,11,6593,65,52,125.199.445.838.351
617914,1,1,52,70,26,48,1,,2,26,1,,3,4,,,,,,,,,,1,,2,,2,1,55,53,5524,55,52,12.562.097.286.179
617925,1,1,52,70,12,48,1,,2,2,1,,3,1,,,,,,,,,,1,,1,30000,2,1,77,77,1551,15,52,129.240.005.843.715
617931,1,1,52,70,104,48,3,,2,108,4,,1,1,,,,,,,,,,1,,2,,2,1,55,41,5221,52,52,203.324.525.867.021
617931,1,2,52,70,4,48,1,,2,4,1,,9,1,,,,,,,,,,1,,1,461500,2,1,55,55,1511,15,52,203.324.525.867.021
617937,1,2,52,70,24,48,1,,2,24,4,,9,8,,,,,,,,,,1,,2,,2,1,40,9,8532,85,52,181.461.601.929.782
617942,1,1,52,70,4,48,1,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,1,98,44,7010,70,52,168.347.956.529.628
617954,1,2,52,70,52,48,1,,2,52,1,,2,2,,,,,,,,,,1,,2,,2,1,53,53,5521,55,52,182.809.102.223.541
617957,1,1,52,70,26,48,1,,2,26,4,,1,2,,,,,,,,,,1,,2,,2,1,40,98,6032,60,52,935.200.792.744.768
617958,1,2,52,70,52,24,2,,2,52,1,,2,1,,,,,,,,,,1,,2,,2,1,59,59,8513,85,52,164.287.599.391.108
617961,1,4,52,70,30,48,1,,2,30,3,,1,4,,,,,,,,,,1,,2,,2,1,45,54,9500,95,52,189.447.443.757.531
617963,1,6,52,70,8,48,1,,2,8,2,,9,1,,,1,,,,,,,,,2,,2,1,7,7,7512,75,52,180.230.725.560.756
617967,1,2,52,70,8,48,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,1,21,32,8511,85,52,176.379.993.337.963
617970,1,2,52,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,59,,,,52,167.286.544.700.878
618113,2,3,66,70,8,48,1,,2,10,1,,9,7,,,,,,,,,,1,,2,,2,1,3,45,5233,52,66,370.639.422.984.789
618115,1,1,66,70,4,50,1,,2,2,1,,2,1,,,,,,,,,,1,,1,600000,2,1,95,95,4521,45,66,266.870.016.242.775
618119,1,3,66,70,4,48,1,,2,5,1,,3,4,,,,,,,,,,1,,1,1600000,2,1,12,12,7411,74,66,286.996.148.701.276
618120,1,1,66,70,12,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,1,54,,,,66,303.293.576.552.694
618120,1,2,66,70,4,50,1,,2,4,1,,2,1,,,,,,,,,,1,,1,150000,2,1,98,98,6041,60,66,303.293.576.552.694
618121,1,1,66,70,10,48,1,,2,8,1,,4,5,,,,,,,,,,1,,2,,2,1,45,45,5233,52,66,298.771.066.902.578
618123,1,1,73,70,10,40,3,,2,104,3,,1,4,,,,,,,,,,1,,2,,2,1,54,54,9500,95,73,171.246.630.543.141
618128,1,1,73,70,200,40,4,,2,300,2,,9,1,,,,,,,,,1,,PENSIONADO,2,,2,1,44,58,7524,75,73,190.709.300.002.305
618135,1,3,73,70,12,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,44,,,,73,240.765.907.181.755
618135,1,4,73,70,20,24,1,,2,52,1,,5,2,,,,,,,,,,1,,2,,2,1,13,97,1592,15,73,240.765.907.181.755
618137,1,1,73,70,3,48,4,,2,3,4,,1,2,,,,,,,,,,1,,1,120000,2,1,55,55,7493,74,73,18.625.677.074.067
618137,1,2,73,70,4,20,1,,2,78,1,,5,2,,,,,,,,,,1,,2,,2,1,97,37,0,0,73,18.625.677.074.067
618145,1,3,73,70,52,48,1,,2,52,1,,9,4,,,,,,,,,,1,,2,,2,1,32,32,7411,74,73,255.013.343.051.549
618352,1,1,5,70,5,48,1,,2,6,1,,9,1,,,,,,,,,,1,,2,,2,1,98,58,7524,75,5,890.725.004.855.866
618352,1,2,5,70,4,48,1,,2,104,3,,1,1,,,,,,,,,,1,,2,,2,1,45,54,9500,95,5,890.725.004.855.866
618362,1,2,5,70,4,48,1,,2,4,1,,2,1,,,,,,,,,,1,,2,,2,1,45,95,4521,45,5,816.930.925.397.038
618367,1,1,5,70,12,48,1,,2,48,4,,1,2,,,,,,,,,,1,,2,,2,1,79,94,1810,18,5,806.369.330.703.668
618379,1,2,5,70,12,48,1,,2,96,1,,9,7,,,,,,,,,,1,,2,,2,1,33,45,5249,52,5,101.871.050.898.945
618382,1,2,11,70,24,72,1,,2,24,4,,4,4,,,,,,,,,,1,,2,,2,1,83,83,2811,28,11,294.861.931.022.601
618386,1,3,13,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,39,,,,13,258.520.899.588.268
618386,1,4,13,70,26,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,37,,,,13,258.520.899.588.268
618397,1,2,13,70,12,48,1,,2,48,2,,9,2,,,,,,,,,,1,,2,,2,1,55,55,2322,23,13,254.396.265.107.107
618397,1,3,13,70,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,58,,,,13,254.396.265.107.107
618399,1,1,13,70,12,48,2,,2,30,1,,9,1,,,,,,,,,,1,,1,150000,2,1,33,99,9000,90,13,346.085.266.966.847
618399,1,2,13,70,20,48,1,,2,60,2,,9,1,,,,,,,,,,1,,2,,2,1,39,39,7515,75,13,346.085.266.966.847
618426,1,2,17,70,2,48,3,,2,4,1,,4,2,,,,,,,,,,1,,1,560000,2,1,45,45,5051,50,17,188.869.614.864.428
618431,1,1,17,70,104,48,1,,2,8,1,,6,1,,,,,,,,,,1,,2,,2,1,97,45,7499,74,17,137.610.654.749.623
618431,1,2,17,70,12,25,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,53,,,,17,137.610.654.749.623
618439,1,4,17,70,5,48,1,,2,5,1,,9,4,,,,,,,,,,1,,2,,2,1,34,34,6421,64,17,169.305.493.183.675
618458,1,1,17,70,12,48,1,,2,12,1,,2,6,,,,,,,,,,1,,2,,2,1,58,98,6041,60,17,167.254.392.363.187
618461,1,2,17,70,1,48,1,,2,4,1,,3,2,,,,,,,,,,1,,1,230000,2,1,45,45,5233,52,17,129.437.673.182.883
618462,1,1,17,70,4,48,1,,2,4,1,,2,1,,,,,,,,,,1,,2,,2,1,53,53,5524,55,17,174.373.926.990.296
618473,1,1,17,70,4,48,4,,2,52,1,,4,1,,,,,,,,,,1,,1,120000,2,1,45,93,4552,45,17,295.638.618.606.439
618479,1,1,17,70,2,3,1,,2,2,4,,1,7,,,,,,,,,,1,,1,150000,2,1,13,13,8060,80,17,154.475.910.460.077
618479,1,2,17,70,24,48,1,,2,24,1,,4,7,,,,,,,,,,1,,2,,2,1,34,45,5233,52,17,154.475.910.460.077
618537,1,2,23,70,4,48,4,,2,4,1,,2,4,,,,,,,,,,1,,1,50000,2,1,38,38,6421,64,23,108.178.083.418.733
618546,1,3,23,70,3,48,1,,2,12,1,,2,4,,,,,,,,,,1,,2,,2,1,93,93,4552,45,23,137.954.133.152.998
618550,1,1,23,70,999,48,4,,2,780,2,,9,1,,,,,,,,,,1,,2,,2,1,62,39,7523,75,23,109.325.085.280.729
618557,1,1,23,70,8,44,1,,2,8,1,,9,2,,,,,,,,,,1,,2,,2,1,21,21,8511,85,23,11.239.134.201.586
618617,1,2,50,70,8,48,1,,2,8,2,,9,2,,,,,,,,,,1,,2,,2,1,12,12,7523,75,50,18.157.218.956.109
618617,1,5,50,70,200,48,1,,2,24,1,,2,2,,,,,,,,,,1,,2,,2,1,51,38,6422,64,50,18.157.218.956.109
618624,1,3,50,70,4,48,1,,2,4,1,,9,1,,,1,,,,,,,,,2,,2,1,45,97,5211,52,50,389.999.848.395.545
618648,1,4,52,70,28,48,1,,2,28,1,,4,4,,,,,,,,,,1,,1,250000,2,1,21,21,5012,50,52,136.839.240.004.026
618653,1,3,52,70,40,50,1,,2,40,1,,3,1,,,,,,,,,,1,,2,,2,1,95,95,4521,45,52,168.347.956.529.628
618657,1,5,52,70,36,48,1,,2,72,1,,2,1,,,,,,,,,,1,,2,,2,1,45,45,5211,52,52,190.265.269.691.008
618667,1,7,52,70,4,48,1,,2,4,1,,3,1,,,,,,,,,,1,,1,250000,2,1,95,95,4521,45,52,178.353.631.672.981
618756,1,4,66,70,16,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,66,240.703.410.111.926
618757,1,2,66,70,8,48,2,,2,12,2,,9,3,,,,,,,,,1,,ESTA  TRAMITANDO  LA  PENSION,2,,2,1,9,9,7512,75,66,255.914.219.155.025
618759,1,2,66,70,2,48,1,,2,180,1,,3,1,,,,,,,,,,1,,2,,2,1,45,45,5233,52,66,275.890.324.731.821
618761,1,1,66,70,3,48,4,,2,8,4,,1,2,,,,,,,,,,1,,2,,2,1,87,45,5155,51,66,278.821.318.634.574
618768,1,3,66,70,12,48,1,,2,16,1,,2,4,,,,,,,,,,1,,2,,2,1,32,32,8512,85,66,205.871.365.549.371
618802,1,1,68,70,6,48,4,,2,6,4,,1,2,,,,,,,,,,1,,1,1100000,2,1,79,79,1810,18,68,425.334.133.841.251
618804,1,4,68,70,8,48,1,,2,8,1,,9,4,,,,,,,,,,1,,2,,2,1,32,32,7491,74,68,346.392.169.419.633
618808,1,3,73,70,10,48,1,,2,10,1,,9,4,,,,,,,,,,1,,2,,2,1,45,45,5233,52,73,100.989.565.943.239
618810,1,1,73,70,1,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,61,,,,73,297.173.075.285.315
618810,1,3,73,70,4,48,1,,2,4,1,,9,1,,,,,,,,,,1,,1,720000,2,1,59,59,8512,85,73,297.173.075.285.315
618818,1,1,73,70,4,48,1,,2,44,1,,9,3,,,,,,,,,,1,,2,,2,1,31,44,6601,66,73,161.095.054.584.066
618822,1,2,73,70,8,48,1,,2,12,1,,9,7,,,,,,,,,,1,,2,,2,1,45,45,5231,52,73,204.956.735.872.098
618883,1,2,5,70,8,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,45,45,5233,52,5,817.597.225.454.828
618886,1,2,5,70,52,48,1,,2,104,1,,9,4,,,,,,,,,,1,,2,,2,1,45,56,1810,18,5,850.402.327.747.272
618888,1,3,5,70,8,48,1,,2,8,1,,5,4,,,,,,,,,,1,,2,,2,1,32,39,8513,85,5,680.357.718.193.042
618906,1,1,5,70,200,50,1,,2,480,1,,9,9,LA PEN,,,,,,,,,1,,2,,2,1,21,21,6512,65,5,106.921.948.465.291
618914,1,1,5,70,16,48,1,,2,16,1,,9,1,,,,,,,,,,1,,2,,2,1,95,75,1710,17,5,880.744.958.366.748
618914,1,2,5,70,144,48,1,,2,144,1,,9,1,,,,,,,,,,1,,2,,2,1,55,79,1810,18,5,880.744.958.366.748
618932,1,3,5,70,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,,,,5,108.058.122.846.373
618933,1,3,5,70,48,48,1,,2,48,1,,3,4,,,,,,,,,,1,,2,,2,1,59,50,5530,55,5,952.576.616.584.941
618934,1,3,5,70,12,48,1,,2,12,1,,3,2,,,,,,,,,,1,,2,,2,1,18,45,5132,51,5,123.555.657.156.278
618936,1,3,5,70,12,48,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,1,55,39,5511,55,5,928.467.611.573.999
618944,1,4,5,70,4,48,1,,2,8,1,,4,2,,,,,,,,,,1,,2,,2,1,19,45,5233,52,5,101.761.953.484.394
618983,1,2,5,70,120,48,4,,2,108,3,,1,1,,,,,,,,,,1,,2,,2,1,79,54,9500,95,5,871.395.710.193.259
618991,1,1,5,70,4,48,1,,2,4,1,,9,1,,,,,,,,,,1,,2,,2,1,92,92,2211,22,5,806.369.330.703.668
619013,1,3,5,70,4,48,4,,2,6,4,,1,1,,,,,,,,,,1,,2,,2,1,54,45,5262,52,5,838.946.941.906.234
619020,1,2,5,70,4,48,1,,2,6,1,,2,1,,,,,,,,,,1,,2,,2,1,84,85,4542,45,5,793.277.451.621.883
619020,1,3,5,70,13,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,5,793.277.451.621.883
619034,1,1,11,70,12,48,1,,2,2,1,,9,1,,,,,,,,,,1,,2,,2,1,45,39,7530,75,11,326.648.554.082.531
619042,1,4,11,70,12,48,1,,2,16,1,,2,4,,,,,,,,,,1,,2,,2,1,37,45,5233,52,11,184.930.934.595.321
619056,1,2,11,70,9,48,1,,2,9,1,,3,4,,,,,,,,,,1,,2,,2,1,58,39,2811,28,11,294.861.931.022.601
619065,1,1,11,70,4,48,4,,2,4,4,,3,1,,,,,,,,,,1,,1,100000,2,1,87,87,5020,50,11,259.635.469.363.942
619065,1,3,11,70,212,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,11,259.635.469.363.942
