DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6910,P6910S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,CLASE,OCI,P6420S1,RAMA4D,OFICIO,RAMA2D,RAMA4DP8,RAMA2DP8,DPTO,fex_c_2011
632913,1,7,60,2,,,,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,30000,1,,3,,12,42,,.,42,,,1,14,21,2,,,,,,1,7,,,,2,,,,1,,,,,,,,1,,2,1,1,4,,1,10,6,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,,3,2,3,3,2,2,2,3,3,3,,2,1,,5211,41,52,,,52,899.716.910.420.603
632913,1,9,60,1,1,,,1,1,,2,2,2,1,1,,1,,60000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,40,,.,40,,,1,8,12,1,14,18,2,,,2,7,,,,2,,,,1,,,,,,,,1,,2,1,3,6,,1,10,6,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,,3,2,2,3,3,2,2,2,3,3,,2,1,,5211,45,52,,,52,899.716.910.420.603
632914,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,120000,1,,3,,12,35,2,,35,,,1,6,9,1,15,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,120,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,2,1,,121,61,1,,,52,899.716.910.420.603
632914,1,2,60,2,,,,,,,,,,60,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,2,,14,,,1,7,9,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,60,6,,2,,,,,24,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,,121,99,1,,,52,899.716.910.420.603
632914,1,3,60,1,1,,,1,1,,2,2,2,2,1,,1,,450000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,40,2,,1,6,12,1,14,18,2,,,5,4,,,,2,,,,1,,,,,,,,1,,2,1,1,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,2,9,,2,1,,9199,98,91,,,52,899.716.910.420.603
632915,1,1,60,2,,,,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,250000,1,,3,,12,42,,.,42,,,1,5,8,1,15,18,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,24,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,10,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,3,3,5,,2,1,,121,61,1,,,52,377.881.102.376.653
632915,1,2,60,2,,,,,,,,,,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,100000,1,,3,,12,21,2,,21,,,1,7,10,2,,,,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,5,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,2,2,2,2,1,2,,2,1,,3,2,3,3,2,2,2,2,3,3,,2,1,,125,61,1,,,52,377.881.102.376.653
632918,1,1,60,1,1,,,1,1,,2,2,2,2,3,,1,,200000,2,,,1,40000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,8,13,1,14,19,2,,,2,4,,,,2,,,,1,,,,,,,,1,,2,1,6,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,3,2,2,3,2,2,2,3,3,5,,2,1,,9500,98,95,,,52,899.716.910.420.603
632918,1,2,60,1,1,,,1,1,,2,2,2,12,1,,1,,300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,40,,.,32,2,,1,8,12,1,14,18,2,,,3,7,,,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,,9191,32,91,,,52,899.716.910.420.603
632919,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,2400000,3,,12,42,,.,42,,,1,5,8,1,15,18,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,120,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,5,,2,1,,121,61,1,,,52,899.716.910.420.603
632919,1,2,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,1,100000,3,,12,35,2,,35,,,1,7,10,1,16,18,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,60,6,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,,122,61,1,,,52,899.716.910.420.603
632919,1,3,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,144000,1,1728000,3,,12,32,1,,32,,,1,7,11,1,12,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,36,4,,1,12,6,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,3,2,2,3,2,2,2,2,3,9,,2,1,,119,61,1,,,52,899.716.910.420.603
632920,1,1,60,2,,,,,,,,,,96,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,150000,1,1800000,3,,12,42,,.,42,,,1,9,12,1,13,17,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,24,4,,1,21,4,,200000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,9,,2,1,,2811,83,28,,,52,899.716.910.420.603
632920,1,2,60,2,,,,,,,,,,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,21,2,,21,,,1,6,9,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,4,3,,2,,,,,5,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,,2,2,2,2,2,2,2,2,1,REMUNERADO,1,1,,3,2,2,3,2,2,2,3,3,3,,2,1,,121,62,1,,,52,899.716.910.420.603
632921,1,1,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,2400000,3,,12,49,,.,49,,,1,5,9,1,15,18,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,50,6,,1,6,6,,,0,,,,,,,,,,,,,,2,,,,,,,CARTA DE VINCULADO,12,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,3,3,3,,2,1,,121,61,1,,,52,899.716.910.420.603
632921,1,2,60,2,,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,160000,1,1920000,3,,12,40,,.,40,,,1,7,11,1,12,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,24,6,,1,20,6,,,0,,,,,,,,,,,,,,2,,,,,,,CARTA DE VINCULADO,12,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,2,1,,140,61,1,,,52,899.716.910.420.603
632921,1,4,60,2,,,,,,,,,,84,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,1,450000,3,,12,35,2,,35,,,1,9,11,1,15,18,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,24,6,,1,21,6,,,0,,,,,,,,,,,,,,2,,,,,,,CARTA DE VINCULADA,12,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,2,1,,122,61,1,,,52,899.716.910.420.603
632922,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,2400000,3,,12,40,,.,30,2,,1,7,11,1,12,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,24,4,,1,20,4,,80000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,5,,2,1,,118,61,1,,,52,899.716.910.420.603
632922,1,3,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,30000,1,150000,3,,12,35,2,,35,,,1,10,13,1,15,17,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,24,6,,1,12,6,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,3,3,,2,1,,124,61,1,,,52,899.716.910.420.603
632922,1,5,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,1,250000,3,,12,35,2,,35,,,1,7,10,1,15,17,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,18,3,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,3,2,2,3,2,2,2,2,3,3,,2,1,,122,61,1,,,52,899.716.910.420.603
632923,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,60000,1,720000,3,,12,35,2,,35,,,1,8,13,2,,,,,,1,2,,,,2,,,,1,,,,,,,,1,,2,1,120,4,,1,20,4,,0,5,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,3,3,3,,2,1,,9301,56,93,,,52,899.716.910.420.603
632923,1,2,60,2,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,12,0,3,,12,35,1,,35,,,1,7,10,1,15,17,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,18,3,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,20,2,1,1,1,2,1,2,2,2,2,2,2,2,,2,1,,3,2,2,3,2,2,2,2,3,3,,2,1,,122,61,1,,,52,899.716.910.420.603
632923,1,3,60,1,1,,,1,1,,2,2,2,48,8,,1,,220000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,8,12,1,13,17,2,,,3,8,,,,2,,,,1,,,,,,,,1,,2,1,12,8,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,5,,2,1,,121,62,1,,,52,899.716.910.420.603
632924,1,1,60,2,,,,,,,,,,180,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,1000000,1,12000000,3,,12,60,,.,50,2,,1,6,12,1,13,17,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,36,8,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,10,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,5,,2,1,,121,61,1,,,52,21.691.368.618.591
632925,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,20000,1,240000,3,,12,30,2,,30,,,1,8,13,1,14,19,2,,,1,2,,,,2,,,,1,,,,,,,,1,,2,1,60,8,,1,15,4,,20000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,,3,2,2,2,2,2,2,2,3,3,,2,1,,9301,56,93,,,52,899.716.910.420.603
632925,1,2,60,1,1,,,1,1,,2,2,2,84,3,,1,,150000,2,,,1,70000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,70,,.,60,2,,1,7,13,1,14,18,2,,,1,2,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,1,2,2,2,1,2,2,,2,1,,2,3,2,2,2,2,2,3,3,3,,2,1,,9500,54,95,,,52,899.716.910.420.603
632926,1,2,60,2,,,,,,,,,,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,40000,1,480000,3,,12,30,2,,30,,,1,8,11,1,14,15,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,12,8,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,3,3,,2,1,,1710,75,17,,,52,899.716.910.420.603
632927,1,3,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,128000,1,1536000,3,,12,32,1,,32,,,1,7,11,1,12,15,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,2,8,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,15,2,1,1,1,2,1,2,2,2,2,2,2,2,,2,1,,2,3,2,3,2,2,2,2,3,3,,2,1,,119,61,1,,,52,899.716.910.420.603
632927,1,4,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,128000,1,1536000,3,,12,32,2,,32,,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,1,8,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,,3,2,2,4,2,2,2,2,3,3,,2,1,,118,61,1,,,52,899.716.910.420.603
632929,1,1,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,80000,1,360000,3,,12,28,2,,28,,,1,6,8,1,15,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,48,3,,1,15,4,,30000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,2,,2,2,2,3,2,2,2,2,3,3,,2,1,,122,61,1,,,52,251.361.744.238.426
632929,1,2,60,2,,,,,,,,,,48,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,21,2,,21,,,1,15,18,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,3,3,,2,1,,122,62,1,,,52,251.361.744.238.426
632930,1,1,60,2,,,,,,,,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,21,2,,21,,,1,6,9,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,120,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,,2,2,2,2,2,2,2,2,1,REMUNERADO,2,1,,2,2,2,3,2,2,2,3,3,5,,2,1,,123,62,1,,,52,899.716.910.420.603
632930,1,2,60,2,,,,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,50000,1,600000,3,,12,28,2,,28,,,1,7,9,1,15,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,48,4,,1,20,4,,30000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,3,3,,2,1,,123,61,1,,,52,899.716.910.420.603
632931,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,2400000,3,,12,42,,.,42,,,1,5,9,1,15,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,48,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,2,1,,121,61,1,,,52,899.716.910.420.603
632931,1,2,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,1,200000,3,,12,21,2,,21,,,1,7,9,1,14,15,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,36,4,,1,12,6,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,2,1,,122,61,1,,,52,899.716.910.420.603
632931,1,3,60,2,,,,,,,,,,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,160000,1,1920000,3,,12,32,2,,32,,,1,7,11,1,12,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,1,8,,1,20,6,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,,2,2,3,3,2,2,2,3,3,3,,2,1,,140,61,1,,,52,899.716.910.420.603
632931,1,4,60,2,,,,,,,,,,84,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,160000,1,1920000,3,,12,32,2,,32,,,1,7,11,1,12,16,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,12,6,,1,15,6,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,2,1,,140,61,1,,,52,899.716.910.420.603
632932,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,220000,1,2640000,3,,12,48,,.,48,,,1,8,12,1,14,18,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,1,24,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,CARTA DE VINCULADO,12,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,3,5,,2,1,,5272,3,52,,,52,377.881.102.376.653
632932,1,2,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,1,150000,3,,12,35,2,,35,,,1,7,10,1,15,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,18,3,,2,,,,,3,,,,,,,,,,,,,,2,,,,,,,CARTA DE VINCULADO,12,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,3,3,,2,1,,122,61,1,,,52,377.881.102.376.653
632932,1,3,60,1,1,,,1,1,,2,2,2,1,1,,1,,100000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,8,12,1,14,18,2,,,2,7,,,,2,,,,1,,,,,,,,1,,2,1,24,1,,1,6,6,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,,3,2,3,3,2,2,2,2,3,3,,2,1,,5233,45,52,,,52,377.881.102.376.653
632932,1,5,60,2,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,2,,21,,,1,15,18,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,,122,62,1,,,52,377.881.102.376.653
632933,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,30000,1,360000,3,,12,21,2,,21,,,1,7,9,1,16,17,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,120,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,CARTA DE VINCULADO,12,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,3,3,,2,1,,125,61,1,,,52,899.716.910.420.603
632933,1,2,60,1,1,,,1,2,,2,2,2,36,1,,1,,200000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,44,,.,44,,,1,7,12,1,13,16,2,,,2,2,,,,2,,,,1,,,,,,,,1,,2,1,24,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,ESTA VINCULADO,12,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,3,9,,2,1,,4521,95,45,,,52,899.716.910.420.603
632934,1,1,60,1,1,,,1,1,,2,2,2,84,1,,1,,60000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,7,12,1,14,19,2,,,2,7,,,,2,,,,1,,,,,,,,1,,2,1,24,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,ESTA VINCULADA,12,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,3,9,,2,1,,5211,45,52,,,52,899.716.910.420.603
632934,1,2,60,1,1,,,1,2,,2,2,2,60,1,,1,,60000,2,,,1,50000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,42,,.,42,,,1,8,12,1,13,15,2,,,2,7,,,,2,,,,1,,,,,,,,1,,2,1,3,3,,1,12,3,,30000,2,,,,,,,,,,,,,2,2,2,,,,2,,CARTA DE VINCULADA,12,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,3,2,2,3,3,2,2,2,3,3,,2,1,,5241,45,52,,,52,899.716.910.420.603
632935,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,250000,1,3000000,3,,12,30,2,,30,,,1,6,12,1,13,17,2,,,1,7,,,,2,,,,1,,,,,,,,1,,2,1,12,8,,1,20,4,,100000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,,121,61,1,,,52,899.716.910.420.603
632935,1,2,60,1,1,,,1,1,,2,2,2,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,195000,1,2340000,3,,12,40,,.,40,,,1,7,12,1,13,16,2,,,9,1,,,,2,,,,1,,,,,,,,1,,2,1,84,6,,1,15,4,,25000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,,8532,54,85,,,52,899.716.910.420.603
632935,1,3,60,2,,,,,,,,,,48,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,40,,.,40,,,1,7,12,1,13,16,2,,,2,1,,,,2,,,,1,,,,,,,,1,,2,1,36,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,2,2,2,2,1,2,2,1,REMUNERADO,1,1,,3,2,4,3,3,2,2,3,3,3,,2,1,,8532,54,85,,,52,899.716.910.420.603
632935,1,4,60,2,,,,,,,,,,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,150000,1,1800000,3,,12,30,2,,30,,,1,6,12,1,13,17,2,,,1,7,,,,2,,,,1,,,,,,,,1,,2,1,60,6,,1,18,6,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,2,2,1,2,2,2,,1,1,,3,2,2,3,2,2,2,2,3,3,,2,1,,121,61,1,,,52,899.716.910.420.603
632936,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,200000,1,2400000,3,,12,45,,.,45,,,1,5,11,1,12,15,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,2,8,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,2,9,,2,1,,140,61,1,,,52,899.716.910.420.603
632936,1,2,60,1,1,,,1,1,,2,2,2,1,8,,1,,176000,2,,,1,25000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,36,2,,36,,,1,6,11,1,12,16,2,,,4,8,,,,2,,,,1,,,,,,,,1,,2,1,2,8,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,2,3,,2,1,,118,62,1,,,52,899.716.910.420.603
