DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;CLASE;DPTO;fex_c_2011
629131;1;3;90;;1;;2;2;2;2;2;2;2;2;2;15;;;;;;;;;;;2;44;102.133.237.771.764
629311;1;1;90;;1;;2;2;2;1;2;2;2;2;2;1;;;;;12;;;;;;2;47;954.205.325.820.123
629311;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;954.205.325.820.123
629311;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;954.205.325.820.123
629311;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;954.205.325.820.123
629311;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;954.205.325.820.123
629311;1;8;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;47;954.205.325.820.123
629311;1;9;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;954.205.325.820.123
629311;1;10;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;954.205.325.820.123
629314;1;1;90;;1;;1;2;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;47;569.587.684.530.936
629314;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;47;569.587.684.530.936
629316;1;1;90;;1;;1;2;2;2;2;2;2;2;2;1;;12;;;;;;;;;2;47;681.633.064.363.173
629317;1;1;90;;1;;2;2;2;2;2;2;2;2;2;1;;;;;;;;;;;2;47;138.423.010.850.394
629317;1;2;90;;1;;1;2;1;2;2;2;2;2;2;2;;30;;15;;;;;;;2;47;138.423.010.850.394
629317;1;3;90;;1;;2;2;2;2;2;2;2;2;2;5;;;;;;;;;;;2;47;138.423.010.850.394
629317;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;138.423.010.850.394
629317;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;138.423.010.850.394
629317;1;6;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;138.423.010.850.394
629317;1;7;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;138.423.010.850.394
629317;1;8;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;138.423.010.850.394
629318;1;1;90;;1;;1;2;2;2;2;2;2;2;2;1;;21;;;;;;;;;2;47;761.246.301.058.819
629320;1;1;90;;1;;2;2;2;2;2;2;2;2;2;3;;;;;;;;;;;2;47;436.645.840.445.528
629320;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;13;;;;;;;;;2;47;436.645.840.445.528
629320;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;436.645.840.445.528
629320;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;436.645.840.445.528
629320;1;5;90;;1;;1;2;2;2;2;2;2;2;2;3;;15;;;;;;;;;2;47;436.645.840.445.528
629320;1;6;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;47;436.645.840.445.528
629320;1;7;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;436.645.840.445.528
629321;1;1;90;;1;;1;2;2;2;2;2;2;2;2;5;;25;;;;;;;;;2;47;839.349.426.237.038
629321;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;47;839.349.426.237.038
629321;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;839.349.426.237.038
629321;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;839.349.426.237.038
629322;1;1;90;;1;;1;2;2;2;2;2;2;2;2;3;;10;;;;;;;;;2;47;795.911.929.762.112
629322;1;2;90;;2;;1;2;1;1;2;2;2;2;2;;;25;;10;10;;;;;;2;47;795.911.929.762.112
629322;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;795.911.929.762.112
629322;1;6;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;795.911.929.762.112
629327;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;5;;;;;;;2;47;98.573.679.266.941
629327;1;2;90;;1;;1;2;1;2;2;2;2;2;2;7;;15;;14;;;;;;;2;47;98.573.679.266.941
629328;1;1;90;;1;;1;2;1;2;2;2;2;2;2;5;;20;;10;;;;;;;2;47;10.793.948.622.941
629328;1;2;90;;1;;1;2;1;2;2;2;2;2;2;7;;10;;7;;;;;;;2;47;10.793.948.622.941
629328;1;6;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;50;;;;;;;2;47;10.793.948.622.941
629329;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;10;;;;;;;2;47;136.411.050.192.358
629329;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;15;;;;;;;2;47;136.411.050.192.358
629330;1;1;90;;1;;1;2;2;2;2;2;2;2;2;6;;5;;;;;;;;;2;47;74.660.815.159.379
629330;1;2;90;;1;;1;2;2;2;2;2;2;2;2;3;;22;;;;;;;;;2;47;74.660.815.159.379
629331;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;8;;;;;;;2;47;968.581.631.226.146
629331;1;2;90;;1;;1;2;1;2;2;2;2;2;2;10;;25;;20;;;;;;;2;47;968.581.631.226.146
629331;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;968.581.631.226.146
629332;1;1;90;;1;;1;2;1;2;2;2;2;2;2;6;;15;;7;;;;;;;2;47;10.195.389.126.388
629332;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;18;;30;;;;;;;2;47;10.195.389.126.388
629333;1;1;90;;1;;2;2;2;2;2;2;2;2;2;24;;;;;;;;;;;2;47;85.982.163.534.864
629333;1;2;90;;1;;1;2;2;2;2;2;2;2;2;5;;20;;;;;;;;;2;47;85.982.163.534.864
629333;1;3;90;;1;;1;2;2;2;2;2;2;2;2;15;;5;;;;;;;;;2;47;85.982.163.534.864
629334;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;47;105.173.139.715.999
629334;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;47;105.173.139.715.999
629336;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;980.671.104.999.333
629349;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;47;858.653.531.426.027
629350;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;73.068.569.724.803
629350;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;72;;;;;;;;;2;47;73.068.569.724.803
629350;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;47;73.068.569.724.803
629351;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;661.044.654.293.452
629351;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;661.044.654.293.452
629351;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;661.044.654.293.452
629351;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;47;661.044.654.293.452
629352;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;114.771.474.629.505
629352;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;47;114.771.474.629.505
629352;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;47;114.771.474.629.505
629352;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;18;;;;;;;;;2;47;114.771.474.629.505
629352;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;47;114.771.474.629.505
629352;1;6;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;47;114.771.474.629.505
629352;1;7;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;114.771.474.629.505
629354;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;100.606.886.709.638
629354;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;72;;;;;;;;;2;47;100.606.886.709.638
629354;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;47;100.606.886.709.638
629354;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;47;100.606.886.709.638
629354;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;100.606.886.709.638
629355;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;113.520.480.519.699
629355;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;75;;;;;;;;;2;47;113.520.480.519.699
629355;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;47;113.520.480.519.699
629355;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;113.520.480.519.699
629355;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;113.520.480.519.699
629356;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;547.831.170.538.603
629356;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;60;;;;;;;;;2;47;547.831.170.538.603
629356;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;547.831.170.538.603
629357;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;47;655.034.980.873.155
629357;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;40;;;;;;;;;2;47;655.034.980.873.155
629358;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;85.982.163.534.864
629358;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;2;47;85.982.163.534.864
629358;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;85.982.163.534.864
629365;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;47;652.356.765.433.115
629365;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;652.356.765.433.115
629365;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;652.356.765.433.115
629366;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;457.542.304.698.699
629366;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;47;457.542.304.698.699
629366;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;457.542.304.698.699
629368;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;858.653.531.426.027
629369;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;869.089.501.954.886
629369;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;66;;;;;;;;;2;47;869.089.501.954.886
629370;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;858.653.531.426.027
629371;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;838.065.121.356.307
629371;1;2;90;;1;;1;2;1;2;2;2;2;2;2;2;;20;;10;;;;;;;2;47;838.065.121.356.307
629371;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;838.065.121.356.307
629371;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;838.065.121.356.307
629372;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;107.458.048.356.519
629372;1;2;90;;1;;1;2;2;2;2;2;2;2;2;8;;30;;;;;;;;;2;47;107.458.048.356.519
629372;1;3;90;;1;;1;2;2;2;2;2;2;2;2;14;;10;;;;;;;;;2;47;107.458.048.356.519
629372;1;4;90;;1;;1;2;2;2;2;2;2;2;2;7;;5;;;;;;;;;2;47;107.458.048.356.519
629372;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;47;107.458.048.356.519
629394;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;898.689.442.988.103
629394;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;33;;;;;;;;;2;47;898.689.442.988.103
629394;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;47;898.689.442.988.103
629394;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;47;898.689.442.988.103
629395;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;47;980.671.104.999.333
629396;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;10.199.380.862.517
629396;1;2;90;;1;;1;2;2;1;2;2;2;2;2;16;;36;;;32;;;;;;2;47;10.199.380.862.517
629396;1;3;90;;1;;1;2;2;2;2;2;2;2;2;21;;8;;;;;;;;;2;47;10.199.380.862.517
629396;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;22;;;;;;;;;2;47;10.199.380.862.517
629397;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;894.295.367.926.365
629397;1;2;90;;1;;1;2;2;2;2;2;2;2;2;6;;23;;;;;;;;;2;47;894.295.367.926.365
629397;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;48;;;;;;;;;2;47;894.295.367.926.365
629397;1;4;90;;1;;2;2;2;2;2;2;2;2;2;8;;;;;;;;;;;2;47;894.295.367.926.365
629397;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;47;894.295.367.926.365
629397;1;6;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;894.295.367.926.365
629397;1;7;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;894.295.367.926.365
629399;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;24;;;;;;;2;47;543.628.991.602.433
629399;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;543.628.991.602.433
629399;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;47;543.628.991.602.433
629399;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;543.628.991.602.433
629399;1;6;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;20;;;;;;;2;47;543.628.991.602.433
629403;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;47;597.353.871.943.567
629403;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;597.353.871.943.567
629403;1;3;90;;2;;2;1;2;2;2;2;2;2;2;;;;12;;;;;;;;2;47;597.353.871.943.567
629404;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;22;;;;;;;;;2;47;858.653.531.426.027
629405;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;117.873.912.689.363
629405;1;2;90;;1;;1;2;1;2;2;2;2;2;2;8;;28;;89;;;;;;;2;47;117.873.912.689.363
629405;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;47;117.873.912.689.363
629405;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;117.873.912.689.363
629405;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;117.873.912.689.363
629406;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;626.009.827.226.563
629406;1;2;90;;1;;1;2;2;2;2;2;2;2;2;18;;32;;;;;;;;;2;47;626.009.827.226.563
629406;1;3;90;;1;;1;2;1;2;2;2;2;2;2;8;;20;;98;;;;;;;2;47;626.009.827.226.563
629406;1;6;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;626.009.827.226.563
629407;1;1;90;;1;;1;2;2;2;2;2;2;2;2;22;;32;;;;;;;;;2;47;777.956.174.295.529
629407;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;777.956.174.295.529
629407;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;777.956.174.295.529
629407;1;4;90;;2;;1;2;1;2;2;2;2;2;2;;;28;;68;;;;;;;2;47;777.956.174.295.529
629408;1;1;90;;1;;1;2;2;2;2;2;2;2;2;8;;28;;;;;;;;;2;47;655.034.980.873.155
629408;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;47;655.034.980.873.155
629409;1;1;90;;1;;1;2;2;2;2;2;2;2;2;8;;22;;;;;;;;;2;47;723.567.332.720.725
629409;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;18;;;;;;;;;2;47;723.567.332.720.725
629409;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;723.567.332.720.725
629410;1;1;90;;1;;2;2;2;2;2;2;2;2;2;6;;;;;;;;;;;2;47;676.967.108.639.213
629410;1;2;90;;1;;1;2;2;2;2;2;2;2;2;28;;28;;;;;;;;;2;47;676.967.108.639.213
629410;1;3;90;;1;;1;2;2;2;2;2;2;2;2;8;;32;;;;;;;;;2;47;676.967.108.639.213
629412;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;47;109.771.756.932.676
629412;1;2;90;;1;;1;2;2;2;2;2;2;2;2;6;;28;;;;;;;;;2;47;109.771.756.932.676
629412;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;9;;;;;;;;;2;47;109.771.756.932.676
629419;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;920.445.956.980.436
629419;1;2;90;;1;;1;2;1;2;2;2;2;2;2;28;;38;;42;;;;;;;2;47;920.445.956.980.436
629419;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;920.445.956.980.436
629420;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;18;;;;;;;;;2;47;118.079.180.375.086
629420;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;2;47;118.079.180.375.086
629420;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;47;118.079.180.375.086
629420;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;118.079.180.375.086
629423;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;47;980.671.104.999.333
629424;1;1;90;;1;;2;2;2;2;2;2;2;2;2;18;;;;;;;;;;;2;47;668.163.018.820.757
629424;1;2;90;;1;;1;2;2;2;2;2;2;2;2;16;;32;;;;;;;;;2;47;668.163.018.820.757
629424;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;668.163.018.820.757
629424;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;668.163.018.820.757
629425;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;22;;;;;;;;;2;47;980.671.104.999.333
629438;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;74.660.815.159.379
629438;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;47;74.660.815.159.379
629439;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;816.308.607.363.973
629439;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;45;;25;;;;;;;2;47;816.308.607.363.973
629439;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;47;816.308.607.363.973
629439;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;816.308.607.363.973
629439;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;816.308.607.363.973
629440;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;107.872.921.259.612
629440;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;20;;;;;;;2;47;107.872.921.259.612
629440;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;107.872.921.259.612
629440;1;8;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;107.872.921.259.612
629443;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;569.587.684.530.936
629443;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;47;569.587.684.530.936
629444;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;105.282.396.957.286
629444;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;47;105.282.396.957.286
629444;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;105.282.396.957.286
629444;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;47;105.282.396.957.286
629444;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;105.282.396.957.286
629444;1;6;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;105.282.396.957.286
629445;1;1;90;;2;;1;2;2;1;2;2;2;2;2;;;25;;;20;;;;;;2;47;78.434.653.274.749
629445;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;78.434.653.274.749
629445;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;78.434.653.274.749
629445;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;78.434.653.274.749
629446;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;36;;;;;;;;;2;47;120.043.103.771.107
629446;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;120.043.103.771.107
629446;1;4;90;;2;;1;2;1;2;2;2;2;2;2;;;10;;20;;;;;;;2;47;120.043.103.771.107
629446;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;120.043.103.771.107
629446;1;6;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;120.043.103.771.107
629446;1;9;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;120.043.103.771.107
629447;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;74.660.815.159.379
629447;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;2;47;74.660.815.159.379
629448;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;998.181.572.259.363
629448;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;25;;20;;;;;;;2;47;998.181.572.259.363
629448;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;47;998.181.572.259.363
629448;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;998.181.572.259.363
629448;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;998.181.572.259.363
629449;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;47;681.633.064.363.173
629450;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;47;652.356.765.433.115
629450;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;652.356.765.433.115
629450;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;652.356.765.433.115
629451;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;47;681.633.064.363.173
629452;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;104.033.532.218.677
629452;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;2;47;104.033.532.218.677
629452;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;104.033.532.218.677
629452;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;47;104.033.532.218.677
629452;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;104.033.532.218.677
629452;1;6;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;47;104.033.532.218.677
629454;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;769.959.528.565.927
629454;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;25;;15;;;;;;;2;47;769.959.528.565.927
629454;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;769.959.528.565.927
629454;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;769.959.528.565.927
629454;1;7;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;769.959.528.565.927
629455;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;823.214.340.386.953
629455;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;45;;15;;;;;;;2;47;823.214.340.386.953
629455;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;823.214.340.386.953
629455;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;823.214.340.386.953
629455;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;823.214.340.386.953
629456;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;65.567.437.143.467
629456;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;47;65.567.437.143.467
629456;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;65.567.437.143.467
629456;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;47;65.567.437.143.467
629457;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;73.068.569.724.803
629457;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;47;73.068.569.724.803
629457;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;47;73.068.569.724.803
629459;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;762.590.018.755.157
629459;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;47;762.590.018.755.157
629459;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;762.590.018.755.157
629459;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;762.590.018.755.157
629459;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;47;762.590.018.755.157
629460;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;720.261.213.387.238
629460;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;30;;;;;;;2;47;720.261.213.387.238
629460;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;47;720.261.213.387.238
