DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;CLASE;DPTO;fex_c_2011
632431;1;1;90;;1;;1;2;2;2;2;2;2;2;2;14;;4;;;;;;;;;2;15;102.464.054.474.869
632432;1;1;90;;1;;1;2;2;2;2;2;2;2;2;21;;7;;;;;;;;;2;15;102.464.054.474.869
632433;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;123.335.198.030.386
632433;1;2;90;;1;;1;2;1;2;2;2;2;2;2;7;;7;;70;;;;;;;2;15;123.335.198.030.386
632433;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;123.335.198.030.386
632434;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;104.778.245.632.637
632434;1;2;90;;1;;1;2;2;2;2;2;2;2;2;21;;14;;;;;;;;;2;15;104.778.245.632.637
632434;1;3;90;;1;;2;2;2;2;2;2;2;2;2;4;;;;;;;;;;;2;15;104.778.245.632.637
632434;1;4;90;;1;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;15;104.778.245.632.637
632434;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;104.778.245.632.637
632435;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;924.791.203.835.397
632435;1;2;90;;1;;1;2;2;1;2;2;2;2;2;21;;14;;;21;;;;;;2;15;924.791.203.835.397
632435;1;3;90;;1;;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;;2;15;924.791.203.835.397
632436;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;877.477.679.475.083
632436;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;60;;;;;;;2;15;877.477.679.475.083
632436;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;877.477.679.475.083
632436;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;877.477.679.475.083
632436;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;877.477.679.475.083
632437;1;1;90;;1;;1;2;2;2;2;2;2;2;2;14;;7;;;;;;;;;2;15;802.557.330.638.739
632438;1;1;90;;1;;1;2;2;2;2;2;2;2;2;14;;7;;;;;;;;;2;15;802.557.330.638.739
632440;1;1;90;;1;;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;;2;15;113.106.646.393.776
632440;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;14;;;;;;;;;2;15;113.106.646.393.776
632442;1;1;90;;1;;1;2;2;2;2;2;2;2;2;21;;14;;;;;;;;;2;15;802.557.330.638.739
632443;1;1;90;;2;;2;2;2;1;2;2;2;2;2;;;;;;21;;;;;;2;15;113.582.530.023.313
632443;1;2;90;;1;;1;2;2;2;2;2;2;2;2;14;;7;;;;;;;;;2;15;113.582.530.023.313
632444;1;1;90;;1;;1;2;2;2;2;2;2;2;2;7;;7;;;;;;;;;2;15;900.089.464.944.974
632444;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;900.089.464.944.974
632444;1;3;90;;1;;1;2;2;2;2;2;2;2;2;14;;14;;;;;;;;;2;15;900.089.464.944.974
632445;1;1;90;;1;;1;2;2;2;2;2;2;2;2;14;;4;;;;;;;;;2;15;802.557.330.638.739
632446;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;112.541.113.118.661
632446;1;2;90;;1;;1;2;2;2;1;2;2;2;2;21;;14;;;;14;;;;;2;15;112.541.113.118.661
632446;1;3;90;;1;;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;;2;15;112.541.113.118.661
632447;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;102.464.054.474.869
632448;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;916.189.366.649.877
632448;1;2;90;;1;;2;2;2;2;1;2;2;2;2;7;;;;;;32;;;;;2;15;916.189.366.649.877
632448;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;916.189.366.649.877
632449;1;1;90;;1;;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;;2;15;120.403.839.725.109
632449;1;2;90;;1;;1;2;2;2;2;2;2;2;2;30;;14;;;;;;;;;2;15;120.403.839.725.109
632449;1;3;90;;1;;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;;2;15;120.403.839.725.109
632449;1;4;90;;1;;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;;2;15;120.403.839.725.109
632449;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;120.403.839.725.109
632449;1;6;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;120.403.839.725.109
632451;1;1;90;;1;;1;2;2;2;2;2;2;2;2;14;;14;;;;;;;;;2;15;972.964.757.745.352
632451;1;2;90;;1;;2;2;2;2;2;2;2;2;2;3;;;;;;;;;;;2;15;972.964.757.745.352
632460;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;146.909.326.982.752
632460;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;146.909.326.982.752
632460;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;15;146.909.326.982.752
632461;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;802.557.330.638.739
632462;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;15;102.464.054.474.869
632463;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;15;11.950.479.718.553
632463;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;7;;;;;;;;;2;15;11.950.479.718.553
632464;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;15;880.174.541.521.101
632464;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;880.174.541.521.101
632465;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;42;;;;;;;;;2;15;147.664.015.444.636
632465;1;2;90;;1;;2;2;2;2;2;2;2;2;2;21;;;;;;;;;;;2;15;147.664.015.444.636
632465;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;147.664.015.444.636
632465;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;15;147.664.015.444.636
632466;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;15;130.686.767.600.544
632466;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;15;130.686.767.600.544
632466;1;3;90;;1;;2;2;2;2;2;2;2;2;2;3;;;;;;;;;;;2;15;130.686.767.600.544
632466;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;130.686.767.600.544
632466;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;130.686.767.600.544
632469;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;128.166.106.236.896
632469;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;128.166.106.236.896
632469;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;128.166.106.236.896
632469;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;15;128.166.106.236.896
632469;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;128.166.106.236.896
632469;1;6;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;128.166.106.236.896
632469;1;7;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;128.166.106.236.896
632469;1;8;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;128.166.106.236.896
632471;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;15;168.012.736.622.526
632471;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;168.012.736.622.526
632474;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;15;802.557.330.638.739
632476;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;143.216.503.002.958
632476;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;143.216.503.002.958
632476;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;143.216.503.002.958
632476;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;143.216.503.002.958
632476;1;6;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;2;15;143.216.503.002.958
632477;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;15;802.557.330.638.739
632478;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;145.004.686.368.825
632478;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;15;145.004.686.368.825
632479;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;140.712.555.684.184
632479;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;140.712.555.684.184
632479;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;140.712.555.684.184
632480;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;103.841.778.561.103
632480;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;103.841.778.561.103
632480;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;15;103.841.778.561.103
632480;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;103.841.778.561.103
632482;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;914.377.034.788.878
632482;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;914.377.034.788.878
632482;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;914.377.034.788.878
632482;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;914.377.034.788.878
632483;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;886.881.793.339.484
632483;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;886.881.793.339.484
632484;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;813.606.448.350.955
632484;1;2;90;;2;;1;2;2;1;2;2;2;2;2;;;21;;;21;;;;;;2;15;813.606.448.350.955
632485;1;1;90;;1;;1;2;2;2;2;2;2;2;2;14;;2;;;;;;;;;2;15;108.659.679.375.649
632485;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;28;;;;;;;;;2;15;108.659.679.375.649
632485;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;15;108.659.679.375.649
632485;1;4;90;;1;;1;2;2;2;2;2;2;2;2;7;;14;;;;;;;;;2;15;108.659.679.375.649
632486;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;15;134.685.939.663.086
632487;1;1;90;;1;;1;2;2;2;2;2;2;2;2;7;;21;;;;;;;;;2;15;115.098.138.736.163
632487;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;35;;;;;;;;;2;15;115.098.138.736.163
632487;1;3;90;;1;;2;2;2;2;2;2;2;2;2;14;;;;;;;;;;;2;15;115.098.138.736.163
632488;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;132.124.727.657.073
632488;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;35;;;;;;;;;2;15;132.124.727.657.073
632489;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;102.464.054.474.869
632490;1;1;90;;1;;1;2;2;2;2;2;2;2;2;7;;7;;;;;;;;;2;15;818.348.366.432.938
632490;1;2;90;;1;;1;2;2;2;2;2;2;2;2;14;;35;;;;;;;;;2;15;818.348.366.432.938
632490;1;3;90;;1;;1;2;2;2;2;2;2;2;2;7;;7;;;;;;;;;2;15;818.348.366.432.938
632490;1;4;90;;1;;1;2;2;2;2;2;2;2;2;7;;7;;;;;;;;;2;15;818.348.366.432.938
632491;1;1;90;;1;;1;2;2;2;2;2;2;2;2;7;;14;;;;;;;;;2;15;802.557.330.638.739
632493;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;15;102.464.054.474.869
632494;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;126.175.760.292.297
632494;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;15;126.175.760.292.297
632494;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;126.175.760.292.297
632494;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;126.175.760.292.297
632495;1;1;90;;1;;1;2;2;2;2;2;2;2;2;14;;7;;;;;;;;;2;15;906.385.200.597.325
632495;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;906.385.200.597.325
632495;1;3;90;;1;;1;2;2;2;2;2;2;2;2;7;;21;;;;;;;;;2;15;906.385.200.597.325
632495;1;4;90;;1;;1;2;2;2;2;2;2;2;2;7;;21;;;;;;;;;2;15;906.385.200.597.325
632495;1;5;90;;1;;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;;2;15;906.385.200.597.325
632496;1;1;90;;1;;1;2;2;2;2;2;2;2;2;7;;7;;;;;;;;;2;15;916.189.366.649.877
632496;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;916.189.366.649.877
632496;1;3;90;;1;;1;2;2;2;2;2;2;2;2;7;;14;;;;;;;;;2;15;916.189.366.649.877
632497;1;1;90;;1;;1;2;2;2;2;2;2;2;2;7;;7;;;;;;;;;2;15;104.303.508.400.888
632497;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;35;;;;;;;;;2;15;104.303.508.400.888
632498;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;15;102.464.054.474.869
632499;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;972.964.757.745.352
632499;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;972.964.757.745.352
632500;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;109.225.212.650.764
632500;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;15;109.225.212.650.764
632500;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;15;109.225.212.650.764
632501;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;15;106.280.846.953.523
632508;1;1;90;;1;;1;2;2;2;2;2;2;2;2;6;;4;;;;;;;;;2;15;953.155.504.540.768
632509;1;1;90;;1;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;15;105.330.327.308.297
632509;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;40;;;;;;;;;2;15;105.330.327.308.297
632510;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;15;139.521.274.607.488
632510;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;139.521.274.607.488
632510;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;139.521.274.607.488
632510;1;4;90;;1;;1;2;2;2;2;2;2;2;2;2;;14;;;;;;;;;2;15;139.521.274.607.488
632510;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;15;139.521.274.607.488
632510;1;6;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;15;139.521.274.607.488
632511;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;15;109.375.569.418.944
632511;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;36;;;;;;;;;2;15;109.375.569.418.944
632512;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;966.277.965.660.568
632512;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;966.277.965.660.568
632513;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;15;121.691.216.081.171
632514;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;15;121.691.216.081.171
632515;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;155.134.451.676.402
632515;1;2;90;;1;;1;2;2;2;2;2;2;2;2;4;;35;;;;;;;;;2;15;155.134.451.676.402
632515;1;3;90;;1;;1;2;2;2;2;2;2;2;2;6;;6;;;;;;;;;2;15;155.134.451.676.402
632516;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;15;966.277.965.660.568
632516;1;2;90;;1;;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;;2;15;966.277.965.660.568
632517;1;1;90;;1;;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;;2;15;966.277.965.660.568
632517;1;2;90;;1;;1;2;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;15;966.277.965.660.568
632518;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;751.525.582.081.895
632518;1;2;90;;1;;1;2;2;2;2;2;2;2;2;5;;18;;;;;;;;;2;15;751.525.582.081.895
632519;1;1;90;;1;;2;2;2;2;2;2;2;2;2;14;;;;;;;;;;;2;15;192.129.186.034.774
632519;1;2;90;;1;;1;2;2;2;2;2;2;2;2;4;;30;;;;;;;;;2;15;192.129.186.034.774
632519;1;3;90;;1;;1;2;2;2;2;2;2;2;2;14;;6;;;;;;;;;2;15;192.129.186.034.774
632519;1;4;90;;1;;1;2;2;2;2;2;2;2;2;14;;12;;;;;;;;;2;15;192.129.186.034.774
632519;1;5;90;;1;;1;2;2;2;2;2;2;2;2;6;;4;;;;;;;;;2;15;192.129.186.034.774
632519;1;6;90;;1;;1;2;2;2;2;2;2;2;2;6;;5;;;;;;;;;2;15;192.129.186.034.774
632519;1;7;90;;1;;1;2;2;2;2;2;2;2;2;6;;5;;;;;;;;;2;15;192.129.186.034.774
632520;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;15;140.740.653.687.037
632520;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;15;140.740.653.687.037
632521;1;1;90;;1;;1;2;2;2;2;2;2;2;2;6;;6;;;;;;;;;2;15;966.277.965.660.568
632521;1;2;90;;1;;1;2;2;2;2;2;2;2;2;6;;21;;;;;;;;;2;15;966.277.965.660.568
632522;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;13.141.398.066.794
632522;1;2;90;;1;;1;2;2;2;2;2;2;2;2;4;;35;;;;;;;;;2;15;13.141.398.066.794
632522;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;2;15;13.141.398.066.794
632522;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;2;15;13.141.398.066.794
632523;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;15;115.553.952.243.022
632523;1;2;90;;1;;1;2;2;2;2;2;2;2;2;21;;7;;;;;;;;;2;15;115.553.952.243.022
632524;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;601.894.849.845.953
632524;1;2;90;;1;;1;2;2;2;2;2;2;2;2;6;;48;;;;;;;;;2;15;601.894.849.845.953
632524;1;3;90;;1;;1;2;2;2;2;2;2;2;2;10;;10;;;;;;;;;2;15;601.894.849.845.953
632525;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;953.909.599.971.343
632525;1;2;90;;1;;1;2;2;2;2;2;2;2;2;12;;28;;;;;;;;;2;15;953.909.599.971.343
632525;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;953.909.599.971.343
632526;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;15;101.236.211.567.832
632526;1;2;90;;1;;1;2;1;2;2;2;2;2;2;4;;35;;6;;;;;;;2;15;101.236.211.567.832
632526;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;101.236.211.567.832
632526;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;15;101.236.211.567.832
632527;1;1;90;;1;;1;2;2;2;2;2;2;2;2;3;;7;;;;;;;;;2;15;121.691.216.081.171
632528;1;1;90;;1;;1;2;2;2;2;2;2;2;2;12;;28;;;;;;;;;2;15;165.256.348.512.386
632528;1;2;90;;1;;2;2;2;2;2;2;2;2;2;3;;;;;;;;;;;2;15;165.256.348.512.386
632528;1;3;90;;1;;1;2;2;2;2;2;2;2;2;3;;30;;;;;;;;;2;15;165.256.348.512.386
632528;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;165.256.348.512.386
632529;1;1;90;;1;;1;2;2;2;2;2;2;2;2;2;;10;;;;;;;;;2;15;121.691.216.081.171
632530;1;1;90;;1;;1;2;2;2;2;2;2;2;2;5;;8;;;;;;;;;2;15;141.381.245.409.233
632530;1;2;90;;1;;1;2;2;2;2;2;2;2;2;4;;15;;;;;;;;;2;15;141.381.245.409.233
632530;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;15;141.381.245.409.233
632530;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;15;141.381.245.409.233
632531;1;1;90;;1;;1;2;2;2;2;2;2;2;2;5;;14;;;;;;;;;2;15;159.959.469.402.571
632532;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;15;121.691.216.081.171
632533;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;966.277.965.660.568
632533;1;2;90;;1;;1;2;2;2;2;2;2;2;2;3;;35;;;;;;;;;2;15;966.277.965.660.568
632534;1;1;90;;1;;1;2;2;2;2;2;2;2;2;5;;8;;;;;;;;;2;15;966.277.965.660.568
632534;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;15;966.277.965.660.568
632541;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;751.525.582.081.895
632541;1;2;90;;1;;1;1;2;2;2;2;2;2;2;5;;18;1;;;;;;;;2;15;751.525.582.081.895
632543;1;1;90;;1;;1;2;2;2;2;2;2;2;2;2;;6;;;;;;;;;2;15;240.757.939.938.381
632543;1;2;90;;1;;1;2;2;2;2;2;2;2;2;4;;48;;;;;;;;;2;15;240.757.939.938.381
632543;1;3;90;;1;;2;2;2;2;2;2;2;2;2;12;;;;;;;;;;;2;15;240.757.939.938.381
632543;1;4;90;;1;;2;2;2;2;2;2;2;2;2;14;;;;;;;;;;;2;15;240.757.939.938.381
632543;1;5;90;;1;;1;2;2;2;2;2;2;2;2;14;;4;;;;;;;;;2;15;240.757.939.938.381
632543;1;6;90;;1;;1;2;2;2;2;2;2;2;2;14;;5;;;;;;;;;2;15;240.757.939.938.381
632543;1;7;90;;1;;1;2;2;2;2;2;2;2;2;6;;12;;;;;;;;;2;15;240.757.939.938.381
632544;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;15;133.659.213.318.535
632544;1;2;90;;1;;1;2;2;1;2;2;2;2;2;2;;35;;;2;;;;;;2;15;133.659.213.318.535
632544;1;3;90;;1;;1;2;2;2;2;2;2;2;2;4;;7;;;;;;;;;2;15;133.659.213.318.535
632545;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;135.095.389.130.534
632545;1;2;90;;1;;1;2;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;15;135.095.389.130.534
632545;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;135.095.389.130.534
632545;1;4;90;;1;;2;2;2;2;2;2;2;2;2;14;;;;;;;;;;;2;15;135.095.389.130.534
632545;1;5;90;;1;;1;2;2;2;2;2;2;2;2;6;;48;;;;;;;;;2;15;135.095.389.130.534
632545;1;7;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;15;135.095.389.130.534
632546;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;201.904.512.704.023
632546;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;15;201.904.512.704.023
632547;1;1;90;;1;;2;2;2;2;2;2;2;2;2;18;;;;;;;;;;;2;15;11.342.081.152.959
632547;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;15;11.342.081.152.959
632548;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;15;130.285.625.597.672
632548;1;2;90;;1;;1;2;2;2;2;2;2;2;2;21;;28;;;;;;;;;2;15;130.285.625.597.672
632549;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;15;966.277.965.660.568
632549;1;2;90;;1;;1;2;2;2;2;2;2;2;2;14;;28;;;;;;;;;2;15;966.277.965.660.568
632550;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;11.473.305.764.157
632550;1;2;90;;1;;1;2;2;2;2;2;2;2;2;14;;35;;;;;;;;;2;15;11.473.305.764.157
632550;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;15;11.473.305.764.157
632551;1;1;90;;1;;1;2;2;2;2;2;2;2;2;6;;12;;;;;;;;;2;15;858.801.084.381.228
632551;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;15;858.801.084.381.228
632551;1;3;90;;1;;1;2;2;2;2;2;2;2;2;4;;6;;;;;;;;;2;15;858.801.084.381.228
632552;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;105.845.988.086.499
632552;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;30;;;;;;;;;2;15;105.845.988.086.499
632552;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;105.845.988.086.499
632553;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;115.553.952.243.022
632553;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;14;;;;;;;;;2;15;115.553.952.243.022
632554;1;1;90;;1;;2;2;2;2;2;2;2;2;2;4;;;;;;;;;;;2;15;966.277.965.660.568
632554;1;2;90;;1;;1;2;2;2;2;2;2;2;2;4;;21;;;;;;;;;2;15;966.277.965.660.568
632555;1;1;90;;1;;1;2;2;2;2;2;2;2;2;5;;18;;;;;;;;;2;15;953.155.504.540.768
