DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
4707298;1;1;1;10;1;2;3;1966;52;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;6;1;3; ;05;12;09;05;1049,81495434659
4707298;1;2;1;10;2;1;1;1991;27;3;6;2; ;1;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;1049,81495434659
4707298;1;3;1;10;1;1;10;1992;25;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;09;05;1049,81495434659
4707299;1;1;1;10;1;2;3;1969;49;1;4;3; ;2; ; ; ;1; ; ;1;1;143000;2;1;2; ;6;5;4; ;05;16;09;05;895,144893476999
4707299;1;2;1;10;1;2;2;2002;16;3;6;2; ;1;1; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;05;10;09;05;895,144893476999
4707300;1;1;1;10;1;1;9;1980;37;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;09;05;1081,92444096509
4707301;1;1;1;10;1;2;1;1957;61;1;6;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;09;05;798,042101465616
4707301;1;2;1;10;2;2;3;1928;90;5;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;05;0;09;05;798,042101465616
4707301;1;3;1;10;1;2;7;1965;53;5;6;3; ;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;05;0;09;05;798,042101465616
4707302;1;1;1;10;1;2;11;1976;41;1;3;3; ;2; ;2; ;1; ; ;1;2;93500;2;1;2; ;5;11;2; ;05;11;09;05;1112,95026853497
4707302;1;2;1;10;1;2;12;2004;13;3;6;2; ;1;1; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;05;7;09;05;1112,95026853497
4707302;1;3;1;10;1;2;8;2008;10;3;6;2; ;1;1; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;05;3;09;05;1112,95026853497
4707303;1;1;1;10;1;2;3;1964;54;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;09;05;955,361202721724
4707303;1;2;1;10;2;2;10;1990;27;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;05;11;09;05;955,361202721724
4707304;1;1;1;10;1;2;8;1982;36;1;2;3; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;1191,75147554252
4707304;1;2;1;10;2;1;10;1967;50;2;2;2; ;2; ;1;1;1; ; ;1;1;92000;2;1;2; ;5;11;2; ;05;11;09;05;1191,75147554252
4707304;1;3;1;10;2;1;11;2012;5;3; ;1;2;1;1; ; ;1; ; ;1;5; ;2;2;1;2;2;0; ; ;05;0;09;05;1191,75147554252
4707305;1;1;1;10;2;1;8;1958;60;1;2;3; ;3; ;1;2;1; ; ;1;1;200000;2;1;2; ;6;10;4; ;05;21;09;05;986,567347915544
4707305;1;2;1;10;2;2;12;1976;41;2;2;2; ;2; ;1;1;1; ; ;1;3;97500;2;1;2; ;6;5;4; ;05;16;09;05;986,567347915544
4707305;1;3;1;10;2;2;2;1999;19;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;2;6;1;2;2;05;12;09;05;986,567347915544
4707306;1;1;1;10;1;1;7;1945;73;1;3;3; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;3;2; ; ;05;2;09;05;934,353251431135
4707306;1;2;1;10;2;2;8;1956;62;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;3; ; ;05;3;09;05;934,353251431135
4707306;1;3;1;10;3;2;11;1993;24;3;6;1;1;1;2; ; ;1; ; ;1;1;32000;2;1;2; ;5;11;2; ;05;11;09;05;934,353251431135
4707307;1;1;1;10;1;1;6;1966;52;1;2;3; ;2; ;1;2;1; ; ;1;4; ;2;1;2; ;4;8; ; ;05;8;09;05;1246,83890773578
4707307;1;2;1;10;2;2;5;1989;29;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;1246,83890773578
4707307;1;3;1;10;2;2;8;2009;9;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;05;2;09;05;1246,83890773578
4707308;1;1;1;10;1;2;5;1953;65;1;6;3; ;3; ; ; ;1; ; ;1;2;93750;2;1;2; ;3;5; ; ;05;5;09;05;910,245977572951
4707308;1;2;1;10;2;1;7;1985;33;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;05;11;09;05;910,245977572951
4707308;1;3;1;10;3;1;7;1954;64;5;6;3; ;3; ; ; ;1; ; ;1;2;93750;2;1;2; ;3;5; ; ;05;5;09;05;910,245977572951
4707308;1;4;1;10;4;2;7;1960;58;5;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;09;05;910,245977572951
4707308;1;5;1;10;5;2;1;1966;52;5;6;3; ;3; ; ; ;1; ; ;1;1;31250;2;1;2; ;5;11;2; ;05;11;09;05;910,245977572951
4707309;1;1;1;10;1;2;1;1966;52;1;4;3; ;3; ; ; ;1; ; ;2;1;100000;2;1;2; ;6;6;5; ;05;17;09;05;1008,25211100901
4707310;1;1;1;10;1;2;4;1945;73;1;6;3; ;3; ; ; ;1; ; ;1;3;97655;2;1;2; ;5;11;2; ;05;11;09;05;956,038014524602
4707311;1;1;1;10;1;2;11;1997;20;1;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;6;3;2;2;05;14;09;05;834,928584232275
4707311;1;2;1;10;2;2;11;2001;16;5;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;05;11;09;05;834,928584232275
4707312;1;1;1;10;1;1;10;1950;67;1;3;3; ;3; ;1;2;2;1;3; ; ; ;2;1;2; ;3;5; ; ;05;5;09;05;1068,24189063194
4707312;1;2;1;10;2;2;7;1956;62;2;3;3; ;3; ;1;1;2;1;3; ; ; ;2;1;2; ;4;7; ; ;05;7;09;05;1068,24189063194
4707312;1;3;1;10;3;1;1;1985;33;3;6;1;1;1;2; ; ;2;1;3; ; ; ;2;1;2; ;5;11;2; ;05;11;09;05;1068,24189063194
4707313;1;1;1;10;1;2;10;1935;82;1;5;3; ;3; ; ; ;1; ; ;1;2;93750;2;2;2; ;1;0; ; ;05;0;09;05;956,038014524602
4707314;1;1;1;10;1;2;3;1925;93;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;05;4;09;05;956,038014524602
4707315;1;1;1;10;1;1;12;1957;60;1;3;3; ;3; ;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;873,460130383532
4707315;1;2;1;10;2;2;2;1965;53;2;3;2; ;2; ;1;1;1; ; ;1;1;76000;2;1;2; ;6;2;3; ;05;13;09;05;873,460130383532
4707315;1;3;1;10;2;2;2;1999;19;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;2;6;1;2;2;05;12;09;05;873,460130383532
4707315;1;4;1;10;4;2;9;1999;19;5;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;2;6;0;2;2;05;11;09;05;873,460130383532
4707316;1;1;1;10;1;2;5;1952;66;1;4;3; ;3; ; ; ;1; ; ;1;2;98;2;1;2; ;6;1;2;2;05;12;09;05;956,038014524602
4707317;1;1;1;10;1;1;4;1969;49;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;09;05;915,926315145789
4707317;1;2;1;10;2;2;11;1968;49;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;05;8;09;05;915,926315145789
4707317;1;3;1;10;2;2;10;2001;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;2;4;8; ; ;05;8;09;05;915,926315145789
4707318;1;1;1;10;1;2;12;1946;71;1;5;3; ;3; ; ; ;1; ; ;1;3;97500;2;1;2; ;5;11;2; ;05;11;09;05;956,038014524602
4707319;1;1;1;10;1;1;5;1961;57;1;6;3; ;3; ; ; ;1; ; ;2;2;130000;2;1;2; ;5;11;2; ;05;11;09;05;1152,56547373485
4707320;1;1;1;10;1;1;6;1980;38;1;3;2; ;2; ;1;2;1; ; ;1;1;256000;2;1;1;2;6;7;5; ;05;18;09;05;1464,64428279375
4707320;1;2;1;10;2;2;8;1978;40;2;3;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;6;5;4; ;05;16;09;05;1464,64428279375
4707320;1;3;1;10;2;2;4;2007;11;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;2;3;4; ; ;05;4;09;05;1464,64428279375
4707320;1;4;1;10;2;2;7;2009;9;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;05;0;09;05;1464,64428279375
4707321;1;1;1;10;1;1;12;1955;62;1;6;3; ;3; ; ; ;1; ; ;2;2;98;2;1;2; ;6;8;5; ;05;19;09;05;1152,56547373485
4707322;1;1;1;10;1;2;10;1944;73;1;6;3; ;3; ; ; ;1; ; ;1;2;93500;2;1;2; ;3;3; ; ;05;3;09;05;976,819436193392
4707322;1;2;1;10;2;1;7;1970;48;3;4;3; ;1;1; ; ;1; ; ;3; ; ;1;1;2; ;6;2;3; ;05;13;09;05;976,819436193392
4707323;1;1;1;10;1;1;10;1965;52;1;1;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;09;05;1029,0335326778
4707323;1;2;1;10;2;2;12;1986;31;2;1;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;09;05;1029,0335326778
4707324;1;1;1;10;1;1;11;1974;43;1;3;2; ;2; ;1;2;1; ; ;1;3;97655;2;1;2; ;5;11;2; ;05;11;09;05;1029,0335326778
4707324;1;2;1;10;2;2;9;1982;35;2;3;2; ;2; ;1;1;1; ; ;1;1;36000;2;1;2; ;6;2;3; ;05;13;09;05;1029,0335326778
4707325;1;1;1;10;1;2;9;1955;62;1;2;2; ;3; ;2; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;956,038014524602
4707326;1;1;1;10;1;2;6;1961;57;1;4;3; ;2; ; ; ;1; ; ;1;3;97650;2;1;2; ;6;2;3; ;05;13;09;05;850,256197950026
4707326;1;2;1;10;2;2;9;1985;32;3;6;2; ;1;1; ; ;1; ; ;1;1;160000;2;1;2; ;6;6;4; ;05;17;09;05;850,256197950026
4707326;1;3;1;10;3;2;1;1990;28;3;6;2; ;1;1; ; ;1; ; ;1;1;80000;2;1;2; ;6;4;3; ;05;15;09;05;850,256197950026
4707327;1;1;1;10;1;2;9;1960;57;1;4;3; ;3; ; ; ;1; ; ;1;2;280000;2;1;2; ;6;4;3; ;05;15;09;05;956,038014524602
4707328;1;1;1;10;1;1;1;1971;47;1;3;3; ;2; ;1;2;1; ; ;1;1;200000;2;1;2; ;6;5;4; ;05;16;09;05;1409,55685060049
4707328;1;2;1;10;2;2;2;1977;41;2;3;2; ;2; ;1;1;1; ; ;1;1;232000;2;1;2; ;6;6;5; ;05;17;09;05;1409,55685060049
4707328;1;3;1;10;1;2;10;2008;9;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;2;3;3; ; ;05;3;09;05;1409,55685060049
4707328;1;4;1;10;1;1;2;2014;4;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;1;2;2;0; ; ;05;0;09;05;1409,55685060049
4707329;1;1;1;10;1;2;1;1992;26;1;6;2; ;2; ; ; ;2;1;4; ; ; ;2;1;2; ;6;5;4; ;05;16;09;05;1029,0335326778
4707329;1;2;1;10;2;1;9;1990;28;9;1;2; ;2; ;2; ;1; ; ;1;1;44000;2;1;2; ;6;5;4; ;05;16;09;05;1029,0335326778
4707330;1;1;1;10;1;1;8;1940;78;1;3;3; ;3; ;1;2;1; ; ;1;2;278000;2;1;2; ;5;11;2; ;05;11;09;05;1039,34803775718
4707330;1;2;1;10;2;2;3;1944;74;2;3;3; ;3; ;1;1;1; ; ;1;2;200000;2;1;2; ;5;11;2; ;05;11;09;05;1039,34803775718
4707330;1;3;1;10;3;1;4;1980;38;3;6;1;1;1;2; ; ;1; ; ;1;1;57000;2;1;2; ;6;7;5; ;05;18;09;05;1039,34803775718
4707330;1;4;1;10;4;1;1;1997;21;4;6;2; ;2; ; ; ;1; ; ;1;1;32000;2;1;1;2;6;2;3; ;05;13;09;05;1039,34803775718
4707332;1;1;1;10;1;1;6;1982;36;1;3;2; ;2; ;1;2;1; ; ;1;4; ;2;1;2; ;6;8;5; ;05;19;09;05;1191,75147554252
4707332;1;2;1;10;2;2;9;1982;35;2;3;2; ;2; ;1;1;1; ; ;1;3;97750;2;1;2; ;6;8;5; ;05;19;09;05;1191,75147554252
4707332;1;3;1;10;2;1;12;2015;2;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;05; ;09;05;1191,75147554252
4707333;1;1;1;10;1;2;3;1954;64;1;6;3; ;3; ; ; ;1; ; ;1;2;220000;2;1;2; ;5;11;2; ;05;11;09;05;956,038014524602
4707334;1;1;1;10;1;1;4;1969;49;1;2;3; ;2; ;1;2;2;1;5; ; ; ;2;1;2; ;3;5; ; ;05;5;09;05;1029,0335326778
4707334;1;2;1;10;2;2;3;1971;47;2;2;3; ;2; ;1;1;2;1;5; ; ; ;2;1;2; ;4;7; ; ;05;7;09;05;1029,0335326778
4707335;1;1;1;10;1;1;10;1975;42;1;3;3; ;2; ;1;2;1; ; ;2;1;130000;2;1;2; ;5;11;2; ;05;11;09;05;1191,75147554252
4707335;1;2;1;10;2;2;12;1984;33;2;3;2; ;2; ;1;1;1; ; ;2;5; ;2;1;2; ;5;11;2; ;05;11;09;05;1191,75147554252
4707335;1;3;1;10;3;1;1;2007;11;3;6;1;1;1;2; ; ;1; ; ;2;5; ;2;1;1;2;4;0; ; ;05;5;09;05;1191,75147554252
4707336;1;1;1;10;1;1;11;1986;31;1;3;2; ;2; ;1;2;1; ; ;1;1;141280;2;1;2; ;6;5;4; ;05;16;09;05;1029,0335326778
4707336;1;2;1;10;2;2;4;1988;30;2;3;2; ;2; ;1;1;1; ; ;1;3;97655;2;1;2; ;6;5;4; ;05;16;09;05;1029,0335326778
4707337;1;1;1;10;1;2;5;1989;29;1;2;2; ;2; ;1;2;1; ; ;1;1;96000;2;1;2; ;6;3;3; ;05;14;09;05;1029,0335326778
4707337;1;2;1;10;1;1;12;1980;37;2;2;2; ;2; ;1;1;1; ; ;1;3;200000;2;1;2; ;6;3;3; ;05;14;09;05;1029,0335326778
4707338;1;1;1;10;1;1;9;1939;78;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;05;4;09;05;1047,46046896315
4707338;1;2;1;10;2;2;1;1958;60;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;09;05;1047,46046896315
4707339;1;1;1;10;1;1;11;1981;36;1;4;3; ;2; ; ; ;2;1;60; ; ; ;1;1;2; ;4;6; ; ;05;6;09;05;1081,92444096509
4707340;1;1;1;10;1;2;2;1992;26;1;6;2; ;2; ; ; ;1; ; ;1;1;150000;2;1;2; ;6;5;4; ;05;16;09;05;955,361202721724
4707340;1;2;1;10;2;2;1;1989;29;9;6;2; ;2; ; ; ;1; ; ;1;1;100000;2;1;2; ;6;5;4; ;05;16;09;05;955,361202721724
4707341;1;1;1;10;1;1;4;1981;37;1;6;3; ;2; ; ; ;1; ; ;1;1;31300;2;1;2; ;5;11;2; ;05;11;09;05;1102,70586263388
4707341;1;2;1;10;2;1;6;1978;40;5;6;3; ;2; ; ; ;1; ; ;1;1;31300;2;1;2; ;5;11;2; ;05;11;09;05;1102,70586263388
4707342;1;1;1;10;1;2;6;1957;61;1;4;3; ;3; ; ; ;1; ; ;1;3;97000;2;1;2; ;6;2;3; ;05;13;09;05;923,928527906104
4707342;1;2;1;10;2;1;6;1983;35;3;6;2; ;1;1; ; ;1; ; ;1;5; ;2;1;2; ;4;7; ; ;05;7;09;05;923,928527906104
4707342;1;3;1;10;3;2;5;1992;26;3;6;2; ;1;1; ; ;1; ; ;1;3;112500;2;1;2; ;6;5;4; ;05;16;09;05;923,928527906104
4707343;1;1;1;10;2;2;10;1976;41;1;3;2; ;2; ;1;2;1; ; ;1;1;40000;2;1;2; ;6;5;4; ;05;16;09;05;1000,13967980304
4707343;1;2;1;10;2;1;1;1986;32;2;3;2; ;2; ;1;1;1; ; ;1;1;60000;2;1;2; ;5;11;2; ;05;11;09;05;1000,13967980304
4707343;1;3;1;10;2;1;11;2002;15;3;6;1;2;1;1; ; ;1; ; ;1;5; ;2;1;1;2;4;9; ; ;05;9;09;05;1000,13967980304
4707344;1;1;1;10;1;1;11;1980;37;1;6;2; ;2; ; ; ;2;1;24; ; ; ;2;1;2; ;6;5;4; ;05;16;09;05;1081,92444096509
4707345;1;1;1;10;1;2;7;1941;77;1;5;3; ;3; ; ; ;1; ; ;1;2;93700;2;1;2; ;5;11;2; ;05;11;09;05;956,038014524602
4707346;1;1;1;10;1;1;5;1937;81;1;3;3; ;3; ;1;2;1; ; ;1;2;93750;2;1;2; ;3;5; ; ;05;5;09;05;1047,46046896315
4707346;1;2;1;10;2;2;11;1934;83;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;05;5;09;05;1047,46046896315
4707347;1;1;1;10;1;1;10;1962;55;1;3;3; ;3; ;1;2;1; ; ;1;1;70000;2;1;2; ;6;14;5; ;05;25;09;05;957,673495040784
4707347;1;2;1;10;2;2;8;1969;49;2;3;3; ;2; ;1;1;1; ; ;1;1;200000;2;1;2; ;6;10;5; ;05;21;09;05;957,673495040784
4707347;1;3;1;10;3;1;11;1994;23;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;6;4;2;2;05;15;09;05;957,673495040784
4707347;1;4;1;10;2;2;11;2004;13;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;2;4;6; ; ;05;6;09;05;957,673495040784
4707348;1;1;1;10;1;2;1;1949;69;1;3;3; ;2; ;1;2;1; ; ;1;2;300000;2;1;2; ;6;7;5; ;05;18;09;05;1047,46046896315
4707348;1;2;1;10;2;1;6;1938;80;2;3;3; ;3; ;1;1;1; ; ;1;2;200000;2;1;2; ;3;5; ; ;05;5;09;05;1047,46046896315
4707349;1;1;1;10;1;1;4;1969;49;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;05;7;09;05;1081,92444096509
4707350;1;1;1;10;1;2;3;1975;43;1;6;2; ;2; ; ; ;1; ; ;1;1;45000;2;1;2; ;6;1;3; ;05;12;09;05;979,358258134252
4707350;1;2;1;10;2;1;2;1995;23;3;6;3; ;1;1; ; ;1; ; ;1;1;31250;2;1;2; ;6;2;3; ;05;13;09;05;979,358258134252
4707351;1;1;1;10;1;1;1;1965;53;1;6;3; ;2; ; ; ;1; ; ;1;4; ;2;1;2; ;5;10;1; ;05;10;09;05;1081,92444096509
4707352;1;1;1;10;1;2;8;1994;24;1;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;2;6;5;2;2;05;16;09;05;948,035801764287
4707353;1;1;1;10;1;1;10;1956;61;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;09;05;1120,45598711635
4707353;1;2;1;10;2;2;2;1966;52;2;2;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;1120,45598711635
4707353;1;3;1;10;3;1;4;1992;26;3;6;1;1;1;2; ; ;1; ; ;1;1;32000;2;1;2; ;6;3;3; ;05;14;09;05;1120,45598711635
4707354;1;1;1;10;1;1;5;1957;61;1;6;3; ;2; ; ; ;1; ; ;1;3;97700;2;1;2; ;5;10;1; ;05;10;09;05;1152,56547373485
4707355;1;1;1;10;1;2;1;1963;55;1;4;2; ;2; ; ; ;1; ; ;1;3;120000;2;1;2; ;4;9; ; ;05;9;09;05;973,539253238805
4707355;1;2;1;10;2;2;10;1985;32;3;6;2; ;1;1; ; ;1; ; ;1;4; ;2;1;1;2;6;1;2;2;05;12;09;05;973,539253238805
4707355;1;3;1;10;3;2;11;1993;24;3;6;2; ;1;1; ; ;1; ; ;1;1;48000;2;1;2; ;6;3;3; ;05;14;09;05;973,539253238805
4707355;1;4;1;10;3;1;3;2011;7;4; ;2; ;1;3; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;05;1;09;05;973,539253238805
4707355;1;5;1;10;5;1;3;1982;36;3;6;2; ;1;1; ; ;1; ; ;1;1;40000;2;1;1;1;6;1;2;2;05;12;09;05;973,539253238805
4707356;1;1;1;10;1;1;11;1973;44;1;6;3; ;3; ; ; ;1; ; ;1;1;31242;2;1;2; ;5;11;2; ;05;11;09;05;1081,92444096509
4707357;1;1;1;10;1;2;2;1959;59;1;4;3; ;3; ; ; ;1; ; ;1;2;93500;1;1;2; ;5;11;2; ;05;11;09;05;1007,84526376328
4707357;1;2;1;10;2;2;11;1986;31;3;4;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;09;05;1007,84526376328
4707357;1;3;1;10;3;2;7;2006;12;4;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;0; ; ;05;5;09;05;1007,84526376328
4707357;1;4;1;10;2;2;1;2009;9;4; ;2; ;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;05;3;09;05;1007,84526376328
4707358;1;1;1;10;1;1;9;1969;49;1;3;3; ;2; ;1;2;1; ; ;2;2;74000;2;1;2; ;6;1;3; ;05;12;09;05;887,032462271029
4707358;1;2;1;10;2;2;5;1974;44;2;3;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;887,032462271029
4707358;1;3;1;10;3;2;8;1994;24;3;6;1;1;1;2; ; ;1; ; ;1;1;31250;2;1;2; ;6;3;3; ;05;14;09;05;887,032462271029
4707358;1;4;1;10;4;1;9;1996;22;3;6;1;1;1;2; ; ;1; ; ;1;1;31250;2;1;2; ;5;11;2; ;05;11;09;05;887,032462271029
4707359;1;1;1;10;1;1;10;1952;65;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;05;8;09;05;1152,56547373485
4707360;1;1;1;10;1;1;3;1986;32;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;6;3;3; ;05;14;09;05;1246,83890773578
4707360;1;2;1;10;2;2;3;1984;34;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;6;2;3; ;05;13;09;05;1246,83890773578
4707360;1;3;1;10;2;2;11;2017;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;05; ;09;05;1246,83890773578
4707361;1;1;1;10;1;2;3;1938;80;1;4;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;3;2; ; ;05;2;09;05;1065,86504910203
4707361;1;2;1;10;2;2;9;1979;39;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;09;05;1065,86504910203
4707361;1;3;1;10;2;1;9;2008;10;4;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;05;4;09;05;1065,86504910203
4707362;1;1;1;10;1;1;12;1943;74;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;05;2;09;05;1047,46046896315
4707362;1;2;1;10;2;2;7;1946;72;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;05;2;09;05;1047,46046896315
4707363;1;1;1;10;1;1;1;1971;47;1;3;2; ;2; ;1;2;1; ; ;1;1;31250;2;1;2; ;6;5;4; ;05;16;09;05;1133,73169020376
4707363;1;2;1;10;2;2;4;1972;46;2;3;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;1133,73169020376
4707363;1;3;1;10;2;2;5;2002;16;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;05;9;09;05;1133,73169020376
4707363;1;4;1;10;2;2;10;2007;10;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;05;4;09;05;1133,73169020376
4707364;1;1;1;10;1;2;6;1989;29;1;1;2; ;2; ;1;2;1; ; ;1;1;32211;2;1;1;2;6;3;3; ;05;14;09;05;955,361202721724
