DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4712129;1;3;2;2;1;4;5;5;5;1; ; ;21000000;80000; ;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3;4;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;09;23;796,542869210604
4712130;1;2;1;2;1;4;5;1;4;1; ; ;10000000;50000; ;2;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;3;2; ;1;1;2;1;1;1;2;2;2; ;2; ;01;2;09;23;1626,1674935439
4712131;1;4;1;2;1;4;5;5;5;4; ; ; ;100000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;09;23;1775,73247834307
4712132;1;2;1;2;1;4;4;5;5;1; ; ;6000000;100000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;09;23;2337,1681268266
4712133;1;3;2;6; ;4;5;5;5;4; ; ; ;70000; ;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;4;5;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;09;23;2898,6511964491
4712134;1;3;2;2;1;4;10;1;5;1; ; ;12000000;60000; ;2;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;5;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;09;23;1177,60314997482
4712135;1;2;1;2;1;4;5;5;5;4; ; ; ;50000; ;2;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;5;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;09;23;1247,01792452957
4712136;1;2;1;2;1;4;5;5;5;1; ; ;7000000;90000; ;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2;3;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;09;23;1775,73247834307
4712137;1;3;2;2;1;4;5;1;5;1; ; ;20000000;100000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;4;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;09;23;1244,50280575511
4712138;1;3;1;2;1;4;5;1;4;4; ; ; ;80000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;1;2;1;3;5;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;09;23;1659,29452303086
