DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,fex_c_2011
2737557,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,7,63,121.729.698.389.449
2737558,1,1,1,80,2,1,4,4,,2,,2,,,,,4,2,1,7,63,123.466.005.764.685
2737558,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,7,63,123.466.005.764.685
2737558,1,4,1,80,2,1,1,4,,2,,1,240000,,,,4,2,1,7,63,123.466.005.764.685
2737558,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,123.466.005.764.685
2737559,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,7,63,171.119.925.949.307
2737560,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,7,63,171.119.925.949.307
2737560,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,171.119.925.949.307
2737561,1,1,1,80,2,1,4,5,,3,,2,,,,,10,2,1,7,63,122.803.406.084.098
2737561,1,2,1,80,2,1,4,4,,2,,2,,,,,4,2,1,7,63,122.803.406.084.098
2737564,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,176.973.197.398.665
2737564,1,3,1,80,2,1,1,8,,2,,2,,,,,8,2,1,7,63,176.973.197.398.665
2737565,1,1,1,80,2,1,1,4,,2,,2,,,,,4,2,1,7,63,173.640.446.806.829
2737566,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,7,63,171.119.925.949.307
2737567,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,164.160.641.684.532
2737570,1,1,1,80,2,1,4,4,,2,,2,,,,,8,2,1,7,63,119.191.142.534.974
2737583,1,2,1,80,2,1,2,3,,2,,2,,,,,9,2,1,7,63,125.944.240.246.366
2737583,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,125.944.240.246.366
2737583,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,125.944.240.246.366
2737583,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,125.944.240.246.366
2737585,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,164.092.309.703.525
2737585,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,164.092.309.703.525
2737585,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,164.092.309.703.525
2737586,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,137.868.469.913.123
2737591,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,171.119.925.949.307
2737592,1,2,1,80,2,1,1,6,,2,,2,,,,,9,2,1,7,63,171.119.925.949.307
2737593,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,156.829.060.648.396
2737593,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,156.829.060.648.396
2737593,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,156.829.060.648.396
2737594,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,142.178.579.966.573
2737595,1,3,1,80,2,1,4,3,,2,,2,,,,,9,2,1,7,63,143.973.238.067.743
2737596,1,1,1,80,2,1,3,3,,2,,2,,,,,9,2,1,7,63,132.298.461.820.888
2737596,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,7,63,132.298.461.820.888
2737605,1,2,1,80,2,1,1,8,,2,,2,,,,,1,2,1,7,63,1.657.065.874.629
2737605,1,4,1,80,2,1,1,9,EMBARAZO,2,,2,,,,EMBARAZO,12,2,1,7,63,1.657.065.874.629
