DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2737558,1,7,1,70,2,24,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,2,,7,63,123.466.005.764.685
2737565,1,3,1,70,2,15,50,4,,2,16,1,,1,1,,,,,,,,,,1,,2,,2,41,54,85,1,2,8532,7,63,173.640.446.806.829
2737566,1,3,1,70,2,25,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,7,63,171.119.925.949.307
2737568,1,2,1,70,2,25,50,4,,1,,,.,,,.,.,,,,,,,,,.,,,,61,,,1,2,,7,63,152.765.378.394.965
2737569,1,3,1,70,2,3,50,4,,2,3,1,,4,1,,,,,,,,,,1,,1,1000000,2,95,95,45,1,1,4521,7,63,140.349.488.777.264
2737592,1,3,1,70,2,4,60,8,,1,,,.,,,.,.,,,,,,,,,.,,,,62,,,1,1,,7,63,171.119.925.949.307
2737608,1,1,1,70,2,150,48,3,,2,200,1,,3,1,,,,,,,,,,1,,2,,2,54,62,1,1,2,112,7,63,151.673.635.703.364
2737609,1,3,1,70,2,28,40,1,,2,28,1,,3,5,,,,,,,,,,1,,2,,2,11,11,70,1,2,7020,7,63,132.283.211.206.395
2737609,1,4,1,70,2,2,48,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,39,39,80,1,1,8060,7,63,132.283.211.206.395
2737613,1,3,1,70,2,2,45,1,,2,2,4,,1,5,,,,,,,,,,1,,1,120000,2,45,61,1,1,1,117,7,63,152.765.378.394.965
2737614,1,3,1,70,2,60,25,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,7,63,110.316.400.102.929
2737617,2,2,2,70,2,28,40,1,,2,30,3,,1,1,,,,,,,,,,1,,2,,2,53,54,95,1,2,9500,7,63,15.086.140.596.905
2738076,1,2,1,70,2,52,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,41,,,1,2,,7,73,787.542.365.675.544
2738082,1,2,1,70,2,156,48,4,,2,260,6,,2,8,,,,,,,,,,1,,2,,2,61,62,1,1,2,111,7,73,883.556.040.869.549
2738082,1,3,1,70,2,24,48,1,,2,24,1,,2,7,,,,,,,,,,1,,2,,2,53,53,55,1,2,5522,7,73,883.556.040.869.549
2738086,1,1,1,70,2,24,48,1,,2,8,2,,9,1,,,,,,,,,,1,,2,,2,45,39,75,1,2,7512,7,73,905.453.159.664.097
2738098,1,3,1,70,2,20,56,4,,2,4,1,,4,1,,,,,,,,,,1,,2,,2,57,53,55,1,2,5521,7,73,857.443.397.632.119
2738106,1,2,1,70,2,24,48,1,,2,24,1,,2,1,,,,,,,,,,1,,2,,2,53,53,1,1,2,111,7,73,105.084.384.065.392
2738106,1,3,1,70,2,2,24,8,,2,2,8,,2,1,,,,,,,,,,1,,1,20000,2,62,62,1,1,1,114,7,73,105.084.384.065.392
2738116,1,1,1,70,2,2,45,4,,2,2,4,,2,1,,,,,,,,,,1,,1,200000,2,95,93,45,1,1,4552,7,73,775.228.747.814.395
2738116,1,4,1,70,2,6,50,3,,2,6,1,,2,1,,,,,,,,,,1,,2,,2,54,53,55,1,1,5522,7,73,775.228.747.814.395
2738116,1,8,1,70,2,4,56,1,,2,112,1,,2,1,,,,,,,,,,1,,2,,2,97,45,52,1,1,5262,7,73,775.228.747.814.395
2738116,2,1,2,70,2,2,45,8,,2,2,8,,2,1,,,,,,,,,,1,,1,340000,2,62,62,1,1,1,111,7,73,775.228.747.814.395
2738138,1,2,1,70,2,4,48,1,,2,5,1,,2,4,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,7,73,966.589.601.291.723
2738139,1,3,1,70,2,48,48,3,,2,52,3,,1,4,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,7,73,733.795.896.365.212
2738151,1,3,1,70,2,72,35,3,,2,72,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,7,73,843.543.420.019.216
2738175,1,7,1,70,2,5,10,8,,2,5,6,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,111,7,73,822.889.438.566.234
2738180,1,2,1,70,2,4,40,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,98,55,55,1,1,5530,7,73,102.103.087.478.423
2738188,1,2,1,70,2,48,20,4,,2,68,1,,7,1,,,,,,,,,,1,,2,,2,61,79,17,1,2,1741,7,73,100.288.371.011.439
2738189,1,1,1,70,2,4,40,4,,2,240,8,,2,1,,,,,,,,,,1,,2,,2,56,62,1,1,1,111,7,73,117.905.483.935.513
2738189,1,2,1,70,2,32,20,4,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,7,73,117.905.483.935.513
2738189,1,3,1,70,2,1,45,1,,2,1,8,,2,1,,,,,,,,,,1,,1,240000,2,58,62,1,1,1,111,7,73,117.905.483.935.513
2738192,1,2,1,70,2,12,30,1,,2,48,1,,4,4,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,7,73,972.677.890.342.068
2738192,1,3,1,70,2,3,8,4,,2,3,4,,1,9,SEGURO ESTUDIANTIL QUE LES DAN EN EL,,,,,,,,,1,,1,10000,2,99,99,50,1,1,5020,7,73,972.677.890.342.068
2741335,1,1,1,70,2,18,40,1,,2,48,1,,6,5,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,7,13,406.103.004.873.033
2741370,1,5,1,70,2,16,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,2,,7,13,527.872.295.372.389
2741698,1,1,1,70,2,3,24,4,,2,3,4,,1,1,,,,,,,,,,1,,1,130000,2,55,56,93,1,1,9301,7,63,134.198.669.373.665
2741700,1,3,1,70,2,10,50,8,,2,15,1,,4,1,,,,,,,,,,1,,2,,2,62,99,50,1,1,5020,7,63,140.349.488.777.264
2741736,1,4,1,70,2,6,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,7,63,128.965.711.229.052
2741737,1,3,1,70,2,3,48,1,,2,4,2,,9,5,,,,,,,,,,1,,1,530000,2,58,58,75,1,1,7524,7,63,190.495.099.831.782
2741745,1,2,1,70,2,4,48,4,,2,4,4,,1,2,,,,,,,,,,1,,2,,2,13,80,19,1,1,1939,7,63,135.906.960.496.874
2741747,1,6,1,70,2,8,48,3,,2,45,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,7,63,152.970.010.115.647
