DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,fex_c_2011
2731621,1,3,1,80,17,2,,,,2,,2,,2,,.,,,1,7,17,13.226.634.612.449
2731621,1,4,1,80,17,2,,,,2,,2,,2,,.,,,1,7,17,13.226.634.612.449
2731622,1,2,1,80,17,1,4,3,,2,,2,,,,,9,2,1,7,17,175.664.264.090.129
2731622,1,4,1,80,17,2,,,,2,,2,,2,,.,,,1,7,17,175.664.264.090.129
2731622,1,6,1,80,17,2,,,,2,,2,,2,,.,,,1,7,17,175.664.264.090.129
2731623,1,3,1,80,17,2,,,,2,,2,,2,,.,,,1,7,17,132.034.073.850.481
2731624,1,1,1,80,17,1,4,8,,2,,2,,,,,8,2,1,7,17,144.126.356.428.726
2731624,1,2,1,80,17,1,4,8,,2,,2,,,,,8,2,1,7,17,144.126.356.428.726
2731625,1,1,1,80,17,1,4,3,,2,,2,,,,,9,2,1,7,17,136.584.585.611.394
2731625,1,2,1,80,17,1,1,9,ESTA CON EMBARAZO DE ALTO RIESGO,2,,2,,,,POR EL EMBARAZO,12,2,1,7,17,136.584.585.611.394
2731625,1,3,1,80,17,2,,,,2,,2,,2,,.,,,1,7,17,136.584.585.611.394
2731626,1,1,1,80,17,1,4,7,,3,,2,,,,,10,2,1,7,17,144.126.356.428.726
2731626,1,2,1,80,17,1,4,3,,2,,2,,,,,9,2,1,7,17,144.126.356.428.726
2731627,1,3,1,80,17,1,2,8,,2,,2,,,,,2,2,1,7,17,195.386.282.663.734
2731627,1,4,1,80,17,2,,,,2,,2,,2,,.,,,1,7,17,195.386.282.663.734
2731629,1,1,1,80,17,1,4,7,,2,,2,,,,,11,2,1,7,17,188.406.657.303.308
2731629,1,2,1,80,17,2,,,,2,,2,,2,,.,,,1,7,17,188.406.657.303.308
2731633,1,1,1,80,17,1,4,7,,2,,2,,,,,9,2,1,7,17,142.079.266.199.148
2731633,1,3,1,80,17,2,,,,2,,2,,2,,.,,,1,7,17,142.079.266.199.148
2731633,1,4,1,80,17,2,,,,2,,2,,2,,.,,,1,7,17,142.079.266.199.148
2731634,1,2,1,80,17,1,4,3,,2,,2,,,,,9,2,1,7,17,139.765.640.155.291
2731634,1,3,1,80,17,2,,,,2,,2,,2,,.,,,1,7,17,139.765.640.155.291
