Directorio;Secuencia_p;Orden;Hogar;Regis;P7495;P7500;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s6;P7510s2a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;P7510s7a1;P7510s7;P750s1;P750s1a1;P750s2;P750s2a1;P750s3;P750s3a1;P750s4;Clase;Mes;Dpto;Fex_c_2011
3367003;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;2083,37157145668
3367003;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;2083,37157145668
3367003;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;2083,37157145668
3367003;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;2083,37157145668
3367003;1;9;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;98;2;1;2; ;2; ; ; ; ; ; ; ;2;12;52;2083,37157145668
3367004;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;660000; ;2;2;2; ;2; ; ;1;660000; ; ; ;2;12;52;1448,2824951827
3367004;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;660000; ;2;2;2; ;2; ; ;1;660000; ; ; ;2;12;52;1448,2824951827
3367004;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1448,2824951827
3367004;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1448,2824951827
3367005;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1909,96303602941
3367005;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;1080000; ;2;2;2; ;2; ; ;1;1080000; ; ; ;2;12;52;1909,96303602941
3367005;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1909,96303602941
3367005;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1909,96303602941
3367005;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1909,96303602941
3367005;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1909,96303602941
3367005;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1909,96303602941
3367007;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1229,85588508508
3367007;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1229,85588508508
3367007;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1229,85588508508
3367008;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;840000;600000;2;1;2; ;2; ; ;1;840000; ; ; ;2;12;52;1041,72098530889
3367009;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;600000;1200000;2;1;2; ;2; ; ;1;600000; ; ; ;2;12;52;1042,97430247718
3367010;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;940,046320986323
3367010;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;940,046320986323
3367011;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;420000; ;2;2;2; ;2; ; ;1;420000; ; ; ;2;12;52;1581,94876217392
3367011;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1581,94876217392
3367012;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1350,34433726434
3367012;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;840000; ;2;2;2; ;2; ; ;1;840000; ; ; ;2;12;52;1350,34433726434
3367018;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;2398,14999360863
3367018;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;2398,14999360863
3367018;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;2398,14999360863
3367018;1;4;1;95;1; ;2;2;60000; ; ;1;1;1;2; ; ; ;840000; ;2;2;2; ;2; ; ;1;840000; ; ; ;2;12;52;2398,14999360863
3367018;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;2398,14999360863
3367018;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;2398,14999360863
3367019;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1980,9805755254
3367019;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;840000; ;2;2;2; ;2; ; ;1;840000; ; ; ;2;12;52;1980,9805755254
3367021;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;420000;2;1;2; ;2; ; ; ; ; ; ; ;2;12;52;791,888545286913
3367021;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;791,888545286913
3367022;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;660000;1200000;2;1;2; ;2; ; ;1;660000; ; ; ;2;12;52;940,046320986323
3367022;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;940,046320986323
3367023;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1460,80201527753
3367023;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;440000; ;2;2;2; ;2; ; ;1;440000; ; ; ;2;12;52;1460,80201527753
3367023;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1460,80201527753
3367023;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1460,80201527753
3367024;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1261,18919303661
3367024;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;280000; ;2;2;2; ;2; ; ;1;280000; ; ; ;2;12;52;1261,18919303661
3367024;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1261,18919303661
3367029;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1518,53344117309
3367029;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;500000;500000;2;1;2; ;2; ; ;1;500000; ; ; ;2;12;52;1518,53344117309
3367029;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1518,53344117309
3367029;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1518,53344117309
3367029;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1518,53344117309
3367029;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1518,53344117309
3367029;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1518,53344117309
3367029;1;8;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1518,53344117309
3367030;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1421,86648883085
3367030;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;640000; ;2;2;2; ;2; ; ;1;640000; ; ; ;2;12;52;1421,86648883085
3367030;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1421,86648883085
3367032;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;330000; ;2;2;2; ;2; ; ;1;330000; ; ; ;2;12;52;656,03355276739
3367032;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;2;12;52;656,03355276739
3367033;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;450000; ;2;2;2; ;2; ; ;1;450000; ; ; ;2;12;52;1093,10350987758
3367033;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1093,10350987758
3367033;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1093,10350987758
3367033;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1093,10350987758
3367034;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;680000;98;2;1;2; ;2; ; ;1;680000; ; ; ;2;12;52;951,312523912862
3367034;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;951,312523912862
3367035;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;420000; ;2;2;2; ;2; ; ;1;420000; ; ; ;2;12;52;2141,65787131964
3367035;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;2141,65787131964
3367036;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;660000; ;2;2;2; ;2; ; ;1;660000; ; ; ;2;12;52;1409,34696873602
3367036;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;330000; ;2;2;2; ;2; ; ;1;330000; ; ; ;2;12;52;1409,34696873602
3367036;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1409,34696873602
3367037;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;220000; ;2;2;2; ;2; ; ;1;220000; ; ; ;2;12;52;940,046320986323
3367037;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;2;12;52;940,046320986323
3367038;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1980,9805755254
3367038;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;420000; ;2;2;2; ;2; ; ;1;420000; ; ; ;2;12;52;1980,9805755254
3367039;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;400000; ;2;2;2; ;2; ; ;1;400000; ; ; ;2;12;52;1459,54869810924
3367039;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1459,54869810924
3367039;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1459,54869810924
3367039;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1459,54869810924
3367040;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1812,23659764925
3367040;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;840000; ;2;2;2; ;2; ; ;1;840000; ; ; ;2;12;52;1812,23659764925
3367040;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1812,23659764925
3367040;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1812,23659764925
3367041;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;550000; ;2;2;2; ;2; ; ;1;550000; ; ; ;2;12;52;1263,90866536024
3367043;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1190,9203586384
3367043;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1190,9203586384
3367044;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1980,9805755254
3367044;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;560000; ;2;2;2; ;2; ; ;1;560000; ; ; ;2;12;52;1980,9805755254
3367050;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1339,65526838115
3367050;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1339,65526838115
3367050;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1339,65526838115
3367050;1;4;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;700000; ;2;2;2; ;2; ; ;1;700000; ; ; ;2;12;52;1339,65526838115
3367050;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1339,65526838115
3367050;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1339,65526838115
3367051;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1980,9805755254
3367051;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1980,9805755254
3367052;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1389,27986371103
3367052;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;600000; ;2;2;2; ;2; ; ;1;600000; ; ; ;2;12;52;1389,27986371103
3367052;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1389,27986371103
3367053;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1781,36775328447
3367054;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1261,18919303661
3367054;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1261,18919303661
3367054;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1261,18919303661
3367055;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;180000; ;2;2;2; ;2; ; ;1;180000; ; ; ;2;12;52;1097,40912200576
3367055;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1097,40912200576
3367055;1;3;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;100000;2;1;2; ;2; ; ; ; ; ; ; ;2;12;52;1097,40912200576
3367056;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;673,461270714167
3367056;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;673,461270714167
3367057;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;330000; ;2;2;2; ;2; ; ;1;330000; ; ; ;2;12;52;1457,50540891055
3367057;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1457,50540891055
3367058;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1010,31515538453
3367058;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1010,31515538453
3367058;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1010,31515538453
3367059;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;656,03355276739
3367059;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;98;2;1;2; ;2; ; ; ; ; ; ; ;2;12;52;656,03355276739
3367060;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1350,34433726434
3367060;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1350,34433726434
3367061;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1229,85588508508
3367061;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;180000; ;2;2;2; ;2; ; ;1;180000; ; ; ;2;12;52;1229,85588508508
3367061;1;3;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;240000;2;1;2; ;2; ; ; ; ; ; ; ;2;12;52;1229,85588508508
3367062;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1229,85588508508
3367062;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;660000; ;2;2;2; ;2; ; ;1;660000; ; ; ;2;12;52;1229,85588508508
3367062;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1229,85588508508
3367063;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;660000; ;2;2;2; ;2; ; ;1;660000; ; ; ;2;12;52;1457,50540891055
3367063;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1457,50540891055
3367064;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1190,9203586384
3367064;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;98;2;1;2; ;2; ; ; ; ; ; ; ;2;12;52;1190,9203586384
3367065;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;360000; ;2;2;2; ;2; ; ;1;360000; ; ; ;2;12;52;919,979215961339
3367065;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;98;2;1;2; ;2; ; ; ; ; ; ; ;2;12;52;919,979215961339
3367066;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1268,79141153177
3367066;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;780000; ;2;2;2; ;2; ; ;1;780000; ; ; ;2;12;52;1268,79141153177
3367066;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1268,79141153177
3367066;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1268,79141153177
3367067;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ;360000;360000;480000;1;1;2; ;2; ; ;1;360000; ; ; ;2;12;52;830,824071733601
3367067;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;830,824071733601
3367067;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;830,824071733601
3367068;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;660000; ;2;2;2; ;2; ; ;1;660000; ; ; ;2;12;52;1297,82980468491
3367068;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1297,82980468491
3367068;1;3;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;840000; ;2;2;2; ;2; ; ;1;840000; ; ; ;2;12;52;1297,82980468491
3367069;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1421,27146637968
3367069;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1421,27146637968
3367070;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1851,17212409593
3367070;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;1200000; ;2;2;2; ;2; ; ;1;1200000; ; ; ;2;12;52;1851,17212409593
3367070;1;3;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;420000; ;2;2;2; ;2; ; ;1;420000; ; ; ;2;12;52;1851,17212409593
3367070;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1851,17212409593
3367070;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1851,17212409593
3367071;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;920000;720000;2;1;2; ;2; ; ;1;920000; ; ; ;2;12;52;1080,65651175558
3367071;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1080,65651175558
3367072;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1389,27986371103
3367072;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1389,27986371103
3367072;1;3;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;840000; ;2;2;2; ;2; ; ;1;840000; ; ; ;2;12;52;1389,27986371103
3367073;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;330000; ;2;2;2; ;2; ; ;1;330000; ; ; ;2;12;52;940,046320986323
3367073;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;940,046320986323
3367074;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1190,9203586384
3367074;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1190,9203586384
3367075;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;940,046320986323
3367075;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;940,046320986323
3367076;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;180000; ;2;2;2; ;2; ; ;1;180000; ; ; ;2;12;52;1229,85588508508
3367076;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1229,85588508508
3367076;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1229,85588508508
3367077;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1142,76191846386
3367077;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1142,76191846386
3367077;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1142,76191846386
3367078;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;660000; ;2;2;2; ;2; ; ;1;660000; ; ; ;2;12;52;664,342416786938
3367078;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;660000; ;2;2;2; ;2; ; ;1;660000; ; ; ;2;12;52;664,342416786938
3367079;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;12;52;1251,96627930876
3367079;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;1310000; ;2;2;2; ;2; ; ;1;1310000; ; ; ;2;12;52;1251,96627930876
