DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4162031;1;1;1;80;05;1;4;9;CAMBIO DE PAIS;2; ; ;4; ;2; ;2; ;1;10;05;1040,0415559276
4162033;1;2;1;80;05;1;3;3; ;2; ; ;9; ;2; ;2; ;1;10;05;1008,86543298231
4162034;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;10;05;958,971920566056
4162034;1;2;1;80;05;1;3;7; ;2; ; ;10; ;3; ;2; ;1;10;05;958,971920566056
4162034;1;3;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;05;958,971920566056
4162035;1;2;1;80;05;1;4;7; ;2; ; ;9; ;3; ;2; ;1;10;05;1141,20953171795
4162039;1;1;1;80;05;1;4;5; ;1; ;4;11; ;3; ;2; ;1;10;05;1163,36800908541
4162039;1;2;1;80;05;1;4;4; ;2; ; ;11; ;2; ;2; ;1;10;05;1163,36800908541
4162042;1;2;1;80;05;1;4;7; ;2; ; ;8; ;2; ;2; ;1;10;05;1163,36800908541
4162043;1;2;1;80;05;1;1;7; ;2; ; ;6; ;2; ;2; ;1;10;05;993,69643501742
4162044;1;2;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ;1;10;05;1119,92803978993
4162045;1;1;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;10;05;1087,72039220807
4162050;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;948,246317308292
4162050;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;948,246317308292
4162051;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;10;05;1203,90282676618
4162053;1;3;1;80;05;2; ; ; ; ;1;1;2; ;2; ;2; ;1;10;05;1020,98878257093
4162055;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;945,341165693587
4162057;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;1012,61036291561
4162058;1;1;1;80;05;1;2;5; ;2; ; ;10; ;3; ;2; ;1;10;05;1040,0415559276
4162061;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;05;1211,04684536588
4162062;1;2;1;80;05;1;1;6; ;2; ; ;8; ;2; ;2; ;1;10;05;1090,62554382278
4162063;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ;1;10;05;1040,0415559276
4162065;1;4;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;10;05;1760,41941689195
4162066;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;1977,56226997813
4162067;1;2;1;80;05;1;1;8; ;2; ; ;4; ;2; ;1;700000;1;10;05;1475,66096386298
4162067;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;1475,66096386298
4162067;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;1475,66096386298
4162068;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;1163,36800908541
4162070;1;1;1;80;05;1;1;4; ;2; ; ;4; ;1;1;2; ;1;10;05;1345,03184128073
4162071;1;1;1;80;05;1;4;5; ;2; ; ;4; ;3; ;2; ;1;10;05;1271,68000347546
4162071;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;05;1271,68000347546
4162072;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;05;1068,6676188514
4162072;1;4;1;80;05;1;1;8; ;2; ; ;12;PIENSA ESTUDIAR;2; ;2; ;1;10;05;1068,6676188514
4162077;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;10;05;1095,33140022309
4162077;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;05;1095,33140022309
4162077;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;1095,33140022309
4162078;1;1;1;80;05;1;3;3; ;2; ; ;9; ;2; ;2; ;1;10;05;1258,29530519485
4162079;1;6;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;2078,96340309918
4162080;1;2;1;80;05;1;4;8; ;2; ; ;9; ;2; ;2; ;1;10;05;1062,90093345202
4162080;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;1062,90093345202
4162080;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;1062,90093345202
4162080;1;6;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;1062,90093345202
4162080;1;7;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;1062,90093345202
4162081;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;1086,11320224918
4162082;1;2;1;80;05;1;2;2; ;2; ; ;8; ;2; ;2; ;1;10;05;2315,38372925148
4162082;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;2315,38372925148
4162087;1;2;1;80;05;1;1;8; ;2; ; ;9; ;2; ;2; ;1;10;05;1160,46285747071
4162088;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;805,09967915351
4162094;1;2;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;10;05;2132,05780851188
4162096;1;2;1;80;05;1;1;3; ;2; ; ;9; ;1;1;2; ;1;10;05;1203,96638736637
4162096;1;3;1;80;05;1;1;8; ;2; ; ;2; ; ; ;2; ;1;10;05;1203,96638736637
4162096;1;6;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;10;05;1203,96638736637
4162097;1;4;1;80;05;1;4;9;CAMBIO DE DOMICILIO;2; ; ;9; ;2; ;2; ;1;10;05;1253,91303570479
4162098;1;2;1;80;05;1;2;9;POR DESPLAZAMIENTO;2; ; ;4; ;2; ;2; ;1;10;05;1896,49263461658
4162099;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;2302,48931899358
4162100;1;2;1;80;05;2; ; ; ; ;1;2;2; ;2; ;2; ;1;10;05;1001,72141438261
4162101;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;829,625720550801
4162106;1;3;1;80;05;1;2;8; ;2; ; ;2; ;2; ;2; ;1;10;05;1528,98852660638
4162106;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;1528,98852660638
4162107;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;10;05;767,132977898647
4162107;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;767,132977898647
4162107;1;6;1;80;05;1;1;2; ;2; ; ;2; ; ; ;2; ;1;10;05;767,132977898647
4162111;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;1041,50286285865
4162111;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;1041,50286285865
