DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4177224;3;1;3;70;2;100;100;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;45;53;52;1;2;5221;10;19;2250,34170009158
4177232;1;2;1;70;2;52;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;160000;57;45;52;1;2;5211;10;19;1133,25178587134
4177232;1;4;1;70;2;8;48;3; ;2;48;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;32;50;1;1;5040;10;19;1133,25178587134
4178664;1;2;1;70;2;16;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;58;58;74;1;2;7492;10;20;2038,20610039258
4178745;1;9;1;70;2;4;48;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;54;54;95;1;1;9500;10;20;1308,73973151049
4178768;1;2;1;70;2;40;48;2; ;2;20;2; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;55;55;80;1;2;8045;10;20;2008,19748208168
4178788;1;2;1;70;2;3;48;3; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;54;53;55;1;1;5529;10;20;2191,49005490023
4178790;1;2;1;70;2;12;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;10;20;2053,11443553574
4178791;1;3;1;70;2;24;48;1; ;2;28;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5211;10;20;2057,3746287382
4179185;1;1;1;70;2;24;60;1; ;2;52;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;53;54;95;1;2;9500;10;54;1142,52597474166
4179186;1;1;1;70;2;2;60;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;58;98;52;1;1;5241;10;54;1448,66565240077
4179206;1;2;1;70;2;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;10;54;982,082486288018
4179234;1;3;1;70;2;2;50;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;95;95;45;1;1;4521;10;54;759,8397315343
4179239;1;4;1;70;2;12;48;1; ;2;12;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;39;22;1;1;2219;10;54;907,996246403632
4179371;1;3;1;70;2;3;50;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;45;45;52;1;1;5211;10;54;426,076941907351
4179391;1;2;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;10;68;2725,37701681127
4179408;1;3;1;70;2;16;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;33;60;1;2;6042;10;68;1278,87750869777
4179494;1;2;1;70;2;8;48;1; ;2;98;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;54;95;1;1;9500;10;68;1618,15598531544
4179502;1;2;1;70;2;4;24;1; ;2;4;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;1;220000;45;45;52;1;1;5219;10;68;1417,23932086454
4179503;1;2;1;70;2;8;48;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;62;01;1;1;0123;10;68;1168,30400727025
4179664;1;4;1;70;2;3;40;8; ;2;3;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;62;62;01;1;1;0115;10;13;5540,82937713311
4179826;1;2;1;70;2;1;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5219;10;73;3587,59607177341
4179830;1;3;1;70;2;2;55;8; ;2;2;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;62;62;01;1;1;0130;10;73;1928,02470355288
4179908;1;1;1;70;2;4;48;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;280000;62;62;01;1;1;0115;10;73;2127,03446646035
4179908;1;3;1;70;2;8;48;1; ;2;104;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;99;80;19;1;1;1929;10;73;2127,03446646035
4179910;1;4;1;70;2;28;48;1; ;2;28;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;58;58;75;1;2;7524;10;73;4092,65706331899
4179916;1;3;1;70;2;4;44;8; ;2;2;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;70000;62;62;01;1;1;0111;10;73;3612,2239202326
4179916;1;4;1;70;2;2;50;8; ;2;2;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;62;62;01;1;1;0111;10;73;3612,2239202326
4182081;1;3;1;70;2;24;48;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;58;33;65;1;2;6599;10;23;870,436789587211
4182108;1;1;1;70;2;3;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;61;61;01;1;1;0140;10;23;2412,19872483805
4182121;1;3;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;10;23;2236,51446901474
4182236;1;2;1;70;2;52;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;2; ;10;47;620,05432348021
4182239;1;3;1;70;2;24;48;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;64;05;1;2;0501;10;47;849,885973003343
4182239;1;6;1;70;2;12;48;4; ;2;28;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;54;95;1;1;9500;10;47;849,885973003343
4182250;1;1;1;70;2;20;50;3; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;41;52;1;2;5221;10;47;838,830611847557
4182255;1;5;1;70;2;8;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;10;47;435,204086470995
4182261;1;3;1;70;2;52;48;1; ;2;72;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;41;52;1;2;5225;10;47;517,945413096657
4182279;1;2;1;70;2;6;24;4; ;2;24;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;41;41;52;1;1;5211;10;47;958,269230697665
4182285;1;2;1;70;2;192;24;1; ;2;192;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;54;95;1;2;9500;10;47;820,32935324544
4182295;1;2;1;70;2;144;48;1; ;2;288;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;32;75;1;2;7512;10;47;340,352458058613
4182300;1;6;1;70;2;8;48;1; ;2;5;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;85;64;1;1;6421;10;47;724,009770943096
4182305;1;8;1;70;2;24;48;1; ;2;104;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;18;1;2;1810;10;47;1135,17260571767
4182333;1;4;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;10;47;698,496801655273
4182346;1;2;1;70;2;1;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;10;47;922,005101051106
4182350;1;3;1;70;2;28;48;1; ;2;120;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;55;54;85;1;2;8532;10;47;814,129052527998
4182350;1;4;1;70;2;36;48;2; ;2;36;4; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;85;1;2;8512;10;47;814,129052527998
4182373;1;2;1;70;2;32;48;1; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;77;15;1;2;1511;10;50;597,73898204855
4182374;1;1;1;70;2;24;40;3; ;2;28;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;10;50;638,44207532635
4182384;1;2;1;70;2;12;42;4; ;2;28;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;10;50;1015,77536814762
4182454;1;1;1;70;2;1;48;4; ;2;1;8; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;1;525000;61;62;01;1;1;0113;10;50;597,73898204855
4182477;1;2;1;70;2;16;48;1; ;2;40;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;55;1;2;5521;10;50;788,158592164538
4182484;1;3;1;70;2;4;40;8; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;62;61;01;1;1;0113;10;50;709,473248142312
4182536;1;1;1;70;2;3;48;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;61;61;01;1;1;0113;10;50;892,901058865912
4182536;1;2;1;70;2;16;35;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;61;61;01;1;2;0113;10;50;892,901058865912
4182540;1;3;1;70;2;52;48;1; ;2;104;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5521;10;50;426,982328926334
4182542;1;2;1;70;2;12;20;3; ;2;624;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;74;1;1;7493;10;50;878,935230639211
4182561;1;2;1;70;2;45;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;10;50;635,397894854023
4182586;1;2;1;70;2;52;48;1; ;2;60;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5521;10;50;1142,52597474166
4182586;1;3;1;70;2;8;48;8; ;2;8;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;62;62;01;1;1;0121;10;50;1142,52597474166
4182593;1;3;1;70;2;36;48;8; ;2;36;5; ;3;2;9;SOLO VINCULADO AL SISBEN; ; ; ; ; ; ; ; ; ;1;2; ;62;61;01;1;2;0115;10;50;908,303105288264
4182597;1;1;1;70;2;26;50;1; ;2;26;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;54;95;1;2;9500;10;50;673,706073400641
4182638;1;3;1;70;2;6;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;79; ; ;1;1; ;10;70;1021,65774430646
4182643;1;1;1;70;2;3;40;4; ;2;24;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;51;15;1;1;1551;10;70;812,009281427154
4182653;1;4;1;70;2;50;48;2; ;2;40;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;19;19;85;1;2;8532;10;70;833,464767092935
4182655;1;2;1;70;2;3;48;1; ;2;36;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;54;95;1;1;9500;10;70;1035,59323095397
4182659;1;3;1;70;2;5;48;3; ;2;14;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;45;52;1;1;5233;10;70;1092,24505292546
4182659;1;4;1;70;2;6;40;1; ;2;13;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;56;93;1;1;9301;10;70;1092,24505292546
4182665;1;1;1;70;2;2;45;4; ;2;3;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;77;62;01;1;1;0118;10;70;1280,67515580502
4182665;1;2;1;70;2;3;48;1; ;2;4;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;55;55;55;1;1;5511;10;70;1280,67515580502
4182693;1;2;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;10;70;1021,65774430646
4182715;1;1;1;70;2;8;48;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;10;70;1394,27949255866
4182719;1;1;1;70;2;6;48;4; ;2;4;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;10;70;1149,19756770761
4182735;1;3;1;70;2;2;48;1; ;2;3;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;62;62;01;1;1;0123;10;70;888,669368708442
4182740;1;1;1;70;2;8;48;1; ;2;60;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4530;10;13;1493,38115163781
4182742;1;4;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;10;13;1304,74009865947
4182748;1;5;1;70;2;16;48;1; ;2;16;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;93;93;35;1;2;3511;10;13;1362,33111343208
4183035;1;2;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;10;18;428,687165161832
4183051;1;2;1;70;2;8;40;2; ;2;364;2; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;75;1;1;7512;10;18;274,424846139337
4183169;1;3;1;70;2;42;48;1; ;2;48;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;2;8041;10;18;655,845011529219
4183272;1;1;1;70;2;4;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;2000000;95;71;14;1;1;1411;10;19;1056,4393706906
4183274;1;3;1;70;2;16;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;95; ; ;1;2; ;10;19;435,329536839216
4183276;1;2;1;70;2;10;40;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;45;45;52;1;1;5223;10;19;313,961445201713
4183286;1;2;1;70;2;12;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;1; ;10;19;887,721474302194
4183292;1;2;1;70;2;8;40;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;59;45;52;1;1;5233;10;19;313,961445201713
4183306;1;3;1;70;2;48;40;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;54;95;1;2;9500;10;19;313,961445201713
4183306;2;2;2;70;2;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;10;19;313,961445201713
4183321;1;2;1;70;2;52;40;1; ;2;158;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;53;54;95;1;2;9500;10;19;654,431944002826
4183333;1;2;1;70;2;16;40;1; ;2;240;3; ;1;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;45;54;95;1;2;9500;10;19;313,961445201713
4183347;1;2;1;70;2;20;40;1; ;2;36;3; ;1;2;1; ; ; ; ; ; ; ; ;1;ESTUDIA; ;2; ;59;54;95;1;2;9500;10;19;313,961445201713
4183351;2;2;2;70;2;4;40;1; ;2;208;1; ;4;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;32;33;50;1;1;5012;10;19;313,961445201713
4183612;1;1;1;70;2;28;40;4; ;2;700;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;34;34;75;1;2;7512;10;25;2289,04895588272
4183614;1;2;1;70;2;44;50;1; ;2;70;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5241;10;25;3263,20192057413
4183631;1;3;1;70;2;2;40;1; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;95;61;01;1;1;0140;10;25;4272,43952119964
4183721;1;3;1;70;2;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;10;25;2969,68401392592
4183860;1;4;1;70;2;4;48;4; ;2;4;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;600000;61;61;01;1;1;0140;10;25;3026,26895216938
4183907;1;2;1;70;2;78;48;1; ;2;107;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;59;53;55;1;2;5529;10;76;1181,52927126968
4183914;1;3;1;70;2;36;60;1; ;2;7;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;100000;99;45;52;1;2;5262;10;76;1594,94221645123
4183918;1;1;1;70;2;16;40;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;32;53;55;1;2;5521;10;76;1396,91451700979
4183920;2;2;2;70;2;12;56;1; ;2;3;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;98;95;95;45;1;1;4522;10;76;785,339186751469
4184036;1;2;1;70;2;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;10;76;6885,6045987966
4184040;1;1;1;70;2;8;48;1; ;2;13;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;51;1;1;5141;10;76;2046,32128534981
4184264;1;2;1;70;2;24;48;4; ;2;24;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;16;39;51;1;2;5125;10;76;6347,1632043022
4184279;1;2;1;70;2;4;30;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;10;76;2046,32128534981
