Directorio;Secuencia_p;Orden;Hogar;Regis;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Area;Mes;Dpto;Fex_c_2011
4005931;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;66;03;66;219,03989873564
4005931;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;66;03;66;219,03989873564
4005931;1;3;1;90;2;1;2;2;2;2;1;2;2;2; ;28; ; ; ; ;7; ; ; ;66;03;66;219,03989873564
4005932;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;66;03;66;286,794045818602
4005932;1;2;1;90;2;1;1;2;2;2;2;2;2;2; ;21;4; ; ; ; ; ; ; ;66;03;66;286,794045818602
4005932;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;66;03;66;286,794045818602
4005933;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;30; ;20; ; ; ; ; ; ;66;03;66;259,26173549199
4005933;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;03;66;259,26173549199
4005933;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;66;03;66;259,26173549199
4005933;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;259,26173549199
4005934;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;66;03;66;293,788616982965
4005934;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;293,788616982965
4005934;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;293,788616982965
4005935;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;66;03;66;236,411398050076
4005935;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;66;03;66;236,411398050076
4005935;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;66;03;66;236,411398050076
4005935;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;236,411398050076
4005936;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;66;03;66;249,174336702188
4005936;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;249,174336702188
4005936;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;249,174336702188
4005936;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;66;03;66;249,174336702188
4005937;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;66;03;66;308,724316839679
4005938;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;330,325224886541
4005938;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;330,325224886541
4005939;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;10; ;15; ; ; ; ; ; ;66;03;66;292,460165777375
4005939;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;292,460165777375
4005939;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;12; ;35; ; ; ; ; ; ;66;03;66;292,460165777375
4005939;1;5;1;90;2;1;2;1;2;2;2;2;2;2; ;12; ;5; ; ; ; ; ; ;66;03;66;292,460165777375
4005940;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;20; ;20; ; ; ; ; ; ;66;03;66;211,554627585774
4005940;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;66;03;66;211,554627585774
4005940;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;66;03;66;211,554627585774
4005940;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;66;03;66;211,554627585774
4005940;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;66;03;66;211,554627585774
4005941;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;66;03;66;287,039395811353
4005941;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;66;03;66;287,039395811353
4005942;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;66;03;66;301,729745675316
4005943;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;66;03;66;316,969723817213
4005943;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;316,969723817213
4005944;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;22; ;35; ; ; ; ; ; ;66;03;66;361,954442240892
4005945;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;66;03;66;284,543046084076
4005945;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;284,543046084076
4005945;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;66;03;66;284,543046084076
4005945;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;284,543046084076
4005946;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;66;03;66;294,919190953535
4005946;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;66;03;66;294,919190953535
4005946;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;66;03;66;294,919190953535
4005946;2;1;2;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;294,919190953535
4005946;2;2;2;90;2;1;2;2;2;2;2;2;2;2; ;13; ; ; ; ; ; ; ; ;66;03;66;294,919190953535
4005946;2;3;2;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;294,919190953535
4005947;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;249,174336702188
4005947;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;03;66;249,174336702188
4005947;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;66;03;66;249,174336702188
4005947;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;66;03;66;249,174336702188
4005948;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;10; ;12; ; ; ; ; ; ;66;03;66;435,170599321939
4005949;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;66;03;66;294,279316968468
4005950;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;66;03;66;294,279316968468
4005958;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;03;66;287,589024089288
4005958;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;66;03;66;287,589024089288
4005958;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;66;03;66;287,589024089288
4005958;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;66;03;66;287,589024089288
4005959;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;03;66;317,094811967363
4005959;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;66;03;66;317,094811967363
4005959;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;66;03;66;317,094811967363
4005966;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;68;03;68;494,143428475806
4005967;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;68;03;68;505,954356317459
4005967;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;68;03;68;505,954356317459
4005967;2;1;2;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;505,954356317459
4005967;2;2;2;90;2;1;2;1;2;2;2;2;2;2; ;28; ;56; ; ; ; ; ; ;68;03;68;505,954356317459
4005968;1;1;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;5; ; ; ; ; ; ;68;03;68;487,150490441393
4005968;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;68;03;68;487,150490441393
4005968;2;1;2;90;2;1;2;2;2;2;1;2;2;2; ;3; ; ; ; ;2; ; ; ;68;03;68;487,150490441393
4005969;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;68;03;68;443,969139712834
4005969;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;38; ; ; ; ; ; ; ; ;68;03;68;443,969139712834
4005969;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;68;03;68;443,969139712834
4005969;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;443,969139712834
4005969;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;68;03;68;443,969139712834
4005969;1;6;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;443,969139712834
4005969;2;1;2;90;2;1;2;1;2;2;2;2;2;2; ;10; ;15; ; ; ; ; ; ;68;03;68;443,969139712834
4005970;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;56; ; ; ; ; ; ;68;03;68;643,261998582103
4005970;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;14; ; ; ; ; ; ;68;03;68;643,261998582103
4005971;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;68;03;68;487,150490441393
4005971;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;68;03;68;487,150490441393
4005971;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;487,150490441393
4005972;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;68;03;68;517,232760009552
4005972;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;40; ;17; ; ; ; ; ; ;68;03;68;517,232760009552
4005972;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;68;03;68;517,232760009552
4005973;1;1;1;90;2;1;2;2;2;2;2;1;2;2; ;4; ; ; ; ; ;30; ; ;68;03;68;465,821874774144
4005973;1;2;1;90;2;1;2;2;2;2;2;1;2;2; ;24; ; ; ; ; ;10; ; ;68;03;68;465,821874774144
4005973;1;3;1;90;2;1;1;2;2;2;2;2;2;2; ;4;3; ; ; ; ; ; ; ;68;03;68;465,821874774144
4005973;1;4;1;90;2;1;1;2;2;2;2;2;2;2; ;6;3; ; ; ; ; ; ; ;68;03;68;465,821874774144
4005974;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;477,709400054749
4005974;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;68;03;68;477,709400054749
4005974;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;68;03;68;477,709400054749
4005974;2;1;2;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;68;03;68;477,709400054749
4005975;1;1;1;90;2;1;2;2;2;2;1;1;2;1; ;3; ; ; ; ;2;6; ;2;68;03;68;504,682892529332
4005975;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;42; ;20; ; ; ; ; ; ;68;03;68;504,682892529332
4005976;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;68;03;68;483,527366983328
4005976;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;68;03;68;483,527366983328
4005976;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;483,527366983328
4005977;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;68;03;68;487,150490441393
4005977;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;68;03;68;487,150490441393
4005977;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;487,150490441393
4005978;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;11; ; ; ; ; ; ; ; ;68;03;68;448,765415874032
4005978;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;68;03;68;448,765415874032
4005978;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;68;03;68;448,765415874032
4005979;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;472,953035614111
4005979;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;68;03;68;472,953035614111
4005979;1;3;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;8; ; ; ;68;03;68;472,953035614111
4005979;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;472,953035614111
4005979;1;6;1;90;2;2;2;2;1;2;2;2;2;2; ; ; ; ;8; ; ; ; ; ;68;03;68;472,953035614111
4005980;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;4; ; ; ; ; ; ;68;03;68;469,444998232209
4005980;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;68;03;68;469,444998232209
4005980;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;469,444998232209
4005980;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;68;03;68;469,444998232209
4005981;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;539,444843638628
4005981;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;42; ;42; ; ; ; ; ; ;68;03;68;539,444843638628
4005982;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;68;03;68;477,459627034003
4005982;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;68;03;68;477,459627034003
4005982;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;68;03;68;477,459627034003
4005982;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;42; ;24; ; ; ; ; ; ;68;03;68;477,459627034003
4005982;1;5;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;5; ; ; ;68;03;68;477,459627034003
4005983;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;68;03;68;482,056124783389
4005983;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;68;03;68;482,056124783389
4005983;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;68;03;68;482,056124783389
4005983;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;68;03;68;482,056124783389
4005983;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;68;03;68;482,056124783389
4005984;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;68;03;68;660,318457482215
4005984;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;35; ; ; ; ; ; ;68;03;68;660,318457482215
4005984;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;68;03;68;660,318457482215
4005985;1;1;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;12; ; ; ; ; ; ;68;03;68;533,839964012403
4005985;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;30; ;15; ; ; ; ; ; ;68;03;68;533,839964012403
4005986;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;68;03;68;465,64869919235
4005986;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;68;03;68;465,64869919235
4005987;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;6; ;5; ; ; ; ; ; ;68;03;68;603,129517038788
4005987;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;28; ; ; ; ; ; ;68;03;68;603,129517038788
4005988;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;68;03;68;508,003248381364
4005988;1;2;1;90;2;1;2;2;1;2;2;2;2;2; ;35; ; ;21; ; ; ; ; ;68;03;68;508,003248381364
4005988;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;68;03;68;508,003248381364
4005988;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;68;03;68;508,003248381364
4005988;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;508,003248381364
4005988;1;6;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;68;03;68;508,003248381364
4005989;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;508,652281690436
4005989;1;2;1;90;2;1;2;2;1;2;2;2;2;2; ;30; ; ;28; ; ; ; ; ;68;03;68;508,652281690436
4005989;1;3;1;90;2;1;2;2;1;2;2;2;2;2; ;7; ; ;12; ; ; ; ; ;68;03;68;508,652281690436
4005989;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;508,652281690436
4005990;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;42; ;8; ; ; ; ; ; ;68;03;68;498,761936406531
4005990;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;68;03;68;498,761936406531
4005990;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;498,761936406531
4005991;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;68;03;68;494,143428475806
4005992;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;3; ;5; ; ; ; ; ; ;68;03;68;511,987228951093
4005992;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;35; ;28; ; ; ; ; ; ;68;03;68;511,987228951093
4005992;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;68;03;68;511,987228951093
4005992;1;5;1;90;2;1;2;1;2;2;2;2;2;2; ;10; ;3; ; ; ; ; ; ;68;03;68;511,987228951093
4005992;1;6;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;68;03;68;511,987228951093
4005993;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;21; ; ; ; ; ; ;68;03;68;580,662615984097
4005993;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;580,662615984097
4005993;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;3; ; ; ; ; ; ;68;03;68;580,662615984097
4005993;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;5; ;7; ; ; ; ; ; ;68;03;68;580,662615984097
4005994;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;28; ; ; ; ; ; ;68;03;68;723,588446765509
4005994;1;2;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;21; ; ; ; ; ; ;68;03;68;723,588446765509
4005994;1;3;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;45; ; ; ; ; ; ;68;03;68;723,588446765509
4005994;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;723,588446765509
4005994;1;6;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;12; ; ; ; ; ; ;68;03;68;723,588446765509
4005995;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;68;03;68;482,255903195201
4005996;1;1;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;7; ; ; ; ; ; ;68;03;68;513,897898209443
4005996;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;12; ;7; ; ; ; ; ; ;68;03;68;513,897898209443
4005996;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;12; ;21; ; ; ; ; ; ;68;03;68;513,897898209443
4005996;1;4;1;90;2;1;2;2;2;2;1;2;2;2; ;6; ; ; ; ;7; ; ; ;68;03;68;513,897898209443
4005997;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;30; ;28; ; ; ; ; ; ;68;03;68;537,636263052261
4005997;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;68;03;68;537,636263052261
4005997;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;13; ;21; ; ; ; ; ; ;68;03;68;537,636263052261
4005997;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;68;03;68;537,636263052261
4005998;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;68;03;68;475,262965160788
4005998;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;68;03;68;475,262965160788
4005998;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;475,262965160788
4005999;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;68;03;68;471,93974960223
4005999;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;24; ;14; ; ; ; ; ; ;68;03;68;471,93974960223
4005999;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;15; ;18; ; ; ; ; ; ;68;03;68;471,93974960223
4005999;1;4;1;90;2;2;2;1;2;2;1;2;2;2; ; ; ;8; ; ;6; ; ; ;68;03;68;471,93974960223
4005999;1;5;1;90;2;1;2;1;2;2;1;2;2;2; ;1; ;7; ; ;4; ; ; ;68;03;68;471,93974960223
4005999;2;1;2;90;2;1;2;1;1;2;2;2;2;2; ;28; ;20;4; ; ; ; ; ;68;03;68;471,93974960223
4005999;2;2;2;90;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;68;03;68;471,93974960223
4005999;2;3;2;90;2;1;2;2;2;2;1;2;2;2; ;7; ; ; ; ;9; ; ; ;68;03;68;471,93974960223
4006000;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;68;03;68;526,184683778375
4006000;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;7; ; ; ; ; ; ;68;03;68;526,184683778375
4006000;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;3; ;12; ; ; ; ; ; ;68;03;68;526,184683778375
4006001;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;4; ;15; ; ; ; ; ; ;68;03;68;544,815374072647
4006001;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;40; ;20; ; ; ; ; ; ;68;03;68;544,815374072647
4006002;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;16; ;14; ; ; ; ; ; ;68;03;68;544,815374072647
4006002;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;36; ;20; ; ; ; ; ; ;68;03;68;544,815374072647
4006003;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;12; ;12; ; ; ; ; ; ;68;03;68;526,184683778375
4006003;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;12; ; ; ; ; ; ;68;03;68;526,184683778375
4006003;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;30; ;21; ; ; ; ; ; ;68;03;68;526,184683778375
4006004;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;572,834160168276
4006004;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;48; ; ; ; ; ; ; ; ;68;03;68;572,834160168276
4006004;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;24; ;24; ; ; ; ; ; ;68;03;68;572,834160168276
4006005;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;14; ; ; ; ; ; ;68;03;68;538,894417949846
4006005;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;538,894417949846
4006005;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;68;03;68;538,894417949846
4006006;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;14; ; ; ; ; ; ;68;03;68;510,39968866639
4006006;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;510,39968866639
4006006;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;4; ;24; ; ; ; ; ; ;68;03;68;510,39968866639
4006006;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;510,39968866639
4006007;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;68;03;68;659,393259397127
4006007;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;6; ;15; ; ; ; ; ; ;68;03;68;659,393259397127
4006007;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;659,393259397127
4006008;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;48; ;12; ; ; ; ; ; ;68;03;68;455,407410096178
4006008;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;03;68;455,407410096178
4006008;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;68;03;68;455,407410096178
4006008;1;5;1;90;2;2;1;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ;68;03;68;455,407410096178
4006008;1;6;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;68;03;68;455,407410096178
4006009;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;68;03;68;464,550410986017
