Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P6440;P6450;P6460;P6460s1;P6400;P6422;P6424s2;P6424s3;P6424s1;P6426;P6430s1;P6480;P6480s1;P6500;P6510;P6510s1;P6510s2;P6590;P6590s1;P6600;P6600s1;P6610;P6610s1;P6620;P6620s1;P6585s2a1;P6585s3a1;P6585s4a1;P6585s3a2;P6585s2a2;P6585s1a2;P6585s2;P6585s3;P6585s1a1;P6585s4;P6585s1;P6580;P6580s1;P6580s2;P6630s3;P6630s4a1;P6630s3a1;P6630s2a1;P6630s1a1;P6630s4;P6630s2;P6630s1;P6640;P6765;P6765s1;P6772;P6750;P6760;P550;P6780;P6780s1;P6790;P6410;P6640s1;P9440;P6630s6;P6630s6a1;P6410s1;P6545s1;P6545;P6545s2;P6585s4a2;P6773s1;P6775;P6772s1;P388;P6800;P6810;P6810s1;P6850;P6830;P6830s1;P6870;P6880;P6880s1;P6920;P6930;P6940;P6960;P6980;P6980s1;P6980s2;P6980s3;P6980s4;P6980s5;P6980s6;P6980s7;P6980s8;P6980s7a1;P6990;P7020;P7026;P7028;P7028s1;P7040;P7045;P7050;P7050s1;P7070;P760;P9450;P6915s1;P6915;P7075;P7077;P390;P7090;P7100;P7110;P7120;P7130;P7140;P7140s1;P7140s2;P7140s3;P7140s4;P7140s5;P7140s6;P7140s7;P7140s8;P7140s9;P7140s9a1;P7150;P7160;P7170s1;P7170s5;P7170s6;P7180;P7240;P7240s1;P514;P515;P6430;Oficio;Rama2d;Oci;Rama4d;Rama4dp8;Rama2dp8;Inglabo;Mes;Dpto;Fex_c_2011
4007868;1;1;1;60;2;2; ; ; ; ; ; ; ; ;83; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;750000;1;15000000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;2; ;5;50; ;.;50; ; ;1;8; ;3; ; ; ; ;.; ; ; ; ; ; ; ; ;9;2; ; ; ;2; ; ; ; ; ;2; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;3; ;1;1;5;61;01;1;0121; ; ;750000;03;05;1829,7270059077
4008347;1;1;1;60;2;2; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;600000;1;5000000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;2; ;68;35;3;LAS VENTAS SON GENERALMENTE EL FIN DURANTE EL FIN DE;10;7;SE DEDICO A REPARAR LA VIVIENDA;1;1; ;1;2;2;30;1; ;1; ; ; ; ; ; ; ;2;1;180;1; ;2; ; ; ; ;0;2; ;3; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;5; ;2;1;4;41;52;1;5225; ; ;600000;03;68;556,384205957704
4008347;1;2;1;60;2;1;2;1; ;2;1;1;1;1;384; ;5; ;2400000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ;1; ;1200000;2400000;1200000;2;1;1;2; ;.; ; ; ; ; ;.;12;4; ;2;2; ;SECRETARIA DE EDUCACION DEPARTAMENTAL; ;2; ; ; ; ; ;68;30;3;HORARIO ESTABLECIDO PARA DOCENTES DEL MAGISTERIO;30; ; ;9;7; ;1;3;1;32;1;1; ; ; ; ; ; ; ; ;1;1;12;1; ;2; ; ; ; ;0;1; ;1; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1;1; ;1;1;2;13;80;1;8042;7512;75;2400000;03;68;556,384205957704
4008348;1;1;1;60;2;2; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;270000;1;810000;3; ;3; ; ; ; ; ; ; ; ; ; ; ;3; ;68;24;2; ;24; ; ;2;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;120;1; ;2; ; ; ; ;8;2; ;3; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;3; ;1;1;4;53;55;1;5529; ; ;270000;03;68;1021,26355190043
4008348;1;2;1;60;2;1;2;1; ;2;1;2;1;1;4; ;2; ;900000;2; ; ;2; ;2; ;2; ;2; ;77000; ; ; ;2; ;1;2; ;2;2;2; ; ;2; ; ; ; ;2;2;2;2; ;.; ; ; ; ; ;.;12;4; ;2;2; ;SEGURIDAD PRIVADA ATEMPI; ;2; ; ; ; ; ;68;72; ;.;72; ; ;8;7; ;1;1;1;60;1;1; ; ; ; ; ; ; ; ;1;1;12;1; ;2; ; ; ; ;0;1; ;1; ; ; ;2; ; ; ;1;1;1;1;1;1;2;1;1;1;2; ;1;1;2;2;1;2;5; ;2;2;1;58;70;1;7020;7492;74;900000;03;68;1021,26355190043
4008348;1;3;1;60;2;2; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;270000;1;810000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;3; ;68;50; ;.;50; ; ;2;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;12;4; ;2; ; ; ; ;0;2; ;4; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;9; ;1;1;4;53;55;1;5529; ; ;270000;03;68;1021,26355190043
4008349;1;1;1;60;2;2; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;200000;1;2400000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;2; ;68;40; ;.;40; ; ;1;8; ;2; ; ; ;1; ; ; ;1; ; ; ; ; ;2;1;240;5; ;2; ; ; ; ;0;2; ;11; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;5; ;1;1;4;61;01;1;0111; ; ;200000;03;68;1370,95944994301
4008351;1;1;1;60;2;1;1; ; ;1;1;2;2;2;1; ;1; ;200000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ;2; ; ; ; ;2;2;2;2; ;.; ; ; ; ; ;.;12; ; ;2;2; ; ; ;2; ; ; ; ; ;68;54; ;.;18;6; ;2;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;5;4; ;2; ; ; ; ;0;2; ;2; ; ; ;1;21;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;5; ;1;1;1;79;18;1;1810; ; ;200000;03;68;805,122712964918
4008352;1;1;1;60;2;2; ; ; ; ; ; ; ; ;108; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;700000;1;8400000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;3; ;68;48; ;.;48; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;1;36;4; ;2; ; ; ; ;0;2; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;5; ;1;1;4;61;01;1;0119; ; ;700000;03;68;1028,14629946369
4008352;1;2;1;60;2;2; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ; ; ; ; ; ;68;12;2; ;10;6; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;36;6; ;2; ; ; ; ;33;2; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;8; ;1;1;6;62;01;1;0119; ; ; ;03;68;1028,14629946369
4008353;1;1;1;60;2;1;1; ; ;2;1;2;2;2;26; ;1; ;600000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ;2; ; ; ; ;2;2;2;2; ;.; ; ; ; ; ;.;12;4; ;2;2; ;JUAN PEREZ; ;2; ; ; ; ; ;68;48; ;.;48; ; ;2;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;60;4; ;2; ; ; ; ;0;2; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;3; ;1;1;1;62;70;1;7020;0140;01;600000;03;68;670,98028829095
