DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2558220;1;3;1;70;2;6;48;8; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;61;01;1;1;0111;11;63;335,496914173312
2558235;1;3;1;70;2;26;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;11;63;509,739069966465
2562249;1;2;1;70;2;2;48;8; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;62;61;01;1;1;0115;11;63;423,231309394781
2562251;1;1;1;70;2;4;48;1; ;2;110;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;39;80;1;1;8021;11;63;772,580513883836
2562261;1;1;1;70;2;8;48;1; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;61;01;1;1;0117;11;63;346,686288268846
2562968;1;3;1;70;2;47;48;1; ;2;26;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;2;9500;11;68;1145,07910710027
2563510;1;2;1;70;2;52;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;2; ;11;52;2103,05348905138
2563514;1;3;1;70;2;17;40;4; ;2;13;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0118;11;52;3531,30170498085
2563515;1;4;1;70;2;26;40;3; ;2;36;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;61;01;1;2;0118;11;52;2464,79165726732
2563516;1;2;1;70;2;104;40;4; ;2;4;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;61;61;01;1;2;0118;11;52;1658,28937997576
2563543;1;2;1;70;2;20;40;4; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0118;11;52;3019,46654726925
2563544;1;2;1;70;2;48;40;4; ;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0118;11;52;5074,63497424146
2563544;1;5;1;70;2;5;45;4; ;2;5;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0118;11;52;5074,63497424146
2563545;1;3;1;70;2;4;40;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;61;61;01;1;1;0118;11;52;2417,35549216298
2563549;1;2;1;70;2;4;45;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;61;61;01;1;1;0116;11;52;1728,38087618318
2563551;1;2;1;70;2;4;40;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;61;61;01;1;1;0118;11;52;2404,53795792711
2563554;1;2;1;70;2;48;48;1; ;2;48;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;11;52;2718,05827860712
2563558;1;2;1;70;2;24;40;4; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0118;11;52;4791,01994119952
2563558;1;4;1;70;2;48;48;1; ;2;5;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;50;1;2;5030;11;52;4791,01994119952
2563558;1;5;1;70;2;24;45;4; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;11;52;4791,01994119952
2563559;1;1;1;70;2;4;48;1; ;2;4;1; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;98;98;60;1;1;6041;11;52;3582,13781833876
2563559;1;3;1;70;2;4;45;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;11;52;3582,13781833876
2563565;1;3;1;70;2;24;45;3; ;2;30;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;11;52;2972,62060315944
2563568;1;1;1;70;2;13;24;4; ;2;17;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0116;11;52;2821,71241322475
2563575;1;3;1;70;2;24;50;1; ;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;50;1;2;5020;11;52;2741,53571462856
2563589;1;2;1;70;2;20;40;3; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;11;52;3502,87488107624
2563608;1;2;1;70;2;156;60;1; ;2;26;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;61;01;1;2;0115;11;52;3046,76687441088
2563608;1;4;1;70;2;52;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;11;52;3046,76687441088
2563611;1;2;1;70;2;60;52;4; ;2;30;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0115;11;52;2750,77718345464
2563613;1;3;1;70;2;52;30;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;11;52;2738,51933137036
2563613;1;4;1;70;2;26;25;4; ;2;17;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0111;11;52;2738,51933137036
