DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,DPTO,fex_c_2011
861022,1,2,1,70,2,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,1,,25,323.142.868.678.548
861054,1,2,1,70,2,12,48,5,,1,,,.,,,.,.,,,,,,,,,.,,,,41,,,1,1,,25,285.711.021.327.464
861062,1,6,1,70,2,16,48,4,,2,16,1,,3,4,,,,,,,,,,1,,2,,2,41,53,55,1,2,5521,25,806.886.646.217.794
861071,1,3,1,70,2,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,55,,,1,2,,25,393.868.138.846.046
861258,1,3,1,70,2,44,44,1,,2,2,1,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,15,402.350.711.481.198
861837,1,2,1,70,2,38,56,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,50,80.937.347.140.367
861838,1,1,1,70,2,24,56,1,,2,26,1,,2,1,,,,,,,,,,1,,2,,2,84,84,50,1,2,5020,50,875.766.806.006.533
861843,1,3,1,70,2,54,48,1,,2,56,1,,3,1,,,,,,,,,,1,,2,,2,13,13,80,1,2,8045,50,84.580.661.228.789
861843,1,4,1,70,2,4,48,1,,2,12,1,,3,1,,,,,,,,,,1,,2,,2,54,54,55,1,1,5511,50,84.580.661.228.789
861851,1,2,1,70,2,1,16,1,,2,30,1,,2,6,,,,,,,,,,1,,2,,2,45,55,1,1,1,121,50,158.586.007.080.223
862310,1,3,1,70,2,16,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,3,,,1,2,,66,516.471.602.857.706
866408,1,4,1,70,2,4,50,8,,2,4,8,,4,1,,,,,,,,,,1,,1,200000,2,62,62,1,1,1,111,66,323.924.548.297.333
866455,1,1,1,70,2,8,48,1,,2,12,1,,3,5,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,66,569.979.203.754.857
866485,1,1,1,70,2,8,60,1,,2,8,5,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4522,66,435.356.777.222.085
870275,1,5,1,70,2,8,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,13,235.432.544.136.491
870395,1,6,1,70,2,12,40,3,,2,12,3,,1,1,,,,,,,,1,,,,2,,2,54,54,95,1,1,9500,13,226.521.494.236.986
870410,1,1,1,70,2,8,70,8,,2,8,8,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,121,13,31.306.414.889.358
871315,1,2,1,70,2,4,40,1,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,58,98,60,1,1,6031,23,915.639.493.163.397
871325,1,4,1,70,2,5,40,1,,2,7,8,,2,1,,,,,,,,,,1,,2,,2,58,62,1,1,1,115,23,116.607.697.358.619
871380,1,1,1,70,2,4,48,4,,2,300,5,,2,2,,,,,,,,,,1,,2,,2,41,41,52,1,1,5211,23,110.297.710.942.769
871388,1,1,1,70,2,8,36,8,,2,2,4,,1,1,,,,,,,,,,1,,1,50000,2,62,62,1,1,1,115,23,648.685.729.829.978
871388,1,4,1,70,2,25,48,1,,2,156,2,,9,1,,,,,,,,,,1,,2,,1,32,58,75,1,2,7524,23,648.685.729.829.978
871391,1,3,1,70,2,4,48,1,,2,104,3,,1,2,,,,,,,,,,1,,2,,2,45,54,95,1,1,9500,23,648.685.729.829.978
872856,1,1,1,70,2,4,42,3,,2,48,3,,1,4,,,,,,,,1,,,,2,,2,54,54,95,1,1,9500,66,495.334.649.494.092
872882,1,2,1,70,2,8,36,3,,2,96,1,,2,1,,,,,,,,1,,,,2,,2,54,53,55,1,1,5521,66,424.921.464.699.973
872968,1,1,1,70,2,2,48,1,,2,4,1,,3,8,,,,,,,,,,1,,1,530000,2,98,39,51,1,1,5121,66,516.471.602.857.706
872976,1,1,1,70,2,8,48,1,,2,8,5,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,66,516.471.602.857.706
872976,1,2,1,70,2,104,60,1,,2,104,1,,3,1,,,,,,,,,,1,,2,,2,53,53,55,1,2,5521,66,516.471.602.857.706
872984,1,1,1,70,2,8,40,8,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,62,45,52,1,1,5262,66,497.123.873.036.562
872994,1,2,1,70,2,36,60,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,2,,66,445.649.703.867.428
873006,1,1,1,70,2,52,60,3,,2,120,4,,1,1,,,,,,,,,,1,,2,,2,54,54,85,1,2,8532,66,325.941.130.188.664
873006,1,3,1,70,2,32,30,1,,2,36,1,,2,8,,,,,,,,,,1,,2,,2,45,53,55,1,2,5522,66,325.941.130.188.664
873015,1,2,1,70,2,12,50,3,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,66,131.070.530.253.262
873578,1,2,1,70,2,12,30,2,,1,,,.,,,.,.,,,,,,,,,.,,,,13,,,1,1,,70,114.742.600.540.005
873583,1,3,1,70,2,15,35,2,,1,,,.,,,.,.,,,,,,,,,.,,,,13,,,1,2,,70,617.964.734.971.533
873583,1,4,1,70,2,12,20,4,,1,,,.,,,.,.,,,,,,,,,.,,,,13,,,1,1,,70,617.964.734.971.533
873595,1,2,1,70,2,12,40,3,,2,20,1,,2,1,,,,,,,,,,1,,2,,2,54,54,74,1,1,7493,70,118.138.269.601.829
873753,1,6,1,70,2,2,48,4,,2,32,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,140,70,69.636.011.675.013
873761,1,4,1,70,2,2,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,70,116.342.021.182.394
873765,1,6,1,70,2,2,48,3,,2,8,3,,1,1,,,,,,,,,,1,,1,100000,2,54,54,95,1,1,9500,70,189.051.522.133.432
875315,1,4,1,70,2,32,48,1,,2,52,1,,2,2,,,,,,,,,,1,,2,,2,45,38,64,1,2,6421,25,1.645.520.291.287
875386,1,3,1,70,2,16,48,3,,2,24,3,,1,8,,,,,,,,,,1,,2,,2,54,56,95,1,2,9500,25,129.366.114.823.582
875388,1,1,1,70,2,12,48,8,,2,2,8,,3,7,,,,,,,,,,1,,2,,2,62,62,1,1,1,121,25,262.294.809.990.133
875390,1,6,1,70,2,2,48,1,,2,20,1,,6,2,,,,,,,,,,1,,2,,2,45,45,52,1,1,5211,25,268.743.293.219.346
875400,1,2,1,70,2,53,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,53,,,1,2,,25,477.851.251.108.331
875899,1,1,1,70,2,1,50,8,,2,1,8,,3,7,,,,,,,,,,1,,2,,1,62,62,1,1,1,111,17,111.560.378.102.308
875904,1,2,1,70,2,40,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,17,62.146.069.899.483
875904,1,5,1,70,2,16,48,3,,2,16,3,,1,8,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,17,62.146.069.899.483
875935,1,2,1,70,2,24,48,1,,2,24,2,,9,1,,,,,,,,,,1,,2,,2,32,32,85,1,2,8511,17,858.900.197.741.431
875984,1,1,1,70,2,20,48,1,,2,20,8,,3,1,,,,,,,,,,1,,2,,2,45,62,1,1,2,111,17,730.022.378.680.836
875986,1,1,1,70,2,4,60,2,,2,6,1,,9,6,,,,,1,,,,,,,2,,2,58,98,90,1,1,9000,17,108.601.873.738.703
876021,1,3,1,70,2,32,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,13,,,1,2,,17,10.711.260.884.942
876030,1,1,1,70,2,4,48,4,,2,5,4,,1,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,17,109.408.458.162.184
876030,1,2,1,70,2,4,50,3,,2,24,3,,2,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,17,109.408.458.162.184
876136,1,3,1,70,2,24,50,8,,2,24,8,,4,7,,,,,,,,,,1,,2,,2,62,62,2,1,2,201,17,117.025.592.163.071
876151,1,1,1,70,2,48,40,8,,2,48,8,,2,8,,,,,,,,,,1,,2,,2,62,62,1,1,2,111,17,104.637.394.566.698
876154,1,3,1,70,2,48,8,8,,2,2,8,,2,1,,,,,,,,,,1,,1,56000,2,62,97,1,1,2,114,17,103.290.602.638.199
876193,1,3,1,70,2,16,8,1,,1,,,.,,,.,.,,,,,,,,,.,,,,53,,,1,2,,17,104.637.394.566.698
876246,1,1,1,70,2,2,55,8,,2,2,2,,9,1,,,,,,,,,,1,,1,3000000,2,62,95,45,1,1,4530,17,107.646.651.672.582
876246,1,5,1,70,2,50,60,8,,2,2,8,,3,8,,,,,,,,,,1,,2,,2,62,62,1,1,2,111,17,107.646.651.672.582
876692,1,3,1,70,2,48,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,61,,,1,2,,19,821.961.102.296.236
876697,1,3,1,70,2,20,40,4,,2,20,4,,1,3,,,,,1,,,,,,,2,,2,98,98,60,1,2,6041,19,20.522.633.119.968
876755,1,1,1,70,2,3,36,3,,2,96,3,,1,8,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,19,7.190.181.787.039
876755,1,2,1,70,2,48,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,19,7.190.181.787.039
876762,1,1,1,70,2,6,48,4,,2,240,4,,1,1,,,,,,,,,,1,,2,,2,75,94,36,1,1,3699,19,111.064.783.100.762
876762,1,6,1,70,2,24,48,2,,2,24,2,,4,1,,,,,,,,,,1,,2,,2,13,19,91,1,2,9199,19,111.064.783.100.762
876776,1,2,1,70,2,1,15,3,,2,48,3,,2,3,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,19,10.103.338.712.219
876815,1,2,1,70,2,1,8,1,,2,2,1,,2,8,,,,,,,,,,1,,1,130000,2,53,53,80,1,1,8041,19,7.190.181.787.039
876875,1,3,1,70,2,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,0,,,1,1,,19,7.190.181.787.039
876905,1,3,1,70,2,4,40,1,,2,4,8,,3,6,,,,,,,,,,1,,1,20000,2,59,62,1,1,1,111,19,7.190.181.787.039
876919,1,3,1,70,2,8,40,1,,2,8,2,,9,1,,,,,,,,,,1,,2,,2,62,62,75,1,1,7512,19,7.190.181.787.039
877117,1,5,1,70,2,40,60,1,,2,12,1,,9,1,,,,,,,,,,1,,2,,2,77,97,15,1,2,1571,20,98.385.993.127.049
877263,1,2,1,70,2,2,48,1,,2,3,4,,3,1,,,,,,,,,,1,,2,,2,95,97,52,1,1,5221,20,210.218.629.064.909
877269,1,4,1,70,2,15,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,20,176.757.276.544.685
877274,1,2,1,70,2,12,36,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,20,253.690.995.459.196
877298,1,3,1,70,2,20,74,1,,1,,,.,,,.,.,,,,,,,,,.,,,,84,,,1,2,,20,165.425.819.506.595
877301,1,3,1,70,2,4,48,1,,2,4,1,,5,1,,,,,1,,,,,,,2,,2,95,97,15,1,1,1530,20,239.230.089.495.044
877630,1,3,1,70,2,4,48,1,,2,5,1,,9,8,,,,,,,,,,1,,2,,2,62,62,1,1,1,115,20,113.189.584.569.687
877668,1,3,1,70,2,16,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,39,,,1,2,,20,140.783.999.076.457
878732,1,3,1,70,2,4,40,4,,2,24,4,,1,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5221,41,145.057.610.740.136
878735,1,1,1,70,2,108,45,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,62,62,1,1,2,111,41,106.218.229.253.867
878850,1,3,1,70,2,4,40,8,,2,4,8,,2,2,,,,,,,,,,1,,1,40000,2,62,62,1,1,1,111,41,92.215.610.834.944
