DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2636271,1,2,1,70,73,4,48,1,,2,4,1,,3,4,,,,,,,,,,1,,1,100000,2,45,32,80,1,1,8060,3,73,180.679.112.168.333
2636271,1,4,1,70,73,12,25,1,,2,104,1,,3,2,,,,,,,,,,1,,2,,2,53,53,52,1,1,5229,3,73,180.679.112.168.333
2636273,1,2,1,70,73,24,48,1,,2,24,1,,9,4,,,,,,,,,,1,,2,,2,59,59,85,1,2,8512,3,73,19.050.166.364.551
2636275,1,4,1,70,73,6,60,5,,2,16,5,,3,1,,,,,,,,,,1,,2,,2,79,79,18,1,1,1810,3,73,144.233.853.811.043
2636275,1,5,1,70,73,16,45,1,,2,16,1,,3,1,,,,,,,,,,1,,2,,2,79,79,18,1,2,1810,3,73,144.233.853.811.043
2636282,1,2,1,70,73,8,48,1,,2,120,1,,4,4,,,,,,,,,,1,,2,,2,21,40,50,1,1,5052,3,73,211.419.932.821.508
2636285,1,3,1,70,73,4,72,1,,2,4,1,,2,8,,,,,,,,,,1,,1,400000,2,34,85,45,1,1,4543,3,73,276.868.327.913.323
2636286,1,2,1,70,66,28,14,1,,1,,,.,,,.,.,,,,,,,,,.,,,,97,,,1,2,,3,66,216.969.994.642.193
2636294,1,3,1,70,66,8,8,1,,1,,,.,,,.,.,,,,,,,,,.,,,,5,,,1,1,,3,66,158.391.301.226.182
2636295,1,1,1,70,66,8,48,1,,2,16,1,,5,2,,,,,,,,,,1,,2,,2,98,33,52,1,1,5235,3,66,235.579.193.395.871
2636308,1,1,1,70,66,1,60,4,,2,1,5,,2,1,,,,,,,,,,1,,1,800000,2,95,95,45,1,1,4521,3,66,242.882.584.555.175
2636309,1,1,1,70,66,16,48,4,,2,16,4,,1,2,,,,,,,,,,1,,2,,2,55,55,74,1,2,7493,3,66,175.454.699.656.381
2636310,1,3,1,70,66,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,3,66,21.762.805.445.434
2636316,1,2,1,70,54,1,50,1,,2,9,4,,1,1,,,,,,,,,,1,,2,,2,94,56,93,1,1,9301,3,54,308.573.170.937.456
2636316,1,4,1,70,54,2,48,1,,2,2,1,,3,1,,,,,,,,,,1,,1,300000,2,80,58,50,1,1,5020,3,54,308.573.170.937.456
2636318,1,2,1,70,54,2,40,1,,2,18,1,,3,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5234,3,54,303.682.282.880.059
2636336,1,3,1,70,68,8,48,1,,2,8,1,,4,2,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,3,68,405.743.283.337.579
2636367,1,3,1,70,17,9,54,1,,2,9,1,,9,4,,,,,,,,,,1,,2,,2,90,90,25,1,1,2529,3,17,17.336.724.418.638
2636368,1,3,1,70,17,52,1,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,3,17,120.277.314.050.134
2636369,1,3,1,70,17,45,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,38,,,1,2,,3,17,125.317.733.744.187
2636373,1,1,1,70,17,250,48,1,,2,362,2,,9,1,,,,,,,,,1,,YA ESTA PENSIONADO,2,,2,30,30,64,1,2,6421,3,17,156.948.196.322.606
2636373,1,2,1,70,17,52,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,13,,,1,2,,3,17,156.948.196.322.606
2636378,1,2,1,70,17,8,48,1,,2,20,1,,9,4,,,,,,,,,,1,,2,,2,2,2,45,1,1,4530,3,17,148.466.112.636.532
2636391,1,2,1,70,76,89,40,1,,2,89,1,,8,2,,,,,,,,,,1,,1,250000,2,11,11,45,1,2,4521,3,76,880.580.891.133.546
2636396,1,1,1,70,76,8,50,1,,2,8,1,,3,2,,,,,,,,,,1,,2,,2,45,45,52,1,1,5234,3,76,918.311.726.031.122
2636397,1,1,1,70,76,8,48,1,,2,8,1,,4,1,,,,,,,,,,1,,2,,2,11,11,52,1,1,5232,3,76,91.835.132.380.571
2636399,2,2,2,70,76,3,72,1,,2,3,1,,5,8,,,,,,,,,,1,,1,327000,2,59,59,85,1,1,8531,3,76,932.509.576.492.702
2636402,1,3,1,70,76,1,72,2,,1,,,.,,,.,.,,,,,,,,,.,,,,6,,,1,1,,3,76,804.761.690.777.137
2636435,1,4,1,70,5,48,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,37,,,1,2,,3,5,816.555.538.715.963
2636437,1,2,1,70,5,32,48,1,,2,208,1,,3,1,,,,,,,,,,1,,2,,2,45,45,55,1,2,5521,3,5,866.499.163.235.223
2636438,1,4,1,70,5,24,48,1,,2,24,1,,3,4,,,,,,,,,,1,,2,,2,97,39,52,1,2,5244,3,5,104.909.561.429.208
2636440,1,1,1,70,5,12,48,1,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,93,93,45,1,1,4559,3,5,773.653.867.549.499
2636440,1,2,1,70,5,16,48,1,,2,16,1,,5,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5241,3,5,773.653.867.549.499
2636876,1,3,1,70,52,52,48,1,,2,39,4,,9,9,TIENE SISBEN DE OTRO MUNICIPIO,,,,,,,,,1,,2,,2,32,32,85,1,2,8532,3,52,197.370.455.497.372
2636880,1,2,1,70,52,4,44,1,,2,4,1,,2,1,,,,,,,,,,1,,1,250000,2,81,81,36,1,1,3611,3,52,115.064.873.565.744
2636880,1,3,1,70,52,13,48,1,,2,13,1,,2,1,,,,,,,,,,1,,2,,2,45,38,64,1,1,6421,3,52,115.064.873.565.744
2636888,1,2,1,70,52,4,25,1,,2,4,1,,4,1,,,,,,,,,,1,,1,300000,2,45,45,15,1,1,1551,3,52,1.699.184.193.186
2636889,1,1,1,70,52,11,44,1,,2,11,1,,6,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,3,52,265.285.364.704.724
2636889,1,2,1,70,52,10,48,1,,2,10,1,,4,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,3,52,265.285.364.704.724
2636889,1,3,1,70,52,52,48,1,,2,52,4,,1,1,,,,,,,,,,1,,2,,2,79,79,52,1,2,5271,3,52,265.285.364.704.724
2636893,1,3,1,70,52,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,32,,,1,1,,3,52,180.112.954.992.461
2636898,1,2,1,70,52,20,48,1,,2,20,1,,4,1,,,,,,,,,,1,,2,,2,53,53,55,1,2,5521,3,52,245.347.778.711.627
