Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3267781;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;76;1077,90520392929;76
3267782;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;15;48,9267938101215;15
3267782;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;15;48,9267938101215;15
3267783;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;15;76,3747170519293;15
3267786;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;15;90,2340748651191;15
3267786;1;2;1;80;1;1;4;4; ;1;1;2; ; ; ; ;4;2;1;08;15;90,2340748651191;15
3267787;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;11;2;1;08;15;114,166259579746;15
3267787;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;15;114,166259579746;15
3267788;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;08;15;91,7642008727893;15
3267788;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;15;91,7642008727893;15
3267790;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;15;91,7642008727893;15
3267790;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;15;91,7642008727893;15
3267792;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;08;15;65,66915678497;15
3267794;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;08;15;107,524116386081;15
3267795;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;08;15;109,661089882471;15
3267797;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;20;138,936988971924;20
3267798;1;2;1;80;1;1;1;6; ;2; ;2; ; ; ; ;9;2;1;08;20;118,211646922256;20
3267799;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;20;155,252256340016;20
3267799;1;5;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;20;155,252256340016;20
3267800;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;20;150,732168676399;20
3267801;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;20;117,480526304263;20
3267803;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;20;122,71804053823;20
3267804;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;20;100,765181068346;20
3267804;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;20;100,765181068346;20
