Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3267789;1;2;1;70;1;2;20;1; ;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;1;5127;08;15;107,827540130441;15
3267793;1;1;1;70;1;8;50;1; ;2;9;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;45;52;1;1;5234;08;15;90,4097600711961;15
3267805;1;1;1;70;1;1;42;4; ;2;1;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;08;20;159,365711984199;20
3267813;1;1;1;70;1;52;48;1; ;2;72;3; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;2;9500;08;17;171,973773670173;17
3267813;1;3;1;70;1;2;48;1; ;2;3;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;38;45;52;1;1;5234;08;17;171,973773670173;17
3267817;1;1;1;70;1;52;40;1; ;2;52;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;11;74;1;2;7412;08;17;164,105277562314;17
3267832;1;3;1;70;1;52;48;1; ;2;52;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;55;1;2;5521;08;17;135,783601038661;17
3267836;1;2;1;70;1;48;48;1; ;2;104;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;41;52;1;2;5239;08;17;156,237849706966;17
3267842;1;1;1;70;1;3;114;4; ;2;3;1; ;9;1; ; ; ;1; ; ; ; ; ; ; ;1;720000;2;98;98;60;1;1;6021;08;73;265,623564714326;73
3267846;1;2;1;70;1;12;48;4; ;2;4;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;1;5225;08;73;238,414883153762;73
3267846;1;3;1;70;1;8;30;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;08;73;238,414883153762;73
3267849;1;1;1;70;1;52;40;1; ;2;24;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;2;4552;08;73;215,843566318834;73
3267850;1;2;1;70;1;8;60;1; ;2;4;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;40000;2;58;95;45;1;1;4521;08;73;247,505491363209;73
3267854;1;3;1;70;1;8;48;1; ;2;28;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;99;50;1;1;5020;08;73;272,227526568672;73
3267856;1;3;1;70;1;8;48;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;81;81;36;1;1;3611;08;73;260,587721114508;73
3267870;1;2;1;70;1;8;48;1; ;2;24;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;95;45;1;1;4521;08;47;89,7413450059652;47
3267870;1;3;1;70;1;16;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;64;1;2;6421;08;47;89,7413450059652;47
3267890;1;2;1;70;1;96;48;1; ;2;240;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;85;1;2;8511;08;18;37,0344367908643;18
3267893;1;1;1;70;1;3;48;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;525000;2;95;95;45;1;1;4521;08;18;74,3131553431057;18
3267895;1;2;1;70;1;1;48;4; ;2;2;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;18;18;92;1;1;9241;08;18;56,1652503711615;18
3267898;1;1;1;70;1;52;40;2; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;12; ; ;1;2; ;08;27;25,7161261481261;27
3267900;1;2;1;70;1;8;48;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;08;27;25,7161261481261;27
3267905;1;1;1;70;1;52;48;1; ;2;52;2; ;9;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADA;2; ;2;59;59;85;1;2;8512;08;27;25,7161261481261;27
3267920;1;2;1;70;1;17;48;1; ;2;17;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;2;7492;08;52;191,03532983118;52
3267923;1;3;1;70;1;16;50;1; ;2;16;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;45;52;1;2;5239;08;52;173,475419396367;52
3267932;1;2;1;70;1;12;48;4; ;2;60;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;70;1;1;7020;08;05;1001,28370984617;05
3267934;1;2;1;70;1;8;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8519;08;05;674,961265711606;05
3267934;1;5;1;70;1;7;48;3; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;59;85;1;1;8519;08;05;674,961265711606;05
3267940;1;2;1;70;1;2;48;1; ;2;2;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;156000;2;95;62;01;1;1;0111;08;05;846,371778583489;05
3267941;2;1;2;70;1;12;48;1; ;2;12;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;74;1;1;7430;08;05;830,552904267582;05
3267946;1;1;1;70;1;4;48;1; ;2;3;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;95;95;45;1;1;4521;08;05;1009,23977331524;05
3267946;1;4;1;70;1;1;48;1; ;2;1;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;93;95;45;1;1;4521;08;05;1009,23977331524;05
3267959;1;2;1;70;1;3;48;1; ;2;3;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;97;60;01;1;1;0121;08;66;340,71610047882;66
