Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3267781;1;3;1;80;76;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;76;1077,90520392929
3267809;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;17;181,187372834679
3267809;1;3;1;80;17;1;2;8; ;2; ;1;3500000; ;1;ESTA PENDIENTE DE UN VIAJE;12;1;1;08;17;181,187372834679
3267812;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;157,391683700442
3267813;1;2;1;80;17;2; ; ; ;2; ;2; ;1;2; ;1; ;1;08;17;171,973773670173
3267816;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;164,105277562314
3267818;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;9;2;1;08;17;142,786384361349
3267818;1;3;1;80;17;1;1;2; ;2; ;1;160000; ; ; ;2;2;1;08;17;142,786384361349
3267822;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;180,033538841204
3267824;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;156,045512391284
3267825;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;121,298363214062
3267825;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;121,298363214062
3267826;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;8;2;1;08;17;164,105277562314
3267827;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;172,262963130988
3267828;1;1;1;80;17;1;4;7; ;2; ;2; ; ; ; ;11;2;1;08;17;152,504673145962
3267828;1;3;1;80;17;1;3;8; ;2; ;2; ; ; ; ;2;2;1;08;17;152,504673145962
3267832;1;1;1;80;17;1;2;4; ;3; ;2; ; ; ; ;10;2;1;08;17;135,783601038661
3267832;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;135,783601038661
3267834;1;2;1;80;17;1;4;4; ;1;4;2; ; ; ; ;5;2;1;08;17;157,391683700442
3267835;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;164,105277562314
3267837;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;8;2;1;08;17;159,410162226577
3267837;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;159,410162226577
3267837;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;159,410162226577
3267839;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;165,939111962191
3267841;1;3;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;08;17;188,191224409878
3267841;1;4;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;17;188,191224409878
3267842;1;4;1;80;73;1;1;3; ;2; ;2; ; ; ;ESTA EN PERIODO POSTPARTO;12;2;1;08;73;265,623564714326
3267842;1;7;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;73;265,623564714326
3267845;1;2;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;73;257,522109380908
3267846;1;1;1;80;73;1;2;4; ;3; ;2; ; ; ; ;4;2;1;08;73;238,414883153762
3267847;1;1;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;73;265,992940912019
3267847;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;73;265,992940912019
3267848;1;1;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;73;285,007716020873
3267849;1;2;1;80;73;1;4;7; ;2; ;2; ; ; ; ;8;2;1;08;73;215,843566318834
3267849;1;3;1;80;73;1;2;3; ;2; ;2; ; ; ; ;9;2;1;08;73;215,843566318834
3267849;1;4;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;08;73;215,843566318834
3267851;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;73;210,929276513797
3267851;1;5;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;73;210,929276513797
3267854;1;1;1;80;73;1;4;6; ;2; ;2; ; ; ; ;4;2;1;08;73;272,227526568672
3267854;2;1;2;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;73;272,227526568672
3267854;2;3;2;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;73;272,227526568672
3267854;3;2;3;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;73;272,227526568672
3267855;1;1;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;73;230,036502740943
3267855;1;2;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;73;230,036502740943
3267855;1;3;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;73;230,036502740943
3267856;1;1;1;80;73;1;4;3; ;2; ;2; ; ; ; ;4;2;1;08;73;260,587721114508
3267858;1;2;1;80;73;1;4;7; ;2; ;2; ; ; ; ;4;2;1;08;73;261,492602738567
3267911;1;1;1;80;52;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;52;133,265751878145
3267912;1;3;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;52;163,592174060517
3267912;1;4;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;52;163,592174060517
3267913;1;2;1;80;52;1;1;8; ;2; ;2; ; ; ; ;4;2;1;08;52;145,293995746924
3267915;1;2;1;80;52;1;2;5; ;3; ;2; ; ; ; ;10;2;1;08;52;133,265751878145
3267916;1;1;1;80;52;1;2;4; ;2; ;2; ; ; ; ;4;2;1;08;52;150,023320180738
3267917;1;2;1;80;52;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;52;137,092561674805
3267918;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;52;122,580164410074
3267919;1;1;1;80;52;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;52;168,107999588706
3267920;1;3;1;80;52;1;2;2; ;2; ;2; ; ; ; ;2;2;1;08;52;191,03532983118
3267922;1;1;1;80;52;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;52;150,023320180738
