DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;MES;DPTO;ORDEN;fex_c_2011
2573813;1;7;2;1;1;1;1;1;4;1; ; ;380000000;650000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;1;2; ;2;2; ;3;1;1;1;4;1;2;1;1;1;3;3;1;01;52;12;52;1;187,587090445218
2573814;1;6;3;1;1;1;1;1;4;1; ; ;99;400000; ;1;1;1;2;2;2;2;2;2;1;2;2;1;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;2;1;1;1;3;3;1;01;52;12;52;1;125,50229911254
2573815;1;6;1;1;1;1;1;1;4;1; ; ;99;700000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;4;3;1;01;52;12;52;1;154,704386991585
2573816;1;5;1;1;1;1;1;6; ;1; ; ;130000000;600000; ;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;3;1;01;52;12;52;1;151,799504477647
2573821;1;5;2;1;1;1;1;1;4;1; ; ;98;98; ;1;1;1;1;1;2;1;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;4;3;1;01;52;12;52;1;109,563437525498
2573822;1;4;1;1;1;1;1;1;4;4; ; ; ;600000; ;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2; ;2;2; ;1;1;2;1;4;1;2;1;1;1;5;3;1;01;52;12;52;1;138,765525404543
2573823;1;4;3;1;1;1;1;1;1;4; ; ; ;500000; ;1;2;1;2;2;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;5;3;1;01;76;12;76;1;1050,16835296578
2573824;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;1;2;1;1;1;2;2;2;2;1;2;1;2;2;1;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;2;3;1;01;76;12;76;1;1057,42344474285
2573825;1;2;1;1;1;1;1;1;3;3; ; ; ; ;200000;1;2;1;2;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;76;12;76;1;1121,78215907119
2573825;2;2;2;1;1;1;1;1;3;3; ; ; ; ;240000;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;1;1;1;2;2;1;1;3;2;2; ;3;2; ; ; ; ; ; ; ; ; ; ;1;01;76;12;76;1;1121,78215907119
