DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;MES;DPTO;ORDEN;fex_c_2011
2582610;1;3;1;2;1;4;4;5;5;4; ; ; ;60000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;2;1;1;1;1;2;2;2;2;2; ; ; ;01;2;12;47;1;2031,36660899259
2582626;1;5;2;2;1;4;1;1;4;4; ; ; ;90000; ;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;1;1;1;2;1;1;3;2;2; ;3;1;1;1;4;1;2;2;2;1;1; ;2;01;2;12;47;1;2155,59717882577
2582627;1;3;2;2;1;4;1;1;4;4; ; ; ;90000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;3;1;1;1;2;1;2;2;2;1;1; ;2;01;2;12;47;1;1843,44493116413
2582628;1;3;2;2;1;5;1;1;4;4; ; ; ;80000; ;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;2;2;2;1;1; ;2;01;2;12;47;1;2186,75145385573
2582629;1;3;1;2;1;3;1;1;4;4; ; ; ;90000; ;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;2;2;1;1; ;2;01;2;12;47;1;1838,7663660486
2582630;1;2;1;6; ;4;1;5;4;4; ; ; ;70000; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;2;1;1;4;1;1;2;2;2;1;1; ;2;01;2;12;47;1;2036,23357936954
2582632;1;2;1;6; ;3;1;5;5;4; ; ; ;700000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2; ;2;2; ;7;1;1;4;1;1;2;2;2;1;1; ;2;01;2;12;47;1;2019,50045020805
2582634;1;3;2;2;1;1;1;1;4;4; ; ; ;130000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;2;2; ;2;2; ;5;1;1;1;2;1;2;2;1;1;1;1;1;01;2;12;47;1;976,694591866162
2582635;1;2;1;2;1;1;1;1;4;3; ; ; ; ;150000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;3;1;1;1;4;1;1;2;1;1;1;1;1;01;2;12;47;1;1770,1346674254
2582636;1;6;3;2;1;4;1;1;4;1; ; ;20000000;350000; ;1;2;1;2;1;1;2;2;1;1;2;1;1;2;1;1;1;1;1;2;2;1;5;2;2; ;5;1;1;1;4;1;1;2;2;1;1; ;2;01;2;12;47;1;1685,46342701465
