DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;AREA;MES;DPTO;fex_c_2011
2397349;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;23;06;23;134,943025193045
2397349;1;2;1;90; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;06;23;134,943025193045
2399297;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;08;06;08;359,90240998283
2399297;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;08;06;08;359,90240998283
2399297;1;3;1;90; ;2;1;2;2;1;2;2;2;2;2; ;6; ; ;15; ; ; ; ; ;08;06;08;359,90240998283
2399297;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;08;06;08;359,90240998283
2399297;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;08;06;08;359,90240998283
2403126;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;18; ;5; ; ; ; ; ; ;05;06;05;692,715402998796
2403126;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;05;06;05;692,715402998796
2403126;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;05;06;05;692,715402998796
2403126;1;4;1;90; ;2;2;2;2;2;2;1;2;2;1; ; ; ; ; ; ;16; ; ;8;05;06;05;692,715402998796
2403128;1;1;1;90; ;2;1;1;2;2;2;2;2;2;2; ;24;4; ; ; ; ; ; ; ;05;06;05;1041,16663048297
2403128;1;2;1;90; ;2;1;2;2;2;2;1;1;2;2; ;5; ; ; ; ;3;1; ; ;05;06;05;1041,16663048297
2403129;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;05;06;05;1162,13256461446
2403129;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;1162,13256461446
2403131;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;1081,02987881671
2403131;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;36; ; ; ; ; ; ; ;1;05;06;05;1081,02987881671
2403131;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;05;06;05;1081,02987881671
2403131;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;1081,02987881671
2403131;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;05;06;05;1081,02987881671
2403132;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;962,41524618701
2403132;1;2;1;90; ;2;1;2;1;2;2;1;2;2;2; ;20; ;20; ; ;12; ; ; ;05;06;05;962,41524618701
2403132;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;05;06;05;962,41524618701
2403133;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;18; ; ; ; ; ; ; ;6;05;06;05;1174,1758072668
2403133;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;05;06;05;1174,1758072668
2403133;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;05;06;05;1174,1758072668
2403134;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;05;06;05;821,585492673952
2403134;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;12; ; ; ; ;3; ; ; ;05;06;05;821,585492673952
2403134;1;3;1;90; ;2;1;2;2;2;2;2;2;2;1; ;5; ; ; ; ; ; ; ;7;05;06;05;821,585492673952
2403135;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;25; ; ; ; ; ; ;05;06;05;609,424779218453
2403135;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;609,424779218453
2403135;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;05;06;05;609,424779218453
2403135;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;609,424779218453
2403137;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;05;06;05;925,481449318191
2403137;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;05;06;05;925,481449318191
2403138;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;12; ; ; ; ; ; ;05;06;05;1107,26413095824
2403138;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;26; ;26; ; ; ; ; ; ;05;06;05;1107,26413095824
2403139;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;24; ; ; ; ; ; ;05;06;05;760,841000248309
2403139;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;05;06;05;760,841000248309
2403139;1;3;1;90; ;2;2;2;1;2;2;1;2;2;2; ; ; ;16; ; ;3; ; ; ;05;06;05;760,841000248309
2403139;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;31; ; ; ; ; ; ; ; ;05;06;05;760,841000248309
2403139;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;760,841000248309
2403139;1;7;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;760,841000248309
2403141;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;20; ; ; ; ;8; ; ; ;05;06;05;1083,44729478327
2403142;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;1224,27041713004
2403142;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;1224,27041713004
2403142;1;3;1;90; ;2;1;2;2;1;2;2;2;2;2; ;24; ; ;24; ; ; ; ; ;05;06;05;1224,27041713004
2403142;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;1224,27041713004
2403143;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;05;06;05;1046,29165914838
2403143;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;16; ;5; ; ; ; ; ; ;05;06;05;1046,29165914838
2403143;2;1;2;90; ;2;1;2;1;2;2;2;2;2;2; ;8; ;20; ; ; ; ; ; ;05;06;05;1046,29165914838
2403143;2;2;2;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;36; ; ; ; ; ; ;05;06;05;1046,29165914838
2403144;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;18; ;10; ; ; ; ; ; ;05;06;05;913,282482364538
2403144;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;5; ; ; ; ;2; ; ; ;05;06;05;913,282482364538
2403144;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;05;06;05;913,282482364538
2403145;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;1027,47662615062
2403145;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;05;06;05;1027,47662615062
2403145;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;05;06;05;1027,47662615062
2403146;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;887,276209607233
2403146;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;18; ; ; ; ; ; ;05;06;05;887,276209607233
2403146;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;887,276209607233
2403146;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;887,276209607233
2403146;1;5;1;90; ;2;1;2;1;1;2;2;2;2;2; ;10; ;15;18; ; ; ; ; ;05;06;05;887,276209607233
2403146;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;887,276209607233
2403146;1;8;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;887,276209607233
2403147;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;05;06;05;1174,1758072668
2403147;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;05;06;05;1174,1758072668
2403147;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;1174,1758072668
2403148;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;05;06;05;1453,88416516683
2403148;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;05;06;05;1453,88416516683
2403148;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;05;06;05;1453,88416516683
2403148;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;05;06;05;1453,88416516683
2403149;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;05;06;05;950,098977762054
2403149;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;05;06;05;950,098977762054
2403149;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;05;06;05;950,098977762054
2403149;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;06;05;950,098977762054
2403149;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;05;06;05;950,098977762054
2403149;1;6;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;6; ; ; ;05;06;05;950,098977762054
