DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2403126;1;3;1;70;05;20;24;1; ;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;99;55;1;2;5521;06;05;692,715402998796
2403128;1;2;1;70;05;20;35;4; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;81;36;1;2;3611;06;05;1041,16663048297
2403134;1;2;1;70;05;78;48;1; ;2;78;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;45;15;1;2;1521;06;05;821,585492673952
2403139;1;5;1;70;05;4;48;1; ;2;4;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;225000;2;53;53;55;1;1;5521;06;05;760,841000248309
2403143;2;2;2;70;05;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;52;1;1;5261;06;05;1046,29165914838
2403146;1;3;1;70;05;12;48;1; ;2;12;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;06;05;887,276209607233
2403149;1;6;1;70;05;1;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;06;05;950,098977762054
2403150;1;2;1;70;05;12;48;1; ;2;8;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;95;45;1;1;4521;06;05;1041,16663048297
2403157;1;1;1;70;05;13;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;06;05;752,665317531776
2403166;1;4;1;70;05;9;48;1; ;2;9;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;06;85;1;1;8532;06;05;916,386905736427
2403167;1;5;1;70;05;32;48;1; ;2;52;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;99;50;1;2;5020;06;05;758,762724519131
2403168;1;3;1;70;05;110;48;1; ;2;110;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;97;15;1;2;1581;06;05;884,625707931816
2403168;1;6;1;70;05;106;48;3; ;2;110;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;06;05;884,625707931816
2403171;1;2;1;70;05;52;48;1; ;2;52;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;45;77;55;1;2;5521;06;05;1051,06548294136
2403174;1;1;1;70;05;50;50;1; ;2;50;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;98;98;90;1;2;9000;06;05;1016,73252197337
2403174;1;2;1;70;05;156;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;06;05;1016,73252197337
2403174;1;4;1;70;05;78;48;1; ;2;75;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;85;1;2;8511;06;05;1016,73252197337
2403174;1;5;1;70;05;156;48;1; ;2;158;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;35000;2;45;59;93;1;2;9303;06;05;1016,73252197337
2403176;1;1;1;70;05;156;48;1; ;2;26;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;58;98;60;1;2;6031;06;05;1085,52557051245
2403178;1;2;1;70;05;26;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;2; ;06;05;1093,34614724167
2403179;1;1;1;70;05;9;48;1; ;2;9;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;58;45;64;1;1;6421;06;05;861,043482307361
2403179;1;2;1;70;05;9;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;06;05;861,043482307361
2403185;1;1;1;70;05;36;48;1; ;2;36;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;87;87;28;1;2;2892;06;05;1112,03795475123
2403186;1;6;1;70;05;6;48;1; ;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;64;1;1;6424;06;05;957,641422394024
2403189;1;2;1;70;05;6;60;1; ;2;6;4; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;06;05;658,272779777383
2403189;1;5;1;70;05;40;48;1; ;2;40;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;06;05;658,272779777383
2403201;1;4;1;70;05;6;48;1; ;2;16;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;15;1;1;1511;06;05;1307,18498405064
2403203;1;2;1;70;05;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;06;05;801,043388819438
2403211;1;2;1;70;05;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;06;05;698,475168348511
2403220;1;3;1;70;05;1;50;1; ;2;1;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;480000;2;95;95;45;1;1;4521;06;05;1052,95196149652
2403223;1;1;1;70;05;48;48;1; ;2;48;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;75;17;1;2;1720;06;05;838,828361424008
2403225;1;2;1;70;05;12;48;4; ;2;12;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;52;1;1;5272;06;05;1174,1758072668
2403226;1;1;1;70;05;96;48;8; ;2;96;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0111;06;05;969,962797143615
2403229;1;1;1;70;05;4;36;1; ;2;100;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;92;92;17;1;1;1730;06;05;924,43847640842
2403232;1;2;1;70;05;4;24;4; ;2;18;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;06;05;746,923016531736
2403232;1;3;1;70;05;16;48;1; ;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;40;1;2;4010;06;05;746,923016531736
2403236;1;4;1;70;05;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;06;05;489,514388983695
2403237;1;3;1;70;05;12;48;1; ;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;51;1;1;5125;06;05;903,310884275083
2403238;1;2;1;70;05;8;48;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;1;5521;06;05;984,153806632802
2403239;1;4;1;70;05;8;30;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;06;05;1131,8951429665
2403242;1;7;1;70;05;42;48;1; ;2;40;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;59;92;1;2;9249;06;05;1093,22079167653
2403245;1;1;1;70;05;20;50;1; ;2;28;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;44;93;1;2;9303;06;05;867,955065127999
2403248;1;3;1;70;05;52;48;1; ;2;900;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;45;71;1;2;7130;06;05;1141,08945560311
2403259;1;2;1;70;05;2;48;1; ;2;13;1; ;4;2; ; ; ; ; ; ; ; ;1; ;ESTUDIAR;2; ;2;45;45;52;1;1;5233;06;05;952,516393728612
2403267;1;3;1;70;05;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;06;05;855,911822475657
2403272;1;4;1;70;05;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;34; ; ;1;1; ;06;05;1137,29830372916
2403273;1;1;1;70;05;2;48;4; ;2;78;1; ;6;1; ; ; ; ; ; ; ; ;1; ;JUBILACION;2; ;2;03;03;45;1;1;4530;06;05;974,533086271654
2403279;1;1;1;70;05;28;48;1; ;2;20;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;06;05;696,624872003556
2403280;1;5;1;70;05;52;48;3; ;2;76;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;06;05;1021,65401597383
2403288;1;2;1;70;05;20;48;1; ;2;98;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;59;63;1;2;6331;06;05;976,333229903583
2403290;1;1;1;70;05;24;50;1; ;2;280;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;21;65;1;2;6593;06;05;970,235822916229
2403292;1;1;1;70;05;4;48;1; ;2;4;1; ;6;3; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;53;53;55;1;1;5530;06;05;974,254954174404
2403297;1;1;1;70;05;12;84;3; ;2;96;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;06;05;910,235729428305
2403299;1;2;1;70;05;20;48;3; ;2;20;3; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;06;05;1088,57232344868
2403301;1;1;1;70;05;6;48;4; ;2;6;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;90000;2;54;54;95;1;1;9500;06;05;887,282840773525
2403302;1;3;1;70;05;48;48;1; ;2;96;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;41;71;1;2;7130;06;05;1115,07807652117
2403302;1;4;1;70;05;200;48;1; ;2;200;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;55;1;2;5521;06;05;1115,07807652117
2403304;1;3;1;70;05;16;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;2; ;06;05;1174,1758072668
2403307;1;2;1;70;05;16;48;1; ;2;12;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;60;1;2;6041;06;05;1320,87498838299
2403308;1;2;1;70;05;8;48;1; ;2;8;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5262;06;05;1051,06548294136
2403308;1;3;1;70;05;32;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;06;05;1051,06548294136
2403318;1;1;1;70;05;12;50;1; ;2;12;1; ;7;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;06;05;1114,58370253062
2403318;1;3;1;70;05;16;48;1; ;2;8;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5236;06;05;1114,58370253062
2403324;1;1;1;70;05;1;48;1; ;2;1;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;97;45;1;1;4530;06;05;998,071790349375
2403328;1;1;1;70;05;12;48;1; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;98;60;1;1;6031;06;05;1174,1758072668
2403328;1;3;1;70;05;6;48;1; ;2;26;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;45;1;1;4521;06;05;1174,1758072668
2403330;1;4;1;70;05;52;48;1; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;06;05;1036,67093878723
2403334;1;1;1;70;05;4;50;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;06;05;824,860224994408
2403334;1;5;1;70;05;35;50;1; ;2;35;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;45;1;2;4521;06;05;824,860224994408
2403339;1;2;1;70;05;24;48;1; ;2;24;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;52;1;2;5211;06;05;670,112487764777
2403341;1;3;1;70;05;52;48;1; ;2;44;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5225;06;05;1211,68264777412
2403350;1;1;1;70;05;32;50;4; ;2;30;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;2;4552;06;05;924,43847640842
2403354;1;5;1;70;05;45;48;1; ;2;49;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;45;97;24;1;2;2424;06;05;1090,92873127511
2403356;1;1;1;70;05;2;30;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;75;45;52;1;1;5262;06;05;974,533086271654
2403357;1;1;1;70;05;54;48;1; ;2;54;1; ;6;1; ; ; ; ; ; ; ; ;1; ;CUENTA  CON  LA  PENSION;2; ;2;80;80;19;1;2;1921;06;05;1036,67093878723
2403359;1;1;1;70;05;40;48;1; ;2;40;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;89;89;26;1;2;2610;06;05;976,333229903583
2403369;1;2;1;70;05;40;48;1; ;2;45;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;03;64;1;2;6422;06;05;831,48434513235
2403369;1;4;1;70;05;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;06;05;831,48434513235
2403391;1;3;1;70;05;4;24;1; ;2;96;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;06;05;962,41524618701
2403399;1;1;1;70;05;4;48;4; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5261;06;05;1029,12338783062
2403400;1;2;1;70;05;20;48;1; ;2;32;3; ;1;9;MEDICO  PARTICULAR; ; ; ; ; ; ; ; ;1; ;2; ;2;97;54;95;1;2;9500;06;05;981,107053696569
2403403;1;1;1;70;05;24;48;4; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;2;4552;06;05;931,908175409332
2403403;1;2;1;70;05;24;48;1; ;2;240;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5521;06;05;931,908175409332
2403411;1;1;1;70;05;20;48;1; ;2;20;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;52;1;2;5239;06;05;981,107053696569
2403433;1;3;1;70;08;21;48;1; ;2;20;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;38;38;60;1;2;6031;06;08;515,348146508387
2403436;1;3;1;70;08;4;60;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;99;2;98;97;45;1;1;4530;06;08;477,952694474126
2403449;1;6;1;70;08;8;48;3; ;2;362;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;06;08;609,849053669626
2403449;1;7;1;70;08;9;48;1; ;2;10;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;98;2;53;50;55;1;1;5530;06;08;609,849053669626
2403450;1;2;1;70;08;2;60;3; ;2;99;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;1;5521;06;08;614,3172748132
2403451;1;3;1;70;08;8;48;1; ;2;20;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;1;5529;06;08;663,360037036743
2403456;1;3;1;70;08;8;50;1; ;2;36;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5529;06;08;353,809519862005
2403456;2;2;2;70;08;4;84;4; ;2;99;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;32;92;1;1;9249;06;08;353,809519862005
2403460;1;1;1;70;08;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;19; ; ;1;1; ;06;08;604,847585842718
2403466;1;1;1;70;08;24;48;1; ;2;24;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8060;06;08;627,433439287741
2403466;1;3;1;70;08;10;48;1; ;2;52;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;51;1;1;5125;06;08;627,433439287741
2403468;1;6;1;70;08;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;06;08;476,863289427373
2403469;1;8;1;70;08;4;48;1; ;2;28;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;53;55;1;1;5530;06;08;718,326606330027
2403494;2;2;2;70;08;4;48;3; ;2;36;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;06;08;553,066262438521
2403516;1;1;1;70;08;52;48;3; ;2;52;4; ;1;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;54;53;55;1;2;5529;06;08;444,486116628452
2403535;1;2;1;70;08;8;48;1; ;2;8;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;98;60;1;1;6031;06;08;490,821748221039
2403535;1;3;1;70;08;2;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;77;53;55;1;1;5530;06;08;490,821748221039
2403543;1;2;1;70;08;26;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;06;08;589,952252115281
2403544;1;1;1;70;08;30;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;06;08;493,117051644177
2403548;1;5;1;70;08;13;56;3; ;2;13;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;06;08;435,056573681489
2403549;1;2;1;70;08;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;11; ; ;1;2; ;06;08;450,761303326214
2403549;1;5;1;70;08;36;48;1; ;2;36;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;37;55;1;2;5529;06;08;450,761303326214
2403552;1;3;1;70;08;52;48;1; ;2;52;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;06;08;774,21045321317
2403553;1;2;1;70;08;26;40;3; ;2;26;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;06;08;538,820546893708
