DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;MES;DPTO;ORDEN;fex_c_2011
2403158;1;4;3;1;1;1;1;1;1;1; ; ;30000000;200000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;2;1;1;1;1;2;1;01;05;06;05;1;706,29574507773
2403159;1;1;1;1;1;1;1;3;1;1; ; ;20000000;80000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;1;1;2;1;2;1;2;1;1;1;1;2;1;01;05;06;05;1;1029,12338783062
2403160;1;3;1;1;1;1;1;1;3;2; ;218000;65000000;350000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;1216,45647156711
2403161;1;3;2;1;1;1;1;1;3;2; ;250000;60000000;350000; ;1;2;1;1;1;2;2;2;2;2;2;1;2;2;1;1;1;1;1;1;1;1;4;2;2; ;8;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;604,650955425467
2403162;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;2;2; ;2;1;2;1;2;1;2;1;1;1;3;2;1;01;05;06;05;1;805,817212612424
2403163;1;4;1;1;1;1;1;1;1;1; ; ;70000000;300000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;974,533086271654
2403164;1;3;2;1;1;1;1;1;3;4; ; ; ;150000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;4;1;2;1;2;1;1;1;1;1;2;2;1;01;05;06;05;1;1043,24490621214
2403166;1;4;3;1;1;1;1;1;3;1; ; ;50000000;200000; ;1;2;1;1;2;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;1;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;916,386905736427
2403167;1;3;2;1;1;1;1;1;4;3; ; ; ; ;220000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;5;1;2;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;758,762724519131
2403168;1;3;2;1;1;1;1;1;4;2; ;103000;25000000;130000; ;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;8;1;1;1;2;1;2;1;1;1;1;2;1;01;05;06;05;1;884,625707931816
2403169;1;4;2;1;1;1;1;1;1;1; ; ;60000000;250000; ;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;2;1;2;1;2;1;1;1;1;2;1;01;05;06;05;1;962,41524618701
2403170;1;5;3;1;1;1;1;1;3;1; ; ;40000000;250000; ;1;2;1;1;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;6;1;1;1;2;1;1;1;1;1;2;2;1;01;05;06;05;1;889,399531724802
2403171;1;2;2;1;1;1;1;2;4;1; ; ;20000000;150000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;2;1;2;1;2;1;1;1;1;2;1;01;05;06;05;1;1051,06548294136
2403172;1;4;3;1;1;1;1;1;3;1; ; ;30000000;300000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;1;2;1;01;05;06;05;1;1031,2016635598
2403173;1;4;3;1;1;1;1;1;1;1; ; ;550000000;280000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;5;1;2;1;4;1;2;1;1;1;2;2;1;01;05;06;05;1;830,268947202912
2403174;1;5;4;1;1;1;1;1;4;3; ; ; ; ;408000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;6;1;2;1;4;1;2;1;1;1;2;2;1;01;05;06;05;1;1016,73252197337
2403175;1;5;3;1;1;1;1;1;3;1; ; ;90000000;450000; ;1;2;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;2;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;1065,26159875519
2403176;1;4;2;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;1;1;2;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;3;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;05;06;05;1;1085,52557051245
2403177;1;5;3;1;1;1;1;1;3;4; ; ; ;800000; ;1;1;1;1;2;1;2;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;1043,24490621214
2403178;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;05;06;05;1;1093,34614724167
2403179;1;4;3;1;1;1;1;1;4;3; ; ; ; ;340000;1;2;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;5;1;2;1;4;1;2;1;1;1;2;2;1;01;05;06;05;1;861,043482307361
2403183;1;5;2;1;1;1;1;1;4;3; ; ; ; ;200000;1;2;2;2;1;1;2;2;2;1;2;1;2;2;1;1;2;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;06;05;1;1106,7085613645
2403184;1;4;3;1;1;1;1;1;1;1; ; ;35000000;250000; ;1;2;1;2;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;2;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;05;06;05;1;1003,83342893964
2403185;1;2;1;1;1;1;1;1;4;3; ; ; ; ;160000;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;2;2; ;1;1;1;1;2;1;2;1;1;1;2;2;1;01;05;06;05;1;1112,03795475123
2403186;1;4;3;1;1;1;1;1;4;1; ; ;15000000;150000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2; ;6;1;1;1;2;1;2;1;1;1;1;2;1;01;05;06;05;1;957,641422394024
2403187;1;5;3;1;1;1;1;1;3;1; ; ;50000000;400000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;2;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;1065,26159875519
2403188;1;4;3;1;1;1;1;1;3;1; ; ;100000000;300000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;7;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;951,295434353332
2403189;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;6;2;2; ;7;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;658,272779777383
2403190;1;1;1;1;1;1;1;1;1;3; ; ; ; ;180000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;05;06;05;1;1024,34956403764
2403191;1;2;1;1;1;1;1;1;1;3; ; ; ; ;200000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;974,533086271654
2403192;1;3;2;1;1;1;1;1;3;3; ; ; ; ;220000;1;2;1;1;2;1;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;805,817212612424
2403195;1;3;2;1;1;1;1;1;3;1; ; ;25000000;180000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2; ;3;1;1;1;2;1;1;1;1;1;2;2;1;01;05;06;05;1;1174,1758072668
2403196;1;3;2;1;1;1;1;1;3;1; ; ;25000000;150000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2; ;5;1;1;1;2;1;1;1;1;1;2;2;1;01;05;06;05;1;853,222905578142
2403197;1;4;1;1;1;1;1;1;4;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;2;1;2;1;2;1;1;1;1;2;1;01;05;06;05;1;1112,03795475123
2403198;1;2;2;2;1;1;1;1;3;3; ; ; ; ;100000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;3;2;2; ;4;1;1;1;2;1;1;1;1;1;2;2;1;01;05;06;05;1;1064,98346665794
2403199;1;1;1;6; ;1;2;6; ;4; ; ; ;40000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2; ;2;2; ;3;1;4;1;2;1;2;2;1;2;2;2; ;01;05;06;05;1;851,144629848963
2403200;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;05;06;05;1;1093,34614724167
2403201;1;5;3;1;1;1;1;1;3;1; ; ;50000000;400000; ;1;2;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;2;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;1307,18498405064
2403202;1;1;1;1;1;1;1;2;3;3; ; ; ; ;450000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2; ;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;682,706888286983
2403203;1;3;2;1;1;1;1;1;1;3; ; ; ; ;280000;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2; ;4;1;1;1;4;1;2;1;1;1;2;2;1;01;05;06;05;1;801,043388819438
2403204;1;1;1;1;1;1;1;6; ;3; ; ; ; ;170000;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;2;1;2;1;2;1;1;1;3;2;1;01;05;06;05;1;1112,03795475123
2403205;1;4;3;1;1;1;1;1;3;3; ; ; ; ;280000;1;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;787,125405102864
2403208;1;2;1;1;1;1;1;1;1;1; ; ;50000000;200000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;1133,54190464651
2403209;1;3;2;1;1;1;1;1;1;3; ; ; ; ;250000;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;05;06;05;1;857,996729371128
2403210;1;3;2;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;1;1;1;1;1;2;2;1;1;2;2;2;2;1;2;1;1;1;2;1;2; ;2;2; ;3;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;1024,62769613489
2403211;1;4;3;1;1;1;1;1;1;3; ; ; ; ;500000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2; ;4;1;2;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;698,475168348511
2403212;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;976,333229903583
2403213;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;05;06;05;1;1093,34614724167
2403214;1;3;2;1;1;1;1;1;3;3; ; ; ; ;430000;1;2;1;2;1;1;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;06;05;1;952,516393728612
2403216;1;4;3;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;982,068899737331
2403217;1;6;5;1;1;1;1;1;4;1; ; ;50000000;480000; ;1;2;1;2;1;2;2;2;1;2;1;1;2;2;2;1;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;1065,26159875519
2403218;1;4;1;1;1;1;1;1;1;3; ; ; ; ;520000;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;1112,03795475123
2403219;1;4;3;1;1;1;1;1;3;3; ; ; ; ;510000;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;1;1;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;779,304828373645
2403220;1;3;2;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;2; ;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;1052,95196149652
2403221;1;4;3;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;1;1;1;2;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;962,41524618701
2403222;1;7;3;1;1;1;1;1;1;1; ; ;250000000;500000; ;1;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;1121,93680720963
2403223;1;5;3;1;1;1;1;1;4;1; ; ;50000000;400000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;5;1;2;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;838,828361424008
2403224;1;3;2;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;5;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;867,419021391965
2403225;1;4;3;1;1;1;1;1;3;1; ; ;34000000;300000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;1174,1758072668
2403226;1;5;4;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;3;2;2; ;7;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;969,962797143615
2403227;1;6;3;1;1;1;1;1;3;1; ; ;200000000;900000; ;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;4;2;1;01;05;06;05;1;843,602185216994
2403228;1;5;4;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;5;2;2; ;5;1;2;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;1204,84474296394
2403229;1;6;1;1;1;1;1;1;1;1; ; ;50000000;400000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;924,43847640842
2403230;1;5;3;1;1;1;1;1;3;3; ; ; ; ;550000;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;5;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;766,861433345599
2403232;1;4;3;1;1;1;1;1;3;1; ; ;90000000;500000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;7;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;746,923016531736
2403233;1;4;3;1;1;1;1;1;3;3; ; ; ; ;385000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;6;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;1045,32318194132
2403234;1;5;3;1;1;1;1;1;3;1; ; ;45000000;350000; ;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;968,150916020758
2403235;1;4;3;1;1;1;1;1;3;1; ; ;65000000;350000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;05;06;05;1;998,071790349375
2403236;1;5;4;1;1;1;1;1;1;3; ; ; ; ;480000;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;1;3;2;2; ;11;1;2;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;489,514388983695
2403237;1;5;4;1;1;1;1;1;4;4; ; ; ;100000000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;6;2;2; ;8;1;1;1;4;1;2;1;1;1;3;2;1;01;05;06;05;1;903,310884275083
2403238;1;4;3;1;1;1;1;1;3;3; ; ; ; ;480000;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;05;06;05;1;984,153806632802
