DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
1072307;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1164,23612067292
1072308;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;771,675534744787
1072310;1;2;1;80;05;1;1;1; ;2; ;2; ; ; ; ;2;2;1;05;1034,92957421391
1072313;1;2;1;80;05;1;1;7; ;2; ;2; ; ; ; ;9;2;1;05;1078,15252144162
1072313;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1078,15252144162
1072314;1;2;1;80;05;1;2;2; ;2; ;2; ; ; ; ;9;2;1;05;924,167185325685
1072315;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1092,10478854818
1072315;1;5;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1092,10478854818
1072315;1;6;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1092,10478854818
1072315;1;7;1;80;05;1;1;3; ;1;3;1;496900; ; ; ;4;2;1;05;1092,10478854818
1072316;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;881,28494675049
1072316;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;881,28494675049
1072317;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;829,218876377526
1072318;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1034,92957421391
1072321;1;2;1;80;05;1;4;7; ;2; ;2; ; ; ; ;9;2;1;05;1060,91612939857
1072323;1;2;1;80;05;1;2;2; ;2; ;2; ; ; ; ;9;2;1;05;863,687346441172
1072327;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;876,982238944848
1072327;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;876,982238944848
1072327;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;876,982238944848
1072329;1;1;1;80;05;1;1;3; ;2; ;2; ; ; ; ;4;2;1;05;1080,32408119328
1072330;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;503,799546630677
1072330;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;503,799546630677
1072331;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;976,23325569865
1072334;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;908,424478817667
1072334;1;2;1;80;05;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;908,424478817667
1072336;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;1006,65691270233
1072338;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;936,697140329248
1072338;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;936,697140329248
1072340;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;747,494086500993
1072343;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1034,92957421391
1072345;1;3;1;80;05;2; ; ; ;2; ;2; ;1;1; ;6; ;1;05;1046,71028156881
1072345;1;5;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1046,71028156881
1072346;1;2;1;80;05;1;2;7; ;2; ;2; ; ; ; ;9;2;1;05;844,578788047675
1072348;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;1148,87620900277
1072348;1;2;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;1148,87620900277
1072349;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;1084,06683119647
1072349;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1084,06683119647
1072349;1;5;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1084,06683119647
1072351;1;2;1;80;05;1;1;8;POR FALTA DE DOCUMENTOS;2; ;2; ; ; ; ;8;2;1;05;934,525580577587
1072351;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;934,525580577587
1072352;1;2;1;80;05;1;3;5; ;2; ;2; ; ;3; ;5;1;1;05;1041,80757100507
1072354;1;1;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;815,669316192778
1072355;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;1007,03278850799
1072357;1;3;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;815,669316192778
1072359;1;1;1;80;05;1;4;8;TRABAJO HASTA LOS 50 AÑOS, PERO DESPUES LOS HIJOS NO LA DEJAR;2; ;2; ; ; ; ;8;2;1;05;839,87235100818
1072361;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;991,311668571576
1072361;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;991,311668571576
1072364;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1078,15252144162
1072365;1;1;1;80;05;1;3;4; ;3; ;2; ; ; ; ;10;2;1;05;908,424478817667
1072365;1;2;1;80;05;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;908,424478817667
1072372;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;905,058626932189
1072374;1;2;1;80;05;1;2;0; ;2; ;2; ; ; ; ;9;2;1;05;863,687346441172
1072375;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;7;2;1;05;943,275743719182
1072378;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;905,058626932189
1072382;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;892,703358881257
1072383;1;2;1;80;05;1;3;5; ;2; ;2; ; ; ; ;9;2;1;05;957,124697305153
1072383;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;957,124697305153
1072385;1;2;1;80;05;1;1;5; ;2; ;2; ; ; ; ;11;2;1;05;965,967820450406
1072386;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;995,641207493369
1072386;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;995,641207493369
1072387;1;1;1;80;05;1;3;7; ;2; ;2; ; ; ; ;9;2;1;05;777,152806004562
1072390;1;5;1;80;05;1;2;8;EMBARAZO;2; ;2; ; ; ;ESTA RECIEN  LLEGADA;12;2;1;05;663,172421067337
1072390;1;6;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;663,172421067337
1072392;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;965,967820450406
1072393;1;1;1;80;05;1;4;2; ;3; ;2; ; ; ; ;4;2;1;05;690,762894339827
1072393;1;2;1;80;05;2; ; ; ;3; ;2; ;2; ;.; ; ;1;05;690,762894339827
1072393;1;3;1;80;05;2; ; ; ;3; ;2; ;2; ;.; ; ;1;05;690,762894339827
1072397;1;2;1;80;05;1;2;2; ;2; ;2; ; ; ; ;11;2;1;05;924,167185325685
1072398;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1103,4817020234
1072399;1;2;1;80;05;1;3;2; ;2; ;2; ; ; ; ;9;2;1;05;935,926306108969
1072399;1;5;1;80;05;1;1;1; ;2; ;2; ; ; ; ;2;2;1;05;935,926306108969
1072402;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;843,171143484079
1072402;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;843,171143484079
1072402;1;6;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;843,171143484079
1072403;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1045,19500946216
1072403;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1045,19500946216
1072405;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1093,87364137803
1072411;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;852,014266629332
1072411;1;4;1;80;05;1;1;7; ;2; ;2; ; ; ; ;1;2;1;05;852,014266629332
1072412;1;1;1;80;05;1;4;6; ;2; ;2; ; ;4; ;8;1;1;05;1006,65691270233
1072413;1;2;1;80;05;1;1;8;EL MARIDO  NO LA DEJA  TRABAJAR;2; ;2; ; ;1;SU  PAREJA NO LA DEJA;12;1;1;05;1237,13937397581
1072414;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;941,868099155586
1072418;1;1;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;967,778171935807
1072419;1;2;1;80;05;1;1;3; ;2; ;1;1000000; ; ; ;9;2;1;05;1041,80757100507
1072420;1;5;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1126,29867884681
1072420;1;7;1;80;05;1;1;1; ;2; ;2; ; ; ; ;2;2;1;05;1126,29867884681
1072424;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1093,87364137803
1072424;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1093,87364137803
1072426;1;1;1;80;05;1;4;7; ;2; ;2; ; ; ; ;4;2;1;05;1036,33029974529
1072426;1;2;1;80;05;1;4;7; ;2; ;2; ; ;4; ;8;1;1;05;1036,33029974529
1072427;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;472,357306757858
1072427;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;472,357306757858
1072427;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;472,357306757858
1072428;1;2;1;80;05;1;1;1; ;2; ;2; ; ; ; ;2;2;1;05;1034,92957421391
1072429;1;2;1;80;05;1;3;8;POR EMBARAZO;2; ;2; ; ; ; ;9;2;1;05;863,687346441172
1072430;1;3;1;80;05;1;3;7; ;2; ;2; ; ; ; ;8;2;1;05;1243,57785625994
1072430;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1243,57785625994
1072431;1;3;1;80;05;1;1;7; ;2; ;2; ; ; ; ;8;2;1;05;1162,83539514154
1072432;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;908,424478817667
1072432;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;8;2;1;05;908,424478817667
1072433;1;1;1;80;05;1;4;5; ;3; ;2; ; ; ; ;11;2;1;05;1006,65691270233
1072434;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;630,582448856536
1072434;1;5;1;80;05;1;4;7; ;2; ;2; ; ; ; ;8;2;1;05;630,582448856536
1072434;1;6;1;80;05;1;1;5; ;2; ;2; ; ; ; ;2;2;1;05;630,582448856536
1072435;1;1;1;80;05;1;2;5; ;2; ;2; ; ;1; ;1;1;1;05;913,901750077442
1072436;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1093,87364137803
1072437;1;5;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1274,61047017874
1072438;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;976,23325569865
1072441;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1147,11427520513
1072441;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1147,11427520513
1072446;1;1;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1095,68399286343
1072447;1;1;1;80;05;1;2;2; ;3; ;2; ; ; ; ;9;2;1;05;1359,65455214491
1072447;1;2;1;80;05;1;4;5; ;2; ;2; ; ; ; ;11;2;1;05;1359,65455214491
1072447;1;4;1;80;05;1;3;1; ;2; ;2; ; ; ; ;1;2;1;05;1359,65455214491
1072448;1;1;1;80;05;1;3;2; ;2; ;2; ; ; ; ;11;2;1;05;967,778171935807
1072450;1;2;1;80;05;1;1;2; ;2; ;2; ; ; ; ;9;2;1;05;1178,55651507795
1072451;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;950,246700513997
1072452;1;1;1;80;05;1;4;2; ;3; ;2; ; ; ; ;9;2;1;05;952,418260265658
1072452;1;2;1;80;05;1;4;7; ;2; ;2; ; ;4; ;9;1;1;05;952,418260265658
1072453;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1010,36533113225
1072454;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;741,251877741105
1072456;1;1;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;839,87235100818
1072458;1;1;1;80;05;1;4;6; ;3; ;2; ; ; ; ;4;2;1;05;741,639917123516
1072458;1;2;1;80;05;1;4;8;POR  LA  VIOLENCIA;2; ;2; ; ; ; ;8;2;1;05;741,639917123516
1072462;1;1;1;80;05;1;4;3; ;3; ;2; ; ; ; ;4;2;1;05;1306,46233600558
1072462;1;2;1;80;05;1;3;6; ;2; ;2; ; ; ; ;11;2;1;05;1306,46233600558
1072463;1;1;1;80;05;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;613,727177163674
1072463;1;2;1;80;05;1;4;6; ;2; ;2; ; ; ; ;4;2;1;05;613,727177163674
1072463;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;613,727177163674
1072464;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;4;2;1;05;799,531651270133
1072464;1;3;1;80;05;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;799,531651270133
1072464;1;7;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;799,531651270133
1072464;1;9;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;799,531651270133
1072466;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1045,19500946216
1072470;1;2;1;80;05;1;2;2; ;2; ;2; ; ; ; ;9;2;1;05;707,829843974795
1072474;1;1;1;80;05;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;952,057051999398
1072476;1;2;1;80;05;1;2;3; ;3; ;2; ; ; ; ;4;2;1;05;1308,18981953423
1072476;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1308,18981953423
1072478;1;2;1;80;05;1;4;3; ;3; ;2; ; ; ; ;4;2;1;05;1088,75044342778
1072480;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;917,289188534529
1072482;1;1;1;80;05;1;1;3; ;2; ;2; ; ; ; ;8;2;1;05;702,93164107713
1072482;1;4;1;80;05;1;1;6; ;2; ;2; ; ; ; ;1;2;1;05;702,93164107713
1072482;1;5;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;702,93164107713
1072484;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;917,289188534529
1072485;1;1;1;80;05;1;3;3; ;2; ;2; ; ; ; ;4;2;1;05;933,010308470938
1072487;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1178,55651507795
1072488;1;1;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;755,954414808377
1072488;1;4;1;80;05;1;4;3; ;2; ;1;20000; ; ; ;4;2;1;05;755,954414808377
1072489;1;2;1;80;05;1;1;7; ;2; ;2; ; ;1; ;8;1;1;05;848,327434771023
1072490;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1029,47388952575
1072490;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1029,47388952575
1072491;1;1;1;80;05;2; ; ; ;3; ;2; ;2; ;.; ; ;1;05;867,735386565742
1072491;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;867,735386565742
1072493;1;3;1;80;05;1;3;1; ;2; ;2; ; ; ; ;2;2;1;05;1206,05834236925
1072494;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1026,08645106866
1072494;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1026,08645106866
1072495;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1173,46203865604
1072496;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1104,13907662628
1072496;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1104,13907662628
1072497;1;1;1;80;05;1;4;6; ;2; ;1;20000; ;1; ;1;1;1;05;1050,65069415032
1072498;1;2;1;80;05;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;891,550381998734
1072498;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;891,550381998734
1072500;1;1;1;80;05;1;4;2; ;2; ;1;20000; ; ; ;9;2;1;05;663,199252183488
1072500;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;663,199252183488
1072501;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;957,124697305153
1072502;1;1;1;80;05;1;3;6; ;2; ;2; ; ; ; ;7;2;1;05;1178,55651507795
1072505;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;1020,19955385486
1072505;1;2;1;80;05;1;3;4; ;3; ;2; ; ; ; ;10;2;1;05;1020,19955385486
1072507;1;4;1;80;05;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;1208,22990212091
1072510;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1078,15252144162
1072511;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;469,052392446422
1072511;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;469,052392446422
1072512;1;4;1;80;05;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;962,683695513901
1072515;1;2;1;80;05;1;4;4; ;3; ;2; ; ;1; ;11;1;1;05;1274,79947519966
1072515;1;5;1;80;05;1;3;7; ;2; ;2; ; ;1;VA  A  EMPEZAR UN  PROYECTO  DE IVESTIGACION  EL  LA U. NAL    SEDE MEDELLIN;12;1;1;05;1274,79947519966
1072516;1;1;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;739,07667385155
1072516;1;2;1;80;05;1;4;6; ;1;1;2; ; ; ; ;11;2;1;05;739,07667385155
1072516;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;739,07667385155
1072521;1;1;1;80;05;1;4;6; ;2; ;2; ; ;4; ;8;1;1;05;643,407483238851
1072521;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;643,407483238851
1072521;1;3;1;80;05;1;4;3; ;3; ;2; ; ; ; ;4;2;1;05;643,407483238851
1072522;1;2;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;813,552652273939
1072522;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;813,552652273939
1072525;1;3;1;80;05;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;941,764785635004
1072525;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;941,764785635004
1072526;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;936,697140329248
1072528;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;823,741605117751
1072533;1;1;1;80;05;1;4;7; ;1;1;2; ; ; ; ;11;2;1;05;922,73795419048
1072533;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;922,73795419048
1072533;1;4;1;80;05;1;4;3; ;3; ;2; ; ; ; ;4;2;1;05;922,73795419048
1072534;1;2;1;80;05;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;908,424478817667
1072535;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;763,644561071107
1072535;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;763,644561071107
1072536;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;943,275743719182
