DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;DPTO;fex_c_2011
1087651;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ;13;1416,05432002443
1087653;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;4; ;5; ; ; ; ; ; ;13;1575,24158906896
1087653;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1575,24158906896
1087654;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;12; ; ; ; ; ; ; ; ; ; ;13;2001,06341372375
1087654;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;2001,06341372375
1087654;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;13;2001,06341372375
1087654;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;2001,06341372375
1087654;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;2001,06341372375
1087654;1;6;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;2001,06341372375
1087654;1;7;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;2001,06341372375
1087655;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;13;848,621731006888
1087655;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;13;848,621731006888
1087655;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;5; ;8; ; ; ; ; ; ;13;848,621731006888
1087655;1;5;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;3; ;12; ; ; ; ; ; ;13;848,621731006888
1087656;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;1535,47877535107
1087656;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;1535,47877535107
1087656;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1535,47877535107
1087656;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1535,47877535107
1087656;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;13;1535,47877535107
1087656;1;6;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;1535,47877535107
1087657;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ;13;1377,4030528917
1087657;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;1377,4030528917
1087658;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1452,97166712246
1087658;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;8; ;10; ; ; ; ; ; ;13;1452,97166712246
1087660;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;2253,20897786251
1087660;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;13;2253,20897786251
1087660;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;2253,20897786251
1087660;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;2253,20897786251
1087660;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;13;2253,20897786251
1087660;1;6;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;2253,20897786251
1087660;1;7;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;2253,20897786251
1087661;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;13;1656,7365897521
1087661;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;13;1656,7365897521
1087662;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;4; ;4; ; ; ; ; ; ; ; ;13;1699,14229550059
1087664;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;5; ;3; ; ; ; ; ; ; ; ;13;1751,7024958973
1087664;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;5; ;4; ; ; ; ; ; ; ; ;13;1751,7024958973
1087665;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1711,12603401612
1087666;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;13;1699,14229550059
1087667;1;1;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;5; ; ;6; ; ; ; ; ;13;1709,29679014881
1087667;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;1709,29679014881
1087667;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;13;1709,29679014881
1087668;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ;13;1448,97740448468
1087683;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;4; ; ; ; ; ; ; ; ; ; ;13;1786,99503697415
1087683;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ;13;1786,99503697415
1087683;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;13;1786,99503697415
1087683;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;1786,99503697415
1087685;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;5; ;3; ;6; ; ; ; ; ; ;13;2034,70831067322
1087685;1;2;1;90; ;1; ;2;1;1;2;2;2;2;2;2;3; ; ;5;50; ; ; ; ; ; ;13;2034,70831067322
1087687;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;1750,07768987612
1087687;1;2;1;90; ;1; ;2;2;1;2;2;2;2;2;2;4; ; ; ;6; ; ; ; ; ; ;13;1750,07768987612
1087687;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;3; ;4; ; ; ; ; ; ; ; ;13;1750,07768987612
1087687;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;1750,07768987612
1087688;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1500,1993974066
1087688;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1500,1993974066
1087688;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1500,1993974066
1087689;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;13;1655,0026697174
1087689;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;13;1655,0026697174
1087692;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1864,87858004932
1087692;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;4; ;5; ; ; ; ; ; ;13;1864,87858004932
1087692;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1864,87858004932
1087692;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1864,87858004932
1087692;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1864,87858004932
1087693;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1743,04668590473
1087693;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;13;1743,04668590473
1087693;2;1;2;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1743,04668590473
1087693;2;2;2;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1743,04668590473
1087693;2;3;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;13;1743,04668590473
1087693;2;4;2;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1743,04668590473
1087694;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1677,59025108018
1087694;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;13;1677,59025108018
1087694;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;13;1677,59025108018
1087694;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;13;1677,59025108018
1087694;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1677,59025108018
1087694;1;6;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1677,59025108018
1087694;1;7;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1677,59025108018
1087694;1;8;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1677,59025108018
1087709;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1307,1428971802
1087709;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ;13;1307,1428971802
1087709;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;13;1307,1428971802
1087709;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1307,1428971802
1087709;1;7;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1307,1428971802
1087709;1;8;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;6; ; ; ; ; ; ;13;1307,1428971802
1087710;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1557,10126292124
1087710;1;2;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;5; ; ; ; ; ; ;13;1557,10126292124
1087710;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1557,10126292124
1087710;1;5;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;5; ; ; ; ; ; ;13;1557,10126292124
1087711;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;986,018582010729
1087711;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;986,018582010729
1087713;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;13;1215,13773510211
1087714;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;13;1474,48851412363
1087714;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;13;1474,48851412363
1087714;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;13;1474,48851412363
1087714;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ;13;1474,48851412363
1087714;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;13;1474,48851412363
1087714;1;6;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1474,48851412363
1087714;1;7;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;4; ;20; ; ; ; ; ; ;13;1474,48851412363
1087718;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;13;1741,20365185651
1087718;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;1; ; ;5; ;20; ; ; ; ; ;2;13;1741,20365185651
1087718;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;5; ;12; ; ; ; ; ; ;13;1741,20365185651
1087718;1;7;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ;13;1741,20365185651
1088840;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1106,25941232184
1088840;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;48; ; ; ; ; ; ; ; ;41;1106,25941232184
1088840;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1106,25941232184
1088840;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;41;1106,25941232184
1088851;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;41;1539,5908444621
1088851;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1539,5908444621
1088854;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1934,7971826312
1088854;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;36; ; ; ; ; ; ; ; ;41;1934,7971826312
1088855;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ;41;1930,1135827484
1088855;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;36; ;40; ; ; ; ; ; ;41;1930,1135827484
1088855;1;4;1;90; ;2; ;2;1;2;2;2;2;2;2;2; ; ; ;7; ; ; ; ; ; ; ;41;1930,1135827484
1088856;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;24; ;21; ; ; ; ; ; ; ; ;41;1205,10469830595
1088862;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1055,80763679004
1088862;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;36; ;7; ; ; ; ; ; ;41;1055,80763679004
1088862;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;36; ;24; ; ; ; ; ; ;41;1055,80763679004
1088875;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;21; ;14; ; ; ; ; ; ; ; ;41;1478,44985478223
1088876;1;1;1;90; ;1; ;2;2;1;2;2;2;2;2;2;2; ; ; ;3; ; ; ; ; ; ;41;735,42703108796
1088876;1;2;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ;41;735,42703108796
1088876;1;3;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;40; ;24; ; ; ; ; ; ;41;735,42703108796
1088877;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1065,44794690759
1088877;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;21; ;14; ; ; ; ; ; ;41;1065,44794690759
1088877;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;41;1065,44794690759
1088878;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;2664,48966695644
1088878;1;2;1;90; ;1; ;1;2;2;1;2;2;2;2;2;21; ;24; ; ;21; ; ; ; ; ;41;2664,48966695644
1088878;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;2664,48966695644
1088885;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;7; ; ; ; ; ; ; ; ;41;1485,61504934569
1088885;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;42; ; ; ; ; ; ; ; ;41;1485,61504934569
1088885;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1485,61504934569
1088885;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1485,61504934569
1088886;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;7; ; ; ; ; ; ;41;802,395452660766
1088886;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;21; ;36; ;14; ; ; ; ; ; ;41;802,395452660766
1088887;1;1;1;90; ;1; ;2;2;2;2;2;2;1;2;2;1; ; ; ; ; ; ; ;36; ; ;41;1606,40176705094
1088887;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;36; ;7; ; ; ; ; ; ;41;1606,40176705094
1088887;1;3;1;90; ;1; ;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ; ;41;1606,40176705094
1088887;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;41;1606,40176705094
1088887;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;41;1606,40176705094
1088887;1;6;1;90; ;1; ;1;2;2;2;2;2;2;2;2;21; ;24; ; ; ; ; ; ; ; ;41;1606,40176705094
1088887;1;7;1;90; ;1; ;1;2;2;2;2;2;2;2;2;3; ;24; ; ; ; ; ; ; ; ;41;1606,40176705094
1088888;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;3; ; ; ; ; ; ;41;1412,291496124
1088888;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;21; ;36; ;21; ; ; ; ; ; ;41;1412,291496124
1088888;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;21; ;21; ; ; ; ; ; ; ; ;41;1412,291496124
1088888;1;5;1;90; ;1; ;1;2;2;2;2;2;2;2;2;21; ;24; ; ; ; ; ; ; ; ;41;1412,291496124
1088888;1;6;1;90; ;1; ;2;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ; ; ;41;1412,291496124
1088889;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1934,7971826312
1088889;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;21; ;40; ;24; ; ; ; ; ; ;41;1934,7971826312
1088890;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ;41;1735,14721738017
1088890;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;28; ;24; ; ; ; ; ; ;41;1735,14721738017
1088891;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;41;1634,70836853222
1088891;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;41;1634,70836853222
1088892;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1433,1384334474
1088892;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;42; ; ; ; ; ; ; ; ;41;1433,1384334474
1088892;1;3;1;90; ;1; ;1;2;2;2;2;1;2;2;2;5; ;42; ; ; ; ;4; ; ; ;41;1433,1384334474
1088892;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;41;1433,1384334474
1088892;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1433,1384334474
1088893;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;41;1390,2314383841
1088893;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;1; ; ;36; ; ; ; ; ; ; ;3;41;1390,2314383841
1088893;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;21; ;14; ; ; ; ; ; ; ; ;41;1390,2314383841
1088893;1;4;1;90; ;1; ;1;2;2;2;2;2;2;2;2;3; ;28; ; ; ; ; ; ; ; ;41;1390,2314383841
1088894;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ; ; ;41;2432,33395677908
1088894;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;40; ; ; ; ; ; ; ; ;41;2432,33395677908
1088894;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;24; ;36; ; ; ; ; ; ; ; ;41;2432,33395677908
1088894;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;2432,33395677908
1088894;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ;41;2432,33395677908
1088894;1;7;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;2432,33395677908
1088894;1;8;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;41;2432,33395677908
1088896;1;1;1;90; ;2; ;1;1;2;2;2;2;2;2;2; ; ;24;14; ; ; ; ; ; ; ;41;2208,14233910748
1088896;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;2208,14233910748
1088897;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1403,3071192477
1088897;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;21; ;40; ; ; ; ; ; ; ; ;41;1403,3071192477
1088897;1;3;1;90; ;1; ;2;2;2;2;2;2;2;2;2;3; ; ; ; ; ; ; ; ; ; ;41;1403,3071192477
1088897;1;4;1;90; ;1; ;1;2;2;2;2;2;2;2;2;21; ;14; ; ; ; ; ; ; ; ;41;1403,3071192477
1088898;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;3; ; ; ; ; ; ;41;1409,91153499179
1088898;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;21; ;40; ;14; ; ; ; ; ; ;41;1409,91153499179
1088899;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;3; ; ; ; ; ; ;41;1059,0928152587
1088899;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;23; ;36; ;27; ; ; ; ; ; ;41;1059,0928152587
1088899;1;3;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;21; ;24; ; ; ; ; ; ;41;1059,0928152587
1088904;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1076,13934634304
1088904;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;56; ; ; ; ; ; ; ; ;41;1076,13934634304
1088904;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ;41;1076,13934634304
1088915;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ;41;1539,5908444621
1088915;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;41;1539,5908444621
1088918;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;56; ; ; ; ; ; ; ; ;41;2069,85173308258
1088919;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;1; ; ; ; ; ; ;41;1799,44036219883
1088919;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;14; ; ; ; ; ; ;41;1799,44036219883
1088919;2;1;2;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1799,44036219883
1088919;2;2;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;41;1799,44036219883
1088920;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;41;1934,7971826312
1088920;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1934,7971826312
1088925;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;41;755,327963800348
1088925;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;56; ; ; ; ; ; ; ; ;41;755,327963800348
1088925;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;41;755,327963800348
1088936;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ;41;1182,15973689668
1088936;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;56; ; ; ; ; ; ; ; ;41;1182,15973689668
1088936;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;41;1182,15973689668
1088936;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ;41;1182,15973689668
1088938;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1439,03515374669
1088938;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;56; ; ; ; ; ; ; ; ;41;1439,03515374669
1088938;1;3;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;56; ;14; ; ; ; ; ; ;41;1439,03515374669
1088938;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1439,03515374669
1088938;1;6;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1439,03515374669
1088939;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;1578,03260918888
1088939;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;1; ;56; ; ; ; ; ; ; ; ;41;1578,03260918888
1088940;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;41;842,174980058064
