DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;DPTO;fex_c_2011
1093284;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;21; ;21; ; ; ; ; ; ; ; ;52;1170,41528765946
1093285;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;14; ; ; ; ; ; ;52;2398,66386417658
1093285;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;21; ;21; ;28; ; ; ; ; ; ;52;2398,66386417658
1093285;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;2398,66386417658
1093286;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;52;1549,06397048598
1093286;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;1549,06397048598
1093287;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;1436,19786997226
1093287;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;1436,19786997226
1093287;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;1436,19786997226
1093288;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;14; ;21; ; ; ; ; ; ;52;2020,94947998155
1093288;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;2020,94947998155
1093288;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;2020,94947998155
1093321;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2277,89614412926
1093321;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;15; ; ; ; ; ; ;52;2277,89614412926
1093321;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2277,89614412926
1093322;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1275,70764010233
1093322;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;15; ;35; ; ; ; ; ; ; ; ;52;1275,70764010233
1093323;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ;52;1398,72734793769
1093325;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;12; ;12; ; ; ; ; ; ;52;2604,36091599162
1093325;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ;52;2604,36091599162
1093325;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;52;2604,36091599162
1093325;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2604,36091599162
1093327;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2174,88067897086
1093327;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ;52;2174,88067897086
1093327;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2174,88067897086
1093328;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;15; ;15; ; ; ; ; ; ; ; ;52;1398,72734793769
1093329;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1857,7112086372
1093329;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;35; ;25; ; ; ; ; ; ;52;1857,7112086372
1093330;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2670,63652091599
1093330;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;12; ;25; ;15; ; ; ; ; ; ;52;2670,63652091599
1093330;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;52;2670,63652091599
1093330;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;52;2670,63652091599
1093331;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;52;2094,1324458512
1093332;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;52;2685,03148315391
1093333;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ;52;1275,70764010233
1093333;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;15; ;30; ; ; ; ; ; ; ; ;52;1275,70764010233
1093334;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2464,57346958761
1093334;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;15; ;26; ; ; ; ; ; ; ; ;52;2464,57346958761
1093334;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2464,57346958761
1093334;1;4;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;15; ; ;20; ; ; ; ; ;52;2464,57346958761
1093335;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;12; ;12; ; ; ; ; ; ; ; ;52;1275,70764010233
1093335;1;2;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;15; ; ;25; ; ; ; ; ;52;1275,70764010233
1093336;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1275,70764010233
1093336;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;12; ;35; ; ; ; ; ; ; ; ;52;1275,70764010233
1093338;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2996,08294321055
1093338;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;15; ;25; ; ; ; ; ; ; ; ;52;2996,08294321055
1093338;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2996,08294321055
1093338;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;52;2996,08294321055
1093338;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;52;2996,08294321055
1093339;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2174,88067897086
1093339;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;12; ;12; ; ; ; ; ; ;52;2174,88067897086
1093339;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;52;2174,88067897086
1093340;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;12; ; ; ; ; ; ;52;1490,14763439416
1093340;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;20; ;25; ;15; ; ; ; ; ; ;52;1490,14763439416
1093341;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1744,97500228326
1093341;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;25; ;25; ;15; ; ; ; ; ; ;52;1744,97500228326
1093341;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;52;1744,97500228326
1093342;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2758,98885292985
1093342;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;25; ;25; ;15; ; ; ; ; ; ;52;2758,98885292985
1093342;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;20; ;25; ; ; ; ; ; ;52;2758,98885292985
1093342;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;52;2758,98885292985
1093343;1;1;1;90; ;2; ;2;2;2;1;2;2;2;2;2; ; ; ; ; ;15; ; ; ; ; ;52;1510,28143232137
1093343;1;2;1;90; ;1; ;1;2;1;1;2;2;2;2;2;15; ;15; ;25;15; ; ; ; ; ;52;1510,28143232137
1093343;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1510,28143232137
1093343;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1510,28143232137
1093343;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1510,28143232137
1093344;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1490,14763439416
1093344;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;25; ; ; ; ; ; ;52;1490,14763439416
1093345;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2261,15637759594
1093345;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;12; ;25; ;25; ; ; ; ; ; ;52;2261,15637759594
1093345;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2261,15637759594
1093345;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2261,15637759594
1093346;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;12; ; ; ; ; ; ;52;1875,65200599505
1093346;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;25; ; ; ; ; ; ;52;1875,65200599505
1093346;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;52;1875,65200599505
1093353;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;21; ; ; ; ; ; ; ; ;52;1070,00282447003
1093353;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;52;1070,00282447003
1093353;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1070,00282447003
1093354;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;52;1119,20853519958
1093354;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;52;1119,20853519958
1093354;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;1119,20853519958
1093355;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;4; ;4; ; ; ; ; ; ;52;3660,34308342012
1093355;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;4; ;28; ;7; ; ; ; ; ; ;52;3660,34308342012
1093355;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;3660,34308342012
1093355;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;52;3660,34308342012
1093355;1;5;1;90; ;1; ;1;2;2;2;2;2;2;2;2;4; ;3; ; ; ; ; ; ; ; ;52;3660,34308342012
1093355;1;6;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;52;3660,34308342012
1093355;1;7;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;5; ; ; ; ; ; ; ; ;52;3660,34308342012
1093356;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;52;2294,30058452113
1093356;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;52;2294,30058452113
1093356;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;52;2294,30058452113
1093357;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;21; ;7; ; ; ; ; ; ;52;1807,08800670885
1093357;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;7; ; ; ; ; ; ; ; ;52;1807,08800670885
1093357;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;7; ; ; ; ; ; ; ; ;52;1807,08800670885
1093358;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1012,73011436571
1093358;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;4; ;14; ; ; ; ; ; ; ; ;52;1012,73011436571
1093358;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1012,73011436571
1093358;1;4;1;90; ;1; ;1;2;1;1;2;2;2;2;2;7; ;42; ;7;7; ; ; ; ; ;52;1012,73011436571
1093358;1;5;1;90; ;1; ;1;2;1;2;2;2;2;2;2;21; ;14; ;7; ; ; ; ; ; ;52;1012,73011436571
1093359;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;4; ; ; ; ; ; ;52;2999,88971871166
1093359;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;28; ;14; ; ; ; ; ; ;52;2999,88971871166
1093360;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;21; ;14; ; ; ; ; ; ;52;1269,6689269615
1093361;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;1913,07663559084
1093362;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;4; ;4; ; ; ; ; ; ; ; ;52;2516,13618853578
1093362;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;21; ;7; ; ; ; ; ; ;52;2516,13618853578
1093362;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2516,13618853578
1093362;1;4;1;90; ;1; ;1;2;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;52;2516,13618853578
1093362;1;5;1;90; ;1; ;1;2;2;2;2;2;2;2;2;4; ;4; ; ; ; ; ; ; ; ;52;2516,13618853578
1093364;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;14; ; ; ; ; ; ;52;1697,09605328926
1093364;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;49; ;21; ; ; ; ; ; ;52;1697,09605328926
1093365;1;1;1;90; ;1; ;2;2;1;2;2;2;2;2;2;4; ; ; ;4; ; ; ; ; ; ;52;2269,19950073144
1093365;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;4; ;42; ;21; ; ; ; ; ; ;52;2269,19950073144
1093365;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;4; ; ; ; ; ; ;52;2269,19950073144
1093366;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1165,41171259705
1093366;1;2;1;90; ;1; ;1;2;2;1;2;2;2;2;2;7; ;21; ; ;14; ; ; ; ; ;52;1165,41171259705
1093373;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;4; ; ; ; ; ; ; ; ;52;2190,40863392711
1093373;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;28; ;7; ; ; ; ; ; ;52;2190,40863392711
1093373;1;3;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;21; ;4; ; ; ; ; ; ;52;2190,40863392711
1093373;1;5;1;90; ;1; ;1;2;2;2;2;2;2;2;2;4; ;14; ; ; ; ; ; ; ; ;52;2190,40863392711
1093375;1;1;1;90; ;1; ;2;2;1;2;2;2;2;2;2;4; ; ; ;5; ; ; ; ; ; ;52;3213,20858203053
1093375;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;5; ;28; ;14; ; ; ; ; ; ;52;3213,20858203053
1093376;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;3; ;4; ; ; ; ; ; ;52;1483,7771899704
1093376;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;21; ;3; ; ; ; ; ; ;52;1483,7771899704
1093377;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;7; ; ; ; ; ; ;52;1391,80658568622
1093377;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;21; ; ; ; ; ; ;52;1391,80658568622
1093377;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;7; ; ; ; ; ; ;52;1391,80658568622
1093377;1;4;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;3; ;3; ; ; ; ; ; ;52;1391,80658568622
1093377;1;5;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;7; ; ; ; ; ; ;52;1391,80658568622
1093377;1;6;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;70; ; ; ; ; ; ;52;1391,80658568622
1093378;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;5; ; ; ; ; ; ; ; ;52;2597,29412994265
1093378;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;28; ; ; ; ; ; ; ; ;52;2597,29412994265
1093378;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;3; ;5; ; ; ; ; ; ; ; ;52;2597,29412994265
1093378;1;4;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;5; ; ; ; ; ; ; ; ;52;2597,29412994265
1093378;1;5;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;28; ;7; ; ; ; ; ; ;52;2597,29412994265
1093378;1;6;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;14; ; ; ; ; ; ; ; ;52;2597,29412994265
1093378;1;9;1;90; ;1; ;2;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ; ; ;52;2597,29412994265
1093378;1;10;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;52;2597,29412994265
1093379;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;3; ;21; ; ; ; ; ; ; ; ;52;1722,19713707896
1093379;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;52;1722,19713707896
1093380;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;3; ; ; ; ; ; ;52;2956,31891642379
1093380;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;28; ;14; ; ; ; ; ; ;52;2956,31891642379
1093381;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;3; ; ; ; ; ; ; ; ; ; ;52;2531,45421149604
1093381;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;12; ;35; ;14; ; ; ; ; ; ;52;2531,45421149604
1093381;1;3;1;90; ;1; ;2;2;2;2;2;2;2;2;2;3; ; ; ; ; ; ; ; ; ; ;52;2531,45421149604
1093381;1;4;1;90; ;1; ;2;2;2;2;2;2;2;2;2;3; ; ; ; ; ; ; ; ; ; ;52;2531,45421149604
1093381;1;5;1;90; ;1; ;2;2;2;2;2;2;2;2;2;3; ; ; ; ; ; ; ; ; ; ;52;2531,45421149604
1093381;1;6;1;90; ;1; ;1;2;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;52;2531,45421149604
1093384;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;4; ;4; ; ; ; ; ; ; ; ;52;2452,88735505919
1093385;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;7; ; ; ; ; ; ;52;2396,16615916458
1093385;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;21; ;4; ; ; ; ; ; ;52;2396,16615916458
1093385;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;52;2396,16615916458
1093385;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;52;2396,16615916458
1093386;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;21; ; ; ; ; ; ;52;2478,35370261932
1093387;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;52;1264,6449121309
1093387;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;14; ;7; ; ; ; ; ; ;52;1264,6449121309
1093387;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;7; ; ; ; ; ; ;52;1264,6449121309
1093387;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;1264,6449121309
1093388;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;2438,97690563554
1093388;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;52;2438,97690563554
1093388;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;2438,97690563554
1093390;1;1;1;90; ;1; ;2;2;1;2;2;2;2;2;2;14; ; ; ;14; ; ; ; ; ; ;52;1986,84348756457
1093390;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;21; ;35; ;24; ; ; ; ; ; ;52;1986,84348756457
1093390;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;1986,84348756457
1093391;1;1;1;90; ;1; ;1;2;2;1;2;2;2;2;2;21; ;21; ; ;21; ; ; ; ; ;52;1592,83883892482
1093391;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1592,83883892482
1093391;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;52;1592,83883892482
1093392;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ; ; ;52;2558,94693500674
1093392;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;52;2558,94693500674
1093392;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;7; ; ; ; ; ; ; ; ;52;2558,94693500674
1093392;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;52;2558,94693500674
1093393;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;52;2088,70906220801
1093393;1;2;1;90; ;1; ;2;2;2;2;2;2;2;2;2;21; ; ; ; ; ; ; ; ; ; ;52;2088,70906220801
1093393;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;2088,70906220801
1093393;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2088,70906220801
1093394;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ; ; ;52;1722,19713707896
1093394;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;52;1722,19713707896
1093395;1;1;1;90; ;2; ;1;2;2;2;2;1;2;2;2; ; ;40; ; ; ; ;8; ; ; ;52;2055,09123772254
1093395;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;35; ;50; ; ; ; ; ; ;52;2055,09123772254
1093396;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;52;2012,30983512469
1093396;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;2012,30983512469
1093396;1;3;1;90; ;1; ;2;2;2;2;2;2;2;2;2;20; ; ; ; ; ; ; ; ; ; ;52;2012,30983512469
1093397;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1165,41171259705
1093397;1;2;1;90; ;1; ;1;2;2;1;2;2;2;2;2;14; ;40; ; ;28; ; ; ; ; ;52;1165,41171259705
1093398;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;28; ;28; ; ; ; ; ; ;52;1816,30602684355
1093398;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;20; ; ; ; ; ; ;52;1816,30602684355
1093399;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;28; ;28; ; ; ; ; ; ;52;2478,35370261932
1093401;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;2862,2100266592
1093401;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;52;2862,2100266592
1093402;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;40; ; ; ; ; ; ; ; ;52;1012,73011436571
1093402;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;52;1012,73011436571
1093402;1;3;1;90; ;1; ;1;2;2;1;2;2;2;2;2;21; ;30; ; ;15; ; ; ; ; ;52;1012,73011436571
1093410;1;1;1;90; ;1; ;2;2;1;2;2;2;2;2;2;14; ; ; ;14; ; ; ; ; ; ;52;1961,74240377487
1093410;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;35; ;35; ; ; ; ; ; ;52;1961,74240377487
1093410;1;3;1;90; ;1; ;2;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ; ; ;52;1961,74240377487
1093412;1;1;1;90; ;1; ;2;2;1;2;2;2;2;2;2;21; ; ; ;14; ; ; ; ; ; ;52;2935,41183793819
1093412;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;30; ;35; ; ; ; ; ; ;52;2935,41183793819
1093412;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;10; ;25; ; ; ; ; ; ;52;2935,41183793819
1093412;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;2935,41183793819
1093413;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;21; ; ; ; ; ; ; ; ; ; ;52;2516,13618853578
1093413;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;40; ;21; ; ; ; ; ; ;52;2516,13618853578
1093413;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;52;2516,13618853578
1093413;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;52;2516,13618853578
