Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3813352;1;1;1;80;52;2; ; ; ;3; ;2; ;2; ;.; ; ;1;09;52;159,479620982196
3813354;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;168,632919623615
3813354;1;3;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;168,632919623615
3813354;1;4;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;168,632919623615
3813354;1;5;1;80;52;1;2;2; ;2; ;2; ; ; ; ;2;2;1;09;52;168,632919623615
3813356;1;4;1;80;52;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;52;112,409603535748
3813357;1;1;1;80;52;1;2;3; ;3; ;2; ; ; ; ;10;2;1;09;52;163,018963247651
3813358;1;1;1;80;52;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;52;169,632548429244
3813358;1;2;1;80;52;2; ; ; ;2; ;2; ;1;3; ;2; ;1;09;52;169,632548429244
3813359;1;3;1;80;52;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;52;200,939512853939
3813361;1;5;1;80;52;1;1;8; ;2; ;2; ; ;1; ;2;1;1;09;52;239,335461640551
3813363;1;3;1;80;52;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;52;203,932753116919
3813364;1;2;1;80;52;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;52;162,978411038188
3813368;1;2;1;80;52;1;1;8; ;2; ;2; ; ; ; ;5;2;1;09;52;166,093206163788
3813370;1;1;1;80;52;1;4;5; ;3; ;1;25000; ; ; ;8;2;1;09;52;165,040624994453
3813370;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;165,040624994453
3813370;1;4;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;165,040624994453
3813372;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;169,632548429244
3813374;1;1;1;80;52;1;4;3; ;2; ;2; ; ; ; ;8;2;1;09;52;179,6373281971
3813374;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;179,6373281971
3813374;1;3;1;80;52;1;1;9;POR MOTIVOS DE VIAJE;2; ;2; ; ; ; ;11;2;1;09;52;179,6373281971
3813394;1;1;1;80;76;1;3;5; ;3; ;2; ; ;3; ;8;1;1;09;76;747,653092627427
3813394;1;2;1;80;76;1;3;7; ;2; ;2; ; ; ; ;4;2;1;09;76;747,653092627427
3813395;1;2;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;76;943,207166589281
3813398;1;1;1;80;76;1;4;5; ;3; ;2; ; ; ; ;8;2;1;09;76;888,617980353875
3813399;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;76;914,271560834606
3813399;1;3;1;80;76;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;76;914,271560834606
