DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S4,P7510S6,P7510S2A1,P7510S4A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,DPTO,fex_c_2011
677200,1,2,11,95,2,,,,,,,,1,2,,2,,,,400000,,,1,2,2,,2,11,29.010.331.219.795
677200,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,29.010.331.219.795
677201,1,1,11,95,1,,1,1,,500000,400000,2,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677201,1,2,11,95,1,,2,1,,816000,,2,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677201,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677201,2,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677201,2,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677201,2,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677203,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,214.330.606.677.371
677203,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,214.330.606.677.371
677203,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,214.330.606.677.371
677205,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,566.591.701.532.821
677205,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,566.591.701.532.821
677206,1,1,11,95,1,,2,2,1200000,,,1,2,,,,,,,,,,,,,,,11,292.997.199.830.743
677206,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,292.997.199.830.743
677206,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,292.997.199.830.743
677207,1,1,11,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,1000000,1,11,356.594.439.442.918
677207,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,356.594.439.442.918
677207,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,356.594.439.442.918
677207,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,356.594.439.442.918
677207,1,5,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,356.594.439.442.918
677208,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,350.694.860.704.042
677208,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,350.694.860.704.042
677209,1,1,11,95,1,,1,2,,,1000000,2,2,,,,,,,,,,,,,,,11,231.118.821.036.192
677213,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,226.708.356.784.401
677214,1,1,11,95,1,,2,1,,547000,,2,2,,,,,,,,,,,,,,,11,477.274.752.851.661
677214,1,2,11,95,2,,,,,,,,1,2,,2,,,,,,7200000,2,1,2,,2,11,477.274.752.851.661
677215,1,1,11,95,1,,2,1,,560000,,2,2,,,,,,,,,,,,,,,11,534.187.582.273.037
677216,1,1,11,95,1,,1,1,,461000,400000,2,2,,,,,,,,,,,,,,,11,58.728.956.175.254
677216,1,2,11,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,1000000,1,11,58.728.956.175.254
677216,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,58.728.956.175.254
677217,1,1,11,95,2,,,,,,,,1,2,,2,,,,3000000,,,1,2,2,,2,11,288.833.028.883.992
677217,1,2,11,95,2,,,,,,,,1,2,,2,,,,1000000,,,1,2,2,,2,11,288.833.028.883.992
677217,2,1,11,95,1,,1,2,,,400000,2,2,,,,,,,,,,,,,,,11,288.833.028.883.992
677217,2,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,288.833.028.883.992
677217,2,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,288.833.028.883.992
677217,2,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,288.833.028.883.992
677218,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,159.091.584.283.887
677218,1,2,11,95,2,,,,,,,,1,2,,2,,,,,,720000,2,1,2,,2,11,159.091.584.283.887
677219,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,287.269.745.048.714
677220,1,1,11,95,1,,1,2,,,500000,2,2,,,,,,,,,,,,,,,11,192.236.005.807.058
677220,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,192.236.005.807.058
677220,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,192.236.005.807.058
677223,1,1,11,95,2,,,,,,,,1,2,,2,2000000,,,,,15000000,2,1,1,,2,11,178.062.527.424.346
677224,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,18.886.390.051.094
677224,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,18.886.390.051.094
677225,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,3.134.847.195.902
677225,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,3.134.847.195.902
677226,1,1,11,95,2,,,,,,,,1,2,,2,,,,,,14400000,2,1,2,,2,11,283.234.185.699.822
677227,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,271.692.510.349.841
677227,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,271.692.510.349.841
677228,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,3.134.847.195.902
677228,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,3.134.847.195.902
677231,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,292.997.199.830.743
677231,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,292.997.199.830.743
677231,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,292.997.199.830.743
677232,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,300.934.845.526.323
677232,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,300.934.845.526.323
677232,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,300.934.845.526.323
677233,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,195.763.187.250.846
677233,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,195.763.187.250.846
677233,1,4,11,95,2,,,,,,,,1,2,,2,,,,,,1000000,2,1,2,,2,11,195.763.187.250.846
677234,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,274.689.710.743.058
677234,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,274.689.710.743.058
677234,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,274.689.710.743.058
677235,1,1,11,95,2,,,,,,,,1,2,,2,13000000,,,,,,2,2,1,,2,11,207.939.697.842.568
677235,1,2,11,95,2,,,,,,,,1,2,,2,2000000,,,,,,2,2,1,,2,11,207.939.697.842.568
677236,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,169.892.957.370.482
677236,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,169.892.957.370.482
677236,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,169.892.957.370.482
677237,1,1,11,95,2,,,,,,,,1,2,,2,,,,,,36000000,2,1,2,,2,11,178.062.527.424.346
677238,1,1,11,95,1,,1,1,,500000,600000,2,2,,,,,,,,,,,,,,,11,154.883.404.230.721
677238,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,154.883.404.230.721
677239,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,323.450.017.919.747
677239,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,323.450.017.919.747
677239,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,323.450.017.919.747
677239,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,323.450.017.919.747
677240,1,1,11,95,1,,1,2,,,100000,2,2,,,,,,,,,,,,,,,11,303.798.572.917.338
677240,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,303.798.572.917.338
677240,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,303.798.572.917.338
677240,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,303.798.572.917.338
677241,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,237.712.014.069.621
677241,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,237.712.014.069.621
677242,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,3.134.847.195.902
677242,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,3.134.847.195.902
677243,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,279.504.223.309.981
677243,1,2,11,95,2,,,,,,,,1,2,,2,,,,,,1440000,2,1,2,,2,11,279.504.223.309.981
677244,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677244,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677244,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677244,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677245,1,1,11,95,1,,1,2,,,1500000,2,2,,,,,,,,,,,,,,,11,841.251.496.575.262
677245,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,841.251.496.575.262
677245,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,841.251.496.575.262
677245,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,841.251.496.575.262
677245,1,5,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,841.251.496.575.262
677246,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,267.790.424.003.152
677246,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,267.790.424.003.152
677248,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,235.097.278.093.512
677248,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,235.097.278.093.512
677248,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,235.097.278.093.512
677248,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,235.097.278.093.512
677248,1,5,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,235.097.278.093.512
677248,1,6,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,235.097.278.093.512
677249,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,713.136.042.208.864
677249,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,713.136.042.208.864
677250,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,536.321.200.130.149
677250,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,536.321.200.130.149
677250,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,536.321.200.130.149
677250,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,536.321.200.130.149
677250,1,5,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,536.321.200.130.149
677250,1,6,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,536.321.200.130.149
677252,1,1,11,95,2,,,,,,,,1,2,,2,,,,,,3600000,2,1,2,,2,11,534.187.582.273.037
677253,1,1,11,95,1,,1,1,,600000,400000,2,2,,,,,,,,,,,,,,,11,159.091.584.283.887
677253,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,159.091.584.283.887
677254,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,712.529.189.612.986
677254,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,712.529.189.612.986
677255,1,1,11,95,1,,1,2,,,1000000,2,2,,,,,,,,,,,,,,,11,576.708.017.421.174
677255,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,576.708.017.421.174
677255,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,576.708.017.421.174
677256,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,226.708.356.784.401
677257,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,267.790.424.003.152
677257,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,267.790.424.003.152
677258,1,1,11,95,1,,1,1,,1900000,5000000,2,2,,,,,,,,,,,,,,,11,207.737.413.643.942
677258,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,207.737.413.643.942
677259,1,1,11,95,1,,1,1,,1500000,700000,2,2,,,,,,,,,,,,,,,11,165.990.871.023.793
677259,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,165.990.871.023.793
677259,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,165.990.871.023.793
677260,1,1,11,95,1,,2,1,,708000,,2,2,,,,,,,,,,,,,,,11,192.236.005.807.058
677260,1,2,11,95,1,,1,2,,,1200000,2,2,,,,,,,,,,,,,,,11,192.236.005.807.058
677260,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,192.236.005.807.058
677261,1,1,11,95,1,,2,1,,723000,,2,2,,,,,,,,,,,,,,,11,178.062.527.424.346
677262,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,389.459.709.309.405
677262,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,389.459.709.309.405
677263,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,237.712.014.069.621
677263,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,237.712.014.069.621
677265,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,180.350.110.397.152
677265,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,180.350.110.397.152
677265,1,3,11,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,2500000,1,11,180.350.110.397.152
677266,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,217.008.076.330.312
677266,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,217.008.076.330.312
677266,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,217.008.076.330.312
677266,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,217.008.076.330.312
677266,1,5,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,217.008.076.330.312
677266,1,7,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,217.008.076.330.312
677266,1,9,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,217.008.076.330.312
677267,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,298.071.118.135.309
677267,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,298.071.118.135.309
677268,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,33.508.746.576.339
677268,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,33.508.746.576.339
677268,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,33.508.746.576.339
677268,1,5,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,33.508.746.576.339
677269,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,224.295.905.006.917
677269,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,224.295.905.006.917
677269,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,224.295.905.006.917
677269,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,224.295.905.006.917
677269,1,5,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,224.295.905.006.917
677271,1,1,11,95,1,,2,1,,2000000,,2,2,,,,,,,,,,,,,,,11,281.455.524.480.761
677271,1,2,11,95,1,,1,2,,,400000,2,2,,,,,,,,,,,,,,,11,281.455.524.480.761
677271,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,281.455.524.480.761
677271,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,281.455.524.480.761
677273,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,237.509.729.870.995
677273,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,237.509.729.870.995
677274,1,1,11,95,1,,2,1,,1200000,,2,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677274,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677274,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677274,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677274,1,5,11,95,1,,2,1,,800000,,2,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677274,1,6,11,95,2,,,,,,,,1,2,,2,,,,,,400000,2,1,2,,2,11,125.044.882.088.326
677274,1,7,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677275,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,254.576.599.139.074
677275,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,254.576.599.139.074
677275,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,254.576.599.139.074
677275,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,254.576.599.139.074
677275,1,6,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,254.576.599.139.074
677276,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677276,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677276,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677276,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677277,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677277,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677277,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677277,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677278,1,1,11,95,2,,,,,,,,1,2,,2,,,,,,98,2,1,2,,2,11,135.710.176.891.636
677278,2,1,11,95,1,,2,1,,585000,,2,2,,,,,,,,,,,,,,,11,135.710.176.891.636
677278,2,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,135.710.176.891.636
677279,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,244.611.300.809.528
677279,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,244.611.300.809.528
677279,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,244.611.300.809.528
677280,1,1,11,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,11,214.128.322.478.745
677280,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,214.128.322.478.745
677280,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,214.128.322.478.745
677281,1,1,11,95,2,,,,,,,,1,2,,2,3480000,,,,,,2,2,1,,2,11,279.504.223.309.981
677281,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,279.504.223.309.981
677282,1,1,11,95,2,,,,,,,,1,2,,1,,,550000,,,,2,2,2,,2,11,260.891.137.263.246
677284,1,1,11,95,1,,2,1,,98,,2,2,,,,,,,,,,,,,,,11,169.892.957.370.482
677284,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,169.892.957.370.482
677284,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,169.892.957.370.482
677285,1,1,11,95,1,,1,2,,,180000,2,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677285,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677285,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677285,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,247.475.028.200.542
677286,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,27.116.252.929.927
677286,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,27.116.252.929.927
677286,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,27.116.252.929.927
677287,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,396.591.440.489.716
677287,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,396.591.440.489.716
677288,1,1,11,95,1,,1,1,,1000000,2000000,2,2,,,,,,,,,,,,,,,11,154.681.120.032.095
677288,1,2,11,95,2,,,,,,,,1,2,,1,,,420000,,,,2,2,2,,2,11,154.681.120.032.095
677289,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,240.881.835.167.113
677289,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,240.881.835.167.113
677289,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,240.881.835.167.113
677291,1,1,11,95,2,,,,,,,,1,2,,2,,,,6000000,,,1,2,2,,2,11,16.548.249.311.869
677291,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,16.548.249.311.869
677291,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,16.548.249.311.869
677292,1,1,11,95,2,,,,,,,,1,2,,2,,,,,,19200000,2,1,2,,2,11,294.035.558.786.417
677292,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,294.035.558.786.417
677293,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,350.866.984.660.889
677293,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,350.866.984.660.889
677293,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,350.866.984.660.889
677294,1,1,11,95,2,,,,,,,,1,2,,2,98,,,98,,,1,2,1,,2,11,178.062.527.424.346
677296,1,1,11,95,2,,,,,,,,1,2,,2,,,,,,98,2,1,2,,2,11,159.091.584.283.887
677296,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,159.091.584.283.887
677297,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,303.798.572.917.338
677297,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,303.798.572.917.338
677297,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,303.798.572.917.338
677297,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,303.798.572.917.338
677298,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,244.611.300.809.528
677298,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,244.611.300.809.528
677298,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,244.611.300.809.528
677299,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,408.939.030.354.967
677302,1,1,11,95,1,,2,1,,1400000,,2,2,,,,,,,,,,,,,,,11,135.710.176.891.636
677302,1,2,11,95,1,,2,1,,700000,,2,2,,,,,,,,,,,,,,,11,135.710.176.891.636
677302,1,3,11,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,1000000,1,11,135.710.176.891.636
677303,1,1,11,95,1,,1,1,,1700000,400000,2,2,,,,,,,,,,,,,,,11,264.263.242.559.364
677303,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,264.263.242.559.364
677304,1,1,11,95,1,,2,1,,700000,,2,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677304,1,2,11,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,1250000,1,11,125.044.882.088.326
677304,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677304,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677304,1,5,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677304,1,6,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,125.044.882.088.326
677305,1,1,11,95,2,,,,,,,,1,2,,2,,,,,,2730000,2,1,2,,2,11,302.683.346.503.606
677307,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,159.091.584.283.887
677307,1,2,11,95,1,,1,2,,,1000000,2,2,,,,,,,,,,,,,,,11,159.091.584.283.887
677308,1,1,11,95,1,,2,1,,1100000,,2,2,,,,,,,,,,,,,,,11,36.587.653.780.065
677308,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,36.587.653.780.065
677308,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,36.587.653.780.065
677308,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,36.587.653.780.065
677309,1,1,11,95,1,,2,1,,900000,,2,2,,,,,,,,,,,,,,,11,186.929.666.396.781
677309,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,186.929.666.396.781
677309,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,186.929.666.396.781
677309,2,1,11,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,5000000,1,11,186.929.666.396.781
677309,2,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,186.929.666.396.781
677309,2,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,186.929.666.396.781
677309,2,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,186.929.666.396.781
677310,1,1,11,95,1,,1,1,,500000,160000,2,2,,,,,,,,,,,,,,,11,180.694.330.457.076
677310,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,180.694.330.457.076
677310,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,180.694.330.457.076
677310,1,4,11,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,98,1,11,180.694.330.457.076
677311,1,1,11,95,1,,1,1,,800000,200000,2,2,,,,,,,,,,,,,,,11,176.792.244.110.388
677311,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,176.792.244.110.388
677311,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,176.792.244.110.388
677311,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,176.792.244.110.388
677312,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,323.450.017.919.747
677312,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,323.450.017.919.747
677312,1,3,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,323.450.017.919.747
677312,1,4,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,323.450.017.919.747
677313,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,206.564.560.337.441
677313,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,206.564.560.337.441
677313,1,4,11,95,1,,1,2,,,240000,2,2,,,,,,,,,,,,,,,11,206.564.560.337.441
677313,1,5,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,206.564.560.337.441
677314,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,3.134.847.195.902
677314,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,3.134.847.195.902
677315,1,1,11,95,1,,2,1,,98,,2,2,,,,,,,,,,,,,,,11,159.091.584.283.887
677315,1,2,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,159.091.584.283.887
677316,1,1,11,95,2,,,,,,,,2,,,,,,,,,,,,,,,11,281.455.524.480.761
