DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,DPTO,fex_c_2011
677647,1,1,13,80,1,2,6,,2,,2,,,,,9,2,1,13,265.139.090.402.755
677651,1,2,13,80,1,4,4,,3,,2,,,,,10,2,1,13,284.257.391.639.974
677651,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,284.257.391.639.974
677651,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,284.257.391.639.974
677652,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,298.229.484.004.486
677652,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,298.229.484.004.486
677654,1,1,13,80,2,,,,2,,2,,2,,.,,,1,13,295.413.682.614.477
677654,1,4,13,80,1,3,2,,2,,2,,,,,9,2,1,13,295.413.682.614.477
677654,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,295.413.682.614.477
677655,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,368.861.742.519.471
677655,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,368.861.742.519.471
677655,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,368.861.742.519.471
677655,1,6,13,80,1,4,3,,2,,2,,,,,8,2,1,13,368.861.742.519.471
677656,1,1,13,80,2,,,,2,,2,,2,,.,,,1,13,255.280.174.118.183
677656,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,255.280.174.118.183
677657,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,248.355.456.319.339
677657,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,248.355.456.319.339
677657,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,248.355.456.319.339
677657,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,248.355.456.319.339
677658,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,256.081.765.406.934
677658,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,256.081.765.406.934
677659,1,2,13,80,1,2,3,,2,,2,,,,,4,2,1,13,335.020.213.638.458
677659,1,6,13,80,1,4,3,,2,,2,,,,,4,2,1,13,335.020.213.638.458
677662,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,273.480.319.799.487
677663,1,1,13,80,1,3,2,,2,,2,,,,,9,2,1,13,263.231.995.245.413
677665,1,1,13,80,1,2,7,,2,,2,,,,,5,2,1,13,443.499.305.932.933
677665,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,443.499.305.932.933
677665,1,4,13,80,1,4,6,,2,,2,,,,,9,2,1,13,443.499.305.932.933
677665,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,443.499.305.932.933
677666,1,1,13,80,1,2,2,,2,,2,,,,,9,2,1,13,491.666.881.705.721
677666,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,491.666.881.705.721
677666,1,4,13,80,1,4,6,,2,,2,,,,,6,2,1,13,491.666.881.705.721
677668,1,2,13,80,1,4,5,,2,,2,,,,,9,2,1,13,306.570.713.401.218
677668,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,306.570.713.401.218
677668,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,306.570.713.401.218
677668,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,306.570.713.401.218
677670,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,255.895.094.427.319
677670,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,255.895.094.427.319
677670,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,255.895.094.427.319
677671,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,246.924.972.456.084
677672,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,306.570.713.401.218
677672,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,306.570.713.401.218
677672,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,306.570.713.401.218
677672,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,306.570.713.401.218
677673,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,314.999.145.822.535
677673,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,314.999.145.822.535
677674,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,230.104.854.628.565
677674,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,230.104.854.628.565
677675,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,301.676.363.466.357
677675,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,301.676.363.466.357
677675,1,6,13,80,2,,,,2,,2,,2,,.,,,1,13,301.676.363.466.357
677678,1,4,13,80,2,,,,3,,2,,2,,.,,,1,13,131.930.443.909.958
677678,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,131.930.443.909.958
677678,1,6,13,80,2,,,,2,,2,,2,,.,,,1,13,131.930.443.909.958
677680,1,1,13,80,1,4,3,,2,,2,,,,,4,2,1,13,22.667.413.292.942
677681,1,1,13,80,2,,,,2,,2,,2,,.,,,1,13,212.289.857.545.658
677685,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,298.179.027.995.016
677686,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,297.840.075.734.985
677688,1,1,13,80,1,4,3,,2,,2,,,1,,1,1,1,13,218.485.184.813.106
677690,1,1,13,80,1,4,2,,2,,2,,,,,9,2,1,13,335.140.163.068.408
677690,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,335.140.163.068.408
677691,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,322.950.966.949.765
677692,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,247.553.865.030.588
677693,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,289.823.826.332.918
677693,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,289.823.826.332.918
677693,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,289.823.826.332.918
677694,1,2,13,80,1,3,3,,2,,2,,,,,4,2,1,13,265.189.546.412.225
677694,1,6,13,80,2,,,,2,,2,,2,,.,,,1,13,265.189.546.412.225
677696,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,263.911.343.829.387
677697,1,2,13,80,1,2,7,,2,,2,,,,,9,2,1,13,16.018.801.437.961
677700,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,297.840.075.734.985
677701,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,25.133.969.675.249
677701,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,25.133.969.675.249
677703,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,348.927.877.728.134
677703,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,348.927.877.728.134
677704,1,2,13,80,1,4,2,,2,,2,,,,,9,2,1,13,297.840.075.734.985
677705,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,256.307.277.446.569
677705,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,256.307.277.446.569
677706,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,272.729.184.520.205
677707,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,298.519.424.318.959
677708,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,315.201.883.112.421
677708,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,315.201.883.112.421
677708,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,315.201.883.112.421
677710,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,289.411.643.313.668
677710,1,4,13,80,2,,,,2,,2,,2,,.,,,1,13,289.411.643.313.668
677713,1,1,13,80,2,,,,2,,2,,2,,.,,,1,13,204.365.070.839.282
677713,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,204.365.070.839.282
677713,1,5,13,80,2,,,,2,,2,,2,,.,,,1,13,204.365.070.839.282
677714,1,2,13,80,2,,,,2,,2,,2,,.,,,1,13,263.621.403.514.914
677714,1,3,13,80,2,,,,2,,2,,2,,.,,,1,13,263.621.403.514.914
677942,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,12.721.477.974.407
677943,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,155.683.028.425.532
677947,1,1,17,80,1,4,3,,2,,2,,,,,4,2,1,17,142.538.423.850.032
677947,1,2,17,80,2,,,,2,,2,,1,2,,8,,1,17,142.538.423.850.032
677949,1,1,17,80,1,1,2,,2,,2,,,,,9,2,1,17,13.357.534.063.082
677952,1,1,17,80,2,,,,2,,2,,2,,.,,,1,17,165.526.776.479.192
677952,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,165.526.776.479.192
677952,1,5,17,80,2,,,,2,,2,,2,,.,,,1,17,165.526.776.479.192
677952,1,6,17,80,2,,,,2,,2,,2,,.,,,1,17,165.526.776.479.192
677952,1,7,17,80,2,,,,2,,2,,2,,.,,,1,17,165.526.776.479.192
677954,1,1,17,80,2,,,,2,,2,,2,,.,,,1,17,166.458.123.201.434
677956,1,1,17,80,1,1,4,,2,,2,,,,,10,2,1,17,202.356.821.183.893
677956,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,202.356.821.183.893
677956,1,3,17,80,1,2,7,,2,,2,,,,,2,2,1,17,202.356.821.183.893
677956,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,202.356.821.183.893
677957,1,1,17,80,1,4,4,,2,,2,,,,,9,2,1,17,138.577.916.623.138
677959,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,153.678.658.570.303
677959,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,153.678.658.570.303
677959,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,153.678.658.570.303
677960,1,1,17,80,2,,,,2,,2,,2,,.,,,1,17,135.026.977.212.761
677960,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,135.026.977.212.761
677960,1,4,17,80,1,1,2,,2,,2,,,,,9,2,1,17,135.026.977.212.761
677962,1,1,17,80,1,4,3,,2,,2,,,,,4,2,1,17,703.684.456.046.886
677962,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,703.684.456.046.886
677962,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,703.684.456.046.886
677965,1,1,17,80,1,4,4,,2,,2,,,,,9,2,1,17,131.958.630.770.528
677968,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,239.263.600.180.514
677969,1,1,17,80,1,1,4,,2,,2,,,,,10,2,1,17,115.214.655.457.349
677969,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,115.214.655.457.349
677969,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,115.214.655.457.349
677970,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,198.486.083.289.779
677970,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,198.486.083.289.779
677970,1,6,17,80,2,,,,2,,2,,2,,.,,,1,17,198.486.083.289.779
677973,1,1,17,80,1,4,2,,2,,2,,,,,9,2,1,17,129.167.540.084.901
677973,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,129.167.540.084.901
677973,1,5,17,80,2,,,,2,,2,,2,,.,,,1,17,129.167.540.084.901
677975,1,1,17,80,2,,,,2,,2,,2,,.,,,1,17,134.347.914.407.715
677975,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,134.347.914.407.715
677976,1,1,17,80,1,4,4,,2,,2,,,4,,9,1,1,17,119.885.538.300.209
677976,1,2,17,80,1,4,4,,2,,2,,,,,9,2,1,17,119.885.538.300.209
677976,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,119.885.538.300.209
677978,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,129.571.108.078.656
677979,1,1,17,80,1,3,4,,3,,2,,,,,10,2,1,17,136.912.519.504.105
677979,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,136.912.519.504.105
677981,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,923.651.192.045.079
677982,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,103.000.778.069.731
677983,1,3,17,80,1,2,1,,2,,2,,,,,2,2,1,17,184.438.043.911.755
677983,1,5,17,80,2,,,,2,,2,,2,,.,,,1,17,184.438.043.911.755
677983,1,6,17,80,2,,,,2,,2,,2,,.,,,1,17,184.438.043.911.755
677986,1,2,17,80,1,1,2,,2,,2,,,,,9,2,1,17,703.684.456.046.886
677987,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,164.468.836.449.897
677987,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,164.468.836.449.897
677988,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,791.645.013.052.746
677988,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,791.645.013.052.746
677988,1,5,17,80,2,,,,2,,2,,2,,.,,,1,17,791.645.013.052.746
677990,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,173.748.647.310.575
677990,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,173.748.647.310.575
677993,1,2,17,80,1,2,2,,2,,2,,,,,9,2,1,17,145.767.496.588.487
677994,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,190.886.992.981.462
677994,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,190.886.992.981.462
677996,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,15.477.327.933.732
677998,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,144.654.335.668.478
677999,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,135.532.450.458.833
677999,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,135.532.450.458.833
678000,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,237.071.294.446.292
678001,1,5,17,80,2,,,,2,,2,,2,,.,,,1,17,187.444.510.893.789
678001,1,7,17,80,2,,,,2,,2,,2,,.,,,1,17,187.444.510.893.789
678002,1,1,17,80,1,3,2,,2,,2,,,,,9,2,1,17,135.556.516.886.563
678002,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,135.556.516.886.563
678003,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,765.854.002.748.347
678003,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,765.854.002.748.347
678003,1,3,17,80,1,4,3,,1,4,2,,,,,4,2,1,17,765.854.002.748.347
678003,1,5,17,80,1,1,3,,2,,2,,,,ESTA ESPERANDO PARA ENTRAR A LA UNIVERSIDAD,12,2,1,17,765.854.002.748.347
678003,1,8,17,80,1,1,1,,2,,2,,,,,2,2,1,17,765.854.002.748.347
678004,1,2,17,80,1,1,2,,2,,2,,,,,9,2,1,17,103.000.778.069.731
678005,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,41.834.524.548.071
678006,1,2,17,80,2,,,,2,,2,,1,3,,4,,1,17,426.110.393.408.731
678006,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,426.110.393.408.731
678009,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,144.927.707.487.219
678009,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,144.927.707.487.219
678010,1,1,17,80,2,,,,2,,2,,2,,.,,,1,17,107.566.092.040.248
678013,1,2,17,80,1,4,5,,2,,2,,,,,11,2,1,17,110.358.123.647.252
678015,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,129.078.696.351.207
678016,1,2,17,80,1,3,2,,2,,2,,,,,9,2,1,17,160.069.146.399.772
678016,1,3,17,80,2,,,,2,,2,,1,1,,8,,1,17,160.069.146.399.772
678017,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,103.741.720.334.976
678017,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,103.741.720.334.976
678017,1,6,17,80,1,4,3,,2,,2,,,,,4,2,1,17,103.741.720.334.976
678019,1,1,17,80,1,4,2,,2,,2,,,,,9,2,1,17,148.453.459.616.844
678022,1,1,17,80,1,4,8,POR LA EDAD,2,,2,,,,,8,2,1,17,131.958.630.770.528
678023,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,118.120.086.791.793
678023,1,5,17,80,2,,,,2,,2,,2,,.,,,1,17,118.120.086.791.793
678023,1,6,17,80,2,,,,2,,2,,2,,.,,,1,17,118.120.086.791.793
678025,1,2,17,80,1,4,3,,2,,2,,,,,4,2,1,17,151.141.403.708.679
678026,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,162.511.726.621.883
678026,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,162.511.726.621.883
678028,1,2,17,80,1,1,2,,2,,1,80000,,,,9,2,1,17,118.733.636.116.284
678029,1,3,17,80,1,4,2,,2,,2,,,,,9,2,1,17,150.080.772.454.268
678030,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,178.509.335.398.771
678030,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,178.509.335.398.771
678032,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,138.007.679.983.949
678033,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,104.802.310.710.386
678033,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,104.802.310.710.386
678034,1,1,17,80,1,2,4,,3,,2,,,,,10,2,1,17,142.538.423.850.032
678034,1,2,17,80,1,3,4,,3,,2,,,,,1,2,1,17,142.538.423.850.032
678035,1,1,17,80,1,4,3,,2,,2,,,,,4,2,1,17,111.191.287.512.049
678035,1,2,17,80,1,1,4,,3,,2,,,,,10,2,1,17,111.191.287.512.049
678036,1,2,17,80,1,3,2,,2,,2,,,,,9,2,1,17,151.939.005.389.846
678036,1,3,17,80,1,1,7,,2,,2,,,,,2,2,1,17,151.939.005.389.846
678038,1,1,17,80,1,4,4,,3,,2,,,,NO TIENE RECURSOS PARA MONTAR SU NEGOCIO,12,2,1,17,133.760.163.411.183
678038,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,133.760.163.411.183
678038,1,3,17,80,1,4,3,,2,,2,,,,,4,2,1,17,133.760.163.411.183
678039,1,1,17,80,1,4,2,,2,,2,,,,,9,2,1,17,109.424.324.975.826
678042,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,41.834.524.548.071
678042,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,41.834.524.548.071
678043,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,72.642.550.479.247
678044,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,190.587.956.193.963
678045,1,1,17,80,1,4,4,,3,,2,,,1,,4,1,1,17,134.347.914.407.715
678046,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,142.538.423.850.032
678046,1,2,17,80,1,4,6,,2,,2,,,,,9,2,1,17,142.538.423.850.032
678048,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,155.292.340.070.712
678050,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,136.206.147.343.293
678050,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,136.206.147.343.293
678052,1,3,17,80,2,,,,2,,2,,1,3,,9,,1,17,196.945.897.669.459
678053,1,1,17,80,1,2,7,,2,,2,,,2,,8,1,1,17,142.538.423.850.032
678055,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,126.332.726.424.601
678056,1,2,17,80,1,3,2,,2,,2,,,,,9,2,1,17,136.206.147.343.293
678056,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,136.206.147.343.293
678057,1,1,17,80,1,4,2,,2,,2,,,,,9,2,1,17,107.566.092.040.248
678057,1,2,17,80,1,2,7,,2,,2,,,,,2,2,1,17,107.566.092.040.248
678060,1,1,17,80,2,,,,2,,2,,2,,.,,,1,17,183.930.634.428.443
678060,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,183.930.634.428.443
678061,1,1,17,80,1,4,4,,3,,2,,,,,9,2,1,17,142.538.423.850.032
678061,1,2,17,80,1,4,4,,3,,2,,,,,10,2,1,17,142.538.423.850.032
678062,1,2,17,80,2,,,,2,,2,,1,2,,2,,1,17,178.071.197.300.583
678062,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,178.071.197.300.583
678063,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,143.867.117.111.809
678063,1,5,17,80,2,,,,2,,2,,2,,.,,,1,17,143.867.117.111.809
678065,1,2,17,80,1,1,7,,2,,2,,,,,9,2,1,17,136.206.147.343.293
678068,1,1,17,80,2,,,,2,,2,,2,,.,,,1,17,151.820.425.634.724
678070,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,942.225.176.308.818
678070,1,2,17,80,1,3,4,,3,,2,,,,,10,2,1,17,942.225.176.308.818
678071,1,2,17,80,1,4,8,PROBLEMAS DE TRANSPORTE,2,,2,,,,,9,2,1,17,176.331.544.120.127
678072,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,132.827.305.661.135
678072,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,132.827.305.661.135
678072,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,132.827.305.661.135
678072,1,7,17,80,2,,,,2,,2,,2,,.,,,1,17,132.827.305.661.135
678072,1,8,17,80,2,,,,2,,2,,2,,.,,,1,17,132.827.305.661.135
678073,1,2,17,80,1,2,2,,2,,2,,,,,9,2,1,17,145.303.966.125.208
678075,1,1,17,80,1,4,6,,3,,2,,,,,10,2,1,17,15.948.139.540.324
678075,1,2,17,80,1,4,4,,3,,2,,,,,10,2,1,17,15.948.139.540.324
678075,1,3,17,80,1,4,4,,3,,2,,,,,10,2,1,17,15.948.139.540.324
678077,1,1,17,80,1,4,8,CAMBIO DE DOMICILIO,2,,2,,,,,9,2,1,17,102.531.606.828.322
678077,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,102.531.606.828.322
678077,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,102.531.606.828.322
678079,1,2,17,80,2,,,,2,,2,,1,1,,2,,1,17,118.084.005.659.554
678080,1,1,17,80,1,4,2,,3,,2,,,,,9,2,1,17,14.890.336.326.905
678080,1,2,17,80,1,4,3,,2,,2,,,,,4,2,1,17,14.890.336.326.905
678080,1,6,17,80,1,3,7,,2,,2,,,,,2,2,1,17,14.890.336.326.905
678081,2,1,17,80,1,4,7,,2,,2,,,,,8,2,1,17,155.507.500.566.724
678083,1,1,17,80,1,4,6,,2,,2,,,,,8,2,1,17,142.538.423.850.032
678083,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,142.538.423.850.032
678085,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,703.684.456.046.886
678085,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,703.684.456.046.886
678086,1,1,17,80,1,1,7,,2,,2,,,,,2,2,1,17,193.154.424.890.406
678086,1,2,17,80,1,1,7,,2,,2,,,,,2,2,1,17,193.154.424.890.406
678086,1,3,17,80,1,1,7,,2,,2,,,,,2,2,1,17,193.154.424.890.406
678087,1,1,17,80,1,4,3,,2,,2,,,,,9,2,1,17,186.998.980.870.677
678087,1,5,17,80,1,1,1,,2,,2,,,,,2,2,1,17,186.998.980.870.677
678088,1,2,17,80,1,3,4,,3,,2,,,,,10,2,1,17,134.347.914.407.715
678089,1,3,17,80,1,3,7,,2,,2,,,,,2,2,1,17,119.943.749.622.939
678089,1,4,17,80,1,4,2,,2,,2,,,,,8,2,1,17,119.943.749.622.939
678090,1,2,17,80,1,1,6,,2,,2,,,,,8,2,1,17,710.658.907.352.156
678092,1,1,17,80,1,4,7,,2,,2,,,,,8,2,1,17,151.316.684.288.882
678093,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,173.613.949.314.589
678095,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,111.695.028.857.891
678095,1,4,17,80,2,,,,3,,2,,2,,.,,,1,17,111.695.028.857.891
678096,1,2,17,80,1,2,2,,2,,2,,,,,9,2,1,17,15.614.143.808.758
678097,1,2,17,80,1,4,3,,2,,2,,,,,4,2,1,17,142.538.423.850.032
678098,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,175.597.904.012.707
678098,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,175.597.904.012.707
678098,1,5,17,80,2,,,,2,,2,,2,,.,,,1,17,175.597.904.012.707
678100,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,103.000.778.069.731
678101,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,155.292.340.070.712
678103,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,16.516.400.004.409
678103,1,2,17,80,1,1,1,,2,,2,,,,,2,2,1,17,16.516.400.004.409
678104,1,1,17,80,1,2,4,,3,,2,,,,,10,2,1,17,122.924.452.394.126
678104,1,2,17,80,1,3,6,,1,1,2,,,,,9,2,1,17,122.924.452.394.126
678105,1,1,17,80,2,,,,2,,2,,2,,.,,,1,17,123.182.131.276.993
678106,1,1,17,80,1,4,3,,3,,2,,,,,10,2,1,17,136.912.519.504.105
678106,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,136.912.519.504.105
678106,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,136.912.519.504.105
678107,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,125.569.653.968.866
678108,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,127.958.937.606.053
678108,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,127.958.937.606.053
678110,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,147.043.619.305.665
678113,1,3,17,80,1,4,3,,2,,2,,,,,8,2,1,17,153.118.216.929.537
678115,1,1,17,80,1,4,2,,3,,2,,,,,4,2,1,17,131.958.630.770.528
678116,1,1,17,80,1,4,4,,3,,2,,,,,10,2,1,17,142.538.423.850.032
678122,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,203.941.952.423.884
678122,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,203.941.952.423.884
678122,1,5,17,80,2,,,,2,,2,,2,,.,,,1,17,203.941.952.423.884
678122,1,6,17,80,2,,,,2,,2,,2,,.,,,1,17,203.941.952.423.884
678122,1,7,17,80,2,,,,2,,2,,2,,.,,,1,17,203.941.952.423.884
678123,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,118.084.005.659.554
678124,1,2,17,80,1,2,2,,2,,2,,,,,9,2,1,17,214.007.448.977.789
678126,1,1,17,80,1,4,3,,2,,2,,,,,9,2,1,17,103.000.778.069.731
678126,1,2,17,80,1,4,8,TUBO UN ACCIDENTE Y LO DEJO CUADRAPLEJICO,2,,2,,,,,4,2,1,17,103.000.778.069.731
678127,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,156.385.739.605.241
678127,1,4,17,80,2,,,,3,,2,,1,4,,9,,1,17,156.385.739.605.241
678129,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,13.794.580.052.375
678129,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,13.794.580.052.375
678129,1,4,17,80,2,,,,2,,2,,2,,.,,,1,17,13.794.580.052.375
678130,1,2,17,80,1,4,2,,2,,2,,,,,9,2,1,17,160.069.146.399.772
678130,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,160.069.146.399.772
678132,1,1,17,80,1,4,4,,3,,2,,,,,4,2,1,17,142.538.423.850.032
678132,1,2,17,80,1,3,4,,3,,2,,,2,,8,1,1,17,142.538.423.850.032
678134,1,2,17,80,1,2,1,,2,,2,,,1,,2,1,1,17,135.556.516.886.563
678134,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,135.556.516.886.563
678135,1,1,17,80,2,,,,2,,2,,2,,.,,,1,17,779.586.088.827.204
678135,1,3,17,80,2,,,,2,,2,,2,,.,,,1,17,779.586.088.827.204
678136,1,1,17,80,1,4,3,,3,,2,,,,,4,2,1,17,104.802.310.710.386
678136,1,2,17,80,2,,,,2,,2,,2,,.,,,1,17,104.802.310.710.386
