DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
5593856;1;5;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;374.34828622
5593857;1;1;1;80;54;;;;1;4;;2;;;9;;2;2;;2;;1;10;4;54;311.37402722
5593860;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;54;285.56902633
5593861;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;507.52297577
5593861;1;5;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;507.52297577
5593865;1;3;1;80;54;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.4;54;401.42044851
5593865;1;4;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;401.42044851
5593866;1;3;1;80;54;;;;1;8;;2;;;9;;2;2;;2;;1;10;4;54;223.98165558
5593868;1;1;1;80;54;2;;600000;1;3;;2;;;9;;2;2;;2;;1;10;4;54;600.60908128
5593869;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;54;423.42547167
5593869;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;423.42547167
5593871;1;1;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;223.98165558
5593871;1;2;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;223.98165558
5593871;1;3;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;223.98165558
5593872;1;1;1;80;54;;;;1;5;;2;;;10;;3;3;;2;;1;10;3;54;424.14985185
5593872;1;3;1;80;54;2;;500000;1;3;;2;;;9;;2;2;;2;;1;10;1.4;54;424.14985185
5593873;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;296.97608248
5593873;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;296.97608248
5593879;1;3;1;80;54;;;;1;2;;2;;;2;;2;2;;2;;1;10;3;54;276.46588587
5593879;1;4;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;276.46588587
5593881;1;2;1;80;54;;;;1;2;;2;;;2;;2;2;;2;;1;10;3;54;538.00973246
5593883;1;4;1;80;54;;;;1;8;;2;;;9;;2;2;;2;;1;10;4;54;396.01431254
5593885;1;2;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;419.11862606
5593885;1;5;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;419.11862606
5593886;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;400.15328711
5593887;1;2;1;80;54;;;;1;8;;2;;;9;;2;2;;2;;1;10;4;54;400.15328711
5593887;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;400.15328711
5593888;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;373.24899587
5593890;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;494.88467155
5593891;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;373.24899587
5593892;1;1;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;450.32976292
5593892;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;450.32976292
5593892;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;450.32976292
5593893;1;1;1;80;54;;;;1;8;;2;;;9;;2;2;;2;;1;10;4;54;224.79334804
5593894;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;386.15087858
5593896;1;1;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;334.54211227
5593896;1;2;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;334.54211227
5593896;1;3;1;80;54;1;48;800000;1;7;;1;;3;1;;2;2;;2;;1;10;4;54;334.54211227
5593902;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;437.42788021
5593902;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;437.42788021
5593904;1;1;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;546.2936309
5593905;1;3;1;80;54;;;;1;2;;2;;;2;;2;2;;2;;1;10;3;54;437.42788021
5593905;1;4;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;437.42788021
5593906;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;613.51096399
5593910;1;1;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;283.96163261
5593911;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;613.51096399
5593912;1;2;1;80;54;;;;1;8;;2;;;9;;2;2;;2;;1;10;4;54;364.14585541
5593915;1;1;1;80;54;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;54;324.27590993
5593918;1;2;1;80;54;1;48;500000;1;6;;2;;;9;;2;2;;2;;1;10;1.2;54;672.79181573
5593919;1;1;1;80;54;;;500000;1;4;;1;;1;4;;2;2;;2;;1;10;1.4;54;311.37402722
5593920;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;622.38643929
5593920;1;4;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;622.38643929
5593921;1;2;1;80;54;;;;1;9;POR PANDEMIA;2;;;9;;2;2;;2;;1;10;2;54;547.83725309
5593922;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;1.3;54;533.39051272
5593922;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.3;54;533.39051272
5593922;1;4;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;54;533.39051272
5593923;1;2;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;54;585.11184619
5593923;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;585.11184619
5593925;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;432.02174424
5593927;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;425.51272069
5593927;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;425.51272069
5593932;1;1;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;54;489.47853558
5593936;1;1;1;80;54;;;;1;5;;2;;;8;;3;3;;2;;1;10;4;54;386.15087858
5593936;1;2;1;80;54;;;;1;5;;2;;;10;;3;3;;1;3000000;1;10;1.2;54;386.15087858
5593938;1;1;1;80;54;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;54;311.37402722
5593939;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;474.93013847
5593943;1;1;1;80;54;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;54;324.27590993
5593944;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;472.33602156
5593947;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;514.19627314
5593947;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;514.19627314
5593947;1;6;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;514.19627314
5593948;1;2;1;80;54;;;800000;1;3;;2;;;9;;2;2;;2;;1;10;4;54;347.38145892
5593950;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;600.60908128
5593951;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;653.38090947
5593952;1;1;1;80;54;;;;1;8;;2;;;9;;2;2;;2;;1;10;4;54;248.06676807
5593952;1;5;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;248.06676807
5593953;1;2;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;893.20090751
5593954;1;2;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;358.51081881
5593954;1;5;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;358.51081881
5593955;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;364.14585541
5593957;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;410.52358897
5593957;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;410.52358897
5593959;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;311.37402722
5593960;1;4;1;80;54;1;55;600000;1;8;;1;;1;1;;2;2;;2;;1;10;2;54;397.62170626
5593961;1;3;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;283.96163261
5593962;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;653.38090947
5593962;1;4;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;653.38090947
5593963;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;285.56902633
5593964;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;398.88763219
5593964;1;3;1;80;54;;;;1;6;;2;;;2;;2;2;;2;;1;10;1.3;54;398.88763219
5593964;1;4;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;398.88763219
5593964;1;5;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;54;398.88763219
5593968;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;536.80634259
5593968;1;3;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;536.80634259
5593970;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;447.51897933
5593971;1;2;1;80;54;;;;1;8;;2;;;8;;2;2;;2;;1;10;4;54;386.15087858
5593972;1;2;1;80;54;1;48;800000;1;3;;2;;;9;;2;2;;2;;1;10;4;54;384.65605202
5593972;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;384.65605202
5593973;1;1;1;80;54;;;;1;8;;2;;;8;;2;2;;2;;1;10;3;54;496.49206527
5593973;1;3;1;80;54;;;;1;8;;2;;;9;;2;2;;2;;1;10;2;54;496.49206527
5593973;1;5;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;496.49206527
5593974;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.2;54;361.10617119
5593974;1;4;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;361.10617119
5593974;1;6;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;361.10617119
5593975;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;345.12869094
5593975;1;3;1;80;54;;;;1;8;;2;;;1;;2;2;;2;;1;10;4;54;345.12869094
5593975;2;2;2;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;345.12869094
5593976;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;561.17781751
5593976;1;5;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;561.17781751
5593976;1;6;1;80;54;2;;600000;1;4;;2;;;4;;2;2;;2;;1;10;2;54;561.17781751
5593980;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;421.37374612
5593980;1;6;1;80;54;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.4;54;421.37374612
5593982;1;4;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;421.93064512
5593983;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;311.37402722
5593986;1;2;1;80;54;;;;1;2;;2;;;2;;2;2;;2;;1;10;3;54;534.2109902
5593988;1;1;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;311.37402722
5593989;1;2;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;400.15328711
5593989;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;400.15328711
5593991;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;54;861.33245038
5593992;1;1;1;80;54;1;48;400000;1;4;;2;;;9;;2;2;;2;;1;10;3;54;360.28334163
5593993;1;1;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;524.7317041
5593995;1;2;1;80;54;1;40;1000000;1;4;;2;;;9;;2;2;;2;;1;10;4;54;440.02323259
5593995;1;4;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;440.02323259
5593995;1;5;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;440.02323259
5593996;1;2;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;434.83252783
5593996;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;434.83252783
5593998;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;608.16859955
5593998;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;608.16859955
5593999;1;2;1;80;54;2;;908000;1;3;;2;;;9;;2;2;;2;;1;10;3;54;484.79357243
5593999;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;484.79357243
5594000;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;423.47661939
5594000;1;5;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;423.47661939
5594000;1;6;1;80;54;;;;1;9;PANDEMIA COVID 19;2;;;9;;2;2;;2;;1;10;2;54;423.47661939
5594000;1;7;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;423.47661939
5594000;1;8;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;423.47661939
5594001;1;1;1;80;54;;;;1;5;;2;;;10;;2;2;;2;;1;10;4;54;236.59594039
5594001;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;236.59594039
5594081;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;348.72062605
5594084;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;246.74110239
5594084;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.2;66;246.74110239
5594084;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;246.74110239
5594084;1;4;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;246.74110239
5594085;1;2;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;356.46131407
5594088;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;286.09658757
5594088;1;4;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;286.09658757
5594090;1;2;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;66;284.82007352
5594091;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;329.6803002
5594092;1;1;1;80;66;;;;2;;;;2;;;.;3;3;;2;;1;10;;66;308.82327155
5594093;1;1;1;80;66;;;;1;6;;2;;;11;;2;2;;2;;1;10;4;66;329.6803002
5594094;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;329.6803002
5594097;1;2;1;80;66;;;;2;;;;2;;;.;3;3;;2;;1;10;;66;308.82327155
5594099;1;2;1;80;66;;;;1;4;;2;;;4;;1;2;;2;;1;10;2;66;385.29829539
5594102;1;1;1;80;66;;;;1;9;QUERIA DESCANSAR;2;;;11;;1;2;;2;;1;10;4;66;357.96261586
5594110;1;1;1;80;66;;;;1;7;;2;;;4;;2;2;;2;;1;10;4;66;357.96261586
5594112;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;284.82007352
5594115;1;1;1;80;66;;;;1;9;QUERIA DESCANSAR;2;;;11;;3;3;;2;;1;10;4;66;393.41926854
5594115;1;2;1;80;66;;;;1;9;LA EDAD;2;;;8;;1;2;;2;;1;10;4;66;393.41926854
5594115;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;393.41926854
5594115;1;6;1;80;66;;;;1;9;LA EDAD;2;;;8;;2;2;;2;;1;10;4;66;393.41926854
5594120;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;547.99970689
5594122;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;66;337.10558721
5594123;1;2;1;80;66;;;;1;7;;2;;;8;;2;2;;2;;1;10;4;66;284.82007352
5594124;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;284.82007352
5594125;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;563.32766414
5594125;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;563.32766414
5594126;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;263.96304487
5594126;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;263.96304487
5594127;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;259.3155737
5594129;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;272.24560221
5594129;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;66;272.24560221
5594129;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;272.24560221
5594130;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;3;66;308.81047521
5594130;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;308.81047521
5594130;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;308.81047521
5594131;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;3;66;248.24240418
5594131;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;1.4;66;248.24240418
5594131;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;248.24240418
5594132;1;2;1;80;66;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.4;66;769.07259953
5594132;1;7;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;769.07259953
5594135;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;663.80588602
5594136;1;2;1;80;66;2;;908526;1;3;;2;;;9;;2;2;;2;;1;10;4;66;499.04759089
5594136;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;499.04759089
5594137;1;1;1;80;66;;;;1;4;;1;;2;4;;1;2;;2;;1;10;3;66;337.10558721
5594139;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;278.91056522
5594139;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;278.91056522
5594139;1;5;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;278.91056522
5594141;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;294.37914491
5594141;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;294.37914491
5594142;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;201.41142127
5594142;1;3;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;201.41142127
5594142;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;201.41142127
5594142;1;5;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;201.41142127
5594143;1;2;1;80;66;2;;908526;1;3;;2;;;9;;1;2;;2;;1;10;1.2;66;748.00788535
5594144;1;1;1;80;66;;;;1;3;;2;;;9;;1;2;;2;;1;10;4;66;529.16017008
5594144;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;529.16017008
5594147;1;1;1;80;66;;;;1;1;;2;;;8;;2;2;;2;;1;10;4;66;357.96261586
5594149;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;348.72062605
5594152;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;598.97023092
5594153;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;487.97442137
5594154;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;288.15255502
5594154;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;288.15255502
5594155;1;1;1;80;66;2;;900000;1;4;;2;;;4;;2;2;;2;;1;10;1.4;66;262.6480552
5594155;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;262.6480552
5594157;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;308.82327155
5594159;1;1;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;532.2790662
5594159;1;2;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;532.2790662
5594161;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;282.00378206
5594165;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;296.43511236
5594165;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;296.43511236
5594170;1;2;1;80;66;;;;1;3;;2;;;9;;1;2;;2;;1;10;3;66;355.38558906
5594170;1;5;1;80;66;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.3;66;355.38558906
5594171;1;2;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;335.60428542
5594173;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;308.82327155
5594173;1;2;1;80;66;;;;1;3;;2;;;4;;1;1;2;2;;1;10;4;66;308.82327155
5594178;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;329.6803002
5594179;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;66;329.6803002
5594180;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;308.82327155
5594181;1;1;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;361.29509736
5594181;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;66;361.29509736
5594182;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;598.97023092
5594183;1;1;1;80;66;;;;1;3;;2;;;9;;1;1;2;2;;1;10;4;66;256.52496151
5594183;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;256.52496151
5594185;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;284.82007352
5594186;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;259.3155737
5594187;1;1;1;80;66;;;;1;9;LA EDAD;2;;;8;;2;2;;2;;1;10;4;66;284.82007352
5594187;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;284.82007352
5594188;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;424.07386883
5594188;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;424.07386883
5594189;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;451.40954837
5594191;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;259.87023936
5594191;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;259.87023936
5594191;1;3;1;80;66;;;;1;9;AUTOCONSTRUCCION DE VIVIENDA;2;;;12;AUTOCONSTRUCCION DE VIVIENDA;2;2;;2;;1;10;1.4;66;259.87023936
5594192;1;1;1;80;66;;;;1;4;;2;;;9;;2;2;;2;;1;10;4;66;304.17580038
5594192;1;2;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;304.17580038
5594193;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;284.82007352
5594193;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;284.82007352
5594194;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;330.95681425
5594194;1;2;1;80;66;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.4;66;330.95681425
5594194;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;330.95681425
5594195;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;312.15575305
5594199;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;288.15255502
5594199;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;288.15255502
5594199;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;288.15255502
5594202;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;763.72852605
5594203;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;66;359.79379557
5594204;1;2;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;66;275.02341805
5594204;1;4;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;275.02341805
5594205;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;223.29257002
5594206;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;580.86668821
5594207;1;1;1;80;66;;;;1;3;;2;;;9;;1;2;;2;;1;10;3;66;245.12350806
5594207;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;3;66;245.12350806
5594207;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;245.12350806
5594207;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;245.12350806
5594211;1;1;1;80;66;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;66;284.82007352
5594211;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;284.82007352
5594216;1;1;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;329.6803002
5594217;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;1.4;66;215.01001268
5594217;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;215.01001268
5594217;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;215.01001268
5594218;1;2;1;80;66;2;;908526;2;;;;2;;;.;2;2;;2;;1;10;;66;442.92788257
5594218;1;5;1;80;66;2;;908526;1;3;;2;;;9;;1;2;;2;;1;10;3;66;442.92788257
5594219;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;381.04482187
5594219;1;5;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;3;66;381.04482187
5594222;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;332.45811604
5594223;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;284.82007352
5594223;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;284.82007352
5594224;1;1;1;80;66;;;;1;4;;2;;;9;;2;2;;2;;1;10;4;66;284.82007352
5594224;1;2;1;80;66;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;66;284.82007352
5594225;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;2;66;284.82007352
5594225;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;284.82007352
5594232;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;348.72062605
5594234;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;495.71510938
5594234;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;495.71510938
