DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;DPTO;fex_c_2011
5570683;1;1;1;50;2;;;1;4;;2;2;2;2;1;10;;;;;;;10;25;3040.1922348
5570683;1;2;1;50;2;;;1;1;;;;;;;;;;;;;;10;25;3040.1922348
5570683;1;3;1;50;2;;;3;3;;2;2;2;2;2;;;;;;;;10;25;3040.1922348
5570683;1;4;1;50;2;;;1;3;;2;2;2;2;2;;;;;;;;10;25;3040.1922348
5570696;1;1;1;50;2;;;1;1;;;;;;;;;;;;;;10;50;692.9072404
5570696;1;2;1;50;2;;;2;4;;2;2;2;2;2;;;;;;;;10;50;692.9072404
5570696;1;3;1;50;2;;;2;3;;2;2;2;2;2;;;;;;;;10;50;692.9072404
5570697;1;1;1;50;2;;;1;6;DESCANSANDO POR LA EDAD SE ENCUENTRA ENFERMO;2;2;2;2;2;;;;;;;;10;50;793.16761042
5570697;1;2;1;50;2;;;2;4;;2;2;2;2;2;;;;;;;;10;50;793.16761042
5570697;1;3;1;50;2;;;3;1;;;;;;;;;;;;;;10;50;793.16761042
5570697;1;4;1;50;2;;;2;4;;2;2;2;2;2;;;;;;;;10;50;793.16761042
5570705;1;1;1;50;2;;;1;6;DESCANSANDO;2;1;;;;;;;;;;;10;76;997.45220875
5570705;1;2;1;50;2;;;2;4;;2;2;2;2;2;;;;;;;;10;76;997.45220875
5570705;1;3;1;50;2;;;3;1;;;;;;;;;;;;;;10;76;997.45220875
5570711;1;1;1;50;2;;;1;4;;1;;;;;;;;;;;;10;76;2329.0798067
5570712;1;1;1;50;2;;;1;1;;;;;;;;;;;;;;10;76;2778.2974463
5570712;1;2;1;50;2;;;2;1;;;;;;;;;;;;;;10;76;2778.2974463
5570713;1;1;1;50;2;;;1;4;;2;2;2;2;1;11;;;;;;;10;76;2329.0798067
5570713;1;2;1;50;2;;;2;1;;;;;;;;;;;;;;10;76;2329.0798067
5570713;1;3;1;50;2;;;3;1;;;;;;;;;;;;;;10;76;2329.0798067
5570714;1;1;1;50;2;;;1;4;;2;2;2;2;1;2;;2;;2;;;10;76;4347.4525319
