DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;RAMA4D_D_R4;MES;DPTO;fex_c_2011
5578426;1;1;1;70;76;8;48;2500000;1;;2;28;4;;1;2;2;;2;;;;;;;;;;;1;2;;86;19;19;1;1;8692;10;76;1397.403808
5578447;1;1;1;70;76;4;60;908526;4;;2;4;4;;4;2;1;;2;;;;;;;;;;;1;1;200000;86;59;59;1;1;8699;10;76;1168.9832311
5578464;1;3;1;70;76;42;48;908526;1;;2;56;1;;3;2;2;;2;;;;;;;;;;;1;2;;46;45;32;1;2;4663;10;76;700.64131627
5578938;1;3;1;70;13;48;48;908526;1;;2;192;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;33;33;1;2;4711;10;13;427.35674142
5579067;1;1;1;70;54;8;48;1000000;1;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;61;44;44;1;1;6120;10;54;401.42044851
5579068;1;2;1;70;54;2;40;900000;4;;2;2;4;;1;2;8;;2;;;;;;;;;;;1;1;900000;68;44;44;1;1;6810;10;54;347.38145892
5579074;1;2;1;70;54;3;48;600000;3;;2;10;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;10;54;223.98165558
5579074;1;3;1;70;54;10;48;600000;3;;2;15;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;10;54;223.98165558
5580118;1;3;1;70;05;1;48;1100000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;33;;1;1;;10;05;1346.3908794
5580132;1;2;1;70;05;28;48;908526;1;;2;12;4;;1;2;4;;2;;;;;;;;;;;1;2;;53;37;97;1;2;5320;10;05;1283.7387847
5580140;1;2;1;70;05;40;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;10;05;1541.8534834
5580158;1;3;1;70;05;24;48;908000;1;;2;24;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4771;10;05;1593.9174633
5580158;1;5;1;70;05;12;48;908000;1;;2;12;1;;4;2;1;;2;;;;;;;;;;;1;2;;96;57;57;1;1;9602;10;05;1593.9174633
5580159;1;1;1;70;05;160;48;908000;1;;2;140;1;;9;2;2;;2;;;;;;;;;;;1;2;;84;79;55;1;2;8412;10;05;999.5780687
5580163;1;1;1;70;05;20;48;908526;1;;2;260;1;;7;2;9;PENSION DE SUSTITUCION;1;2;;;1;;;;;;;;2;;85;55;55;1;2;8530;10;05;1284.046772
5580175;1;2;1;70;05;8;48;1200000;1;;2;14;1;;9;2;2;;2;;;;;;;;;;;1;2;;42;37;33;1;1;4220;10;05;1212.4207996
5580188;1;4;1;70;05;52;50;700000;4;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;43;93;93;1;2;4330;10;05;1105.8131426
5580193;1;2;1;70;05;52;48;908526;3;;2;78;3;;1;2;2;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;10;05;1058.2311783
5580195;1;1;1;70;05;12;48;908526;1;;2;20;1;;2;2;2;;2;;;;;;;;;;;1;2;;14;79;79;1;1;1410;10;05;1284.046772
5580195;1;2;1;70;05;40;48;908526;1;;2;312;1;;9;2;2;;2;;;;;;;;;;;1;2;;14;75;97;1;2;1410;10;05;1284.046772
5580198;1;3;1;70;05;12;48;908000;1;;2;16;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4752;10;05;1243.2707519
5580203;1;1;1;70;05;12;48;908526;1;;2;52;1;;6;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4112;10;05;1931.0084616
5580207;1;2;1;70;05;60;48;908526;3;;2;60;1;;4;2;2;;2;;;;;;;;;;;1;2;;87;54;55;1;2;8730;10;05;987.06800115
5580208;1;1;1;70;05;24;48;908526;3;;2;60;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;10;05;1208.3706552
5580218;1;2;1;70;05;80;48;908526;1;;2;84;1;;4;2;8;;2;;;;;;;;;;;1;2;;68;53;55;1;2;6820;10;05;1316.6348452
5580218;1;3;1;70;05;36;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;2;;10;05;1316.6348452
5580218;1;4;1;70;05;40;48;800000;3;;1;;;;;;;;;;.;.;;;;;;;;;;.;;54;;1;2;;10;05;1316.6348452
5580219;1;2;1;70;05;3;48;908526;1;;2;3;1;;3;2;2;;2;;;;;;;;;;;1;2;;14;53;79;1;1;1410;10;05;1152.8743906
5580219;1;4;1;70;05;52;48;908526;1;;2;156;1;;9;2;2;;2;;;;;;;;;;;1;2;;86;39;39;1;2;8621;10;05;1152.8743906
5580221;1;2;1;70;05;4;48;908526;3;;2;12;1;;9;2;2;;2;;;;;;;;;;;1;2;;56;54;45;1;1;5619;10;05;1931.0084616
5580222;1;1;1;70;05;24;48;908526;3;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;54;41;1;2;4711;10;05;1381.6292186
5580222;1;3;1;70;05;12;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;10;05;1381.6292186
5580224;1;3;1;70;05;20;36;600000;1;;2;20;1;;5;2;1;;2;;;;;;;;;;;1;2;;94;39;39;1;2;9499;10;05;820.74765712
5580225;1;2;1;70;05;3;48;908526;1;;2;3;1;;2;2;3;;2;;;;;;;;;;;1;1;420000;25;87;87;1;1;2511;10;05;1208.3706552
5580226;1;1;1;70;05;104;48;908526;1;;2;104;4;;9;2;1;;2;;;;;;;;;;;1;2;;85;39;39;1;2;8544;10;05;1056.1852435
5580231;1;3;1;70;05;6;48;908000;1;;2;8;1;;9;2;8;;2;;;;;;;;;;;1;2;;14;45;45;1;1;1410;10;05;1243.7088141
5580237;1;1;1;70;05;16;48;1400000;1;;2;12;1;;9;2;9;PAGA LA TOTALIDAD DE AFILIACION COMO COTIZANTE;1;2;;;1;;;;;;;;2;;45;39;45;1;2;4511;10;05;1208.3706552
5580254;1;2;1;70;05;16;48;908526;1;;2;20;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;59;59;1;2;4773;10;05;1093.5693372
5580254;1;3;1;70;05;156;48;1800000;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;1;300000;41;39;95;1;2;4111;10;05;1093.5693372
5580255;1;4;1;70;05;20;48;908526;1;;2;104;1;;5;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;2;5611;10;05;1020.2054172
5580260;1;2;1;70;05;8;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;19;;1;1;;10;05;1393.693483
5580272;1;3;1;70;05;40;48;908526;1;;2;8;1;;2;2;2;;2;;;;;;;;;;;1;2;;56;38;53;1;2;5611;10;05;1243.7088141
5580276;1;4;1;70;05;4;48;908526;4;;2;52;1;;9;2;2;;2;;;;;;;;;;;1;2;;14;98;97;1;1;1410;10;05;1212.4207996
5580279;1;1;1;70;05;4;24;460000;3;;2;24;1;;2;2;1;;2;;;;;;;;;;;1;2;;46;54;40;1;1;4665;10;05;1421.1622268
5580291;1;1;1;70;08;12;48;908000;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;81;62;62;1;1;8130;10;08;726.27819116
5580301;1;1;1;70;08;99;48;906000;4;;2;99;4;;1;2;1;;2;;;;;;;;;;;1;2;;74;16;16;1;2;7420;10;08;538.51637153
5580305;1;2;1;70;08;24;48;906000;1;;2;26;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4711;10;08;633.90584937
5580307;1;1;1;70;08;20;48;908526;1;;2;20;1;;9;2;2;;2;;;;;;;;;;;1;2;;47;32;33;1;2;4773;10;08;770.70876874
5580313;1;4;1;70;08;15;25;500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;;10;08;623.6519779
5580322;1;2;1;70;08;12;48;500000;1;;2;52;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;1;5611;10;08;653.77007259
5580326;1;2;1;70;08;30;48;1000000;1;;2;31;1;;9;2;4;;2;;;;;;;;;;;1;2;;68;33;33;1;2;6820;10;08;382.5124528
5580326;1;3;1;70;08;8;48;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;1;;10;08;382.5124528
5580328;2;1;2;70;08;8;48;500000;3;;2;8;4;;1;2;8;;2;;;;;;;;;;;1;2;;96;54;57;1;1;9602;10;08;623.6519779
5580335;1;1;1;70;08;4;48;1200000;1;;2;4;4;;1;2;2;;2;;;;;;;;;;;1;2;;41;97;93;1;1;4111;10;08;605.67251556
5580375;1;4;1;70;08;8;48;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;10;08;482.54363943
5580395;1;2;1;70;08;12;48;600000;1;;2;240;1;;9;2;1;;2;;;;;;;;;;;1;2;;22;70;70;1;1;2229;10;08;722.50954524
5580398;1;2;1;70;08;2;32;908000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;10;08;598.17181476
5580407;1;6;1;70;08;52;48;908000;1;;2;92;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;55;55;1;2;9700;10;08;614.13543054
5580411;1;3;1;70;08;12;48;910000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;1;;10;08;900.11109704
5580413;1;10;1;70;08;24;48;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;;10;08;615.84187825
5580420;1;2;1;70;08;32;48;908526;1;;2;76;1;;9;2;1;;2;;;;;;;;;;;1;2;;11;39;39;1;2;1103;10;08;610.64350974
5580425;1;4;1;70;08;4;24;500000;3;;2;78;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;10;08;603.87090747
5580425;1;6;1;70;08;12;48;908526;4;;2;12;4;;2;2;8;;2;;;;;;;;;;;1;2;;45;99;99;1;1;4520;10;08;603.87090747
5580426;1;3;1;70;08;4;20;400000;3;;2;52;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;10;08;769.30802755
5580432;1;8;1;70;08;16;48;906000;1;;2;16;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;97;95;1;2;4111;10;08;970.8079706
5580433;1;4;1;70;08;40;48;908526;4;;2;40;1;;9;2;8;;2;;;;;;;;;;;1;2;;06;45;32;1;2;0610;10;08;534.64605915
5580435;1;4;1;70;08;2;48;98;1;;2;2;1;;4;2;5;;2;;;;;;;;;;;1;1;98;56;53;53;1;1;5611;10;08;696.28164947
5580443;1;2;1;70;08;8;48;900000;1;;2;12;1;;4;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;1;5611;10;08;747.08240568
5580443;1;5;1;70;08;48;48;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;58;;1;2;;10;08;747.08240568
5580446;1;11;1;70;08;104;48;1000000;1;;2;103;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;59;95;1;2;4111;10;08;528.2678177
5580446;1;12;1;70;08;52;48;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;2;;10;08;528.2678177
5580451;1;1;1;70;08;52;48;910000;1;;2;52;1;;8;2;8;;2;;;;;;;;;;;1;2;;25;55;55;1;2;2511;10;08;641.43527914
5580459;1;3;1;70;08;30;48;900000;1;;2;18;1;;4;2;1;;2;;;;;;;;;;;1;2;;85;59;59;1;2;8512;10;08;530.74286293
5580464;1;1;1;70;08;12;72;908526;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;42;58;58;1;1;4210;10;08;771.88238802
5580469;1;1;1;70;08;6;48;908000;1;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;1;8530;10;08;791.11211636
5580470;1;1;1;70;08;24;48;908000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;;10;08;581.53711306
5580473;1;3;1;70;08;4;48;908000;1;;2;52;1;;4;2;1;;2;;;;;;;;;;;1;2;;81;84;84;1;1;8129;10;08;414.848371
5580489;1;3;1;70;08;28;60;1100000;1;;2;28;1;;9;2;2;;2;;;;;;;;;;;1;2;;86;03;39;1;2;8621;10;08;789.82525933
5580497;1;1;1;70;08;60;72;1200000;4;;2;76;4;;1;2;1;;2;;;;;;;;;;;1;2;;96;57;57;1;2;9602;10;08;710.03785026
5580499;1;2;1;70;08;28;20;900000;3;;1;;;;;;;;;;.;.;;;;;;;;;;.;;54;;1;2;;10;08;606.23036374
5580509;1;1;1;70;08;20;48;800000;1;;2;22;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;58;53;1;2;5619;10;08;559.71235809
5580532;1;2;1;70;11;52;48;908000;1;;2;52;1;;8;2;8;;2;;;;;;;;;;;1;2;;41;95;95;1;2;4111;10;11;2596.4189556
5580538;1;1;1;70;11;40;48;1000000;1;;2;40;1;;9;2;4;;2;;;;;;;;;;;1;2;;64;39;33;1;2;6495;10;11;3866.8248315
5580538;1;5;1;70;11;54;48;908526;1;;2;54;1;;9;2;2;;2;;;;;;;;;;;1;2;;27;97;97;1;2;2750;10;11;3866.8248315
5580553;1;2;1;70;11;8;48;2000000;1;;2;8;1;;7;2;2;;2;;;;;;;;;;;1;2;;91;19;39;1;1;9101;10;11;3533.5961582
5580559;1;1;1;70;11;88;88;1000000;1;;2;88;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;10;11;3293.9537306
5580575;1;3;1;70;11;12;48;908526;1;;2;24;1;;5;2;2;;2;;;;;;;;;;;1;2;;01;97;97;1;1;0130;10;11;3310.7755599
5580605;1;2;1;70;11;259;48;5000000;1;;2;259;1;;8;2;2;;2;;;;;;;;;;;1;2;;64;08;08;1;2;6412;10;11;3263.01151
5580607;1;2;1;70;11;144;48;1300000;1;;2;144;1;;3;2;1;;2;;;;;;;;;;;1;2;;45;84;84;1;2;4520;10;11;1606.7519035
5580619;1;2;1;70;11;26;48;2500000;1;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;600000;25;02;83;1;2;2511;10;11;1829.3816204
5580622;1;4;1;70;11;12;30;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;10;11;4556.2735601
5580623;1;2;1;70;11;80;48;1200000;1;;2;80;1;;9;2;1;;1;2;;;1;;;;;;;;2;;49;98;98;1;2;4921;10;11;3024.5788721
5580626;1;2;1;70;11;96;48;908526;1;;2;96;2;;8;2;4;;2;;;;;;;;;;;1;2;;93;18;18;1;2;9329;10;11;3658.7632408
5580637;1;1;1;70;11;24;48;908528;1;;2;24;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;03;03;1;2;8544;10;11;1957.7091434
5580641;1;3;1;70;11;8;48;909000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;38;;1;1;;10;11;3189.7252731
5580658;1;3;1;70;11;16;48;1500000;1;;2;16;1;;6;2;4;;2;;;;;;;;;;;1;2;;69;11;11;1;2;6920;10;11;3546.7324803
5580660;1;1;1;70;11;6;48;1000000;1;;2;24;1;;3;2;1;;1;1;;;1;;;;;;;;2;;47;21;45;1;1;4772;10;11;4027.8308099
5580670;1;2;1;70;11;20;48;1500000;1;;2;80;1;;6;2;1;;2;;;;;;;;;;;1;2;;47;81;45;1;2;4754;10;11;3869.1417146
5580670;1;3;1;70;11;60;48;1000000;1;;2;60;4;;1;2;1;;2;;;;;;;;;;;1;2;;25;95;83;1;2;2511;10;11;3869.1417146
5580671;1;2;1;70;11;24;48;908526;1;;2;6;1;;2;2;2;;2;;;;;;;;;;;1;2;;49;97;97;1;2;4923;10;11;3658.7632408
5580674;1;1;1;70;11;16;48;1100000;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;98;41;95;95;1;2;4111;10;11;4667.9774081
5580674;1;2;1;70;11;30;48;908526;1;;2;18;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;10;11;4667.9774081
5580674;1;4;1;70;11;12;48;908526;1;;2;12;4;;3;2;1;;2;;;;;;;;;;;1;1;700000;41;95;95;1;1;4111;10;11;4667.9774081
5580674;1;5;1;70;11;18;48;1200000;1;;2;8;1;;4;2;1;;2;;;;;;;;;;;1;2;;56;33;53;1;2;5611;10;11;4667.9774081
5580677;1;2;1;70;11;80;48;1500000;1;;2;80;1;;5;2;1;;1;2;;;1;;;;;;;;2;;46;32;19;1;2;4652;10;11;2831.2999157
5580678;1;3;1;70;11;40;48;1100000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;57;;1;2;;10;11;3646.3211163
5580684;1;3;1;70;11;36;48;908526;1;;2;6;1;;8;1;1;;1;1;;;1;;;;;;;;2;;78;39;97;1;2;7810;10;11;3766.122131
5580686;1;3;1;70;11;8;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;1;;10;11;4639.5414813
5580686;1;6;1;70;11;55;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;10;11;4639.5414813
5580687;1;4;1;70;11;40;40;908000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;10;11;2941.7079908
5580691;1;1;1;70;11;120;48;3000000;1;;2;120;1;;4;2;1;;1;2;;;1;;;;;;;;2;;94;13;21;1;2;9499;10;11;3904.9806104
5580695;1;3;1;70;11;12;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;38;;1;1;;10;11;3506.3713993
5580699;1;2;1;70;11;16;48;1000000;1;;2;16;1;;4;2;4;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4791;10;11;3708.6527065
5580707;1;1;1;70;11;16;48;908526;1;;2;16;1;;7;2;4;;2;;;;;;;;;;;1;2;;68;58;44;1;2;6820;10;11;4115.3590841
5580723;1;2;1;70;11;9;48;1000000;1;;2;8;4;;1;2;8;;2;;;;;;;;;;;1;2;;49;58;97;1;1;4923;10;11;3869.1417146
5580726;1;3;1;70;11;100;48;1500000;1;;2;100;1;;1;2;7;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4921;10;11;3485.8321082
5580726;1;4;1;70;11;50;48;2000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;13;;1;2;;10;11;3485.8321082
5580735;1;3;1;70;11;16;48;2500000;1;;2;16;1;;7;2;4;;2;;;;;;;;;;;1;2;;86;59;59;1;2;8621;10;11;2596.4189556
5580737;1;1;1;70;11;24;48;908526;1;;2;24;1;;9;2;2;;2;;;;;;;;;;;1;2;;95;03;03;1;2;9522;10;11;4247.2204606
5580740;1;2;1;70;11;72;48;1400000;1;;2;76;1;;2;2;2;;2;;;;;;;;;;;1;2;;69;32;32;1;2;6910;10;11;3263.3932726
5580740;1;3;1;70;11;76;48;1200000;1;;2;76;1;;9;2;1;;2;;;;;;;;;;;1;2;;68;03;21;1;2;6820;10;11;3263.3932726
5580740;1;4;1;70;11;75;48;1500000;1;;2;75;1;;3;2;6;;2;;;;;;;;;;;1;2;;69;39;39;1;2;6910;10;11;3263.3932726
5580748;1;1;1;70;11;256;48;1500000;1;;2;20;4;;1;2;1;;2;;;;;;;;;;;1;2;;95;03;03;1;2;9511;10;11;3459.7211765
5580750;1;2;1;70;11;32;48;3000000;4;;2;32;4;;1;2;1;;1;2;;;1;;;;;;;;2;;68;44;44;1;2;6820;10;11;3336.3540066
5580760;1;1;1;70;11;12;48;908526;1;;2;45;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;55;54;1;1;9700;10;11;3077.5172853
5580791;1;3;1;70;13;28;40;1300000;1;;2;52;1;;8;2;1;;2;;;TERMINANDO SUS ESTUDIOS;;;;;;;1;;2;;55;13;39;1;2;5511;10;13;532.43743568
5580801;1;3;1;70;13;9;48;900000;1;;2;14;1;;7;2;1;;2;;;;;;;;;;;1;2;;86;55;55;1;1;8621;10;13;441.70642748
5580801;1;4;1;70;13;4;48;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;1;;10;13;441.70642748
5580821;1;3;1;70;13;16;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;10;13;546.97835001
5580839;1;1;1;70;13;32;48;1000000;1;;2;50;1;;5;2;1;;2;;;;;;;;;;;1;2;;96;98;98;1;2;9601;10;13;429.04278036
5580852;1;2;1;70;13;10;48;908526;1;;2;13;1;;8;2;2;;2;;;;;;;;;;;1;2;;32;33;33;1;1;3250;10;13;453.83062788
5580855;1;1;1;70;13;16;48;2500000;1;;2;4;1;;8;2;3;;2;;;;;;;;1;;;;2;;42;02;02;1;2;4290;10;13;543.23622381
5580855;1;3;1;70;13;22;48;1000000;1;;2;26;1;;9;2;4;;2;;;;;;;;;;;1;2;;10;05;05;1;2;1040;10;13;543.23622381
5580858;1;5;1;70;13;6;48;908526;1;;2;6;4;;2;2;2;;2;;;;;;;;;;;1;2;;56;45;53;1;1;5611;10;13;449.73819974
5580865;1;3;1;70;13;24;48;908576;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;10;13;356.68281413
5580964;1;4;1;70;17;4;48;908526;1;;2;8;1;;6;2;4;;2;;;;;;;;;;;1;2;;15;21;80;1;1;1522;10;17;194.66774153
5580975;1;2;1;70;17;3;48;1500000;1;;2;16;1;;9;2;6;;2;;;;;;;;;;;1;2;;82;38;38;1;1;8220;10;17;164.0110181
5580984;1;1;1;70;17;3;48;908526;1;;2;8;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;98;45;1;1;4719;10;17;326.18659633
5581010;1;3;1;70;17;48;48;908526;1;;2;48;4;;1;2;1;;2;;;;;;;;;;;1;2;;10;53;21;1;2;1081;10;17;180.92562892
5581026;1;4;1;70;17;16;48;908526;1;;2;17;1;;3;2;1;;2;;;;;;;;;;;1;2;;52;97;97;1;2;5224;10;17;170.35220563
5581372;1;3;1;70;23;48;48;800000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;10;23;199.37216935
5581374;1;1;1;70;23;8;20;600000;4;;2;72;4;;1;2;1;;2;;;;;;;;;;;1;2;;55;54;54;1;1;5590;10;23;219.33308305
5581377;1;1;1;70;23;75;48;908526;1;;2;120;1;;7;2;1;;2;;;;;;;;;;;1;2;;53;58;58;1;2;5320;10;23;310.39058053
5581379;1;3;1;70;23;93;48;908526;1;;2;120;1;;6;2;1;;2;;;;;;;;;;;1;2;;47;14;45;1;2;4771;10;23;105.26476682
5581380;1;2;1;70;23;8;45;900000;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4111;10;23;208.62566063
5581382;1;2;1;70;23;24;48;908526;1;;2;32;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;32;45;1;2;4741;10;23;235.80029359
5581383;1;1;1;70;23;96;48;908526;1;;2;96;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;55;99;1;2;5611;10;23;233.14667829
5581384;1;2;1;70;23;12;48;908526;1;;2;12;1;;3;2;1;;2;;;;;;;;;;;1;2;;95;03;03;1;1;9511;10;23;147.69500644
5581388;1;1;1;70;23;22;48;908526;1;;2;75;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;13;54;1;2;9700;10;23;201.47802104
5581389;1;3;1;70;23;8;48;1000000;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;2;;93;18;18;1;1;9319;10;23;142.02726408
5581393;1;2;1;70;23;28;44;400000;1;;2;78;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;10;23;205.61954622
5581394;1;4;1;70;23;12;48;908526;3;;2;12;1;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;10;23;214.56585928
5581401;1;5;1;70;23;48;48;908526;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;39;39;1;2;8610;10;23;232.14070822
5581403;1;3;1;70;23;40;48;2000000;1;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;8544;10;23;206.36176709
5581413;2;1;2;70;23;52;48;908526;1;;2;72;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;2;9700;10;23;93.309352064
5581413;3;2;3;70;23;52;52;908526;1;;2;24;1;;2;2;1;;2;;;;;;;;;;;1;2;;41;37;95;1;2;4111;10;23;93.309352064
5581418;1;2;1;70;23;8;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;32;;1;1;;10;23;294.58721027
5581419;1;3;1;70;23;32;48;1000000;1;;2;32;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;02;45;1;2;4711;10;23;216.94701828
5581419;1;4;1;70;23;24;48;900000;1;;2;24;1;;7;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;4111;10;23;216.94701828
5581426;1;2;1;70;23;40;48;908526;1;;2;50;1;;7;2;2;;2;;;;;;;;;;;1;2;;85;13;13;1;2;8530;10;23;201.47802104
5581429;1;2;1;70;23;52;48;1000000;1;;2;52;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4773;10;23;217.28139131
5581447;1;2;1;70;23;24;48;908526;1;;2;96;4;;1;2;2;;2;;;;;;;;;;;1;2;;96;32;57;1;2;9602;10;23;242.51375761
5582029;1;3;1;70;50;4;48;1200000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;03;;1;1;;10;50;251.31301511
5582062;1;1;1;70;50;1;48;1500000;4;;2;2;4;;1;2;3;;2;;;;;;;;;;;1;1;900000;45;84;84;1;1;4520;10;50;275.38860301
5582065;1;2;1;70;50;24;48;930000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;85;;1;2;;10;50;310.66344757
5582072;1;2;1;70;50;4;48;1000000;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;500000;45;53;99;1;1;4520;10;50;419.14961796
5582076;1;2;1;70;50;26;40;850000;1;;2;78;1;;4;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;10;50;492.7367364
5582077;1;2;1;70;50;52;48;906000;4;;2;150;1;;4;2;2;;2;;;;;;;;;;;1;2;;56;55;53;1;2;5611;10;50;271.52002624
5582077;1;5;1;70;50;2;48;906000;1;;2;3;1;;2;2;1;;2;;;;;;;;;;;1;1;800000;41;95;95;1;1;4111;10;50;271.52002624
5582084;1;3;1;70;50;78;48;3000000;1;;2;40;4;;9;2;4;;2;;;;;;;;;;;1;2;;69;12;12;1;2;6910;10;50;499.65059142
5582093;1;1;1;70;50;12;48;3000000;4;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4771;10;50;255.9548877
5582100;1;1;1;70;50;52;40;800000;1;;2;30;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;95;45;1;2;4729;10;50;367.47978464
5582107;1;1;1;70;52;52;40;908526;1;;2;52;1;;3;2;8;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4773;10;52;236.47722593
5582107;1;2;1;70;52;104;40;908526;3;;2;52;1;;9;2;8;;2;;;;;;;;;;;1;2;;64;54;55;1;2;6412;10;52;236.47722593
5582115;1;3;1;70;52;20;48;1000000;1;;2;24;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;32;45;1;2;4772;10;52;114.62574237
5582127;1;2;1;70;52;4;48;908526;1;;2;36;1;;7;2;1;;2;;;;;;;;;;;1;1;200000;47;39;39;1;1;4724;10;52;299.13831354
5582128;1;3;1;70;52;12;25;98;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;10;52;261.21019652
