DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5574268;1;1;1;70;54;1;2;48;800000;4;;2;2;4;;1;2;8;;2;;;;;;;;;;;1;1;800000;41;95;95;1;1;10;4112;54;635.51722263
5574271;1;6;1;70;54;1;6;48;800000;1;;2;7;4;;1;2;8;;2;;;;;;;;;;;1;2;;56;39;53;1;1;10;5611;54;464.39594299
5574272;1;3;1;70;54;1;52;48;900000;1;;2;18;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;39;98;1;2;10;4921;54;426.02082406
5574285;1;3;1;70;54;1;12;48;800000;3;;2;52;4;;1;2;8;;2;;;;;;;;;;;1;2;;88;54;54;1;1;10;8891;54;298.47090904
5574287;1;1;1;70;54;1;50;48;700000;1;;2;600;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;2;10;9700;54;657.07791396
5574288;1;1;1;70;54;1;2;48;600000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;500000;45;84;84;1;1;10;4520;54;486.28839899
5574289;1;3;1;70;54;1;40;48;908000;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4789;54;423.42547167
5574294;1;4;1;70;54;1;24;48;908000;1;;2;52;4;;1;2;2;;2;;;;;;;;;;;1;2;;47;39;45;1;2;10;4771;54;346.93712709
5574295;1;1;1;70;54;1;12;48;1200000;1;;2;32;1;;9;2;1;;3;;;;;;;;;;;1;2;;80;58;58;1;1;10;8010;54;347.38145892
5574299;1;3;1;70;54;1;2;48;908000;4;;2;2;4;;1;2;2;;2;;;;;;;;;;;1;1;400000;41;95;95;1;1;10;4111;54;400.15328711
5574300;1;1;1;70;54;1;6;66;600000;3;;2;6;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;10;9700;54;465.82699801
5574301;1;2;1;70;54;1;25;48;900000;4;;2;24;4;;1;2;2;;2;;;;;;;;;;;1;2;;85;13;13;1;2;10;8551;54;397.55793473
5574304;1;2;1;70;54;1;25;60;99;4;;2;3;4;;1;2;8;;2;;;;;;;;;;;1;1;99;96;97;97;1;2;10;9609;54;223.98165558
5574317;1;1;1;70;54;1;3;50;900000;4;;2;4;4;;1;2;8;;2;;;;;;;;;;;1;1;800000;41;95;95;1;1;10;4112;54;435.06142846
5574339;1;1;1;70;63;1;4;48;800000;3;;2;4;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;10;9700;63;133.74765384
5574352;1;2;1;70;63;1;8;48;908000;4;;2;8;4;;9;2;4;;1;2;;;1;;;;;;;;2;;84;98;39;1;1;10;8412;63;143.86060494
5574363;1;1;1;70;63;1;4;51;1200000;4;;2;4;4;;1;2;2;;2;;;;;;;;;;;1;1;200000;41;95;95;1;1;10;4111;63;171.88039072
5574365;1;3;1;70;63;1;48;48;908526;1;;2;56;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;33;32;1;2;10;8412;63;81.557282913
5574372;1;2;1;70;63;1;3;24;450000;4;;2;3;1;;4;2;1;;2;;;;;;;;;;;1;1;400000;92;18;45;1;1;10;9200;63;182.28582187
5574378;1;2;1;70;63;1;5;50;1200000;2;;2;5;2;;9;2;7;;2;;;;;;;;;;;1;2;;84;58;58;1;1;10;8422;63;143.79649816
5574382;1;2;1;70;63;1;6;48;908000;4;;2;5;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;57;95;1;1;10;4111;63;100.99222876
5574383;1;2;1;70;63;1;8;48;910000;4;;2;4;4;;1;2;4;;2;;;;;;;;;;;1;1;50000;56;53;53;1;1;10;5619;63;257.55375132
5574385;1;3;1;70;63;1;50;40;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;63;196.52500162
5574401;1;3;1;70;66;1;24;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;66;272.24560221
5574403;1;4;1;70;66;1;2;48;908526;1;;2;2;1;;5;2;1;;2;;;;;;;;;;;1;1;780000;41;95;95;1;1;10;4111;66;315.48823456
5574411;1;2;1;70;66;1;8;48;900000;4;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;10;4773;66;645.72575703
5574413;1;2;1;70;66;1;18;48;908526;1;;2;18;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;41;1;2;10;4741;66;333.0127817
5574415;1;3;1;70;66;1;20;48;908526;1;;2;20;1;;6;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4771;66;263.96304487
5574431;1;2;1;70;66;1;104;48;908526;1;;2;104;1;;8;2;1;;2;;;;;;;;;;;1;2;;80;58;58;1;2;10;8010;66;315.48823456
5574432;1;1;1;70;66;1;16;48;900000;1;;2;16;1;;4;2;4;;2;;;;;;;;;;;1;2;;56;53;53;1;2;10;5611;66;335.60428542
5574438;1;3;1;70;66;1;4;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;59;;1;1;10;;66;487.97442137
5574439;1;1;1;70;66;1;48;48;650000;1;;2;48;1;;3;2;1;;2;;;;;;;;;;;1;2;;52;58;58;1;2;10;5221;66;284.82007352
5574442;1;2;1;70;66;1;24;48;908526;1;;2;36;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4773;66;284.82007352
5574460;1;3;1;70;66;1;60;48;1000000;1;;2;60;1;;4;2;1;;2;;;;;;;;;;;1;2;;01;60;60;1;2;10;0123;66;239.95984684
5574465;1;3;1;70;66;1;104;48;2000000;1;;2;104;1;;8;2;2;;2;;;;;;;;;;;1;2;;85;21;32;1;2;10;8544;66;275.57808371
5574466;1;3;1;70;66;1;60;48;1200000;1;;2;60;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;98;98;1;2;10;4711;66;336.34526321
5574474;1;4;1;70;66;1;51;48;908526;1;;2;51;1;;4;2;1;;2;;;;;;;;;;;1;2;;46;97;97;1;2;10;4642;66;472.98750922
5574475;1;2;1;70;66;1;52;48;908526;1;;2;52;1;;3;2;3;;1;1;;;1;;;;;;;;2;;56;53;53;1;2;10;5611;66;344.07315488
5574492;1;2;1;70;66;1;56;48;900000;1;;2;60;1;;9;2;2;;2;;;;;;;;;;;1;2;;61;33;33;1;2;10;6120;66;522.17980607
5574498;1;1;1;70;66;1;40;48;1500000;1;;2;40;5;;2;2;8;;2;;;;;;;;;;;1;2;;55;45;51;1;2;10;5511;66;608.75409004
5574498;1;2;1;70;66;1;12;48;908526;1;;2;144;1;;9;2;8;;2;;;;;;;;;;;1;2;;73;45;38;1;1;10;7310;66;608.75409004
5574502;1;2;1;70;66;1;4;48;908526;1;;2;16;1;;3;2;2;;2;;;;;;;;;;;1;2;;10;45;45;1;1;10;1081;66;327.86359741
5574507;1;1;1;70;66;1;4;48;908526;1;;2;4;1;;6;2;8;;2;;;;;;;;;;;1;2;;86;59;59;1;1;10;8621;66;406.15532404
5574540;1;1;1;70;66;1;2;48;650000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;1000000;41;95;95;1;1;10;4111;66;284.82007352
5574551;1;1;1;70;66;1;15;48;908526;1;;2;15;4;;1;2;8;;2;;;;;;;;;;;1;1;400000;56;45;53;1;2;10;5619;66;621.14224923
5574577;1;3;1;70;68;1;52;48;908000;5;;2;52;5;;2;2;2;;2;;;;;;;;;;;1;2;;55;53;51;1;2;10;5590;68;727.30318393
5574578;1;2;1;70;68;1;14;48;950000;1;;2;12;1;;3;2;2;;2;;;;;;;;;;;1;2;;47;33;45;1;2;10;4711;68;556.53661571
5574587;1;2;1;70;68;1;24;48;908526;1;;2;24;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;38;45;1;2;10;4719;68;687.47572886
5574593;1;2;1;70;68;1;4;48;1500000;4;;2;4;4;;2;2;1;;2;;;;;;;;;;;1;1;1000000;90;17;17;1;1;10;9007;68;525.56839527
5574598;1;1;1;70;68;1;6;48;1200000;1;;2;6;1;;5;2;2;;2;;;;;;;;;;;1;2;;01;98;98;1;1;10;0145;68;479.91723701
5574598;1;3;1;70;68;1;20;48;1500000;1;;2;20;1;;9;2;2;;2;;;;;;;;;;;1;2;;49;39;39;1;2;10;4923;68;479.91723701
5574600;1;1;1;70;68;1;75;48;1000000;1;;2;106;1;;4;2;2;;2;;;;;;;;;;;1;1;100000;15;80;80;1;2;10;1522;68;716.52767709
5574600;2;2;2;70;68;1;4;48;900000;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;120000;12;78;78;1;1;10;1200;68;716.52767709
5574600;3;1;3;70;68;1;52;48;908000;1;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;1;50000;12;55;78;1;2;10;1200;68;716.52767709
5574615;1;4;1;70;68;1;18;48;960000;1;;2;18;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4771;68;636.88766336
5574626;1;2;1;70;68;1;52;48;908526;1;;2;52;1;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4719;68;712.34228772
5574670;1;3;1;70;70;1;30;40;1200000;1;;2;36;1;;5;2;1;;2;;;;;;;;;;;1;2;;47;44;45;1;2;10;4755;70;79.988778317
5574678;1;6;1;70;70;1;8;60;600000;4;;2;10;4;;4;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;10;4112;70;243.6390211
5574679;1;3;1;70;70;1;30;40;2000000;1;;2;45;1;;9;2;1;;2;;;;;;;;;;;1;2;;64;02;33;1;2;10;6499;70;145.39286689
5574682;1;3;1;70;70;1;4;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;33;;1;1;10;;70;125.30908975
5574687;1;3;1;70;70;1;12;48;908526;1;;2;48;1;;9;2;1;;2;;;;;;;;;;;1;2;;53;39;39;1;1;10;5320;70;165.72945095
5574701;1;2;1;70;70;1;13;60;908526;1;;2;15;1;;7;2;2;;2;;;;;;;;;;;1;2;;42;98;97;1;1;10;4290;70;157.24742633
5574709;1;2;1;70;70;1;47;48;908526;1;;2;50;1;;9;2;1;;2;;;;;;;;;1;;;2;;25;33;39;1;2;10;2599;70;181.9178032
5574710;1;1;1;70;70;1;26;48;700000;1;;2;30;1;;5;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4771;70;203.88866299
5574713;1;1;1;70;70;1;2;48;908526;1;;2;75;1;;4;2;1;;2;;;;;;;;;;;1;2;;64;44;44;1;1;10;6499;70;121.10983451
5574717;1;3;1;70;70;1;8;48;1200000;1;;2;8;1;;9;2;1;;2;;;;;;;;;;;1;2;;45;02;39;1;1;10;4511;70;130.1630566
5574724;1;2;1;70;70;1;5;40;3000000;1;;2;30;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;95;45;1;1;10;4721;70;105.88002422
5574728;1;1;1;70;70;1;16;40;700000;4;;2;16;4;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;10;4111;70;137.79922987
5574731;1;1;1;70;70;1;6;42;500000;1;;2;52;1;;4;2;1;;2;;;;;;;;;;;1;2;;68;53;37;1;1;10;6820;70;169.92390171
5574734;1;1;1;70;70;1;2;48;800000;1;;2;120;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;53;55;1;1;10;8530;70;121.10983451
5574737;1;2;1;70;70;1;4;48;350000;3;;2;4;4;;1;2;8;;2;;;;;;;;;;;1;2;;47;54;45;1;1;10;4799;70;124.84969068
5574743;1;4;1;70;70;1;12;48;908526;1;;2;12;1;;6;2;1;;2;;;;;;;;;;;1;2;;14;79;79;1;1;10;1410;70;96.837479893
5574751;1;2;1;70;70;1;8;48;1600000;1;;2;32;4;;2;2;1;;2;;;;;;;;;;;1;2;;56;21;50;1;1;10;5611;70;142.384672
5574757;1;2;1;70;70;1;2;40;908526;1;;2;75;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;1;10;5630;70;157.71176348
5574763;1;3;1;70;70;1;3;40;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;10;;70;145.32174751
5574764;1;1;1;70;70;1;7;28;700000;4;;2;48;4;;2;2;1;;2;;;;;;;;;;;1;2;;01;61;61;1;1;10;0112;70;111.28479805
5574764;1;2;1;70;70;1;3;40;800000;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;25;93;93;1;1;10;2511;70;111.28479805
5574767;1;4;1;70;70;1;20;48;908526;1;;2;20;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4711;70;166.75911228
5574771;1;1;1;70;70;1;6;40;800000;1;;2;32;1;;9;2;1;;2;;;;;;;;;;;1;2;;35;45;33;1;1;10;3513;70;169.55097247
5574775;1;1;1;70;70;1;4;40;800000;1;;2;7;4;;1;2;1;;2;;;;;;;;;1;;;2;;56;45;45;1;1;10;5619;70;219.60403416
5574778;1;2;1;70;70;1;4;48;500000;3;;2;95;3;;1;2;1;;2;;;;1;;;;;;;;2;;97;54;54;1;1;10;9700;70;166.75911228
5574790;1;3;1;70;70;1;16;48;400000;4;;2;16;4;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;10;4112;70;133.56900835
5574798;1;1;1;70;73;1;52;48;908600;1;;2;52;1;;2;2;1;;2;;;;;;;;;;;1;2;;69;37;37;1;2;10;6910;73;168.45774969
5574806;1;2;1;70;73;1;8;25;900000;1;;2;80;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;41;1;1;10;4771;73;208.41566865
5574807;1;3;1;70;73;1;22;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;73;308.79937554
5574810;1;2;1;70;73;1;100;48;908526;1;;2;100;1;;5;2;2;;2;;;;;;;;;;;1;2;;14;45;70;1;2;10;1410;73;164.91646464
5574810;1;3;1;70;73;1;16;48;908526;1;;2;16;1;;2;2;2;;2;;;;;;;;;;;1;2;;56;05;53;1;2;10;5611;73;164.91646464
5574814;1;4;1;70;73;1;24;48;1000000;1;;2;24;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;99;99;1;2;10;4759;73;187.38211491
5574814;1;5;1;70;73;1;28;48;908526;1;;2;28;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4771;73;187.38211491
5574816;1;1;1;70;73;1;12;48;1000000;5;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;10;4111;73;314.74469541
5574817;1;1;1;70;73;1;72;48;908526;1;;2;240;2;;9;2;5;;3;;;;;;;;;;;1;2;;84;98;58;1;2;10;8423;73;411.7412755
5574817;1;2;1;70;73;1;144;48;1000000;1;;2;240;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;2;10;8610;73;411.7412755
5574819;1;4;1;70;73;1;4;40;400000;1;;2;100;1;;5;2;2;;2;;;;;;;;;;;1;2;;56;45;53;1;1;10;5611;73;310.94867876
5574824;1;3;1;70;73;1;96;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;10;;73;230.77862864
5574825;1;4;1;70;73;1;12;48;908526;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;10;4741;73;429.05339208
5574830;1;2;1;70;73;1;84;48;1500000;1;;2;84;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;32;32;1;2;10;4755;73;261.56673046
5574833;1;2;1;70;73;1;4;48;2000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;16;;1;1;10;;73;164.91646464
5574843;1;3;1;70;73;1;40;48;908526;1;;2;2;1;;7;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;2;10;4111;73;248.09074523
5574847;1;1;1;70;73;1;50;48;908600;1;;2;56;2;;9;2;1;;3;;;;;;;;;;;1;2;;84;58;58;1;2;10;8423;73;533.9896094
5574847;1;2;1;70;73;1;74;48;908600;1;;2;74;4;;1;2;2;;2;;;;;;;;;;;1;2;;47;39;41;1;2;10;4771;73;533.9896094
5574858;1;2;1;70;73;1;52;52;1800000;1;;2;52;1;;9;2;2;;2;;;;;;;;;;;1;2;;46;30;30;1;2;10;4631;73;433.19701266
5574860;1;2;1;70;73;1;12;48;1500000;1;;2;12;1;;6;2;1;;2;;;;;;;;;;;1;2;;78;19;19;1;1;10;7810;73;261.56673046
5574862;1;1;1;70;73;1;26;48;1200000;1;;2;26;4;;9;2;2;;2;;;;;;;;;;;1;2;;85;05;39;1;2;10;8544;73;300.03844824
5574862;1;2;1;70;73;1;20;48;1500000;1;;2;20;4;;9;2;1;;1;2;;;1;;;;;;;;2;;84;39;39;1;2;10;8412;73;300.03844824
5574862;1;3;1;70;73;1;4;54;1500000;5;;2;4;5;;3;2;3;;2;;;;;;;;;;;1;1;2000000;41;95;95;1;1;10;4111;73;300.03844824
5574863;1;2;1;70;73;1;105;40;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;73;164.91646464
5574871;1;2;1;70;73;1;50;48;908526;1;;2;50;1;;4;2;2;;2;;;;;;;;;;;1;2;;85;13;13;1;2;10;8512;73;433.19701266
5574872;1;3;1;70;73;1;104;56;908600;1;;2;100;1;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;10;4111;73;246.47849659
5574876;1;3;1;70;73;1;16;52;1000000;4;;2;16;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;10;4921;73;450.21299329
5574876;1;5;1;70;73;1;6;45;1000000;1;;2;6;1;;4;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;1;10;8622;73;450.21299329
5574886;1;2;1;70;73;1;16;30;908526;1;;2;16;1;;5;2;1;;2;;;;;;;;;;;1;2;;93;45;53;1;2;10;9329;73;236.72394851
5574887;1;4;1;70;73;1;55;48;908600;1;;2;68;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;33;38;1;2;10;6190;73;164.91646464
5574889;1;1;1;70;73;1;158;48;908600;4;;2;112;1;;9;2;1;;2;;;;;;;;;;;1;2;;92;53;45;1;2;10;9200;73;350.49770787
5574893;1;1;1;70;73;1;8;50;1400000;4;;2;12;4;;1;2;1;;3;;;;;;1;;;;;;2;;41;95;95;1;1;10;4112;73;261.56673046
5574897;1;3;1;70;73;1;112;48;908600;1;;2;250;1;;4;2;1;;2;;;;;;;;;;;1;2;;14;59;45;1;2;10;1410;73;164.91646464
5574898;1;2;1;70;73;1;4;30;500000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;54;;1;1;10;;73;164.91646464
5574899;1;3;1;70;73;1;28;48;908526;1;;2;28;1;;4;2;1;;2;;;;;;;;;;;1;2;;14;79;79;1;2;10;1410;73;164.91646464
5574901;1;1;1;70;73;1;28;48;908526;1;;2;28;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;44;44;1;2;10;6110;73;601.46484966
5574906;1;2;1;70;73;1;24;24;908526;1;;2;432;1;;6;2;2;;2;;;;;;;;;;;1;2;;25;19;19;1;2;10;2599;73;433.19701266
5574913;1;1;1;70;73;1;16;48;908526;1;;2;16;1;;3;2;6;;2;;;;;;;;;;;1;2;;56;53;53;1;2;10;5611;73;524.23506133
5574918;1;1;1;70;73;1;26;48;908000;1;;2;26;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;10;5611;73;518.28974146
5574919;1;2;1;70;73;1;12;48;1000000;1;;2;12;1;;5;2;8;;2;;;;;;;;;;;1;2;;47;45;45;1;1;10;4769;73;253.55047849
5574920;1;6;1;70;73;1;52;40;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;73;456.86684933
5574926;1;2;1;70;73;1;26;48;908000;1;;2;26;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;32;32;1;2;10;4711;73;200.85810014
5574926;1;3;1;70;73;1;16;48;908000;1;;2;16;1;;6;2;1;;2;;;;;;;;;;;1;2;;53;37;37;1;2;10;5320;73;200.85810014
5574932;1;1;1;70;76;1;52;48;1000000;1;;2;52;1;;2;2;2;;1;4;;;1;;;;;;;;2;;52;98;21;1;2;10;5221;76;1166.7921439
5574934;1;3;1;70;76;1;30;48;1100000;1;;2;32;1;;3;2;1;;2;;;;;;;;;;;1;2;;10;97;33;1;2;10;1081;76;1278.8371431
5574938;1;2;1;70;76;1;4;48;2000000;1;;2;4;1;;9;2;3;;2;;;;;;;;;;;1;1;1700000;86;07;07;1;1;10;8621;76;711.08097455
5574941;1;2;1;70;76;1;52;48;986000;1;;2;52;1;;2;2;4;;2;;;;;;;;;;;1;2;;56;45;59;1;2;10;5611;76;1641.9249207
5574945;1;1;1;70;76;1;60;48;908526;1;;2;78;1;;9;2;1;;2;;;;;;;;;1;;;2;;58;33;45;1;2;10;5813;76;1718.0355584
5574953;1;2;1;70;76;1;52;48;908526;1;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;2;10;8621;76;1278.1172538
5574954;1;1;1;70;76;1;3;40;908526;1;;2;3;1;;2;2;4;;2;;;;;;;;;;;1;1;500000;32;55;94;1;1;10;3220;76;1303.530193
5574957;1;1;1;70;76;1;18;48;908526;1;;2;20;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;55;45;1;2;10;4771;76;1981.0395378
5574957;2;2;2;70;76;1;12;48;900000;1;;2;98;3;;2;2;1;;2;;;;;;;;;;;1;2;;97;55;55;1;1;10;9700;76;1981.0395378
5574958;1;2;1;70;76;1;4;48;600000;1;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;50000;68;55;21;1;1;10;6820;76;1713.9276428
5574959;1;1;1;70;76;1;75;48;908526;1;;2;104;1;;4;2;2;;2;;;;;;;;;;;1;2;;47;55;55;1;2;10;4724;76;938.15059238
5574970;1;4;1;70;76;1;4;30;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;10;;76;1025.6671573
5574977;1;3;1;70;76;1;4;48;908526;1;;2;44;1;;2;2;4;;2;;;;;;;;;;;1;2;;14;79;79;1;1;10;1410;76;603.28405898
5574982;1;1;1;70;76;1;48;48;1000000;4;;2;48;1;;5;2;1;;3;;;YA ES PENSIONADO;;;;;;;1;;2;;32;11;11;1;2;10;3250;76;972.82186272
5574986;1;2;1;70;76;1;4;54;908526;1;;2;2;1;;4;2;4;;2;;;;;;;;;;;1;1;240000;55;45;54;1;1;10;5530;76;1718.0355584
5574988;1;2;1;70;76;1;1;20;400000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;10;;76;1119.5407723
5574988;1;3;1;70;76;1;13;48;908526;1;;2;156;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;1;10;5611;76;1119.5407723
5574988;1;4;1;70;76;1;4;48;1200000;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;2;;74;59;59;1;1;10;7490;76;1119.5407723
5574989;1;2;1;70;76;1;50;48;2000000;4;;2;50;4;;1;2;2;;2;;;;;;;;;;;1;2;;80;12;58;1;2;10;8030;76;1131.3983442
5575000;1;1;1;70;76;1;42;48;908526;1;;2;42;1;;8;2;1;;2;;;;;;;;;;;1;2;;42;98;98;1;2;10;4210;76;1195.4720825
5575010;1;2;1;70;76;1;64;48;908526;1;;2;88;1;;4;2;1;;2;;;;;;;;;;;1;2;;86;33;44;1;2;10;8621;76;1336.3760945
5575012;1;1;1;70;76;1;16;48;900000;1;;2;52;1;;4;2;6;;2;;;;;;;;;;;1;1;120000;41;95;95;1;2;10;4111;76;1545.682735
5575013;1;4;1;70;76;1;75;48;908526;3;;2;99;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;54;45;1;2;10;4771;76;1070.8695455
5575018;1;3;1;70;76;1;52;48;908526;1;;2;156;1;;4;2;1;;2;;;;;;;;;;;1;2;;53;32;32;1;2;10;5320;76;1423.8926595
5575029;1;2;1;70;76;1;24;48;908526;1;;2;50;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4772;76;1545.682735
5575030;1;3;1;70;76;1;40;48;908526;1;;2;40;1;;4;2;4;;2;;;;;;;;;;;1;2;;47;33;33;1;2;10;4752;76;701.26974605
5575031;1;2;1;70;76;1;42;54;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;76;1255.9592341
5575032;1;2;1;70;76;1;8;48;908526;1;;2;21;4;;5;2;1;;2;;;;;;;;;;;1;2;;15;45;80;1;1;10;1522;76;1488.054964
5575034;1;2;1;70;76;1;40;18;480000;4;;2;52;4;;2;2;2;;2;;;;;;;;;;;1;2;;32;79;79;1;2;10;3290;76;1070.1496561
5575050;1;2;1;70;76;1;3;42;1000000;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;300000;43;85;85;1;1;10;4321;76;972.82186272
5575353;1;2;1;70;;1;8;48;1200000;1;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;1;700000;52;39;39;1;1;10;5224;76;1623.8129067
5575357;1;1;1;70;;1;28;48;500000;3;;2;28;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;10;9700;76;3539.6986506
5575437;1;2;1;70;;1;52;48;1300000;1;;2;52;2;;9;2;7;;2;;;;;;;;;;;1;2;;86;59;59;1;2;10;8610;41;2741.9245489
5575437;1;4;1;70;;1;40;40;908000;1;;2;40;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;32;32;1;2;10;8412;41;2741.9245489
5575523;1;3;1;70;;1;104;48;2000000;2;;2;104;4;;6;2;1;;2;;;;;;;;;;;1;2;;84;12;39;1;2;10;8412;41;2741.9245489
5575574;1;2;1;70;;1;40;40;950000;1;;2;40;1;;3;2;1;;2;;;;;;;;;;;1;2;;55;50;50;1;2;10;5511;44;950.02016778
5575580;1;3;1;70;;1;6;48;400000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;10;;44;1257.3841519
5575587;1;4;1;70;;1;12;24;300000;3;;2;12;4;;3;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;10;9700;44;1638.3141039
5575589;1;1;1;70;;1;36;24;908524;1;;2;90;1;;9;2;1;;2;;;;;;;;;;;1;1;30000;86;59;59;1;2;10;8610;44;1602.914023
5575595;1;3;1;70;;1;4;40;300000;4;;2;4;4;;1;2;4;;2;;;;;;;;;;;1;2;;49;98;98;1;1;10;4921;44;987.54748212
5575595;1;4;1;70;;1;6;48;300000;4;;2;6;4;;2;2;7;;2;;;;;;;;;;;1;2;;49;97;97;1;1;10;4923;44;987.54748212
5575599;1;3;1;70;;1;50;50;600000;1;;2;60;4;;3;2;1;;2;;;;;;;;;;;1;2;;41;11;95;1;2;10;4111;44;707.79980769
5575618;1;1;1;70;;1;8;48;500000;8;;2;8;8;;2;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;10;0141;44;1677.9686517
5575620;1;2;1;70;;1;4;48;900000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;2;;42;97;97;1;1;10;4210;44;1448.4005608
5575652;1;2;1;70;;1;64;48;1800000;1;;2;64;2;;7;2;1;;2;;;;;;;;;;;1;2;;84;32;32;1;2;10;8412;50;1591.1702214
5575656;1;1;1;70;;1;52;48;3000000;2;;2;94;4;;6;2;1;;2;;;;;;;;;;;1;2;;42;05;05;1;2;10;4210;50;956.57966849
5575668;1;1;1;70;;1;4;44;1100000;1;;2;4;1;;4;2;1;;2;;;;;;;;;;;1;1;1100000;46;39;39;1;1;10;4620;50;749.5231628
